det	event	block	status	plane	rr_bin	N	abs	sum_y	sum_yhat	uncov_y
pdvd	039253_12_d42fit	800	3	U	0-2	14	29073	47064	33861	566
pdvd	039253_12_d42fit	800	3	U	2-5	12	115742	164295	74109	30491
pdvd	039253_12_d42fit	800	3	U	5-10	1	19606	26619	7013	0
pdvd	039253_12_d42fit	800	3	U	10-20	44	417840	690937	296485	45819
pdvd	039253_12_d42fit	800	3	U	20-40	136	535573	1398886	1049253	249116
pdvd	039253_12_d42fit	800	3	U	40+	49	138925	405919	301526	9057
pdvd	039253_12_d42fit	800	3	V	0-2	11	23831	32295	14634	804
pdvd	039253_12_d42fit	800	3	V	2-5	4	12228	12228	0	12228
pdvd	039253_12_d42fit	800	3	V	5-10	5	55229	97208	41979	45233
pdvd	039253_12_d42fit	800	3	V	10-20	62	944222	1224775	335693	612108
pdvd	039253_12_d42fit	800	3	V	20-40	129	616264	1323234	745410	239984
pdvd	039253_12_d42fit	800	3	V	40+	48	144057	336320	212347	52263
pdvd	039253_12_d42fit	800	3	W	0-2	9	20181	43585	34038	0
pdvd	039253_12_d42fit	800	3	W	2-5	16	155325	224942	80875	3890
pdvd	039253_12_d42fit	800	3	W	10-20	45	330413	549908	348527	55773
pdvd	039253_12_d42fit	800	3	W	20-40	139	524591	1314623	1066330	116026
pdvd	039253_12_d42fit	800	3	W	40+	41	123715	376277	303944	1908
pdvd	039253_12_d42fit	850	7	U	0-2	14	97887	63201	111580	0
pdvd	039253_12_d42fit	850	7	U	2-5	11	61785	238482	276417	0
pdvd	039253_12_d42fit	850	7	U	5-10	29	156114	576679	464379	0
pdvd	039253_12_d42fit	850	7	U	10-20	61	319041	1702694	1713941	0
pdvd	039253_12_d42fit	850	7	U	20-40	106	274898	1331887	1372215	0
pdvd	039253_12_d42fit	850	7	U	40+	14	50172	204422	211262	0
pdvd	039253_12_d42fit	850	7	V	0-2	4	26819	33269	55408	0
pdvd	039253_12_d42fit	850	7	V	2-5	3	51197	87110	35913	0
pdvd	039253_12_d42fit	850	7	V	5-10	15	148380	547436	435074	0
pdvd	039253_12_d42fit	850	7	V	10-20	36	239010	1235005	1146459	3337
pdvd	039253_12_d42fit	850	7	V	20-40	67	750020	1942777	1780317	32251
pdvd	039253_12_d42fit	850	7	V	40+	10	83739	394177	465664	0
pdvd	039253_12_d42fit	850	7	W	0-2	12	148979	196747	48416	0
pdvd	039253_12_d42fit	850	7	W	2-5	15	34116	120102	100324	0
pdvd	039253_12_d42fit	850	7	W	5-10	35	72510	275346	243562	0
pdvd	039253_12_d42fit	850	7	W	10-20	88	107149	886242	857363	0
pdvd	039253_12_d42fit	850	7	W	20-40	156	214815	1468156	1337459	0
pdvd	039253_12_d42fit	850	7	W	40+	19	33781	223626	199379	0
pdvd	039253_12_d42fit	880	0	U	0-2	4	31705	13230	26731	0
pdvd	039253_12_d42fit	880	0	U	2-5	6	67119	52753	100096	0
pdvd	039253_12_d42fit	880	0	U	5-10	2	92443	13515	105958	0
pdvd	039253_12_d42fit	880	0	U	10-20	9	542429	35868	554919	325
pdvd	039253_12_d42fit	880	0	U	20-40	67	348865	496413	466632	74836
pdvd	039253_12_d42fit	880	0	U	40+	259	938501	2277030	1372689	125698
pdvd	039253_12_d42fit	880	0	V	0-2	7	87501	96670	30617	0
pdvd	039253_12_d42fit	880	0	V	2-5	8	77326	85033	109081	0
pdvd	039253_12_d42fit	880	0	V	5-10	2	10219	2910	13129	0
pdvd	039253_12_d42fit	880	0	V	20-40	46	363385	488456	317049	150785
pdvd	039253_12_d42fit	880	0	V	40+	100	994105	729106	1483747	67143
pdvd	039253_12_d42fit	880	0	W	0-2	13	171557	194849	23292	0
pdvd	039253_12_d42fit	880	0	W	2-5	19	207589	257042	50339	0
pdvd	039253_12_d42fit	880	0	W	5-10	13	106616	121906	28024	0
pdvd	039253_12_d42fit	880	0	W	20-40	71	661509	835402	266945	168684
pdvd	039253_12_d42fit	880	0	W	40+	260	595393	1865248	1385351	39346
pdvd	039253_12_d42fit	920	3	U	0-2	12	56562	127191	79787	7633
pdvd	039253_12_d42fit	920	3	U	2-5	12	50815	105017	78804	0
pdvd	039253_12_d42fit	920	3	U	5-10	22	68089	170075	144162	0
pdvd	039253_12_d42fit	920	3	U	10-20	24	430588	508499	127493	59076
pdvd	039253_12_d42fit	920	3	U	20-40	128	356295	1338103	1107090	6666
pdvd	039253_12_d42fit	920	3	U	40+	1477	3830245	17034894	15091473	105791
pdvd	039253_12_d42fit	920	3	V	0-2	11	67032	18867	80399	0
pdvd	039253_12_d42fit	920	3	V	2-5	8	51998	9972	61970	0
pdvd	039253_12_d42fit	920	3	V	5-10	17	73341	45645	84882	2235
pdvd	039253_12_d42fit	920	3	V	10-20	37	198724	252612	237108	22098
pdvd	039253_12_d42fit	920	3	V	20-40	72	409077	406801	712332	11074
pdvd	039253_12_d42fit	920	3	V	40+	717	3524233	8632911	7757258	827161
pdvd	039253_12_d42fit	920	3	W	0-2	19	57068	134452	81128	0
pdvd	039253_12_d42fit	920	3	W	2-5	20	58868	155354	101768	0
pdvd	039253_12_d42fit	920	3	W	5-10	34	84150	217973	145293	0
pdvd	039253_12_d42fit	920	3	W	10-20	32	160818	291830	199978	0
pdvd	039253_12_d42fit	920	3	W	20-40	150	264302	1157824	1126474	0
pdvd	039253_12_d42fit	920	3	W	40+	1798	2439321	13679094	12577137	28763
pdvd	039253_12_d42fit	930	3	U	0-2	10	26129	54758	78945	971
pdvd	039253_12_d42fit	930	3	U	2-5	12	22352	73698	93078	0
pdvd	039253_12_d42fit	930	3	U	5-10	28	80587	293011	237528	14314
pdvd	039253_12_d42fit	930	3	U	10-20	73	190059	570800	386455	73465
pdvd	039253_12_d42fit	930	3	U	20-40	141	409974	1219867	849471	116956
pdvd	039253_12_d42fit	930	3	U	40+	460	1108706	4260431	3440081	195232
pdvd	039253_12_d42fit	930	3	V	0-2	11	35233	44068	73479	2911
pdvd	039253_12_d42fit	930	3	V	2-5	13	39961	32703	49546	3047
pdvd	039253_12_d42fit	930	3	V	5-10	18	75478	88391	73129	19122
pdvd	039253_12_d42fit	930	3	V	10-20	42	128350	221420	332040	2812
pdvd	039253_12_d42fit	930	3	V	20-40	67	247263	523091	472576	10135
pdvd	039253_12_d42fit	930	3	V	40+	353	1146761	3527062	2609001	124837
pdvd	039253_12_d42fit	930	3	W	0-2	14	29620	108279	78659	2107
pdvd	039253_12_d42fit	930	3	W	2-5	24	27321	120062	92741	1368
pdvd	039253_12_d42fit	930	3	W	5-10	36	62516	289282	243202	7103
pdvd	039253_12_d42fit	930	3	W	10-20	81	61970	422436	393100	7991
pdvd	039253_12_d42fit	930	3	W	20-40	167	212670	978931	860917	13663
pdvd	039253_12_d42fit	930	3	W	40+	480	873324	3814308	3475536	51230
pdvd	039253_12_d42fit	931	0	U	0-2	14	104608	197908	133202	63109
pdvd	039253_12_d42fit	931	0	U	2-5	7	5292	2733	5787	449
pdvd	039253_12_d42fit	931	0	U	5-10	6	30732	79103	61433	0
pdvd	039253_12_d42fit	931	0	U	10-20	66	235274	892505	719787	13945
pdvd	039253_12_d42fit	931	0	U	20-40	148	255497	1333700	1163619	20316
pdvd	039253_12_d42fit	931	0	U	40+	485	1268212	4134130	3123946	357778
pdvd	039253_12_d42fit	931	0	V	0-2	8	126553	180252	87945	8
pdvd	039253_12_d42fit	931	0	V	2-5	11	93094	121460	51278	0
pdvd	039253_12_d42fit	931	0	V	5-10	14	65878	82033	41511	0
pdvd	039253_12_d42fit	931	0	V	10-20	61	273672	746040	562416	15722
pdvd	039253_12_d42fit	931	0	V	20-40	92	203389	834813	675936	4662
pdvd	039253_12_d42fit	931	0	V	40+	322	1074713	2442810	2074581	160174
pdvd	039253_12_d42fit	931	0	W	0-2	17	290942	395275	120189	0
pdvd	039253_12_d42fit	931	0	W	2-5	9	54225	78902	24677	0
pdvd	039253_12_d42fit	931	0	W	5-10	10	96050	118545	95939	41914
pdvd	039253_12_d42fit	931	0	W	10-20	74	183468	781033	710923	424
pdvd	039253_12_d42fit	931	0	W	20-40	127	153398	1152334	1158796	4652
pdvd	039253_12_d42fit	931	0	W	40+	580	687380	3533217	3151799	85080
pdvd	039253_12_d42fit	1030	7	U	0-2	11	58000	75010	130170	0
pdvd	039253_12_d42fit	1030	7	U	2-5	14	77248	227655	156303	4191
pdvd	039253_12_d42fit	1030	7	U	5-10	35	167126	603324	453186	3738
pdvd	039253_12_d42fit	1030	7	U	10-20	61	315469	1192253	885740	8313
pdvd	039253_12_d42fit	1030	7	U	20-40	112	692756	2324525	1633201	16827
pdvd	039253_12_d42fit	1030	7	U	40+	1068	5880150	18224896	13537490	973848
pdvd	039253_12_d42fit	1030	7	V	0-2	14	83677	59618	122485	10405
pdvd	039253_12_d42fit	1030	7	V	2-5	18	166514	184278	276024	0
pdvd	039253_12_d42fit	1030	7	V	5-10	30	85717	684145	669442	0
pdvd	039253_12_d42fit	1030	7	V	10-20	67	273670	1402247	1213309	7146
pdvd	039253_12_d42fit	1030	7	V	20-40	135	760711	3092995	2404668	31092
pdvd	039253_12_d42fit	1030	7	V	40+	1020	5915207	21409645	17291474	280455
pdvd	039253_12_d42fit	1030	7	W	0-2	17	55328	118123	65219	0
pdvd	039253_12_d42fit	1030	7	W	2-5	25	18449	152689	138840	0
pdvd	039253_12_d42fit	1030	7	W	5-10	50	31989	333366	345021	0
pdvd	039253_12_d42fit	1030	7	W	10-20	80	65053	574232	602091	0
pdvd	039253_12_d42fit	1030	7	W	20-40	183	126370	1146119	1224811	0
pdvd	039253_12_d42fit	1030	7	W	40+	1417	1950125	10545840	9948061	0
pdvd	039253_12_d42fit	1080	7	U	0-2	12	46210	99520	120888	0
pdvd	039253_12_d42fit	1080	7	U	2-5	20	103166	587823	545103	0
pdvd	039253_12_d42fit	1080	7	U	5-10	21	91273	428603	374844	1010
pdvd	039253_12_d42fit	1080	7	U	10-20	67	482496	1779039	1545373	2313
pdvd	039253_12_d42fit	1080	7	U	20-40	128	359319	2402610	2188773	972
pdvd	039253_12_d42fit	1080	7	U	40+	707	3428422	12856582	10753886	27440
pdvd	039253_12_d42fit	1080	7	V	0-2	13	33008	207855	185887	0
pdvd	039253_12_d42fit	1080	7	V	2-5	17	98273	539287	451490	0
pdvd	039253_12_d42fit	1080	7	V	5-10	28	159325	778990	669705	91
pdvd	039253_12_d42fit	1080	7	V	10-20	59	479464	2145196	1738650	0
pdvd	039253_12_d42fit	1080	7	V	20-40	127	708168	2911732	2352400	1053
pdvd	039253_12_d42fit	1080	7	V	40+	742	3802815	12553479	9648486	235971
pdvd	039253_12_d42fit	1080	7	W	0-2	21	71796	161152	94744	0
pdvd	039253_12_d42fit	1080	7	W	2-5	20	41887	258161	254468	0
pdvd	039253_12_d42fit	1080	7	W	5-10	35	37901	313901	318960	0
pdvd	039253_12_d42fit	1080	7	W	10-20	74	170630	896856	862790	0
pdvd	039253_12_d42fit	1080	7	W	20-40	125	128358	1025033	1126805	0
pdvd	039253_12_d42fit	1080	7	W	40+	792	1804195	7315935	6383794	0
pdvd	039253_13_d42fit	320	3	U	0-2	12	29742	62175	77375	7079
pdvd	039253_13_d42fit	320	3	U	2-5	11	38115	90304	70769	0
pdvd	039253_13_d42fit	320	3	U	5-10	34	232523	412747	225284	34522
pdvd	039253_13_d42fit	320	3	U	10-20	54	201825	603419	457588	69743
pdvd	039253_13_d42fit	320	3	U	20-40	110	320538	1035210	750260	84998
pdvd	039253_13_d42fit	320	3	U	40+	185	764496	1772810	1075734	233546
pdvd	039253_13_d42fit	320	3	V	0-2	10	37524	127905	109473	0
pdvd	039253_13_d42fit	320	3	V	2-5	15	26092	150932	129048	0
pdvd	039253_13_d42fit	320	3	V	5-10	35	315316	566534	263324	57073
pdvd	039253_13_d42fit	320	3	V	10-20	70	351110	1346162	1074614	6654
pdvd	039253_13_d42fit	320	3	V	20-40	129	553215	2370094	2072127	1046
pdvd	039253_13_d42fit	320	3	V	40+	216	1034976	3455962	2984236	15313
pdvd	039253_13_d42fit	320	3	W	0-2	13	63385	167992	112239	0
pdvd	039253_13_d42fit	320	3	W	2-5	20	20100	139436	138742	22
pdvd	039253_13_d42fit	320	3	W	5-10	39	132849	408021	309262	7535
pdvd	039253_13_d42fit	320	3	W	10-20	75	146948	658555	636307	955
pdvd	039253_13_d42fit	320	3	W	20-40	146	164931	1097870	1080235	2991
pdvd	039253_13_d42fit	320	3	W	40+	251	487315	1869754	1617327	10413
pdvd	039253_13_d42fit	360	7	U	0-2	8	65673	227835	255614	5504
pdvd	039253_13_d42fit	360	7	U	2-5	12	57717	421888	405429	0
pdvd	039253_13_d42fit	360	7	U	5-10	20	89326	653544	620456	530
pdvd	039253_13_d42fit	360	7	U	10-20	34	326109	1224203	1151210	246
pdvd	039253_13_d42fit	360	7	U	20-40	65	279466	2184048	2149474	452
pdvd	039253_13_d42fit	360	7	U	40+	848	4288867	17900139	15021450	315160
pdvd	039253_13_d42fit	360	7	V	0-2	14	51495	154797	132584	4649
pdvd	039253_13_d42fit	360	7	V	2-5	16	27442	161334	157812	0
pdvd	039253_13_d42fit	360	7	V	5-10	33	51733	343802	332453	0
pdvd	039253_13_d42fit	360	7	V	10-20	58	155646	649104	582604	0
pdvd	039253_13_d42fit	360	7	V	20-40	118	259962	1856830	1762450	0
pdvd	039253_13_d42fit	360	7	V	40+	1334	4574796	19381110	17153138	95629
pdvd	039253_13_d42fit	360	7	W	0-2	14	74228	202323	132163	0
pdvd	039253_13_d42fit	360	7	W	2-5	19	16414	169957	166819	0
pdvd	039253_13_d42fit	360	7	W	5-10	36	28907	340789	332894	0
pdvd	039253_13_d42fit	360	7	W	10-20	62	110093	669699	639578	0
pdvd	039253_13_d42fit	360	7	W	20-40	122	152652	1249093	1262317	0
pdvd	039253_13_d42fit	360	7	W	40+	1452	2902524	14794569	13958293	108647
pdvd	039253_13_d42fit	390	0	U	0-2	11	252696	321683	68987	45812
pdvd	039253_13_d42fit	390	0	U	2-5	12	201390	410440	209050	0
pdvd	039253_13_d42fit	390	0	U	5-10	32	388346	594642	240776	184671
pdvd	039253_13_d42fit	390	0	U	10-20	47	243277	1014182	783319	33085
pdvd	039253_13_d42fit	390	0	U	20-40	94	419475	1506775	1093848	35023
pdvd	039253_13_d42fit	390	0	U	40+	73	567931	1121549	553618	48367
pdvd	039253_13_d42fit	390	0	V	0-2	18	299516	552322	253662	89105
pdvd	039253_13_d42fit	390	0	V	2-5	7	172204	210737	78069	46981
pdvd	039253_13_d42fit	390	0	V	5-10	29	315866	531947	438523	8137
pdvd	039253_13_d42fit	390	0	V	10-20	45	142571	918267	815414	364
pdvd	039253_13_d42fit	390	0	V	20-40	98	260801	1555276	1353447	38
pdvd	039253_13_d42fit	390	0	V	40+	90	242050	1074085	903447	11811
pdvd	039253_13_d42fit	390	0	W	0-2	20	206224	354557	253065	6483
pdvd	039253_13_d42fit	390	0	W	2-5	15	110571	226159	199908	11917
pdvd	039253_13_d42fit	390	0	W	5-10	46	44465	448544	438305	0
pdvd	039253_13_d42fit	390	0	W	10-20	83	95494	818341	838775	711
pdvd	039253_13_d42fit	390	0	W	20-40	163	118715	1342276	1387299	0
pdvd	039253_13_d42fit	390	0	W	40+	113	122742	885724	911298	220
pdvd	039253_13_d42fit	700	2	U	0-2	10	60073	247633	242420	1386
pdvd	039253_13_d42fit	700	2	U	2-5	12	33892	231243	228781	0
pdvd	039253_13_d42fit	700	2	U	5-10	21	54655	428781	455838	0
pdvd	039253_13_d42fit	700	2	U	10-20	42	330406	1362133	1076415	0
pdvd	039253_13_d42fit	700	2	U	20-40	83	980847	2597537	1974022	1987
pdvd	039253_13_d42fit	700	2	U	40+	324	7204764	9359463	6464897	259270
pdvd	039253_13_d42fit	700	2	V	0-2	10	102396	276058	182886	55174
pdvd	039253_13_d42fit	700	2	V	2-5	9	60074	138266	78192	4259
pdvd	039253_13_d42fit	700	2	V	5-10	18	74193	464617	448764	2584
pdvd	039253_13_d42fit	700	2	V	10-20	46	428480	1335708	1042628	7694
pdvd	039253_13_d42fit	700	2	V	20-40	76	638555	2058142	1671641	38697
pdvd	039253_13_d42fit	700	2	V	40+	357	5804672	8149566	6688650	730664
pdvd	039253_13_d42fit	700	2	W	0-2	13	35097	140070	126767	0
pdvd	039253_13_d42fit	700	2	W	2-5	20	14743	142494	141669	0
pdvd	039253_13_d42fit	700	2	W	5-10	32	16204	219252	215178	0
pdvd	039253_13_d42fit	700	2	W	10-20	72	149680	613820	567446	0
pdvd	039253_13_d42fit	700	2	W	20-40	142	134415	1025997	1018334	0
pdvd	039253_13_d42fit	700	2	W	40+	581	2209899	7130739	5524366	1478
pdvd	039253_13_d42fit	720	5	U	0-2	8	51413	376063	363364	333
pdvd	039253_13_d42fit	720	5	U	2-5	5	36258	225745	225349	0
pdvd	039253_13_d42fit	720	5	U	5-10	16	89668	448062	468516	0
pdvd	039253_13_d42fit	720	5	U	10-20	39	244405	733195	702716	0
pdvd	039253_13_d42fit	720	5	U	20-40	64	599109	1075363	692902	0
pdvd	039253_13_d42fit	720	5	U	40+	637	4220359	9232667	7611876	7064
pdvd	039253_13_d42fit	720	5	V	0-2	16	50192	412041	423535	0
pdvd	039253_13_d42fit	720	5	V	2-5	12	13245	238381	237236	0
pdvd	039253_13_d42fit	720	5	V	5-10	27	66196	460092	433658	0
pdvd	039253_13_d42fit	720	5	V	10-20	52	133329	679256	607521	0
pdvd	039253_13_d42fit	720	5	V	20-40	80	358400	922345	646025	0
pdvd	039253_13_d42fit	720	5	V	40+	882	4070921	12106288	9835751	85867
pdvd	039253_13_d42fit	720	5	W	0-2	18	98576	408202	393968	0
pdvd	039253_13_d42fit	720	5	W	2-5	14	26376	267742	251096	0
pdvd	039253_13_d42fit	720	5	W	5-10	24	46292	461310	462252	0
pdvd	039253_13_d42fit	720	5	W	10-20	40	157321	736389	664322	0
pdvd	039253_13_d42fit	720	5	W	20-40	60	603334	1130696	729072	0
pdvd	039253_13_d42fit	720	5	W	40+	656	2657297	8177886	6622201	9321
pdvd	039253_13_d42fit	730	3	U	0-2	13	219835	321958	102123	1777
pdvd	039253_13_d42fit	730	3	U	2-5	20	302037	323155	27156	49584
pdvd	039253_13_d42fit	730	3	U	5-10	33	161706	373121	216293	18543
pdvd	039253_13_d42fit	730	3	U	10-20	71	195332	737415	571027	29091
pdvd	039253_13_d42fit	730	3	U	20-40	140	251088	1293494	1101038	26612
pdvd	039253_13_d42fit	730	3	U	40+	654	1750118	5028684	3556894	300365
pdvd	039253_13_d42fit	730	3	V	0-2	14	383852	540232	196504	86622
pdvd	039253_13_d42fit	730	3	V	2-5	17	291810	300497	57369	208515
pdvd	039253_13_d42fit	730	3	V	5-10	17	160666	392062	320594	115282
pdvd	039253_13_d42fit	730	3	V	10-20	63	449883	1119525	1018028	132853
pdvd	039253_13_d42fit	730	3	V	20-40	113	682767	1999029	1506898	80060
pdvd	039253_13_d42fit	730	3	V	40+	419	2463648	5736131	4124463	671241
pdvd	039253_13_d42fit	730	3	W	0-2	13	181945	282385	109352	0
pdvd	039253_13_d42fit	730	3	W	2-5	21	209789	213955	26540	26671
pdvd	039253_13_d42fit	730	3	W	5-10	34	154470	309573	201229	44187
pdvd	039253_13_d42fit	730	3	W	10-20	77	167536	669580	582000	3736
pdvd	039253_13_d42fit	730	3	W	20-40	148	193451	1175593	1159442	12476
pdvd	039253_13_d42fit	730	3	W	40+	638	1014609	4354514	4091891	133489
pdvd	039253_13_d42fit	740	7	U	0-2	10	13096	27729	34757	0
pdvd	039253_13_d42fit	740	7	U	2-5	15	27271	155418	143865	3150
pdvd	039253_13_d42fit	740	7	U	5-10	30	42941	269529	238286	3897
pdvd	039253_13_d42fit	740	7	U	10-20	69	109177	682349	613962	5717
pdvd	039253_13_d42fit	740	7	U	20-40	114	319967	1080557	917062	8173
pdvd	039253_13_d42fit	740	7	U	40+	1378	5294433	14047799	10917182	748937
pdvd	039253_13_d42fit	740	7	V	0-2	7	10968	53757	46843	6
pdvd	039253_13_d42fit	740	7	V	2-5	17	19021	128492	122027	177
pdvd	039253_13_d42fit	740	7	V	5-10	29	31616	255478	241194	122
pdvd	039253_13_d42fit	740	7	V	10-20	62	91451	597657	543048	735
pdvd	039253_13_d42fit	740	7	V	20-40	112	306095	993888	784033	29090
pdvd	039253_13_d42fit	740	7	V	40+	1366	4928136	13844607	10525593	637335
pdvd	039253_13_d42fit	740	7	W	0-2	17	9428	72182	69862	0
pdvd	039253_13_d42fit	740	7	W	2-5	24	24388	150443	151753	170
pdvd	039253_13_d42fit	740	7	W	5-10	30	21906	225687	239829	25
pdvd	039253_13_d42fit	740	7	W	10-20	77	63644	580562	617738	0
pdvd	039253_13_d42fit	740	7	W	20-40	128	206266	968547	921503	721
pdvd	039253_13_d42fit	740	7	W	40+	1493	4507762	14640191	11714435	331442
pdvd	039253_13_d42fit	750	3	U	0-2	13	51522	119215	93849	0
pdvd	039253_13_d42fit	750	3	U	2-5	16	27992	128511	109389	0
pdvd	039253_13_d42fit	750	3	U	5-10	42	84525	417336	374769	465
pdvd	039253_13_d42fit	750	3	U	10-20	75	69873	567857	523250	420
pdvd	039253_13_d42fit	750	3	U	20-40	137	404427	1337764	1136611	3316
pdvd	039253_13_d42fit	750	3	U	40+	2336	5500473	20117642	16398715	806637
pdvd	039253_13_d42fit	750	3	V	0-2	7	10269	36882	43273	0
pdvd	039253_13_d42fit	750	3	V	2-5	8	11447	62135	50688	0
pdvd	039253_13_d42fit	750	3	V	5-10	22	62809	197227	142344	0
pdvd	039253_13_d42fit	750	3	V	10-20	51	83064	402747	333903	121
pdvd	039253_13_d42fit	750	3	V	20-40	139	398348	1201180	953036	30989
pdvd	039253_13_d42fit	750	3	V	40+	1823	6272264	16768314	11761696	1261915
pdvd	039253_13_d42fit	750	3	W	0-2	18	153045	240918	94361	0
pdvd	039253_13_d42fit	750	3	W	2-5	15	20615	84837	84164	0
pdvd	039253_13_d42fit	750	3	W	5-10	33	62272	369527	344023	0
pdvd	039253_13_d42fit	750	3	W	10-20	76	50236	508933	520413	0
pdvd	039253_13_d42fit	750	3	W	20-40	146	423617	1468853	1155406	0
pdvd	039253_13_d42fit	750	3	W	40+	2442	6140727	20620459	17315576	1251408
pdvd	039253_13_d42fit	760	3	U	0-2	13	30099	127476	124445	0
pdvd	039253_13_d42fit	760	3	U	2-5	24	22555	184974	169773	539
pdvd	039253_13_d42fit	760	3	U	5-10	35	71675	317962	249001	0
pdvd	039253_13_d42fit	760	3	U	10-20	65	125052	641564	553350	507
pdvd	039253_13_d42fit	760	3	U	20-40	144	154590	1242266	1125816	805
pdvd	039253_13_d42fit	760	3	U	40+	2630	9278807	34112448	27923991	806939
pdvd	039253_13_d42fit	760	3	V	0-2	15	42589	147573	146188	0
pdvd	039253_13_d42fit	760	3	V	2-5	13	14849	75011	72364	0
pdvd	039253_13_d42fit	760	3	V	5-10	32	70639	278901	225980	826
pdvd	039253_13_d42fit	760	3	V	10-20	44	64427	364598	342529	206
pdvd	039253_13_d42fit	760	3	V	20-40	107	172414	886144	770894	2829
pdvd	039253_13_d42fit	760	3	V	40+	1888	7434661	20168195	14856738	1201493
pdvd	039253_13_d42fit	760	3	W	0-2	17	16539	135266	129947	0
pdvd	039253_13_d42fit	760	3	W	2-5	29	18939	156912	168497	0
pdvd	039253_13_d42fit	760	3	W	5-10	31	38050	205683	217049	0
pdvd	039253_13_d42fit	760	3	W	10-20	68	71005	517819	524932	0
pdvd	039253_13_d42fit	760	3	W	20-40	166	139701	1085400	1126267	0
pdvd	039253_13_d42fit	760	3	W	40+	2782	4475100	21375093	19737477	159927
pdvd	039253_13_d42fit	780	3	U	0-2	8	210428	282622	79570	25501
pdvd	039253_13_d42fit	780	3	U	2-5	10	197398	324288	126890	0
pdvd	039253_13_d42fit	780	3	U	5-10	15	255959	437793	187492	0
pdvd	039253_13_d42fit	780	3	U	10-20	13	283425	420497	359980	0
pdvd	039253_13_d42fit	780	3	U	20-40	31	551568	1026464	879220	0
pdvd	039253_13_d42fit	780	3	U	40+	37	579423	929109	797924	3852
pdvd	039253_13_d42fit	780	3	V	0-2	16	96926	218884	135200	0
pdvd	039253_13_d42fit	780	3	V	2-5	12	73996	189128	118832	0
pdvd	039253_13_d42fit	780	3	V	5-10	15	42443	173146	148781	0
pdvd	039253_13_d42fit	780	3	V	10-20	47	157248	514346	532698	0
pdvd	039253_13_d42fit	780	3	V	20-40	76	317006	1073560	865122	0
pdvd	039253_13_d42fit	780	3	V	40+	71	295211	824407	727438	17184
pdvd	039253_13_d42fit	780	3	W	0-2	6	15561	32674	41683	0
pdvd	039253_13_d42fit	780	3	W	2-5	5	57132	80178	116398	0
pdvd	039253_13_d42fit	780	3	W	5-10	15	114851	168697	267468	0
pdvd	039253_13_d42fit	780	3	W	10-20	34	203189	473540	517567	0
pdvd	039253_13_d42fit	780	3	W	20-40	71	280510	1197494	1005870	0
pdvd	039253_13_d42fit	780	3	W	40+	72	382762	1341363	998937	22574
pdvd	039253_13_d42fit	781	3	U	2-5	3	72547	40832	79579	16900
pdvd	039253_13_d42fit	781	3	U	5-10	11	123524	260886	341266	0
pdvd	039253_13_d42fit	781	3	U	10-20	16	285597	547884	330779	0
pdvd	039253_13_d42fit	781	3	U	20-40	35	627638	1116891	915829	0
pdvd	039253_13_d42fit	781	3	U	40+	44	954282	1436833	700843	25501
pdvd	039253_13_d42fit	781	3	V	2-5	13	71079	135560	121457	25868
pdvd	039253_13_d42fit	781	3	V	5-10	10	47501	142884	126779	0
pdvd	039253_13_d42fit	781	3	V	10-20	44	175045	513515	427096	0
pdvd	039253_13_d42fit	781	3	V	20-40	73	314696	1050626	856010	0
pdvd	039253_13_d42fit	781	3	V	40+	86	337490	1076168	893208	0
pdvd	039253_13_d42fit	781	3	W	0-2	8	90142	143368	53226	56407
pdvd	039253_13_d42fit	781	3	W	2-5	8	53947	190143	138754	0
pdvd	039253_13_d42fit	781	3	W	5-10	19	84156	349385	277657	0
pdvd	039253_13_d42fit	781	3	W	10-20	30	152668	579737	437641	0
pdvd	039253_13_d42fit	781	3	W	20-40	71	253497	1194789	1035932	0
pdvd	039253_13_d42fit	781	3	W	40+	64	334604	805441	931579	1309
pdvd	039253_13_d42fit	800	7	U	0-2	7	40407	14636	54953	45
pdvd	039253_13_d42fit	800	7	U	2-5	2	33020	30610	-2410	0
pdvd	039253_13_d42fit	800	7	U	5-10	4	7116	3569	1683	0
pdvd	039253_13_d42fit	800	7	U	10-20	6	19763	3929	18650	0
pdvd	039253_13_d42fit	800	7	U	20-40	18	30371	39662	63837	0
pdvd	039253_13_d42fit	800	7	U	40+	30	511330	662843	295121	21526
pdvd	039253_13_d42fit	800	7	V	0-2	9	55323	59170	50961	16138
pdvd	039253_13_d42fit	800	7	V	2-5	5	11201	36216	29283	0
pdvd	039253_13_d42fit	800	7	V	5-10	1	1360	561	-799	0
pdvd	039253_13_d42fit	800	7	V	10-20	3	3706	546	4252	0
pdvd	039253_13_d42fit	800	7	V	20-40	13	15320	23058	14850	0
pdvd	039253_13_d42fit	800	7	V	40+	151	942678	1658533	1000525	101252
pdvd	039253_13_d42fit	800	7	W	0-2	17	154555	239678	98009	0
pdvd	039253_13_d42fit	800	7	W	2-5	2	2808	3972	4246	0
pdvd	039253_13_d42fit	800	7	W	5-10	3	6286	4884	4150	0
pdvd	039253_13_d42fit	800	7	W	10-20	20	162128	222008	63762	0
pdvd	039253_13_d42fit	800	7	W	20-40	1	121	510	389	0
pdvd	039253_13_d42fit	800	7	W	40+	167	1114820	2081878	1138980	100688
pdvd	039253_13_d42fit	820	3	U	0-2	14	34593	76893	87940	0
pdvd	039253_13_d42fit	820	3	U	2-5	15	22969	72824	89753	115
