label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	250.62	1731	2.98614e+07	3.52029	1.40083	0.641172	10.5019	0.525095	10.8412	0.164443	0	0.493553	3.54133
all	rms	U	1	596.791	1734	2.98811e+07	3.57319	1.67751	0.989414	10.8772	0.54386	10.9326	0.164443	0	0.486408	3.59308
all	rms	U	2	946.373	1770	2.98774e+07	3.5993	1.86263	1.24594	11.0645	0.553223	11.0379	0.164443	0	0.481754	3.61925
all	rms	U	3	1302.26	1785	2.98746e+07	3.65071	2.01713	1.46156	11.4373	0.571863	11.3951	0.164443	0	0.474223	3.67056
all	rms	U	4	1662.33	1806	2.98616e+07	3.69767	2.15741	1.6513	11.7824	0.589118	11.7452	0.164443	0	0.468478	3.72079
all	rms	U	5	2020.37	1790	2.98894e+07	3.78089	2.28747	1.82046	12.4047	0.620236	12.3767	0.164443	0	0.458475	3.80037
all	share	U	0	250.62	1731	2.98614e+07	3.52029	1.40083	0.641172	10.2734	0.513672	10.8412	0.164443	0	0.493553	3.54133
all	share	U	1	596.791	1734	2.98811e+07	3.57319	1.67751	0.989414	10.7006	0.535028	10.9326	0.164443	0	0.486408	3.59308
all	share	U	2	946.373	1770	2.98774e+07	3.5993	1.86263	1.24594	10.9888	0.549441	11.0379	0.164443	0	0.481754	3.61925
all	share	U	3	1302.26	1785	2.98746e+07	3.65071	2.01713	1.46156	11.473	0.573652	11.3951	0.164443	0	0.474223	3.67056
all	share	U	4	1662.33	1806	2.98616e+07	3.69767	2.15741	1.6513	11.858	0.592898	11.7452	0.164443	0	0.468478	3.72079
all	share	U	5	2020.37	1790	2.98894e+07	3.78089	2.28747	1.82046	12.5625	0.628126	12.3767	0.164443	0	0.458475	3.80037
all	truth	U	0	250.62	1731	2.98614e+07	3.52029	1.40083	0.641172	10.6505	0.532526	10.8412	0.164443	0	0.493553	3.54133
all	truth	U	1	596.791	1734	2.98811e+07	3.57319	1.67751	0.989414	11.0197	0.550986	10.9326	0.164443	0	0.486408	3.59308
all	truth	U	2	946.373	1770	2.98774e+07	3.5993	1.86263	1.24594	11.2085	0.560425	11.0379	0.164443	0	0.481754	3.61925
all	truth	U	3	1302.26	1785	2.98746e+07	3.65071	2.01713	1.46156	11.5825	0.579127	11.3951	0.164443	0	0.474223	3.67056
all	truth	U	4	1662.33	1806	2.98616e+07	3.69767	2.15741	1.6513	11.9539	0.597693	11.7452	0.164443	0	0.468478	3.72079
all	truth	U	5	2020.37	1790	2.98894e+07	3.78089	2.28747	1.82046	12.5524	0.627619	12.3767	0.164443	0	0.458475	3.80037
all	rms	V	0	251.631	1740	2.97937e+07	3.46396	1.40194	0.642464	10.1084	0.505422	10.4463	0.164443	0	0.495178	3.48859
all	rms	V	1	599.487	1745	2.97937e+07	3.54321	1.67916	0.991646	10.6638	0.53319	10.7181	0.164443	0	0.487621	3.56556
all	rms	V	2	950.575	1768	2.98052e+07	3.57029	1.86459	1.24871	10.8565	0.542824	10.8295	0.164443	0	0.482893	3.5945
all	rms	V	3	1306.49	1791	2.97841e+07	3.62902	2.01885	1.46393	11.2793	0.563965	11.2371	0.164443	0	0.475519	3.65419
all	rms	V	4	1663.81	1783	2.98111e+07	3.69267	2.15796	1.65203	11.7454	0.587269	11.7082	0.164443	0	0.467998	3.71253
all	rms	V	5	2020.8	1789	2.97993e+07	3.77046	2.28762	1.82066	12.326	0.616298	12.298	0.164443	0	0.45948	3.79243
all	share	V	0	251.631	1740	2.97937e+07	3.46396	1.40194	0.642464	10.1788	0.508941	10.4463	0.164443	0	0.495178	3.48859
all	share	V	1	599.487	1745	2.97937e+07	3.54321	1.67916	0.991646	10.6267	0.531336	10.7181	0.164443	0	0.487621	3.56556
all	share	V	2	950.575	1768	2.98052e+07	3.57029	1.86459	1.24871	10.9175	0.545873	10.8295	0.164443	0	0.482893	3.5945
all	share	V	3	1306.49	1791	2.97841e+07	3.62902	2.01885	1.46393	11.388	0.569402	11.2371	0.164443	0	0.475519	3.65419
all	share	V	4	1663.81	1783	2.98111e+07	3.69267	2.15796	1.65203	11.8907	0.594536	11.7082	0.164443	0	0.467998	3.71253
all	share	V	5	2020.8	1789	2.97993e+07	3.77046	2.28762	1.82066	12.4896	0.624481	12.298	0.164443	0	0.45948	3.79243
all	truth	V	0	251.631	1740	2.97937e+07	3.46396	1.40194	0.642464	10.2797	0.513986	10.4463	0.164443	0	0.495178	3.48859
all	truth	V	1	599.487	1745	2.97937e+07	3.54321	1.67916	0.991646	10.8227	0.541136	10.7181	0.164443	0	0.487621	3.56556
all	truth	V	2	950.575	1768	2.98052e+07	3.57029	1.86459	1.24871	11.03	0.551498	10.8295	0.164443	0	0.482893	3.5945
all	truth	V	3	1306.49	1791	2.97841e+07	3.62902	2.01885	1.46393	11.4627	0.573133	11.2371	0.164443	0	0.475519	3.65419
all	truth	V	4	1663.81	1783	2.98111e+07	3.69267	2.15796	1.65203	11.8924	0.594621	11.7082	0.164443	0	0.467998	3.71253
all	truth	V	5	2020.8	1789	2.97993e+07	3.77046	2.28762	1.82066	12.4921	0.624604	12.298	0.164443	0	0.45948	3.79243
all	rms	W	0	251.215	1743	2.97632e+07	1.51104	1.44061	0.641933	0.529546	0.0264773	0.61997	0.197339	0	0.867948	1.6491
all	rms	W	1	601.608	1760	2.97756e+07	1.72443	1.71517	0.993399	1.01209	0.0506043	1.01869	0.19734	0	0.823385	1.77507
all	rms	W	2	954.707	1770	2.97769e+07	1.89351	1.90011	1.25142	1.54281	0.0771405	1.54104	0.197339	0	0.786091	1.91102
all	rms	W	3	1309.38	1776	2.97678e+07	2.03494	2.05245	1.46555	2.07701	0.103851	2.07629	0.197339	0	0.753775	2.04066
all	rms	W	4	1665.12	1782	2.97769e+07	2.16431	2.18947	1.65268	2.62063	0.131031	2.6218	0.19734	0	0.724024	2.16613
all	rms	W	5	2021.79	1785	2.97871e+07	2.29103	2.31751	1.8211	3.19258	0.159629	3.19438	0.19734	0	0.696741	2.29216
all	share	W	0	251.215	1743	2.97632e+07	1.51104	1.44061	0.641933	0.44476	0.022238	0.61997	0.197339	0	0.867948	1.6491
all	share	W	1	601.608	1760	2.97756e+07	1.72443	1.71517	0.993399	0.913782	0.0456891	1.01869	0.19734	0	0.823385	1.77507
all	share	W	2	954.707	1770	2.97769e+07	1.89351	1.90011	1.25142	1.4248	0.0712401	1.54104	0.197339	0	0.786091	1.91102
all	share	W	3	1309.38	1776	2.97678e+07	2.03494	2.05245	1.46555	1.95631	0.0978156	2.07629	0.197339	0	0.753775	2.04066
all	share	W	4	1665.12	1782	2.97769e+07	2.16431	2.18947	1.65268	2.52069	0.126035	2.6218	0.19734	0	0.724024	2.16613
all	share	W	5	2021.79	1785	2.97871e+07	2.29103	2.31751	1.8211	3.10589	0.155294	3.19438	0.19734	0	0.696741	2.29216
all	truth	W	0	251.215	1743	2.97632e+07	1.51104	1.44061	0.641933	0.580893	0.0290447	0.61997	0.197339	0	0.867948	1.6491
all	truth	W	1	601.608	1760	2.97756e+07	1.72443	1.71517	0.993399	1.02402	0.051201	1.01869	0.19734	0	0.823385	1.77507
all	truth	W	2	954.707	1770	2.97769e+07	1.89351	1.90011	1.25142	1.54308	0.077154	1.54104	0.197339	0	0.786091	1.91102
all	truth	W	3	1309.38	1776	2.97678e+07	2.03494	2.05245	1.46555	2.07376	0.103688	2.07629	0.197339	0	0.753775	2.04066
all	truth	W	4	1665.12	1782	2.97769e+07	2.16431	2.18947	1.65268	2.61806	0.130903	2.6218	0.19734	0	0.724024	2.16613
