label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	6.9336	0.872184	1.40941	0.0397459	1.98643	0.112036	0.287743	4	8.8	0	6.9336e-07	1.40941
all	share	U	7.9491	0.822684	1.30761	0.0390553	1.70985	0.102138	0.146503	4	8.8	0	7.9491e-07	1.30761
all	truth	U	6.97452	0.880908	1.41768	0.039935	2.00981	0.11323	0.295356	4	8.8	0	6.97452e-07	1.41768
all	rms	V	7.28674	0.80307	1.3096	0.038509	1.71506	0.100863	0.597764	4	8.8	0	7.28674e-07	1.3096
all	share	V	7.20152	0.814806	1.32204	0.038828	1.7478	0.102665	0.431041	4	8.8	0	7.20152e-07	1.32204
all	truth	V	7.30657	0.825002	1.33381	0.0389972	1.77905	0.10403	0.529002	4	8.8	0	7.30657e-07	1.33381
all	rms	W	8.2692	0.388533	0.55409	0.0329028	0.307016	0.0364623	0.0158723	4	8.8	0	8.2692e-07	0.55409
all	share	W	8.48189	0.377499	0.502348	0.0340437	0.252353	0.0342035	0.021182	4	8.8	0	8.48189e-07	0.502348
all	truth	W	8.10182	0.393699	0.578876	0.0325108	0.335098	0.0376394	0.144454	4	8.8	0	8.10182e-07	0.578876
all	rms	U(joint)	7.92365	0.324622	1.37001	0.0245747	1.87692	0.0673348	3.60992	14	8.8	0	7.92365e-07	1.37001
all	rms	V(joint)	7.92365	0.324622	1.28315	0.0243915	1.64648	0.0625961	3.60992	14	8.8	0	7.92365e-07	1.28315
all	rms	W(joint)	7.92365	0.324622	0.577381	0.028253	0.333369	0.0326255	3.60992	14	8.8	0	7.92365e-07	0.577381
all	share	U(joint)	8.21035	0.316212	1.29698	0.0242255	1.68215	0.0628398	2.74992	14	8.8	0	8.21035e-07	1.29698
all	share	V(joint)	8.21035	0.316212	1.28006	0.0244724	1.63854	0.0626521	2.74992	14	8.8	0	8.21035e-07	1.28006
all	share	W(joint)	8.21035	0.316212	0.521793	0.0293979	0.272268	0.0306793	2.74992	14	8.8	0	8.21035e-07	0.521793
all	truth	U(joint)	7.81721	0.329519	1.38438	0.0246076	1.91652	0.0681328	2.78963	14	8.8	0	7.81721e-07	1.38438
all	truth	V(joint)	7.81721	0.329519	1.31293	0.0244391	1.72377	0.0641736	2.78963	14	8.8	0	7.81721e-07	1.31293
all	truth	W(joint)	7.81721	0.329519	0.597748	0.0281708	0.357302	0.033678	2.78963	14	8.8	0	7.81721e-07	0.597748
