label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	2.6337	0.648352	1.67205	0.0478449	2.79574	0.159998	2.109	4	7.9135	0	2.6337e-07	1.67205
all	share	U	3.54922	0.502257	1.43486	0.0400352	2.05882	0.11489	4.08869	4	7.9135	0	3.54922e-07	1.43486
all	truth	U	1.26901	0.718164	1.83211	0.0495447	3.35661	0.181542	2.26849	4	7.9135	0	1.26901e-07	1.83211
all	rms	V	3.10393	0.605103	1.61472	0.044414	2.60734	0.143433	3.3103	4	7.9135	0	3.10393e-07	1.61472
all	share	V	3.56196	0.514335	1.4194	0.0415603	2.0147	0.117981	1.69323	4	7.9135	0	3.56196e-07	1.4194
all	truth	V	1.66797	0.664885	1.79277	0.0458952	3.21403	0.164559	2.94156	4	7.9135	0	1.66797e-07	1.79277
all	rms	W	7.13762	0.326809	0.579188	0.0450561	0.335459	0.0521919	0.696844	4	7.9135	0	7.13762e-07	0.579188
all	share	W	6.6826	0.274307	0.388673	0.0521041	0.151067	0.0405029	1.60503	4	7.9135	0	6.6826e-07	0.388673
all	truth	W	6.54053	0.345772	0.71236	0.0417332	0.507457	0.0594581	3.04629	4	7.9135	0	6.54053e-07	0.71236
all	rms	U(joint)	5.63614	0.262858	1.46325	0.0322369	2.1411	0.0943413	66.1817	14	7.9135	0	5.63614e-07	1.46325
all	rms	V(joint)	5.63614	0.262858	1.44099	0.0300807	2.07644	0.0866915	66.1817	14	7.9135	0	5.63614e-07	1.44099
all	rms	W(joint)	5.63614	0.262858	0.730895	0.0310737	0.534207	0.0454232	66.1817	14	7.9135	0	5.63614e-07	0.730895
all	share	U(joint)	5.53126	0.21804	1.29046	0.0277498	1.66529	0.0716201	55.2367	14	7.9135	0	5.53126e-07	1.29046
all	share	V(joint)	5.53126	0.21804	1.27195	0.0280932	1.61785	0.0714661	55.2367	14	7.9135	0	5.53126e-07	1.27195
all	share	W(joint)	5.53126	0.21804	0.540067	0.032434	0.291672	0.035033	55.2367	14	7.9135	0	5.53126e-07	0.540067
all	truth	U(joint)	4.8499	0.282109	1.59704	0.0326205	2.55054	0.104193	79.9277	14	7.9135	0	4.8499e-07	1.59704
all	truth	V(joint)	4.8499	0.282109	1.58396	0.0304085	2.50892	0.0963315	79.9277	14	7.9135	0	4.8499e-07	1.58396
all	truth	W(joint)	4.8499	0.282109	0.867129	0.0299593	0.751913	0.0519571	79.9277	14	7.9135	0	4.8499e-07	0.867129
phase:q1	rms	U	3.82382	1.24753	2.43159	0.0622821	5.91262	0.302889	0.354884	4	7.9135	0	3.82382e-07	2.43159
phase:q1	share	U	8.76279	1.38185	2.38481	0.0655927	5.68731	0.312852	0.15503	4	7.9135	0	8.76279e-07	2.38481
phase:q1	truth	U	2.07631	1.33623	2.61375	0.0628811	6.8317	0.328711	0.445195	4	7.9135	0	2.07631e-07	2.61375
phase:q1	rms	V	5.11797	1.16034	2.30517	0.0594062	5.31382	0.273883	2.54112	4	7.9135	0	5.11797e-07	2.30517
phase:q1	share	V	9.76689	1.29439	2.23973	0.0642587	5.01638	0.287844	2.35565	4	7.9135	0	9.76689e-07	2.23973
phase:q1	truth	V	2.80244	1.28151	2.54062	0.061793	6.45474	0.313985	1.2137	4	7.9135	0	2.80244e-07	2.54062
phase:q1	rms	W	4.72926	0.588352	1.5243	0.0428777	2.3235	0.130717	5.8087	4	7.9135	0	4.72926e-07	1.5243
phase:q1	share	W	10.8796	0.702039	1.3177	0.0505826	1.73633	0.133305	7.1897	4	7.9135	0	1.08796e-06	1.3177
phase:q1	truth	W	2.99063	0.636135	1.69613	0.0440338	2.87687	0.149374	0.736514	4	7.9135	0	2.99063e-07	1.69613
phase:q1	rms	U(joint)	4.66069	0.483701	2.39425	0.0364346	5.73244	0.174467	9.32359	14	7.9135	0	4.66069e-07	2.39425
phase:q1	rms	V(joint)	4.66069	0.483701	2.32565	0.0354296	5.40867	0.164794	9.32359	14	7.9135	0	4.66069e-07	2.32565
phase:q1	rms	W(joint)	4.66069	0.483701	1.52859	0.0372911	2.3366	0.114006	9.32359	14	7.9135	0	4.66069e-07	1.52859
phase:q1	share	U(joint)	10.3167	0.563478	2.31954	0.0407409	5.38026	0.189	11.7882	14	7.9135	0	1.03167e-06	2.31954
phase:q1	share	V(joint)	10.3167	0.563478	2.21589	0.0404901	4.91018	0.179443	11.7882	14	7.9135	0	1.03167e-06	2.21589
phase:q1	share	W(joint)	10.3167	0.563478	1.35093	0.0428693	1.82502	0.115827	11.7882	14	7.9135	0	1.03167e-06	1.35093
phase:q1	truth	U(joint)	2.81847	0.524132	2.58243	0.0364125	6.66892	0.188065	2.77729	14	7.9135	0	2.81847e-07	2.58243
phase:q1	truth	V(joint)	2.81847	0.524132	2.53993	0.0362186	6.45125	0.183986	2.77729	14	7.9135	0	2.81847e-07	2.53993
phase:q1	truth	W(joint)	2.81847	0.524132	1.70656	0.0379706	2.91234	0.129598	2.77729	14	7.9135	0	2.81847e-07	1.70656
phase:q2	rms	U	1.08444	0.375429	0.535146	0.0912419	0.286381	0.0976555	5.54267	4	7.9135	0	1.08444e-07	0.535146
phase:q2	share	U	0.599884	0.0823364	-0.142477	0.0683086	-0.0202997	0.0194648	3.66605	4	7.9135	0	5.99884e-08	0.142477
phase:q2	truth	U	-3.55967e-18	0.00461118	0.153	0.00366851	0.023409	0.00112256	1.00994e-27	4	7.9135	0	-3.55967e-25	0.153
phase:q2	rms	V	1.12846	0.208334	0.458727	0.0552276	0.210431	0.0506688	30.2757	4	7.9135	0	1.12846e-07	0.458727
phase:q2	share	V	0.745126	0.0473184	-0.182708	0.0253497	-0.0333824	0.0092632	17.1774	4	7.9135	0	7.45126e-08	0.182708
