i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
209	-17.39	2161	1.91	interior	2blank+	VW	21569	0	0	000	0	1	-	-	-	-	2.37	S0	-1	-1	0/1					1
210	-16.81	2164	1.91	terminal	1blank	V	30558	0	2792	000	21698	1	path	closely_same	0.57	0.611	2.23	S0	-1	-1	1/1					1
211	-16.23	2181	1.86	terminal	1blank	V	24230	0	15331	000	20274	1	connect	closely_other	0.58	0.543	2.04	S0	-1	-1	1/1					1
212	-15.43	2182	1.38	interior	1blank	V	9307	0	15331	000	12682	1	path	closely_same	0.80	0.763	1.49	S0	-1	-1	1/1					1
213	-14.57	2213	1.73	interior	1blank	V	626	0	409	000	529	1	path	closely_other	0.85	0.922	1.61	S0	-1	-1	1/1					3
214	0.00	5769	1.10	interior	3live	-	461	927	1902	000	1250	1	connect	ctpc	14.57	18.720	1.37	S0	-1	-1	-1					
215	1.02	5768	1.36	terminal	3live	-	12281	13968	16622	000	14401	1	path	closely_other	1.02	1.079	0.65	S0	-1	-1	-1					
216	1.33	5759	1.04	interior	3live	-	9953	9518	10910	000	10144	1	path	closely_other	0.32	0.309	0.57	S0	-1	-1	-1					
217	2.19	5740	0.60	interior	3live	-	5755	12309	4385	000	8243	1	connect	closely_other	0.85	0.861	0.57		-1	-1	-1					
218	2.76	5742	0.53	terminal	3live	-	16415	23053	20771	000	20268	1	path	closely_same	0.57	0.561	0.00		-1	-1	-1					
219	3.08	5736	0.32	interior	3live	-	20093	35021	26504	000	27885	1	path	closely_other	0.32	0.290	0.32		0/0	1/1	1/1			0	6	9
220	3.57	5737	0.35	terminal	3live	-	24183	35021	27420	000	29230	1	connect	closely_same	0.49	0.445	0.00		0/0	1/1	1/1			0	6	9
221	3.88	5731	0.44	interior	3live	-	16404	25523	18143	000	20410	1	path	closely_other	0.32	0.289	0.32		0/0	1/1	1/1			0	6	8
222	5.29	5733	0.49	interior	3live	-	4739	25424	10951	000	16215	1	connect	closely_same	1.40	1.320	0.80		0/0	1/1	1/1			0	6	8
223	6.09	5711	0.08	terminal	3live	-	11641	13209	13855	000	12935	1	path	closely_other	0.80	0.771	0.00		0/0	1/1	1/1			0	7	7
224	6.40	5705	0.34	interior	3live	-	7676	9164	9380	000	8773	1	path	closely_other	0.32	0.313	0.32		0/0	1/1	1/1			0	7	7
225	7.54	5691	0.45	interior	3live	-	6472	6089	9477	000	7500	1	connect	closely_other	1.14	1.164	0.32		0/0	1/1	1/1			0	7	8
226	8.12	5693	0.17	terminal	3live	-	10811	12309	8957	000	10780	1	sbt	closely_same	0.57	0.575	0.00		0/0	1/1	1/1			0	7	8
227	8.43	5685	0.38	interior	3live	-	8311	8425	6944	000	7922	1	path	closely_other	0.32	0.318	0.32		0/0	1/1	1/1			0	6	7
