label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	8.78017	0.261142	-0.3756	0.0213227	-0.141075	0.0160176	0.507298	4	8.8	0	8.78017e-07	0.3756
all	share	U	8.54453	0.253987	-0.37234	0.0208805	-0.138637	0.0155493	0.797455	4	8.8	0	8.54453e-07	0.37234
all	truth	U	8.40329	0.268992	-0.300211	0.0302688	-0.0901268	0.0181741	3.35635	4	8.8	0	8.40329e-07	0.300211
all	rms	V	8.7767	0.261196	-0.375992	0.0213367	-0.14137	0.0160449	0.546912	4	8.8	0	8.7767e-07	0.375992
all	share	V	8.48014	0.253114	-0.368085	0.0211941	-0.135487	0.0156025	0.837265	4	8.8	0	8.48014e-07	0.368085
all	truth	V	8.4104	0.269071	-0.302062	0.0300888	-0.0912415	0.0181774	3.36454	4	8.8	0	8.4104e-07	0.302062
all	rms	W	8.97586	0.259468	-0.386136	0.0193243	-0.149101	0.0149236	0.317837	4	8.8	0	8.97586e-07	0.386136
all	share	W	8.92195	0.296961	-0.379979	0.0321292	-0.144384	0.0244168	0.401034	4	8.8	0	8.92195e-07	0.379979
all	truth	W	8.80665	0.262318	-0.356951	0.0221281	-0.127414	0.0157973	1.16512	4	8.8	0	8.80665e-07	0.356951
all	rms	U(joint)	8.84482	0.150456	-0.380002	0.0153428	-0.144401	0.0116606	1.7564	14	8.8	0	8.84482e-07	0.380002
all	rms	V(joint)	8.84482	0.150456	-0.380633	0.0153365	-0.144881	0.0116751	1.7564	14	8.8	0	8.84482e-07	0.380633
all	rms	W(joint)	8.84482	0.150456	-0.377877	0.0144407	-0.142791	0.0109136	1.7564	14	8.8	0	8.84482e-07	0.377877
all	share	U(joint)	8.62167	0.153483	-0.377628	0.0153016	-0.142603	0.0115566	3.46314	14	8.8	0	8.62167e-07	0.377628
all	share	V(joint)	8.62167	0.153483	-0.3779	0.0153751	-0.142808	0.0116205	3.46314	14	8.8	0	8.62167e-07	0.3779
all	share	W(joint)	8.62167	0.153483	-0.351861	0.0243098	-0.123806	0.0171073	3.46314	14	8.8	0	8.62167e-07	0.351861
all	truth	U(joint)	8.54464	0.154001	-0.313144	0.0212495	-0.0980593	0.0133083	9.40871	14	8.8	0	8.54464e-07	0.313144
all	truth	V(joint)	8.54464	0.154001	-0.31429	0.0211636	-0.0987781	0.013303	9.40871	14	8.8	0	8.54464e-07	0.31429
all	truth	W(joint)	8.54464	0.154001	-0.338085	0.0172853	-0.114301	0.0116878	9.40871	14	8.8	0	8.54464e-07	0.338085
