det	est	plane	window	inversion	tbin	t_us	extent	sig_true_mm	sig_old_mm	sig_corr_mm	c_pred_mm	DT_pred_cm2s	c_input_mm	DT_input_cm2s	sig_true_lo_pitch	sig_true_hi_pitch
pdvd	share	U	centre	bin	4	1645.96	0.0614913	1.86712	0.598594	1.86712	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	bin	5	1962.14	0.0614913	1.95855	0.706718	1.95855	nan	nan	nan	nan	nan	nan
pdvd	share	U	centre	old	-1	nan	nan	nan	nan	nan	-0.307931	1.38593	1.29046	5.53126	0.186245	0.256019
pdvd	share	U	centre	corrected	-1	nan	nan	nan	nan	nan	1.29046	5.53126	1.29046	5.53126	0.186245	0.256019
pdvd	share	U	edge	bin	0	329.66	0.0614914	1.42477	2.47015	1.42477	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	1	660.489	0.0614913	1.54789	2.61367	1.54789	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	2	995.278	0.0614913	1.66323	2.73622	1.66323	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	3	1327.06	0.0614913	1.77013	2.84088	1.77013	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	4	1645.96	0.0614913	1.86712	2.92946	1.86712	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	bin	5	1962.14	0.0614913	1.95855	3.00825	1.95855	nan	nan	nan	nan	nan	nan
pdvd	share	U	edge	old	-1	nan	nan	nan	nan	nan	2.36002	9.15925	1.29046	5.53126	0.186245	0.256019
pdvd	share	U	edge	corrected	-1	nan	nan	nan	nan	nan	1.29046	5.53126	1.29046	5.53126	0.186245	0.256019
pdvd	share	V	full	bin	0	337.814	0.0614913	1.41123	1.27976	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	1	678.832	0.0614914	1.53909	1.41075	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	2	1010.33	0.0614913	1.65394	1.52884	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	3	1336.15	0.0614913	1.75954	1.6377	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	4	1660.55	0.0614913	1.85872	1.74016	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	bin	5	1968.35	0.0614913	1.94816	1.83269	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	full	old	-1	nan	nan	nan	nan	nan	1.13016	5.27026	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	full	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q1	bin	0	337.814	0.0614913	1.41123	2.45348	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	1	678.832	0.0614914	1.53909	2.60388	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	2	1010.33	0.0614913	1.65394	2.72674	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	3	1336.15	0.0614913	1.75954	2.83085	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	4	1660.55	0.0614913	1.85872	2.92201	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	bin	5	1968.35	0.0614913	1.94816	2.99951	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	q1	old	-1	nan	nan	nan	nan	nan	2.33997	9.25633	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q1	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q2	bin	0	337.814	0.0614913	1.41123	0.153	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	1	678.832	0.0614914	1.53909	0.261985	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	2	1010.33	0.0614913	1.65394	0.371054	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	3	1336.15	0.0614913	1.75954	0.479222	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	4	1660.55	0.0614913	1.85872	0.588953	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	bin	5	1968.35	0.0614913	1.94816	0.694157	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	q2	old	-1	nan	nan	nan	nan	nan	-0.312302	1.33565	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q2	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q3	bin	0	337.814	0.0614913	1.41123	0.153	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	1	678.832	0.0614914	1.53909	0.261985	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	2	1010.33	0.0614913	1.65394	0.371054	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	3	1336.15	0.0614913	1.75954	0.479222	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	4	1660.55	0.0614913	1.85872	0.588953	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	bin	5	1968.35	0.0614913	1.94816	0.694157	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	q3	old	-1	nan	nan	nan	nan	nan	-0.312302	1.33565	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q3	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q4	bin	0	337.814	0.0614913	1.41123	2.45348	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	1	678.832	0.0614914	1.53909	2.60388	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	2	1010.33	0.0614913	1.65394	2.72674	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	3	1336.15	0.0614913	1.75954	2.83085	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	4	1660.55	0.0614913	1.85872	2.92201	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	bin	5	1968.35	0.0614913	1.94816	2.99951	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	q4	old	-1	nan	nan	nan	nan	nan	2.33997	9.25633	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	q4	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	centre	bin	0	337.814	0.0614913	1.41123	0.153	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	1	678.832	0.0614914	1.53909	0.261985	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	2	1010.33	0.0614913	1.65394	0.371054	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	3	1336.15	0.0614913	1.75954	0.479222	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	4	1660.55	0.0614913	1.85872	0.588953	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	bin	5	1968.35	0.0614913	1.94816	0.694157	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	centre	old	-1	nan	nan	nan	nan	nan	-0.312302	1.33565	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	centre	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	edge	bin	0	337.814	0.0614913	1.41123	2.45348	1.41123	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	1	678.832	0.0614914	1.53909	2.60388	1.53909	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	2	1010.33	0.0614913	1.65394	2.72674	1.65394	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	3	1336.15	0.0614913	1.75954	2.83085	1.75954	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	4	1660.55	0.0614913	1.85872	2.92201	1.85872	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	bin	5	1968.35	0.0614913	1.94816	2.99951	1.94816	nan	nan	nan	nan	nan	nan
pdvd	share	V	edge	old	-1	nan	nan	nan	nan	nan	2.33997	9.25633	1.27195	5.53126	0.184474	0.254662
pdvd	share	V	edge	corrected	-1	nan	nan	nan	nan	nan	1.27195	5.53126	1.27195	5.53126	0.184474	0.254662
pdvd	share	W	full	bin	0	328.397	0.184474	0.809297	0.755898	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	1	657.157	0.184474	1.00928	0.955561	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	2	980.455	0.184474	1.17316	1.12102	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	3	1304.52	0.184474	1.31712	1.26736	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	4	1629.98	0.184474	1.44736	1.40029	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	bin	5	1957.01	0.184474	1.56736	1.523	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	full	old	-1	nan	nan	nan	nan	nan	0.46816	5.32456	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	full	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q1	bin	0	328.397	0.184474	0.809297	1.53314	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	1	657.157	0.184474	1.00928	1.76203	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	2	980.455	0.184474	1.17316	1.91834	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	3	1304.52	0.184474	1.31712	2.0382	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	4	1629.98	0.184474	1.44736	2.13706	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	bin	5	1957.01	0.184474	1.56736	2.2233	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q1	old	-1	nan	nan	nan	nan	nan	1.3509	8.7883	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q1	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q2	bin	0	328.397	0.184474	0.809297	0.102	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	1	657.157	0.184474	1.00928	0.102	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	2	980.455	0.184474	1.17316	0.266836	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	3	1304.52	0.184474	1.31712	0.485736	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	4	1629.98	0.184474	1.44736	0.667797	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	bin	5	1957.01	0.184474	1.56736	0.835449	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q2	old	-1	nan	nan	nan	nan	nan	-0.34585	1.49847	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q2	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q3	bin	0	328.397	0.184474	0.809297	0.102	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	1	657.157	0.184474	1.00928	0.102	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	2	980.455	0.184474	1.17316	0.266836	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	3	1304.52	0.184474	1.31712	0.485736	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	4	1629.98	0.184474	1.44736	0.667797	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	bin	5	1957.01	0.184474	1.56736	0.835449	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q3	old	-1	nan	nan	nan	nan	nan	-0.34585	1.49847	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q3	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q4	bin	0	328.397	0.184474	0.809297	1.53314	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	1	657.157	0.184474	1.00928	1.76203	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	2	980.455	0.184474	1.17316	1.91834	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	3	1304.52	0.184474	1.31712	2.0382	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	4	1629.98	0.184474	1.44736	2.13706	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	bin	5	1957.01	0.184474	1.56736	2.2233	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	q4	old	-1	nan	nan	nan	nan	nan	1.3509	8.7883	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	q4	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	centre	bin	0	328.397	0.184474	0.809297	0.102	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	1	657.157	0.184474	1.00928	0.102	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	2	980.455	0.184474	1.17316	0.266836	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	3	1304.52	0.184474	1.31712	0.485736	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	4	1629.98	0.184474	1.44736	0.667797	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	bin	5	1957.01	0.184474	1.56736	0.835449	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	centre	old	-1	nan	nan	nan	nan	nan	-0.34585	1.49847	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	centre	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	edge	bin	0	328.397	0.184474	0.809297	1.53314	0.809297	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	1	657.157	0.184474	1.00928	1.76203	1.00928	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	2	980.455	0.184474	1.17316	1.91834	1.17316	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	3	1304.52	0.184474	1.31712	2.0382	1.31712	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	4	1629.98	0.184474	1.44736	2.13706	1.44736	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	bin	5	1957.01	0.184474	1.56736	2.2233	1.56736	nan	nan	nan	nan	nan	nan
pdvd	share	W	edge	old	-1	nan	nan	nan	nan	nan	1.3509	8.7883	0.540067	5.53126	0.158686	0.307326
pdvd	share	W	edge	corrected	-1	nan	nan	nan	nan	nan	0.540067	5.53126	0.540067	5.53126	0.158686	0.307326
