label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	truth	V	1	367.889	968	1.62142e+07	1.74959	1.19589	0.804664	2.34545	0.117273	2.27841	0.125041	0	0.601638	1.76565
all	truth	V	2	561.92	976	1.62043e+07	1.79803	1.33307	0.994475	2.52535	0.126268	2.44481	0.125041	0	0.586965	1.81568
all	truth	V	3	757.982	982	1.62133e+07	1.90805	1.45489	1.15501	2.9352	0.14676	2.85801	0.125041	0	0.562023	1.92499
all	truth	V	4	954.996	990	1.62085e+07	1.97228	1.56787	1.29645	3.18659	0.15933	3.11246	0.125041	0	0.546782	1.98913
all	truth	V	5	1152.92	988	1.62185e+07	2.037	1.67424	1.42448	3.45564	0.172782	3.37543	0.125041	0	0.531495	2.0556
all	rms	W	0	174.825	972	1.58821e+07	1.18882	1.03261	0.5547	0.597647	0.0298823	0.65471	0.250078	0	0.786799	1.20983
all	rms	W	1	369.703	976	1.58814e+07	1.31899	1.2124	0.806645	0.914404	0.0457202	0.92049	0.250078	0	0.738162	1.32418
all	rms	W	2	565.086	978	1.58802e+07	1.43584	1.34897	0.997272	1.23876	0.0619379	1.23647	0.250078	0	0.697663	1.43729
all	rms	W	3	760.819	979	1.58847e+07	1.54557	1.46995	1.15717	1.56962	0.0784808	1.56707	0.250078	0	0.662132	1.54627
all	rms	W	4	956.909	982	1.58975e+07	1.64544	1.58185	1.29775	1.89099	0.0945493	1.8894	0.250078	0	0.632116	1.64595
all	rms	W	5	1153.38	983	1.58898e+07	1.74096	1.68689	1.42476	2.21616	0.110808	2.21529	0.250078	0	0.605176	1.74144
all	share	W	0	174.825	972	1.58821e+07	1.18882	1.03261	0.5547	0.550485	0.0275242	0.65471	0.250078	0	0.786799	1.20983
all	share	W	1	369.703	976	1.58814e+07	1.31899	1.2124	0.806645	0.875988	0.0437994	0.92049	0.250078	0	0.738162	1.32418
all	share	W	2	565.086	978	1.58802e+07	1.43584	1.34897	0.997272	1.20596	0.0602979	1.23647	0.250078	0	0.697663	1.43729
all	share	W	3	760.819	979	1.58847e+07	1.54557	1.46995	1.15717	1.54601	0.0773006	1.56707	0.250078	0	0.662132	1.54627
all	share	W	4	956.909	982	1.58975e+07	1.64544	1.58185	1.29775	1.87701	0.0938507	1.8894	0.250078	0	0.632116	1.64595
all	share	W	5	1153.38	983	1.58898e+07	1.74096	1.68689	1.42476	2.21488	0.110744	2.21529	0.250078	0	0.605176	1.74144
all	truth	W	0	174.825	972	1.58821e+07	1.18882	1.03261	0.5547	0.623833	0.0311916	0.65471	0.250078	0	0.786799	1.20983
all	truth	W	1	369.703	976	1.58814e+07	1.31899	1.2124	0.806645	0.922084	0.0461042	0.92049	0.250078	0	0.738162	1.32418
all	truth	W	2	565.086	978	1.58802e+07	1.43584	1.34897	0.997272	1.24146	0.0620731	1.23647	0.250078	0	0.697663	1.43729
all	truth	W	3	760.819	979	1.58847e+07	1.54557	1.46995	1.15717	1.57148	0.0785739	1.56707	0.250078	0	0.662132	1.54627
all	truth	W	4	956.909	982	1.58975e+07	1.64544	1.58185	1.29775	1.89259	0.0946295	1.8894	0.250078	0	0.632116	1.64595
all	truth	W	5	1153.38	983	1.58898e+07	1.74096	1.68689	1.42476	2.21782	0.110891	2.21529	0.250078	0	0.605176	1.74144
