root	plane	slice	t_ns	adv	thresh	q-3	q-2	q-1	q+0	q+1	q+2	q+3
work/039252_16_d42fit/tracking-stm.root	0	2095	1.17025e+06	0.135586	218.086	0	121	7828	9164	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2097	1.17463e+06	0.0548649	218.086	0	757	3920	10858	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2098	1.17463e+06	0.0548649	218.086	0	878	3528	14020	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2100	1.17946e+06	0.0466512	218.086	0	328	59	16437	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2102	1.18374e+06	0.0662132	218.086	0	0	0	28870	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2104	1.18683e+06	0.0730419	218.086	0	0	0	22739	747	0	0
work/039252_16_d42fit/tracking-stm.root	0	2105	1.18993e+06	0.115597	218.086	0	0	0	11513	907	0	0
work/039252_16_d42fit/tracking-stm.root	0	2107	1.19455e+06	0.138064	236.176	0	0	7536	6094	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2108	1.19455e+06	0.138064	236.176	0	0	5870	7983	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2109	1.19816e+06	0.103522	236.176	0	0	2941	12533	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2111	1.20174e+06	0.0764878	236.176	0	0	416	24252	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2113	1.20533e+06	0.107053	236.176	0	0	0	13311	1	0	0
work/039252_16_d42fit/tracking-stm.root	0	2115	1.20919e+06	0.141658	236.176	0	0	0	13086	6110	0	0
work/039252_16_d42fit/tracking-stm.root	0	2117	1.21433e+06	0.108511	242.684	0	0	4434	8852	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2119	1.21748e+06	0.068262	242.684	0	0	2926	14866	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2121	1.22109e+06	0.0869043	242.684	0	0	67	15706	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2123	1.2252e+06	0.0432366	242.684	0	0	0	13588	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2125	1.22923e+06	0.0863286	242.684	0	0	0	13496	3987	0	0
work/039252_16_d42fit/tracking-stm.root	0	2127	1.23311e+06	0.171822	248.159	0	110	7068	9168	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2129	1.23725e+06	0.117818	248.159	0	237	2701	17775	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2131	1.24199e+06	0.092492	248.159	0	0	687	36149	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2133	1.24642e+06	0.0810849	248.159	0	0	0	16540	67	109	0
work/039252_16_d42fit/tracking-stm.root	0	2134	1.24642e+06	0.0810849	248.159	0	0	0	12390	2065	0	0
work/039252_16_d42fit/tracking-stm.root	0	2135	1.24974e+06	0.0915032	248.159	0	0	0	10463	6378	0	0
work/039252_16_d42fit/tracking-stm.root	0	2137	1.25289e+06	0.166828	233.301	0	0	6113	24169	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2139	1.25728e+06	0.125	233.301	0	0	1292	16069	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2141	1.26078e+06	0.108944	233.301	0	0	152	15188	0	3	0
work/039252_16_d42fit/tracking-stm.root	0	2142	1.26466e+06	0.182937	233.301	0	0	415	13482	801	427	0
work/039252_16_d42fit/tracking-stm.root	0	2143	1.26466e+06	0.182937	233.301	0	0	668	9885	5155	96	0
work/039252_16_d42fit/tracking-stm.root	0	2144	1.26773e+06	0.125195	238.002	0	0	6839	8435	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2147	1.27316e+06	0.0683108	238.002	0	498	1597	15150	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2149	1.27706e+06	0.125054	238.002	0	0	7	17881	1700	271	0
work/039252_16_d42fit/tracking-stm.root	0	2150	1.28059e+06	0.199449	238.002	0	0	0	13564	3420	550	0
work/039252_16_d42fit/tracking-stm.root	0	2151	1.28059e+06	0.199449	238.002	0	0	0	9938	6836	138	0
work/039252_16_d42fit/tracking-stm.root	0	2152	1.28412e+06	0.181322	235.546	0	0	7551	9878	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2154	1.28712e+06	0.0880372	235.546	0	0	2052	13618	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2156	1.29101e+06	0.012271	235.546	0	0	197	15436	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2158	1.29479e+06	0.0840224	235.546	0	0	0	14958	2623	0	0
work/039252_16_d42fit/tracking-stm.root	0	2159	1.29753e+06	0.211752	235.546	0	0	0	11870	7158	0	0
work/039252_16_d42fit/tracking-stm.root	0	2160	1.30028e+06	0.183992	221.152	0	0	9691	10717	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2162	1.30455e+06	0.110912	221.152	0	0	3388	14515	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2163	1.30455e+06	0.110912	221.152	0	8	2315	16301	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2165	1.30943e+06	0.162194	221.152	0	0	0	17261	729	0	0
work/039252_16_d42fit/tracking-stm.root	0	2167	1.31427e+06	0.204807	220.411	0	0	8124	7864	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2169	1.31749e+06	0.0718918	220.411	0	48	1994	16379	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2172	1.32427e+06	0.20481	220.411	0	0	0	14205	412	0	0
work/039252_16_d42fit/tracking-stm.root	0	2174	1.32861e+06	0.182433	219.748	0	1393	12644	17618	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2175	1.32861e+06	0.182433	219.748	0	105	8779	24604	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2177	1.3338e+06	0.159916	219.748	0	520	342	39842	0	637	0
work/039252_16_d42fit/tracking-stm.root	0	2180	1.33994e+06	0.157582	229.781	0	0	4909	12733	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2182	1.34428e+06	0.0882982	229.781	0	52	950	16070	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2185	1.34915e+06	0.160377	229.781	0	0	0	17189	15306	0	0
work/039252_16_d42fit/tracking-stm.root	0	2186	1.35185e+06	0.240046	225.68	0	0	11701	20203	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2187	1.35456e+06	0.152719	225.68	0	0	4047	16744	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2188	1.35456e+06	0.152719	225.68	0	453	307	16770	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2189	1.35778e+06	0.115024	225.68	0	43	0	18393	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2190	1.36069e+06	0.241416	225.68	0	0	0	15403	1984	0	0
work/039252_16_d42fit/tracking-stm.root	0	2191	1.36069e+06	0.241416	225.68	0	0	0	10798	6110	0	0
work/039252_16_d42fit/tracking-stm.root	0	2192	1.36436e+06	0.203343	246.303	0	0	7017	10080	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2193	1.36436e+06	0.203343	246.303	0	0	2873	14394	0	42	0
work/039252_16_d42fit/tracking-stm.root	0	2194	1.3679e+06	0.0960198	246.303	0	2	88	16365	0	152	0
work/039252_16_d42fit/tracking-stm.root	0	2196	1.37142e+06	0.216094	246.303	0	0	0	21263	10646	0	0
work/039252_16_d42fit/tracking-stm.root	0	2198	1.37599e+06	0.214863	258.32	0	0	5194	22066	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2200	1.37937e+06	0.175187	258.32	0	0	224	17142	766	0	0
work/039252_16_d42fit/tracking-stm.root	0	2203	1.38597e+06	0.175096	240.18	0	0	3467	14894	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2205	1.38892e+06	0.145353	240.18	0	0	0	18103	169	0	0
work/039252_16_d42fit/tracking-stm.root	0	2206	1.39209e+06	0.242347	240.18	0	0	0	15496	4496	0	0
work/039252_16_d42fit/tracking-stm.root	0	2208	1.39526e+06	0.186045	247.947	0	0	4279	16372	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2209	1.39873e+06	0.10167	247.947	0	52	1906	19002	0	16	0
work/039252_16_d42fit/tracking-stm.root	0	2210	1.39873e+06	0.10167	247.947	0	0	124	19371	0	31	0
work/039252_16_d42fit/tracking-stm.root	0	2211	1.40219e+06	0.212221	247.947	0	0	0	18309	4320	0	0
work/039252_16_d42fit/tracking-stm.root	0	2214	1.40743e+06	0.124798	244.976	0	260	4213	19799	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2216	1.41152e+06	0.14302	244.976	0	0	368	18304	449	0	0
work/039252_16_d42fit/tracking-stm.root	0	2218	1.41485e+06	0.215206	244.976	0	0	0	12447	15063	0	0
work/039252_16_d42fit/tracking-stm.root	0	2219	1.41805e+06	0.190977	235.401	0	344	6633	18293	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2221	1.42125e+06	0.197636	235.401	0	0	109	24378	527	642	0
work/039252_16_d42fit/tracking-stm.root	0	2223	1.42506e+06	0.23741	235.401	0	0	152	14010	13649	0	0
work/039252_16_d42fit/tracking-stm.root	0	2224	1.42804e+06	0.192725	239.253	0	0	10040	24895	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2226	1.43185e+06	0.123485	239.253	0	0	361	23639	140	414	0
work/039252_16_d42fit/tracking-stm.root	0	2228	1.43566e+06	0.226174	239.253	0	0	0	15381	12051	0	0
work/039252_16_d42fit/tracking-stm.root	0	2230	1.43879e+06	0.237197	258.706	0	17	3962	24769	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2231	1.44215e+06	0.189305	258.706	0	60	388	25145	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2234	1.44815e+06	0.20602	234.192	0	0	9061	18528	54	0	0
work/039252_16_d42fit/tracking-stm.root	0	2236	1.4508e+06	0.231194	234.192	0	53	1772	21653	2515	0	0
work/039252_16_d42fit/tracking-stm.root	0	2239	1.45703e+06	0.202127	241.746	0	0	3025	25435	61	0	0
work/039252_16_d42fit/tracking-stm.root	0	2243	1.4666e+06	0.196442	230.887	0	55	3890	31408	0	422	0
work/039252_16_d42fit/tracking-stm.root	0	2244	1.4666e+06	0.196442	230.887	0	0	1237	25440	3481	351	0
work/039252_16_d42fit/tracking-stm.root	0	2245	1.46941e+06	0.217595	230.887	0	0	0	17239	15416	104	0
work/039252_16_d42fit/tracking-stm.root	0	2249	1.47809e+06	0.245224	224.796	0	0	15041	17144	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2253	1.48589e+06	0.244188	231.663	0	0	19399	17919	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2255	1.4897e+06	0.168984	231.663	0	0	2011	28187	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2257	1.49395e+06	0.24473	231.663	0	0	0	19155	9973	0	0
work/039252_16_d42fit/tracking-stm.root	0	2259	1.49731e+06	0.195122	239.448	0	0	5651	26176	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2261	1.50176e+06	0.145893	239.448	0	0	0	31324	1086	0	0
work/039252_16_d42fit/tracking-stm.root	0	2263	1.50536e+06	0.232696	239.448	0	0	0	17396	18806	0	0
work/039252_16_d42fit/tracking-stm.root	0	2265	1.50922e+06	0.136017	234.976	0	48	5046	32841	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2268	1.51508e+06	0.0712343	234.976	0	0	0	34357	6302	0	0
work/039252_16_d42fit/tracking-stm.root	0	2269	1.51839e+06	0.0811032	234.976	0	0	0	24204	7631	0	0
work/039252_16_d42fit/tracking-stm.root	0	2270	1.51839e+06	0.0811032	234.976	0	0	0	11179	5079	0	0
work/039252_16_d42fit/tracking-stm.root	0	2272	1.524e+06	0.0746908	239.256	0	0	1625	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2276	1.53152e+06	0.1206	239.256	0	0	1006	5013	0	0	0
work/039252_16_d42fit/tracking-stm.root	0	2278	1.53554e+06	0.208738	239.256	0	0	4434	12074	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1082	633407	0.11728	199.097	0	51177	23362	3938	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	472	150310	0.219339	244.117	0	0	4269	24319	1173	0	0
work/039252_16_d42fit/tracking-stm.root	1	473	150310	0.219339	244.117	0	0	3006	15649	198	0	0
work/039252_16_d42fit/tracking-stm.root	1	475	154805	0.209611	237.552	0	6215	4765	169	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	540	285550	0.216236	245.345	0	0	5264	12406	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	546	297154	0.192544	246.728	0	1274	566	14791	329	568	0
work/039252_16_d42fit/tracking-stm.root	1	548	301271	0.168443	245.345	800	4435	11913	17236	24650	0	0
work/039252_16_d42fit/tracking-stm.root	1	550	305271	0	245.345	0	9402	24301	16193	8156	0	0
work/039252_16_d42fit/tracking-stm.root	1	552	309271	0.101871	245.345	0	19867	47339	0	946	0	0
work/039252_16_d42fit/tracking-stm.root	1	553	311373	0.0386743	245.345	0	27046	44412	0	75	0	0
work/039252_16_d42fit/tracking-stm.root	1	592	390158	0.153186	0	21	5634	0	0	37171	0	0
work/039252_16_d42fit/tracking-stm.root	1	597	399225	0.162683	213.375	64483	33396	24040	35093	21609	0	0
work/039252_16_d42fit/tracking-stm.root	1	1839	658333	0.0447689	198.754	914	11195	8707	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1841	662406	0.00180124	198.754	373	13442	7191	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1842	662406	0.00180124	198.754	1154	14581	5858	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1846	672721	0.131401	221.044	0	0	63	24321	2036	0	0
work/039252_16_d42fit/tracking-stm.root	1	1847	672721	0.131401	221.044	460	399	389	26507	2263	0	0
work/039252_16_d42fit/tracking-stm.root	1	1848	675764	0.130483	200.945	958	2622	29060	1392	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1849	678318	0.0163047	200.945	4074	14775	26694	972	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1851	682734	0.0269172	200.945	707	17702	18321	549	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1852	682734	0.0269172	200.945	0	9955	13462	211	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1855	689655	0.0337065	212.176	0	698	0	16727	8299	1890	0
work/039252_16_d42fit/tracking-stm.root	1	1857	693645	0.034862	200.945	225	16661	3844	2972	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1861	701157	0.159943	212.176	0	0	5150	13521	5191	2654	0
work/039252_16_d42fit/tracking-stm.root	1	1862	704728	0.126659	221.044	0	7399	9796	4876	2089	0	0
work/039252_16_d42fit/tracking-stm.root	1	1863	704728	0.126659	221.044	0	10570	6572	3839	2341	0	0
work/039252_16_d42fit/tracking-stm.root	1	1864	708248	0.0451968	221.044	0	12316	4865	4283	2478	0	0
work/039252_16_d42fit/tracking-stm.root	1	1869	718092	0.142895	219.854	0	0	2146	15023	0	3477	1720
work/039252_16_d42fit/tracking-stm.root	1	1871	721691	0.174823	212.176	0	6020	14003	0	3753	1217	0
work/039252_16_d42fit/tracking-stm.root	1	1873	725037	0.0975123	212.176	0	12185	10610	0	1068	843	0
work/039252_16_d42fit/tracking-stm.root	1	1878	736287	0.0245021	213.439	2	1085	215	22398	901	0	0
work/039252_16_d42fit/tracking-stm.root	1	1880	739104	0.0972461	213.439	462	0	2183	31216	7621	53	0
work/039252_16_d42fit/tracking-stm.root	1	1882	743661	0.179227	219.854	0	8608	4329	0	242	0	0
work/039252_16_d42fit/tracking-stm.root	1	1888	755862	0.139999	238.916	0	161	3003	11042	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1890	758809	0.108244	213.439	41	8212	5558	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1891	761756	0.0670676	213.439	0	10899	3275	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1896	772091	0.140363	216.67	0	0	427	14550	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1898	776387	0.0921298	238.916	0	5729	12533	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1899	776387	0.0921298	238.916	0	11453	11458	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1904	788482	0.12164	228.721	0	0	683	13778	29	0	0
work/039252_16_d42fit/tracking-stm.root	1	1905	788482	0.12164	228.721	0	0	1959	11847	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1906	791919	0.0841692	228.721	0	0	4592	10944	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1908	795052	0.0964498	216.67	0	10260	6647	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1909	798413	0.0951954	216.67	0	15333	4773	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1910	798413	0.0951954	216.67	0	17212	2558	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1915	810721	0.14619	228.721	0	2218	12604	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1916	810721	0.14619	228.721	0	5395	11325	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1917	814185	0.0778619	228.721	0	7236	9266	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1923	826537	0.147222	226.376	0	0	0	15598	264	0	0
work/039252_16_d42fit/tracking-stm.root	1	1924	826537	0.147222	226.376	0	0	671	14395	147	0	0
work/039252_16_d42fit/tracking-stm.root	1	1925	830118	0.0911226	228.679	0	2539	12378	1478	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1927	833359	0.0291323	228.679	0	6768	7610	1265	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1928	836600	0.0805887	228.679	0	9942	5423	744	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1929	836600	0.0805887	228.679	0	11730	4025	716	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1934	848081	0.0381363	236.267	0	0	3242	12046	427	0	0
work/039252_16_d42fit/tracking-stm.root	1	1936	851208	0.115936	236.267	0	12	5059	8777	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1938	855169	0.164564	226.376	0	10281	2688	904	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1943	865498	0.0162479	232.944	0	0	0	15121	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1945	870237	0.087898	232.944	0	0	2166	12642	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1948	875006	0.192556	236.267	0	9531	5646	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1955	888775	0.0313306	207.655	0	0	1051	18516	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1956	892118	0.142946	207.655	0	0	3240	14530	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1963	904891	0.0421959	212.179	0	409	870	20947	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1964	908172	0.0409933	212.179	0	0	3524	21528	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1967	913724	0.13264	212.179	0	0	5321	13247	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1973	924977	0.0167256	204.553	0	0	0	12278	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1975	929256	0.0591862	204.553	0	398	817	12150	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1980	940102	0.138086	204.553	0	0	19674	17968	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1982	943084	0.129755	207.976	0	0	0	16107	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1983	946065	0.0176876	207.976	0	28	0	12970	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1984	948653	0.106623	207.976	0	218	606	11541	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1985	948653	0.106623	207.976	0	0	3046	10657	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1986	951989	0.147437	204.553	0	7385	9202	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1988	954960	0.152515	204.553	0	11237	3716	233	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1993	965759	0.110295	224.295	0	0	184	12002	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	1995	970263	0.233731	207.976	0	6804	7985	69	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2000	979166	0.0150583	210.338	0	0	0	17595	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2002	984308	0.103498	210.338	0	38	3923	15683	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2004	987656	0.140404	224.295	0	6831	5102	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2010	1.00009e+06	0.244753	213.756	0	0	12672	14609	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2015	1.01022e+06	0.11296	206.45	0	0	1012	17358	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2017	1.01359e+06	0.213745	213.756	0	4400	13072	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2019	1.01695e+06	0.139389	213.756	0	9564	5788	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2024	1.02686e+06	0.152729	211.681	0	0	3078	12253	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2025	1.03029e+06	0.20436	206.45	0	7327	10494	150	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2031	1.04206e+06	0.166786	217.378	0	34	2275	14967	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2033	1.04554e+06	0.133298	211.681	0	8492	8425	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2040	1.05879e+06	0.166054	212.265	0	0	10414	7043	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2044	1.06861e+06	0.0535709	208.526	0	0	231	17669	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2045	1.06861e+06	0.0535709	208.526	0	0	3330	14782	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2046	1.0721e+06	0.112619	208.526	21	0	7957	14305	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2052	1.08252e+06	0.0247027	216.024	990	157	1825	13989	62	0	0
work/039252_16_d42fit/tracking-stm.root	1	2055	1.08903e+06	0.0323585	208.526	0	11197	823	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2059	1.09783e+06	0.210659	216.024	0	8562	6562	8	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2066	1.11092e+06	0.247615	218.393	0	6276	6727	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2069	1.11757e+06	0.0157011	218.017	0	0	1299	21928	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2070	1.12045e+06	0.12333	218.017	0	0	2393	18220	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2071	1.12045e+06	0.12333	218.017	0	0	4161	11813	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2072	1.12316e+06	0.218485	218.017	0	0	7202	7557	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2082	1.14362e+06	0.0413113	217.169	0	0	0	16833	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2084	1.14779e+06	0.153401	217.169	0	49	1837	12093	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2086	1.15076e+06	0.208419	230.12	0	10487	3322	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2091	1.1627e+06	0.189345	217.169	0	4026	9142	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2092	1.1627e+06	0.189345	217.169	0	8333	6270	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2094	1.16684e+06	0.0782583	217.169	0	17366	1280	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2100	1.17946e+06	0.244372	216.905	0	9838	5252	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2104	1.18683e+06	0.107975	210.528	0	0	0	18761	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2105	1.18993e+06	0.0874788	210.528	0	1064	245	12646	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2107	1.19455e+06	0.0881728	206.985	1325	4938	6968	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2108	1.19455e+06	0.0881728	206.985	594	8847	4304	440	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2113	1.20533e+06	0.11369	212.946	0	0	89	13965	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2115	1.20919e+06	0.0888058	212.946	0	0	5550	14481	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2117	1.21433e+06	0.0927291	210.528	0	8013	5726	215	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2123	1.2252e+06	0.185628	209.669	0	0	1220	12939	51	0	0
work/039252_16_d42fit/tracking-stm.root	1	2125	1.22923e+06	0.117678	212.946	0	6082	8940	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2127	1.23311e+06	0.0110585	212.946	0	10445	3892	0	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2133	1.24642e+06	0.149873	211.752	0	0	5016	7373	15	0	0
work/039252_16_d42fit/tracking-stm.root	1	2134	1.24642e+06	0.149873	211.752	0	0	7071	4154	29	0	0
work/039252_16_d42fit/tracking-stm.root	1	2135	1.24974e+06	0.130717	209.669	0	11453	931	57	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2141	1.26078e+06	0.100708	218.241	0	0	1056	13837	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2142	1.26466e+06	0.03755	218.241	0	0	2058	11717	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2143	1.26466e+06	0.03755	218.241	0	0	3440	10393	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2144	1.26773e+06	0.0840451	218.241	0	0	5336	8590	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2150	1.28059e+06	0.0174411	210.789	0	0	0	15712	231	0	0
work/039252_16_d42fit/tracking-stm.root	1	2151	1.28059e+06	0.0174411	210.789	0	0	0	15250	134	0	0
work/039252_16_d42fit/tracking-stm.root	1	2152	1.28412e+06	0.016673	210.789	0	0	0	14774	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2154	1.28712e+06	0.0980594	210.789	0	0	736	13200	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2156	1.29101e+06	0.196954	210.789	0	0	5684	9926	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2158	1.29479e+06	0.146437	218.241	0	11973	3863	275	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2162	1.30455e+06	0.120107	203.06	0	14	0	15935	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2163	1.30455e+06	0.120107	203.06	0	56	144	15613	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2165	1.30943e+06	0.0613327	210.789	0	2392	12315	269	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2167	1.31427e+06	0.00235446	203.06	0	0	3780	8703	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2169	1.31749e+06	0.154176	210.789	0	10295	5554	88	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2174	1.32861e+06	0.0255024	194.554	0	0	0	26551	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2175	1.32861e+06	0.0255024	194.554	0	0	211	27223	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2177	1.3338e+06	0.0798002	194.554	0	0	8959	29354	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2179	1.33733e+06	0.00103362	194.554	0	0	2300	13771	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2180	1.33994e+06	0.091354	194.554	0	0	4137	11743	0	0	0
work/039252_16_d42fit/tracking-stm.root	1	2186	1.35185e+06	0.0147694	209.72	0	0	0	22440	3320	0	0
