i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
34	0.00	1827	1.19	terminal	1dead	U	0	12675	6534	100	10084	1	-	-	-	-	3.40	S0	-1	-1	1/1					11
35	13.25	1854	0.85	interior	3live	-	7105	4747	6534	000	6210	1	sbt	none	13.25	13.250	0.30		-1	-1	1/1					11
36	13.55	1899	0.73	terminal	3live	-	5478	3279	10982	000	7334	1	path	closely_other	0.30	0.308	0.00		-1	-1	1/1					11
37	13.84	2034	0.72	interior	3live	-	1262	3125	11260	000	6786	1	path	closely_other	0.30	0.306	0.30		-1	-1	1/1					11
