det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	659	660	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	804	809	6	3.31	3.44	-173.0	86.0	128.7	1.37	1.55	1	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:t/3live:i/3live:t/1blank:i/3live:t/3live:i/3live:t	0	4.75	4.75	1.000
pdhd	028084_0	91	0	3791	3805	15	9.51	9.78	6.2	22.0	428.3	2.07	2.16	3	D-blank-term	1	0.55	0.00	0.55	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i	0	12.63		
pdhd	028084_0	91	0	3819	3822	4	2.65	3.09	14.3	30.1	424.7	1.49	1.35	3	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:t/1blank:i/1blank:i/1blank:i/1blank:t	0	3.89	4.86	1.197
pdhd	028084_0	91	0	3882	3887	6	3.38	3.27	39.2	55.0	412.7	2.00	1.91	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/1blank:i/3live:i/1blank:i	0			
pdhd	028084_0	131	0	7945	7946	2	0.97	1.37	-74.3	219.3	339.1	0.86	1.22	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdhd	028084_1	33	0	409	759	351	219.60	210.95	-56.9	486.2	317.8	63.78	0.78	3	GAP-live	0	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	768	815	48	29.62	28.32	-55.9	388.0	388.3	14.52	3.14	3	GAP-live	0	0.05	0.00	0.05	0.33	1.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	821	846	26	15.75	14.75	-55.8	368.9	401.7	7.02	1.17	3	GAP-live	0	0.21	0.00	0.21	0.38	1.00	0.00	0.15	0.15	1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	853	916	64	41.40	40.00	-55.8	344.8	419.2	20.45	2.21	3	GAP-live	0	0.04	0.00	0.04	0.38	0.36	0.00	1.00	0.00	1dead:i/1dead:t/1dead:i	0			
pdhd	028084_1	33	0	921	966	46	30.32	29.59	-56.0	314.9	440.8	13.84	3.04	3	GAP-live	0	0.14	0.00	0.14	0.35	0.00	0.00	0.59	0.07	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	969	975	7	3.99	4.38	-56.1	300.4	451.1	0.69	1.64	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	38	0	1123	1124	2	1.14	1.67	-177.8	528.8	109.4	1.34	0.82	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i	0	2.39	3.88	1.533
pdhd	028084_1	39	0	1766	1774	9	5.85	6.06	-40.2	87.4	242.0	2.51	2.85	3	GAP-short	0	0.58	0.00	0.58	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
