label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	8.64832	1.53471	1.55001	0.0705952	2.40254	0.218847	9.12131	4	8.2017	0	8.64832e-07	1.55001
all	share	U	6.52447	1.28254	1.676	0.0832092	2.80897	0.278917	7.49357	4	8.2017	0	6.52447e-07	1.676
all	truth	U	24.273	5.09271	2.89288	0.189958	8.36876	1.09905	5.98018	4	8.2017	0	2.4273e-06	2.89288
all	rms	V	5.01459	2.40875	1.65844	0.158608	2.75043	0.526086	8.86024	4	8.2017	0	5.01459e-07	1.65844
all	share	V	3.30534	1.52474	1.80831	0.0898243	3.26997	0.32486	2.67639	4	8.2017	0	3.30534e-07	1.80831
all	truth	V	16.1316	9.0609	2.7595	0.328924	7.61485	1.81534	6.4633	4	8.2017	0	1.61316e-06	2.7595
all	rms	W	7.65806	0.331416	0.67758	0.036914	0.459115	0.0500244	0.0501427	4	8.2017	0	7.65806e-07	0.67758
all	share	W	7.32467	0.274612	0.44612	0.0406766	0.199023	0.0362934	1.50816	4	8.2017	0	7.32467e-07	0.44612
all	truth	W	6.85062	0.362602	0.856635	0.0360093	0.733824	0.0616937	1.20699	4	8.2017	0	6.85062e-07	0.856635
all	rms	U(joint)	7.65443	0.321058	1.57811	0.0551335	2.49043	0.174014	19.6523	14	8.2017	0	7.65443e-07	1.57811
all	rms	V(joint)	7.65443	0.321058	1.50358	0.0944446	2.26074	0.284009	19.6523	14	8.2017	0	7.65443e-07	1.50358
all	rms	W(joint)	7.65443	0.321058	0.677894	0.0362037	0.459541	0.0490846	19.6523	14	8.2017	0	7.65443e-07	0.677894
all	share	U(joint)	7.16974	0.264456	1.64259	0.0538616	2.69812	0.176945	18.6731	14	8.2017	0	7.16974e-07	1.64259
all	share	V(joint)	7.16974	0.264456	1.61638	0.0620998	2.61269	0.200754	18.6731	14	8.2017	0	7.16974e-07	1.61638
all	share	W(joint)	7.16974	0.264456	0.463508	0.0382934	0.21484	0.0354986	18.6731	14	8.2017	0	7.16974e-07	0.463508
all	truth	U(joint)	6.95312	0.359267	3.34445	5.06296e-05	11.1854	0.000338656	26.3227	14	8.2017	0	6.95312e-07	3.34445
all	truth	V(joint)	6.95312	0.359267	3.03704	4.047e-05	9.2236	0.000245818	26.3227	14	8.2017	0	6.95312e-07	3.03704
all	truth	W(joint)	6.95312	0.359267	0.848439	0.0361422	0.719849	0.061329	26.3227	14	8.2017	0	6.95312e-07	0.848439
