det	est	plane	window	inversion	tbin	t_us	extent	sig_true_mm	sig_old_mm	sig_corr_mm	c_pred_mm	DT_pred_cm2s	c_input_mm	DT_input_cm2s	sig_true_lo_pitch	sig_true_hi_pitch
sbnd	share	U	q1	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q2	bin	0	173.592	0.125041	1.44666	1.18881	1.44666	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	bin	1	364.76	0.125041	1.55072	1.31552	1.55072	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	bin	2	557.973	0.125041	1.64925	1.43221	1.64925	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	bin	3	753.559	0.125041	1.74332	1.54119	1.74332	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	bin	4	952.944	0.125041	1.83425	1.64469	1.83425	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	bin	5	1150.08	0.125041	1.91994	1.74083	1.91994	nan	nan	nan	nan	nan	nan
sbnd	share	U	q2	old	-1	nan	nan	nan	nan	nan	1.06118	8.28422	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q2	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q3	bin	0	173.592	0.125041	1.44666	1.18881	1.44666	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	bin	1	364.76	0.125041	1.55072	1.31552	1.55072	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	bin	2	557.973	0.125041	1.64925	1.43221	1.64925	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	bin	3	753.559	0.125041	1.74332	1.54119	1.74332	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	bin	4	952.944	0.125041	1.83425	1.64469	1.83425	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	bin	5	1150.08	0.125041	1.91994	1.74083	1.91994	nan	nan	nan	nan	nan	nan
sbnd	share	U	q3	old	-1	nan	nan	nan	nan	nan	1.06118	8.28422	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q3	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q4	bin	0	173.592	0.125041	1.44666	1.68697	1.44666	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	bin	1	364.76	0.125041	1.55072	1.77069	1.55072	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	bin	2	557.973	0.125041	1.64925	1.85236	1.64925	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	bin	3	753.559	0.125041	1.74332	1.93227	1.74332	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	bin	4	952.944	0.125041	1.83425	2.01107	1.83425	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	bin	5	1150.08	0.125041	1.91994	2.08655	1.91994	nan	nan	nan	nan	nan	nan
sbnd	share	U	q4	old	-1	nan	nan	nan	nan	nan	1.60474	7.7068	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	q4	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	centre	bin	0	173.592	0.125041	1.44666	1.18881	1.44666	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	bin	1	364.76	0.125041	1.55072	1.31552	1.55072	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	bin	2	557.973	0.125041	1.64925	1.43221	1.64925	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	bin	3	753.559	0.125041	1.74332	1.54119	1.74332	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	bin	4	952.944	0.125041	1.83425	1.64469	1.83425	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	bin	5	1150.08	0.125041	1.91994	1.74083	1.91994	nan	nan	nan	nan	nan	nan
sbnd	share	U	centre	old	-1	nan	nan	nan	nan	nan	1.06118	8.28422	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	centre	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	edge	bin	0	173.592	0.125041	1.44666	1.68697	1.44666	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	bin	1	364.76	0.125041	1.55072	1.77069	1.55072	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	bin	2	557.973	0.125041	1.64925	1.85236	1.64925	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	bin	3	753.559	0.125041	1.74332	1.93227	1.74332	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	bin	4	952.944	0.125041	1.83425	2.01107	1.83425	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	bin	5	1150.08	0.125041	1.91994	2.08655	1.91994	nan	nan	nan	nan	nan	nan
sbnd	share	U	edge	old	-1	nan	nan	nan	nan	nan	1.60474	7.7068	1.3452	8.15848	0.482219	0.639978
sbnd	share	U	edge	corrected	-1	nan	nan	nan	nan	nan	1.3452	8.15848	1.3452	8.15848	0.482219	0.639978
sbnd	share	V	full	bin	0	173.303	0.125041	1.43246	1.41244	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	bin	1	367.951	0.125041	1.53933	1.52104	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	bin	2	560.212	0.125041	1.63806	1.62114	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	bin	3	755.489	0.125041	1.73259	1.71682	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	bin	4	952.858	0.125041	1.82316	1.80836	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	bin	5	1151.74	0.125041	1.91009	1.89611	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	full	old	-1	nan	nan	nan	nan	nan	1.30831	8.17804	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	full	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q1	bin	0	173.303	0.125041	1.43246	1.67576	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	bin	1	367.951	0.125041	1.53933	1.76139	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	bin	2	560.212	0.125041	1.63806	1.84298	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	bin	3	755.489	0.125041	1.73259	1.92307	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	bin	4	952.858	0.125041	1.82316	2.00139	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	bin	5	1151.74	0.125041	1.91009	2.07782	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	q1	old	-1	nan	nan	nan	nan	nan	1.593	7.70149	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q1	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q2	bin	0	173.303	0.125041	1.43246	1.1712	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	bin	1	367.951	0.125041	1.53933	1.30183	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	bin	2	560.212	0.125041	1.63806	1.4191	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	bin	3	755.489	0.125041	1.73259	1.52887	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	bin	4	952.858	0.125041	1.82316	1.63216	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	bin	5	1151.74	0.125041	1.91009	1.72984	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	q2	old	-1	nan	nan	nan	nan	nan	1.04164	8.28471	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q2	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q3	bin	0	173.303	0.125041	1.43246	1.1712	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	bin	1	367.951	0.125041	1.53933	1.30183	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	bin	2	560.212	0.125041	1.63806	1.4191	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	bin	3	755.489	0.125041	1.73259	1.52887	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	bin	4	952.858	0.125041	1.82316	1.63216	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	bin	5	1151.74	0.125041	1.91009	1.72984	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	q3	old	-1	nan	nan	nan	nan	nan	1.04164	8.28471	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q3	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q4	bin	0	173.303	0.125041	1.43246	1.67576	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	bin	1	367.951	0.125041	1.53933	1.76139	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	bin	2	560.212	0.125041	1.63806	1.84298	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	bin	3	755.489	0.125041	1.73259	1.92307	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	bin	4	952.858	0.125041	1.82316	2.00139	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	bin	5	1151.74	0.125041	1.91009	2.07782	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	q4	old	-1	nan	nan	nan	nan	nan	1.593	7.70149	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	q4	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	centre	bin	0	173.303	0.125041	1.43246	1.1712	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	bin	1	367.951	0.125041	1.53933	1.30183	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	bin	2	560.212	0.125041	1.63806	1.4191	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	bin	3	755.489	0.125041	1.73259	1.52887	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	bin	4	952.858	0.125041	1.82316	1.63216	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	bin	5	1151.74	0.125041	1.91009	1.72984	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	centre	old	-1	nan	nan	nan	nan	nan	1.04164	8.28471	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	centre	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	edge	bin	0	173.303	0.125041	1.43246	1.67576	1.43246	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	bin	1	367.951	0.125041	1.53933	1.76139	1.53933	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	bin	2	560.212	0.125041	1.63806	1.84298	1.63806	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	bin	3	755.489	0.125041	1.73259	1.92307	1.73259	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	bin	4	952.858	0.125041	1.82316	2.00139	1.82316	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	bin	5	1151.74	0.125041	1.91009	2.07782	1.91009	nan	nan	nan	nan	nan	nan
sbnd	share	V	edge	old	-1	nan	nan	nan	nan	nan	1.593	7.70149	1.33009	8.15848	0.477485	0.636696
sbnd	share	V	edge	corrected	-1	nan	nan	nan	nan	nan	1.33009	8.15848	1.33009	8.15848	0.477485	0.636696
sbnd	share	W	full	bin	0	174.84	0.250078	0.759546	0.740205	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	bin	1	369.711	0.250078	0.945981	0.928989	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	bin	2	565.097	0.250078	1.10168	1.087	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	bin	3	760.739	0.250078	1.23811	1.22529	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	bin	4	956.716	0.250078	1.36114	1.34975	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	bin	5	1153.25	0.250078	1.47424	1.46398	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	full	old	-1	nan	nan	nan	nan	nan	0.512345	8.14322	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	full	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q1	bin	0	174.84	0.250078	0.759546	1.19624	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	bin	1	369.711	0.250078	0.945981	1.33044	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	bin	2	565.097	0.250078	1.10168	1.43787	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	bin	3	760.739	0.250078	1.23811	1.53516	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	bin	4	956.716	0.250078	1.36114	1.62713	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	bin	5	1153.25	0.250078	1.47424	1.71544	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	q1	old	-1	nan	nan	nan	nan	nan	1.08005	7.83188	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q1	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q2	bin	0	174.84	0.250078	0.759546	0.256888	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	bin	1	369.711	0.250078	0.945981	0.533147	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	bin	2	565.097	0.250078	1.10168	0.751783	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	bin	3	760.739	0.250078	1.23811	0.935811	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	bin	4	956.716	0.250078	1.36114	1.09422	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	bin	5	1153.25	0.250078	1.47424	1.23403	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	q2	old	-1	nan	nan	nan	nan	nan	-0.449188	7.1381	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q2	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q3	bin	0	174.84	0.250078	0.759546	0.256888	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	bin	1	369.711	0.250078	0.945981	0.533147	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	bin	2	565.097	0.250078	1.10168	0.751783	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	bin	3	760.739	0.250078	1.23811	0.935811	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	bin	4	956.716	0.250078	1.36114	1.09422	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	bin	5	1153.25	0.250078	1.47424	1.23403	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	q3	old	-1	nan	nan	nan	nan	nan	-0.449188	7.1381	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q3	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q4	bin	0	174.84	0.250078	0.759546	1.19624	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	bin	1	369.711	0.250078	0.945981	1.33044	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	bin	2	565.097	0.250078	1.10168	1.43787	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	bin	3	760.739	0.250078	1.23811	1.53516	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	bin	4	956.716	0.250078	1.36114	1.62713	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	bin	5	1153.25	0.250078	1.47424	1.71544	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	q4	old	-1	nan	nan	nan	nan	nan	1.08005	7.83188	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	q4	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	centre	bin	0	174.84	0.250078	0.759546	0.256888	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	bin	1	369.711	0.250078	0.945981	0.533147	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	bin	2	565.097	0.250078	1.10168	0.751783	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	bin	3	760.739	0.250078	1.23811	0.935811	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	bin	4	956.716	0.250078	1.36114	1.09422	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	bin	5	1153.25	0.250078	1.47424	1.23403	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	centre	old	-1	nan	nan	nan	nan	nan	-0.449188	7.1381	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	centre	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	edge	bin	0	174.84	0.250078	0.759546	1.19624	0.759546	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	bin	1	369.711	0.250078	0.945981	1.33044	0.945981	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	bin	2	565.097	0.250078	1.10168	1.43787	1.10168	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	bin	3	760.739	0.250078	1.23811	1.53516	1.23811	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	bin	4	956.716	0.250078	1.36114	1.62713	1.36114	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	bin	5	1153.25	0.250078	1.47424	1.71544	1.47424	nan	nan	nan	nan	nan	nan
sbnd	share	W	edge	old	-1	nan	nan	nan	nan	nan	1.08005	7.83188	0.540023	8.15848	0.253182	0.491413
sbnd	share	W	edge	corrected	-1	nan	nan	nan	nan	nan	0.540023	8.15848	0.540023	8.15848	0.253182	0.491413
