i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
415	-42.41	4433	0.41	interior	3live	-	10875	109497	11701	000	63887	1	-	-	-	-	0.50		-1	-1	1/1					3
416	-41.56	4726	0.38	interior	3live	-	15823	24390	41645	000	29323	1	path	closely_other	0.85	0.750	0.91		-1	-1	0/0					0
417	-39.07	5181	0.33	interior	3live	-	25029	23914	22618	000	23874	1	connect	closely_other	2.48	2.259	0.80		-1	-1	1/1					29
418	-36.59	4804	0.75	interior	3live	-	10011	24390	9925	000	16264	1	connect	closely_other	2.48	2.322	1.40		-1	-1	0/0					0
419	-35.79	4809	0.60	interior	3live	-	7918	27107	9925	000	17282	1	path	closely_same	0.80	0.760	1.37		-1	-1	0/0					0
420	-34.42	4475	0.91	terminal	3live	-	571	151195	11221	000	87533	1	path	closely_other	1.38	1.229	0.00		-1	-1	1/1					2
421	-33.51	4814	1.01	interior	3live	-	10742	24390	31779	000	23946	1	path	closely_other	0.91	0.797	0.91	S0	-1	-1	0/0					0
422	-32.65	5185	0.96	interior	3live	-	17759	18149	43409	000	29035	1	path	closely_other	0.86	0.783	1.63		-1	-1	1/1					29
423	-25.70	5189	2.11	interior	3live	-	14139	5691	45796	000	27866	1	connect	closely_same	6.95	6.283	2.50	S1	-1	-1	1/1					29
424	-24.61	4836	1.84	interior	3live	-	11747	9794	31540	000	20238	1	path	closely_other	1.10	1.007	2.02	S1	-1	-1	0/0					0
428	-14.90	4562	0.74	interior	3live	-	2481	1185	4965	000	3277	1	-	-	-	-	1.13		-1	-1	0/0					0
429	-13.77	4921	0.44	terminal	3live	-	16260	3151	45796	000	28116	1	path	closely_other	1.13	1.130	0.00		-1	-1	1/1					29
430	-10.82	4920	0.63	interior	3live	-	13560	3151	43409	000	26319	1	connect	closely_same	2.96	2.682	1.51		-1	-1	1/1					29
431	-9.31	5204	0.56	terminal	3live	-	3267	673	32539	000	18885	1	path	closely_other	1.51	1.397	0.00		-1	-1	1/1					29
432	-7.79	4919	0.41	terminal	3live	-	20989	3151	45191	000	28825	1	connect	closely_other	1.51	1.391	0.00		-1	-1	1/1					29
433	-6.76	5224	0.90	interior	3live	-	5290	990	24159	000	14290	1	path	closely_other	1.03	0.966	1.03		-1	-1	1/1					29
434	-4.95	5443	1.61	interior	1blank	V	60	0	28348	000	20045	1	connect	closely_other	1.81	1.721	2.38	S2	-1	-1	1/1					1
435	-3.82	5557	2.70	interior	1blank	V	215	0	7800	000	5518	1	path	closely_other	1.12	1.117	2.90	S2	-1	-1	1/1					4
436	-2.92	5596	1.91	terminal	3live	-	3834	60625	10638	000	35606	1	path	closely_other	0.90	0.875	2.86	S2	-1	-1	0/0					0
437	-1.93	5593	2.14	interior	1blank	V	9026	0	19171	000	14983	1	path	closely_other	0.99	0.919	2.88	S2	-1	-1	0/0					1
438	-1.43	5592	2.33	interior	1blank	V	12867	0	2056	000	9214	1	path	closely_same	0.50	0.490	2.94	S2	-1	-1	0/0					1
439	-0.31	5590	2.26	interior	1blank	V	11565	0	23999	000	18838	1	path	closely_other	1.12	1.088	2.95	S2	-1	-1	0/0					1
440	0.00	5625	3.42	interior	1blank	V	4112	0	9960	000	7619	1	connect	closely_other	0.32	0.310	3.25	S2	-1	-1	0/0					4
441	1.74	5671	2.47	interior	1blank	V	1227	0	4974	000	3623	1	path	closely_other	1.74	1.844	2.59	S2	-1	-1	1/1					7
