label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	326.185	1330	3.86635e+07	9.93997	1.9265	0.718507	93.8893	4.69447	95.6079	0.0614916	0	0.597096	10.0605
all	rms	U	1	649.496	1279	3.86692e+07	10.2979	2.21719	1.01388	101.133	5.05663	102.158	0.0614916	0	0.573605	10.4272
all	rms	U	2	970.675	1277	3.86859e+07	10.2883	2.41601	1.23947	100.935	5.04675	101.548	0.0614916	0	0.556305	10.4433
all	rms	U	3	1289.51	1297	3.86972e+07	10.1356	2.57115	1.4286	97.8156	4.89078	98.1595	0.0614916	0	0.560783	10.2757
all	rms	U	4	1614.21	1304	3.86684e+07	10.1387	2.70336	1.59838	97.8795	4.89398	98.0399	0.0614916	0	0.548019	10.3022
all	rms	U	5	1943.62	1369	3.86904e+07	9.65882	2.82002	1.7539	88.379	4.41895	88.4164	0.0614916	0	0.552515	9.86164
all	share	U	0	326.185	1330	3.86635e+07	9.93997	1.9265	0.718507	15.2386	0.761931	95.6079	0.0614916	0	0.597096	10.0605
all	share	U	1	649.496	1279	3.86692e+07	10.2979	2.21719	1.01388	17.4862	0.927307	102.158	0.0614916	0	0.573605	10.4272
all	share	U	2	970.675	1277	3.86859e+07	10.2883	2.41601	1.23947	19.3191	1.34844	101.548	0.0614916	0	0.556305	10.4433
all	share	U	3	1289.51	1297	3.86972e+07	10.1356	2.57115	1.4286	18.829	0.941449	98.1595	0.0614916	0	0.560783	10.2757
all	share	U	4	1614.21	1304	3.86684e+07	10.1387	2.70336	1.59838	20.257	1.36634	98.0399	0.0614916	0	0.548019	10.3022
all	share	U	5	1943.62	1369	3.86904e+07	9.65882	2.82002	1.7539	19.7431	1.04958	88.4164	0.0614916	0	0.552515	9.86164
all	truth	U	0	326.185	1330	3.86635e+07	9.93997	1.9265	0.718507	96.3006	4.81503	95.6079	0.0614916	0	0.597096	10.0605
all	truth	U	1	649.496	1279	3.86692e+07	10.2979	2.21719	1.01388	103.813	5.19063	102.158	0.0614916	0	0.573605	10.4272
all	truth	U	2	970.675	1277	3.86859e+07	10.2883	2.41601	1.23947	104.149	5.20743	101.548	0.0614916	0	0.556305	10.4433
all	truth	U	3	1289.51	1297	3.86972e+07	10.1356	2.57115	1.4286	100.677	5.03385	98.1595	0.0614916	0	0.560783	10.2757
all	truth	U	4	1614.21	1304	3.86684e+07	10.1387	2.70336	1.59838	101.221	5.06107	98.0399	0.0614916	0	0.548019	10.3022
all	truth	U	5	1943.62	1369	3.86904e+07	9.65882	2.82002	1.7539	92.3381	4.61691	88.4164	0.0614916	0	0.552515	9.86164
all	rms	V	0	326.045	1336	3.92471e+07	9.98226	1.92634	0.718353	94.7317	4.73658	96.4507	0.0614916	0	0.574243	10.1565
all	rms	V	1	655.355	1310	3.92612e+07	10.1367	2.22138	1.01844	97.8383	4.89192	98.8548	0.0614916	0	0.571658	10.3044
all	rms	V	2	976.599	1282	3.92582e+07	10.1743	2.4192	1.24325	98.6029	5.08553	99.2098	0.0614916	0	0.517504	10.4909
all	rms	V	3	1292.5	1250	3.92349e+07	10.3003	2.57247	1.43026	101.182	5.05911	101.524	0.0614916	0	0.46823	10.7278
all	rms	V	4	1615.13	1293	3.92617e+07	10.0156	2.7037	1.59883	95.3979	4.7699	95.558	0.0614916	0	0.477967	10.4655
all	rms	V	5	1945.86	1385	3.92772e+07	9.51219	2.82077	1.75491	85.568	4.84228	85.6048	0.0614916	0	0.523604	9.83756
all	share	V	0	326.045	1336	3.92471e+07	9.98226	1.92634	0.718353	17.4216	2.18389	96.4507	0.0614916	0	0.574243	10.1565
all	share	V	1	655.355	1310	3.92612e+07	10.1367	2.22138	1.01844	17.6845	1.28607	98.8548	0.0614916	0	0.571658	10.3044
all	share	V	2	976.599	1282	3.92582e+07	10.1743	2.4192	1.24325	24.0953	2.84231	99.2098	0.0614916	0	0.517504	10.4909
all	share	V	3	1292.5	1250	3.92349e+07	10.3003	2.57247	1.43026	31.9058	4.80288	101.524	0.0614916	0	0.46823	10.7278
all	share	V	4	1615.13	1293	3.92617e+07	10.0156	2.7037	1.59883	30.1727	3.88665	95.558	0.0614916	0	0.477967	10.4655
all	share	V	5	1945.86	1385	3.92772e+07	9.51219	2.82077	1.75491	23.2756	3.20857	85.6048	0.0614916	0	0.523604	9.83756
all	truth	V	0	326.045	1336	3.92471e+07	9.98226	1.92634	0.718353	98.2415	4.91207	96.4507	0.0614916	0	0.574243	10.1565
all	truth	V	1	655.355	1310	3.92612e+07	10.1367	2.22138	1.01844	101.266	5.0633	98.8548	0.0614916	0	0.571658	10.3044
all	truth	V	2	976.599	1282	3.92582e+07	10.1743	2.4192	1.24325	105.144	5.66705	99.2098	0.0614916	0	0.517504	10.4909
all	truth	V	3	1292.5	1250	3.92349e+07	10.3003	2.57247	1.43026	110.173	5.50865	101.524	0.0614916	0	0.46823	10.7278
all	truth	V	4	1615.13	1293	3.92617e+07	10.0156	2.7037	1.59883	104.612	5.23061	95.558	0.0614916	0	0.477967	10.4655
all	truth	V	5	1945.86	1385	3.92772e+07	9.51219	2.82077	1.75491	91.8638	5.75426	85.6048	0.0614916	0	0.523604	9.83756
all	rms	W	0	318.51	1291	2.19449e+07	1.67481	1.54846	0.710004	0.748785	0.0374392	0.911385	0.184475	0	0.870458	1.81386
all	rms	W	1	642.653	1302	2.197e+07	1.83235	1.78485	1.00853	1.15019	0.0575097	1.18894	0.184475	0	0.832329	1.89355
all	rms	W	2	968.96	1308	2.19552e+07	1.96621	1.95235	1.23837	1.58209	0.0791043	1.58787	0.184475	0	0.801199	1.99128
all	rms	W	3	1296.62	1313	2.19494e+07	2.08753	2.09028	1.43254	2.04109	0.102055	2.04067	0.184475	0	0.773908	2.09652
all	rms	W	4	1625.52	1318	2.19578e+07	2.19415	2.21325	1.60397	2.4888	0.12444	2.48855	0.184475	0	0.749994	2.19672
all	rms	W	5	1955.63	1323	2.19711e+07	2.29549	2.32754	1.75931	2.94537	0.147268	2.947	0.184475	0	0.726868	2.29599
all	share	W	0	318.51	1291	2.19449e+07	1.67481	1.54846	0.710004	0.495868	0.0247934	0.911385	0.184475	0	0.870458	1.81386
all	share	W	1	642.653	1302	2.197e+07	1.83235	1.78485	1.00853	0.930546	0.0465273	1.18894	0.184475	0	0.832329	1.89355
all	share	W	2	968.96	1308	2.19552e+07	1.96621	1.95235	1.23837	1.3802	0.0690101	1.58787	0.184475	0	0.801199	1.99128
all	share	W	3	1296.62	1313	2.19494e+07	2.08753	2.09028	1.43254	1.84536	0.0922681	2.04067	0.184475	0	0.773908	2.09652
all	share	W	4	1625.52	1318	2.19578e+07	2.19415	2.21325	1.60397	2.3081	0.115405	2.48855	0.184475	0	0.749994	2.19672
all	share	W	5	1955.63	1323	2.19711e+07	2.29549	2.32754	1.75931	2.80604	0.140302	2.947	0.184475	0	0.726868	2.29599
all	truth	W	0	318.51	1291	2.19449e+07	1.67481	1.54846	0.710004	0.883694	0.0441847	0.911385	0.184475	0	0.870458	1.81386
all	truth	W	1	642.653	1302	2.197e+07	1.83235	1.78485	1.00853	1.18877	0.0594384	1.18894	0.184475	0	0.832329	1.89355
all	truth	W	2	968.96	1308	2.19552e+07	1.96621	1.95235	1.23837	1.5825	0.0791249	1.58787	0.184475	0	0.801199	1.99128
all	truth	W	3	1296.62	1313	2.19494e+07	2.08753	2.09028	1.43254	2.02908	0.101454	2.04067	0.184475	0	0.773908	2.09652
all	truth	W	4	1625.52	1318	2.19578e+07	2.19415	2.21325	1.60397	2.47468	0.123734	2.48855	0.184475	0	0.749994	2.19672
all	truth	W	5	1955.63	1323	2.19711e+07	2.29549	2.32754	1.75931	2.93489	0.146745	2.947	0.184475	0	0.726868	2.29599
