label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	4.65989	2.87738	3.92515	0.0886886	15.4068	0.696232	2.7736	4	8.2017	0	4.65989e-07	3.92515
all	share	U	1.53923	1.89105	3.30909	0.073045	10.9501	0.483425	0.851303	4	8.2017	0	1.53923e-07	3.30909
all	truth	U	4.68312	2.91642	3.9466	0.0892964	15.5756	0.704834	2.8804	4	8.2017	0	4.68312e-07	3.9466
all	rms	V	1.01058	3.56658	4.57059	0.101423	20.8903	0.927128	1.17025	4	8.2017	0	1.01058e-07	4.57059
all	share	V	-0.186878	2.25324	3.6659	0.0794856	13.4388	0.582773	0.735166	4	8.2017	0	-1.86878e-08	3.6659
all	truth	V	-0.339773	3.85087	4.72201	0.107602	22.2974	1.0162	1.14654	4	8.2017	0	-3.39773e-08	4.72201
all	rms	W	0.235962	0.125003	0.718192	0.0196014	0.5158	0.0281552	3.14532	4	8.2017	0	2.35962e-08	0.718192
all	share	W	0.0114191	0.0422587	0.499312	0.0108792	0.249312	0.0108642	0.887918	4	8.2017	0	1.14191e-09	0.499312
all	truth	W	0.421708	0.221973	0.917238	0.0279194	0.841326	0.0512174	3.16175	4	8.2017	0	4.21708e-08	0.917238
all	rms	U(joint)	0.245234	0.124246	4.039	1.57308e-05	16.3135	0.000127074	9.49468	14	8.2017	0	2.45234e-08	4.039
all	rms	V(joint)	0.245234	0.124246	4.58968	1.06551e-05	21.0652	9.78067e-05	9.49468	14	8.2017	0	2.45234e-08	4.58968
all	rms	W(joint)	0.245234	0.124246	0.716948	0.0195484	0.514014	0.0280304	9.49468	14	8.2017	0	2.45234e-08	0.716948
all	share	U(joint)	0.0121117	0.0421787	3.36054	2.75228e-06	11.2932	1.84982e-05	3.13459	14	8.2017	0	1.21117e-09	3.36054
all	share	V(joint)	0.0121117	0.0421787	3.65969	1.82616e-06	13.3934	1.33664e-05	3.13459	14	8.2017	0	1.21117e-09	3.65969
all	share	W(joint)	0.0121117	0.0421787	0.499155	0.0108666	0.249156	0.0108483	3.13459	14	8.2017	0	1.21117e-09	0.499155
all	truth	U(joint)	0.443664	0.218182	4.05501	8.71421e-05	16.4431	0.000706724	9.35297	14	8.2017	0	4.43664e-08	4.05501
all	truth	V(joint)	0.443664	0.218182	4.70285	4.82882e-05	22.1168	0.000454184	9.35297	14	8.2017	0	4.43664e-08	4.70285
all	truth	W(joint)	0.443664	0.218182	0.914864	0.0276382	0.836976	0.0505704	9.35297	14	8.2017	0	4.43664e-08	0.914864
phase:q1	rms	U	4.74675	2.90198	3.96853	0.0893505	15.7492	0.709181	3.19412	4	8.2017	0	4.74675e-07	3.96853
phase:q1	share	U	3.32967	2.2785	3.58528	0.0802696	12.8542	0.575578	0.878378	4	8.2017	0	3.32967e-07	3.58528
phase:q1	truth	U	4.80178	2.9353	3.98248	0.0900153	15.8602	0.716969	3.32728	4	8.2017	0	4.80178e-07	3.98248
phase:q1	rms	V	0.33595	3.48935	4.54048	0.098836	20.616	0.897526	0.151881	4	8.2017	0	3.3595e-08	4.54048
phase:q1	share	V	0.964053	2.50994	3.82553	0.083929	14.6347	0.642146	0.117744	4	8.2017	0	9.64053e-08	3.82553
