label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
phase:q2	share	W(joint)	12.8755	0.841483	-0.30736	0.150962	-0.0944701	0.0927993	39.1841	14	8.8	0.09403	1.28755e-06	0.30736
phase:q3	rms	U	5.2022	3.18357	1.3333	0.090314	1.77768	0.24083	7.61723	4	8.8	0.48359	5.2022e-07	1.3333
phase:q3	share	U	12.2739	2.81483	1.23261	0.090929	1.51932	0.22416	1.28992	4	8.8	0.48359	1.22739e-06	1.23261
phase:q3	rms	V	8.13888	3.95235	1.43085	0.174965	2.04733	0.500697	0.966096	4	8.8	0.80599	8.13888e-07	1.43085
phase:q3	share	V	4.87603	2.49652	1.52153	0.111541	2.31507	0.339428	5.22242	4	8.8	0.80599	4.87603e-07	1.52153
phase:q3	rms	W	4.20191	1.29583	0.791133	0.0849095	0.625891	0.134349	1.38001	4	8.8	0.09403	4.20191e-07	0.791133
phase:q3	share	W	4.17743	1.78758	0.864378	0.106058	0.747149	0.183348	2.8139	4	8.8	0.09403	4.17743e-07	0.864378
phase:q3	rms	U(joint)	4.66448	1.14843	1.34688	0.0492645	1.81407	0.132706	10.8921	14	8.8	0.48359	4.66448e-07	1.34688
phase:q3	rms	V(joint)	4.66448	1.14843	1.55042	0.102051	2.40381	0.316444	10.8921	14	8.8	0.80599	4.66448e-07	1.55042
phase:q3	rms	W(joint)	4.66448	1.14843	0.761483	0.0790161	0.579856	0.120339	10.8921	14	8.8	0.09403	4.66448e-07	0.761483
phase:q3	share	U(joint)	6.0686	1.29142	1.39968	0.0490135	1.95912	0.137207	15.5335	14	8.8	0.48359	6.0686e-07	1.39968
phase:q3	share	V(joint)	6.0686	1.29142	1.47208	0.0719512	2.16703	0.211836	15.5335	14	8.8	0.80599	6.0686e-07	1.47208
phase:q3	share	W(joint)	6.0686	1.29142	0.749354	0.0917303	0.561531	0.137477	15.5335	14	8.8	0.09403	6.0686e-07	0.749354
phase:q4	rms	U	17.5884	2.77687	0.838086	0.223264	0.702387	0.374229	46.9852	4	8.8	0.48359	1.75884e-06	0.838086
phase:q4	share	U	1.99909	1.83093	1.3897	0.0932776	1.93127	0.259256	11.7005	4	8.8	0.48359	1.99909e-07	1.3897
phase:q4	rms	V	10.0533	1.19527	0.988668	0.0894014	0.977465	0.176777	3.22145	4	8.8	0.80599	1.00533e-06	0.988668
phase:q4	share	V	10.4513	1.16348	0.969748	0.103098	0.94041	0.199959	6.80675	4	8.8	0.80599	1.04513e-06	0.969748
phase:q4	rms	W	-20.9292	0.384433	1.92663	7.70018e-15	3.71191	2.96708e-14	9.89738	4	8.8	0.09403	-2.09292e-06	1.92663
phase:q4	share	W	7.72793	0.52092	0.597703	3.36273e-14	0.357249	4.01982e-14	4.1588	4	8.8	0.09403	7.72793e-07	0.597703
phase:q4	rms	U(joint)	11.1372	1.09628	1.24312	0.0683835	1.54536	0.170018	68.8217	14	8.8	0.48359	1.11372e-06	1.24312
phase:q4	rms	V(joint)	11.1372	1.09628	0.918225	0.0907362	0.843137	0.166632	68.8217	14	8.8	0.80599	1.11372e-06	0.918225
phase:q4	rms	W(joint)	11.1372	1.09628	-0.664322	0.113251	-0.441324	0.15047	68.8217	14	8.8	0.09403	1.11372e-06	0.664322
phase:q4	share	U(joint)	8.01927	0.980826	1.05096	0.0707809	1.10452	0.148776	37.8467	14	8.8	0.48359	8.01927e-07	1.05096
phase:q4	share	V(joint)	8.01927	0.980826	1.13228	0.0793065	1.28205	0.179594	37.8467	14	8.8	0.80599	8.01927e-07	1.13228
phase:q4	share	W(joint)	8.01927	0.980826	0.56526	0.127226	0.319519	0.143832	37.8467	14	8.8	0.09403	8.01927e-07	0.56526
phase:centre	rms	U	3.90041	2.34041	1.59082	0.0985658	2.5307	0.313601	4.39008	4	8.8	0.48359	3.90041e-07	1.59082
phase:centre	share	U	13.481	1.5817	1.21242	0.0652605	1.46997	0.158247	3.05282	4	8.8	0.48359	1.3481e-06	1.21242
phase:centre	rms	V	8.12687	2.74563	1.33156	0.115676	1.77305	0.308058	1.45049	4	8.8	0.80599	8.12687e-07	1.33156
phase:centre	share	V	7.87039	2.62653	1.39345	0.0961815	1.9417	0.268048	1.41004	4	8.8	0.80599	7.87039e-07	1.39345
phase:centre	rms	W	3.92297	1.07076	0.796177	0.0719319	0.633897	0.114541	1.49269	4	8.8	0.09403	3.92297e-07	0.796177
phase:centre	share	W	2.83115	1.26578	0.915749	0.0741974	0.838597	0.135892	2.79702	4	8.8	0.09403	2.83115e-07	0.915749
phase:centre	rms	U(joint)	4.38914	0.917696	1.57181	0.0534496	2.4706	0.168026	9.41963	14	8.8	0.48359	4.38914e-07	1.57181
phase:centre	rms	V(joint)	4.38914	0.917696	1.45858	0.0638498	2.12746	0.18626	9.41963	14	8.8	0.80599	4.38914e-07	1.45858
phase:centre	rms	W(joint)	4.38914	0.917696	0.766146	0.0653815	0.58698	0.100184	9.41963	14	8.8	0.09403	4.38914e-07	0.766146
phase:centre	share	U(joint)	7.09816	0.924968	1.40646	0.0429676	1.97812	0.120864	34.9949	14	8.8	0.48359	7.09816e-07	1.40646
phase:centre	share	V(joint)	7.09816	0.924968	1.4176	0.0559198	2.0096	0.158544	34.9949	14	8.8	0.80599	7.09816e-07	1.4176
phase:centre	share	W(joint)	7.09816	0.924968	0.632872	0.0813306	0.400528	0.102944	34.9949	14	8.8	0.09403	7.09816e-07	0.632872
phase:edge_lo	rms	U	1.92229	2.75931	1.32173	0.144544	1.74697	0.382096	4.60084	4	8.8	0.48359	1.92229e-07	1.32173
phase:edge_lo	share	U	1.95665	2.1092	1.05803	0.144123	1.11944	0.304975	5.23052	4	8.8	0.48359	1.95665e-07	1.05803
phase:edge_lo	rms	V	4.48269	2.82807	1.58174	0.188956	2.50189	0.597757	0.376815	4	8.8	0.80599	4.48269e-07	1.58174
phase:edge_lo	share	V	6.99672	1.77391	0.958508	0.195016	0.918737	0.373849	4.57007	4	8.8	0.80599	6.99672e-07	0.958508
phase:edge_lo	rms	W	5.15437	0.776661	0.760745	0.0480486	0.578732	0.0731054	70.265	4	8.8	0.09403	5.15437e-07	0.760745
phase:edge_lo	share	W	9.25981	0.992511	0.662234	0.0651638	0.438554	0.0863073	10.4075	4	8.8	0.09403	9.25981e-07	0.662234
phase:edge_lo	rms	U(joint)	4.88873	0.722782	1.16003	0.0548846	1.34566	0.127335	76.536	14	8.8	0.48359	4.88873e-07	1.16003
phase:edge_lo	rms	V(joint)	4.88873	0.722782	1.55529	0.0684354	2.41894	0.212874	76.536	14	8.8	0.80599	4.88873e-07	1.55529
phase:edge_lo	rms	W(joint)	4.88873	0.722782	0.775584	0.0444279	0.601531	0.0689152	76.536	14	8.8	0.09403	4.88873e-07	0.775584
phase:edge_lo	share	U(joint)	7.74425	0.801227	0.54966	0.11893	0.302126	0.130742	30.2467	14	8.8	0.48359	7.74425e-07	0.54966
phase:edge_lo	share	V(joint)	7.74425	0.801227	0.876558	0.111765	0.768353	0.195936	30.2467	14	8.8	0.80599	7.74425e-07	0.876558
phase:edge_lo	share	W(joint)	7.74425	0.801227	0.747806	0.0485575	0.559214	0.0726232	30.2467	14	8.8	0.09403	7.74425e-07	0.747806
phase:edge_hi	rms	U	18.3312	2.80216	0.777351	0.242146	0.604275	0.376465	44.307	4	8.8	0.48359	1.83312e-06	0.777351
phase:edge_hi	share	U	1.26136	1.71547	1.42919	0.0850286	2.04259	0.243044	14.3572	4	8.8	0.48359	1.26136e-07	1.42919
phase:edge_hi	rms	V	9.99863	1.28157	0.998577	0.104772	0.997156	0.209246	1.83747	4	8.8	0.80599	9.99863e-07	0.998577
phase:edge_hi	share	V	10.7432	1.19276	0.949227	0.109582	0.901032	0.208036	5.9435	4	8.8	0.80599	1.07432e-06	0.949227
phase:edge_hi	rms	W	-12.6585	0.384354	1.62543	9.12417e-15	2.64202	2.96614e-14	12.8906	4	8.8	0.09403	-1.26585e-06	1.62543
phase:edge_hi	share	W	14.3427	0.520676	-0.705792	2.84536e-14	-0.498143	4.01647e-14	5.19076	4	8.8	0.09403	1.43427e-06	0.705792
phase:edge_hi	rms	U(joint)	11.3393	1.16302	1.23109	0.071868	1.51559	0.176952	68.1362	14	8.8	0.48359	1.13393e-06	1.23109
phase:edge_hi	rms	V(joint)	11.3393	1.16302	0.899988	0.108491	0.809978	0.195281	68.1362	14	8.8	0.80599	1.13393e-06	0.899988
phase:edge_hi	rms	W(joint)	11.3393	1.16302	-0.682794	0.116179	-0.466208	0.158653	68.1362	14	8.8	0.09403	1.13393e-06	0.682794
phase:edge_hi	share	U(joint)	7.67187	0.977936	1.07929	0.0684478	1.16486	0.14775	46.2162	14	8.8	0.48359	7.67187e-07	1.07929
phase:edge_hi	share	V(joint)	7.67187	0.977936	1.16087	0.078739	1.34761	0.182811	46.2162	14	8.8	0.80599	7.67187e-07	1.16087
phase:edge_hi	share	W(joint)	7.67187	0.977936	0.604932	0.118627	0.365942	0.143523	46.2162	14	8.8	0.09403	7.67187e-07	0.604932
phase:edge	rms	U	22.7262	4.02481	-0.679655	0.403578	-0.461931	0.548588	35.2255	4	8.8	0.48359	2.27262e-06	0.679655
phase:edge	share	U	6.66234	1.85344	0.905427	0.137823	0.819799	0.249578	49.0766	4	8.8	0.48359	6.66234e-07	0.905427
phase:edge	rms	V	10.43	1.28792	1.01352	0.0957779	1.02722	0.194145	5.55738	4	8.8	0.80599	1.043e-06	1.01352
phase:edge	share	V	7.45198	1.5662	1.10502	0.138123	1.22108	0.305258	0.620193	4	8.8	0.80599	7.45198e-07	1.10502
phase:edge	rms	W	-74.6287	9.28558	3.32752	0.17918	11.0724	1.19245	32.9932	4	8.8	0.09403	-7.46287e-06	3.32752
phase:edge	share	W	-21.5421	7.03708	2.02983	0.22197	4.12022	0.901122	31.3613	4	8.8	0.09403	-2.15421e-06	2.02983
phase:edge	rms	U(joint)	10.0937	1.21608	1.11171	0.0841968	1.2359	0.187205	166.944	14	8.8	0.48359	1.00937e-06	1.11171
phase:edge	rms	V(joint)	10.0937	1.21608	1.03477	0.0899826	1.07075	0.186223	166.944	14	8.8	0.80599	1.00937e-06	1.03477
phase:edge	rms	W(joint)	10.0937	1.21608	0.459043	0.18578	0.21072	0.170562	166.944	14	8.8	0.09403	1.00937e-06	0.459043
phase:edge	share	U(joint)	6.3179	1.17936	0.929996	0.0887517	0.864892	0.165077	97.2909	14	8.8	0.48359	6.3179e-07	0.929996
phase:edge	share	V(joint)	6.3179	1.17936	1.19405	0.101358	1.42575	0.242053	97.2909	14	8.8	0.80599	6.3179e-07	1.19405
phase:edge	share	W(joint)	6.3179	1.17936	0.749326	0.109064	0.56149	0.16345	97.2909	14	8.8	0.09403	6.3179e-07	0.749326
