label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	truth	V	4	1683.64	1162	1.90193e+07	2.60878	2.72919	1.63239	2.09261	0.104631	2.02199	0.06149	0	0.83539	2.71313
all	truth	V	5	1974.14	1162	1.90188e+07	2.7212	2.83015	1.76762	2.56414	0.128207	2.51967	0.06149	0	0.821302	2.79485
all	rms	W	0	358.153	1276	2.08881e+07	1.42741	1.58415	0.752894	0.324651	0.0162325	0.0948203	0.18447	0	0.889004	1.70595
all	rms	W	1	683.023	1277	2.09038e+07	1.68082	1.80813	1.03972	0.762051	0.0381025	0.636858	0.18447	0	0.84629	1.77115
all	rms	W	2	1002.15	1276	2.08866e+07	1.87484	1.96735	1.2594	1.27828	0.0639138	1.23068	0.18447	0	0.809302	1.91139
all	rms	W	3	1321.27	1277	2.09025e+07	2.03245	2.09992	1.44609	1.82536	0.0912681	1.81233	0.18447	0	0.77693	2.0476
all	rms	W	4	1640.52	1277	2.09017e+07	2.16276	2.21861	1.61135	2.35319	0.11766	2.35176	0.18447	0	0.75067	2.1692
all	rms	W	5	1959.77	1277	2.09011e+07	2.28529	2.32893	1.76117	2.89821	0.144911	2.90036	0.18447	0	0.725907	2.28808
all	share	W	0	358.153	1276	2.08881e+07	1.42741	1.58415	0.752894	0.329462	0.0164731	0.0948203	0.18447	0	0.889004	1.70595
all	share	W	1	683.023	1277	2.09038e+07	1.68082	1.80813	1.03972	0.7567	0.037835	0.636858	0.18447	0	0.84629	1.77115
all	share	W	2	1002.15	1276	2.08866e+07	1.87484	1.96735	1.2594	1.25489	0.0627447	1.23068	0.18447	0	0.809302	1.91139
all	share	W	3	1321.27	1277	2.09025e+07	2.03245	2.09992	1.44609	1.79057	0.0895286	1.81233	0.18447	0	0.77693	2.0476
all	share	W	4	1640.52	1277	2.09017e+07	2.16276	2.21861	1.61135	2.29431	0.114715	2.35176	0.18447	0	0.75067	2.1692
all	share	W	5	1959.77	1277	2.09011e+07	2.28529	2.32893	1.76117	2.82784	0.141392	2.90036	0.18447	0	0.725907	2.28808
all	truth	W	0	358.153	1276	2.08881e+07	1.42741	1.58415	0.752894	0.495671	0.0247836	0.0948203	0.18447	0	0.889004	1.70595
all	truth	W	1	683.023	1277	2.09038e+07	1.68082	1.80813	1.03972	0.726502	0.0363251	0.636858	0.18447	0	0.84629	1.77115
all	truth	W	2	1002.15	1276	2.08866e+07	1.87484	1.96735	1.2594	1.25907	0.0629536	1.23068	0.18447	0	0.809302	1.91139
all	truth	W	3	1321.27	1277	2.09025e+07	2.03245	2.09992	1.44609	1.81869	0.0909346	1.81233	0.18447	0	0.77693	2.0476
all	truth	W	4	1640.52	1277	2.09017e+07	2.16276	2.21861	1.61135	2.35038	0.117519	2.35176	0.18447	0	0.75067	2.1692
all	truth	W	5	1959.77	1277	2.09011e+07	2.28529	2.32893	1.76117	2.89759	0.144879	2.90036	0.18447	0	0.725907	2.28808
