i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
87	-10.83	266	2.11	interior	2blank+	VW	153	0	0	000	0	1	-	-	-	-	4.94	S0	-1	-1	0/1					1
88	-9.08	270	1.53	interior	1blank	V	4923	0	21592	000	15660	1	path	closely_other	1.74	1.881	6.57	S0	-1	-1	1/1					2
89	-8.03	271	1.26	interior	2blank+	VW	4923	0	0	000	0	1	path	closely_same	1.05	1.131	7.60	S0	-1	-1	0/1					2
90	-6.13	272	0.68	interior	1blank	V	23959	0	12018	000	18953	1	path	closely_other	1.91	2.037	9.46		-1	-1	1/1					1
91	-5.33	273	0.76	interior	1blank	V	9755	0	12018	000	10945	1	path	closely_same	0.80	0.772	10.22		-1	-1	1/1					1
92	-3.73	274	1.48	interior	1blank	V	437	0	12018	000	8504	1	path	closely_same	1.60	1.606	11.76	S1	-1	-1	1/1					1
93	-3.00	275	1.84	interior	1blank	V	179	0	6635	000	4693	1	path	closely_other	0.73	0.758	12.44	S1	-1	-1	1/1					4
94	-1.27	276	1.90	interior	1blank	V	253	0	2636	000	1873	1	path	closely_other	1.73	1.910	14.16	S1	-1	-1	1/1					7
95	0.00	277	1.49	interior	1blank	V	452	0	766	000	629	1	connect	closely_other	1.27	1.473	14.87	S1	-1	-1	1/1					2
96	1.11	278	1.67	interior	2blank+	VW	8798	0	0	000	0	1	path	closely_other	1.11	1.316	13.80	S1	-1	-1	0/1					1
97	1.97	279	2.19	interior	2blank+	VW	11878	0	0	000	0	1	path	closely_other	0.86	1.032	12.96	S1	-1	-1	0/0					1
98	2.99	280	2.39	interior	2blank+	VW	54278	0	0	000	0	1	path	closely_other	1.02	1.222	12.00	S1	-1	-1	0/0					3
99	3.79	281	2.81	interior	2blank+	VW	30429	0	0	000	0	1	path	closely_same	0.80	0.960	11.27	S1	-1	-1	0/0					3
100	5.58	282	3.78	interior	2blank+	VW	674	0	0	000	0	1	path	closely_same	1.80	2.158	9.62	S1	-1	-1	0/1					3
101	6.22	283	3.21	interior	2blank+	VW	6093	0	0	000	0	1	path	closely_other	0.64	0.762	8.99	S1	-1	-1	0/1					4
102	7.08	284	2.20	interior	2blank+	VW	6739	0	0	000	0	1	path	closely_other	0.86	1.032	8.15	S1	-1	-1	0/0					1
103	8.69	285	1.61	interior	1blank	V	23308	0	3266	000	16642	1	path	closely_other	1.61	1.727	6.67	S1	-1	-1	0/0					0
104	9.49	286	1.33	interior	1blank	W	1401	853	0	000	1160	1	path	closely_other	0.80	0.843	6.02	S1	-1	-1	0/1	1.2	0.0			2
105	10.42	287	1.48	interior	1blank	U	0	16683	9112	000	13442	1	path	closely_other	0.94	0.998	5.16	S1	-1	-1	0/0					3
106	11.22	288	1.66	interior	3live	-	509	11266	9112	000	8371	1	path	closely_same	0.80	0.795	4.41	S1	-1	-1	0/0					3
107	12.24	289	1.55	interior	3live	-	328	13142	154	000	7590	1	path	closely_other	1.02	1.041	3.46	S1	-1	-1	0/0					3
