label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	5.07827	0.301645	0.526398	0.055851	0.277095	0.0587997	39.2526	4	7.9135	0	5.07827e-07	0.526398
all	share	U	4.80068	0.286303	0.515784	0.0541714	0.266033	0.0558815	39.4343	4	7.9135	0	4.80068e-07	0.515784
all	truth	U	3.37865	0.439578	0.805913	0.066409	0.649497	0.10704	249.261	4	7.9135	0	3.37865e-07	0.805913
all	rms	V	5.1035	0.301968	0.533153	0.0552141	0.284252	0.0588751	35.4685	4	7.9135	0	5.1035e-07	0.533153
all	share	V	4.83459	0.287095	0.521956	0.0536846	0.272438	0.056042	35.969	4	7.9135	0	4.83459e-07	0.521956
all	truth	V	3.26476	0.437385	0.839892	0.0631802	0.705419	0.106129	237.549	4	7.9135	0	3.26476e-07	0.839892
all	rms	W	7.70747	0.23911	-0.485807	0.0282849	-0.236008	0.027482	3.52313	4	7.9135	0	7.70747e-07	0.485807
all	share	W	7.49304	0.235395	-0.464458	0.029606	-0.215722	0.0275015	3.19571	4	7.9135	0	7.49304e-07	0.464458
all	truth	W	6.78897	0.25971	-0.220101	0.0824198	-0.0484443	0.0362813	30.4154	4	7.9135	0	6.78897e-07	0.220101
all	rms	U(joint)	6.25104	0.159217	0.2671	0.0709625	0.0713423	0.0379082	144.902	14	7.9135	0	6.25104e-07	0.2671
all	rms	V(joint)	6.25104	0.159217	0.28848	0.0659045	0.0832207	0.0380242	144.902	14	7.9135	0	6.25104e-07	0.28848
all	rms	W(joint)	6.25104	0.159217	-0.304372	0.0347272	-0.0926424	0.02114	144.902	14	7.9135	0	6.25104e-07	0.304372
all	share	U(joint)	5.95692	0.153612	0.250743	0.0724635	0.0628723	0.0363395	152.776	14	7.9135	0	5.95692e-07	0.250743
all	share	V(joint)	5.95692	0.153612	0.274827	0.0663482	0.07553	0.0364686	152.776	14	7.9135	0	5.95692e-07	0.274827
all	share	W(joint)	5.95692	0.153612	-0.249869	0.0419521	-0.0624343	0.020965	152.776	14	7.9135	0	5.95692e-07	0.249869
all	truth	U(joint)	5.35919	0.199093	0.436401	0.0648758	0.190446	0.0566237	590.763	14	7.9135	0	5.35919e-07	0.436401
all	truth	V(joint)	5.35919	0.199093	0.471501	0.0599304	0.222313	0.0565144	590.763	14	7.9135	0	5.35919e-07	0.471501
all	truth	W(joint)	5.35919	0.199093	0.350613	0.0431791	0.12293	0.0302783	590.763	14	7.9135	0	5.35919e-07	0.350613
