i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
129	-17.32	665	0.35	terminal	1blank	U	0	15803	16009	000	15906	1	-	-	-	-	0.00		0/1	1/1	1/1	-1.4	-0.0	1	2	5
130	-16.75	667	0.07	terminal	3live	-	3846	19003	6476	000	11802	1	connect	closely_other	0.57	0.553	0.00		0/1	1/1	1/1			1	2	3
131	-16.16	673	0.32	terminal	3live	-	4192	18655	17247	000	14867	1	connect	closely_other	0.59	0.576	0.00		0/1	1/1	1/1			2	2	5
132	-15.85	678	0.40	interior	3live	-	4765	14129	16386	000	12791	1	path	closely_other	0.31	0.303	0.31		0/1	1/1	1/1			1	2	3
133	-15.25	684	0.66	terminal	3live	-	2611	3611	3767	000	3369	1	connect	closely_other	0.60	0.623	0.00		0/1	1/1	1/1			1	3	4
134	-14.18	688	0.89	interior	2blank+	UW	0	17934	0	000	0	1	connect	closely_other	1.06	1.223	0.88		0/0	1/1	0/1			2	2	2
135	-13.30	689	0.68	terminal	1blank	U	0	5563	12975	000	9982	1	path	closely_same	0.88	0.972	0.00		0/0	1/1	1/1	-0.8	1.0	2	2	2
136	-13.00	691	0.63	interior	3live	-	183	9656	7371	000	7014	1	path	closely_other	0.30	0.301	0.30		0/1	1/1	1/1			2	2	4
137	-12.04	696	0.98	interior	1blank	U	0	337	15197	000	10748	1	path	closely_other	0.97	0.982	1.17		0/1	1/1	1/1	-1.4	0.0	2	3	4
138	-11.20	704	0.48	interior	3live	-	2644	5858	19700	000	11964	1	connect	closely_other	0.84	0.825	0.88		0/1	1/1	1/1			2	2	5
139	-9.88	708	1.49	interior	1blank	U	0	16388	1401	000	11630	1	connect	closely_other	1.32	1.297	1.78	S0	0/0	1/1	1/1	-2.0	0.0	2	3	4
140	-9.59	714	1.54	terminal	1blank	U	0	19014	1065	000	13466	1	path	closely_other	0.30	0.290	1.65	S0	0/0	1/1	1/1	-2.0	-1.0	1	3	5
141	-8.80	720	1.36	interior	1blank	U	0	17655	478	000	12489	1	path	closely_other	0.79	0.768	1.06	S0	0/0	1/1	1/1	-1.8	2.0	1	2	5
142	-7.74	722	0.55	terminal	1blank	U	0	6317	14592	000	11243	1	connect	closely_same	1.06	1.044	0.00		0/0	1/1	1/1	-1.8	0.0	1	2	5
143	-6.85	721	1.37	interior	2blank+	UV	0	0	14592	000	0	1	path	closely_same	0.88	0.967	0.88	S1	0/0	0/1	1/1			1	2	5
144	-6.23	732	1.40	interior	2blank+	UV	0	0	3892	000	0	1	connect	closely_other	0.62	0.748	1.16	S1	0/0	0/1	1/1			2	2	4
145	-5.52	734	1.49	terminal	1blank	U	0	2231	12701	000	9118	1	path	closely_other	0.71	0.786	1.69	S1	0/0	1/1	1/1	-1.8	-1.0	1	3	5
146	-4.75	740	1.41	interior	2blank+	UV	0	0	22106	000	0	1	path	closely_other	0.77	0.848	1.77	S1	0/0	0/1	1/1			3	2	5
147	-3.82	742	0.89	interior	3live	-	844	47	5093	000	2981	1	connect	closely_other	0.93	1.075	1.48		0/1	1/1	1/1			3	3	4
