label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	251.644	1747	3.09721e+07	4.0864	1.40195	0.64248	14.8083	0.740415	15.146	0.164439	0	0.482926	4.10745
all	rms	U	1	602.273	1756	3.09682e+07	4.09415	1.68087	0.993948	14.8717	0.743583	14.9247	0.164439	0	0.475851	4.11367
all	rms	U	2	951.612	1732	3.09815e+07	4.27528	1.86508	1.24939	16.3876	0.910886	16.3605	0.164439	0	0.461684	4.30536
all	rms	U	3	1298.96	1746	3.09734e+07	4.27495	2.01578	1.45971	16.3848	0.912106	16.3426	0.164439	0	0.456033	4.30549
all	rms	U	4	1644.74	1744	3.09829e+07	4.43099	2.15081	1.64254	17.7433	1.59906	17.7056	0.164439	0	0.444142	4.47993
all	rms	U	5	2003.79	1828	3.09884e+07	4.13802	2.28161	1.81298	15.2328	0.761639	15.2043	0.164439	0	0.451142	4.16791
all	share	U	0	251.644	1747	3.09721e+07	4.0864	1.40195	0.64248	10.9155	0.545773	15.146	0.164439	0	0.482926	4.10745
all	share	U	1	602.273	1756	3.09682e+07	4.09415	1.68087	0.993948	11.3664	0.568321	14.9247	0.164439	0	0.475851	4.11367
all	share	U	2	951.612	1732	3.09815e+07	4.27528	1.86508	1.24939	12.3316	0.616578	16.3605	0.164439	0	0.461684	4.30536
all	share	U	3	1298.96	1746	3.09734e+07	4.27495	2.01578	1.45971	12.7415	0.637076	16.3426	0.164439	0	0.456033	4.30549
all	share	U	4	1644.74	1744	3.09829e+07	4.43099	2.15081	1.64254	13.655	0.682749	17.7056	0.164439	0	0.444142	4.47993
all	share	U	5	2003.79	1828	3.09884e+07	4.13802	2.28161	1.81298	13.1086	0.655428	15.2043	0.164439	0	0.451142	4.16791
all	truth	U	0	251.644	1747	3.09721e+07	4.0864	1.40195	0.64248	14.9807	0.749036	15.146	0.164439	0	0.482926	4.10745
all	truth	U	1	602.273	1756	3.09682e+07	4.09415	1.68087	0.993948	15.0319	0.751593	14.9247	0.164439	0	0.475851	4.11367
all	truth	U	2	951.612	1732	3.09815e+07	4.27528	1.86508	1.24939	16.6458	0.983993	16.3605	0.164439	0	0.461684	4.30536
all	truth	U	3	1298.96	1746	3.09734e+07	4.27495	2.01578	1.45971	16.6468	0.962382	16.3426	0.164439	0	0.456033	4.30549
all	truth	U	4	1644.74	1744	3.09829e+07	4.43099	2.15081	1.64254	18.1794	1.7721	17.7056	0.164439	0	0.444142	4.47993
all	truth	U	5	2003.79	1828	3.09884e+07	4.13802	2.28161	1.81298	15.4811	0.774054	15.2043	0.164439	0	0.451142	4.16791
all	rms	V	0	248.421	1729	3.25191e+07	4.64421	1.3984	0.638354	19.6783	0.983914	20.0206	0.164439	0	0.450075	4.7801
all	rms	V	1	598.207	1730	3.25438e+07	4.64317	1.67838	0.990587	19.6686	1.09485	19.7234	0.164439	0	0.444703	4.76423
all	rms	V	2	948.759	1780	3.25464e+07	4.56985	1.86374	1.24751	18.9932	1.29521	18.9663	0.164439	0	0.444823	4.7052
all	rms	V	3	1299.54	1768	3.25273e+07	4.6248	2.01602	1.46003	19.4983	1.27738	19.4561	0.164439	0	0.438446	4.72522
all	rms	V	4	1656.53	1785	3.25527e+07	4.57389	2.15523	1.64841	19.03	1.1316	18.9927	0.164439	0	0.430788	4.78291
all	rms	V	5	2017.42	1820	3.25411e+07	4.61386	2.28643	1.81913	19.3973	0.969865	19.3692	0.164439	0	0.427977	4.73624
all	share	V	0	248.421	1729	3.25191e+07	4.64421	1.3984	0.638354	13.1903	0.659514	20.0206	0.164439	0	0.450075	4.7801
all	share	V	1	598.207	1730	3.25438e+07	4.64317	1.67838	0.990587	13.6102	0.68051	19.7234	0.164439	0	0.444703	4.76423
all	share	V	2	948.759	1780	3.25464e+07	4.56985	1.86374	1.24751	13.6007	0.701725	18.9663	0.164439	0	0.444823	4.7052
all	share	V	3	1299.54	1768	3.25273e+07	4.6248	2.01602	1.46003	14.1187	0.705935	19.4561	0.164439	0	0.438446	4.72522
all	share	V	4	1656.53	1785	3.25527e+07	4.57389	2.15523	1.64841	14.7711	0.738557	18.9927	0.164439	0	0.430788	4.78291
all	share	V	5	2017.42	1820	3.25411e+07	4.61386	2.28643	1.81913	15.0194	0.750969	19.3692	0.164439	0	0.427977	4.73624
all	truth	V	0	248.421	1729	3.25191e+07	4.64421	1.3984	0.638354	20.959	1.04795	20.0206	0.164439	0	0.450075	4.7801
all	truth	V	1	598.207	1730	3.25438e+07	4.64317	1.67838	0.990587	20.8075	1.34252	19.7234	0.164439	0	0.444703	4.76423
all	truth	V	2	948.759	1780	3.25464e+07	4.56985	1.86374	1.24751	20.2485	1.48498	18.9663	0.164439	0	0.444823	4.7052
all	truth	V	3	1299.54	1768	3.25273e+07	4.6248	2.01602	1.46003	20.4374	1.5757	19.4561	0.164439	0	0.438446	4.72522
all	truth	V	4	1656.53	1785	3.25527e+07	4.57389	2.15523	1.64841	20.9858	1.50554	18.9927	0.164439	0	0.430788	4.78291
all	truth	V	5	2017.42	1820	3.25411e+07	4.61386	2.28643	1.81913	20.5416	1.11502	19.3692	0.164439	0	0.427977	4.73624
all	rms	W	0	250.985	1741	2.98006e+07	1.60242	1.44036	0.641639	0.711467	0.0355733	0.904817	0.197335	0	0.866391	1.73957
all	rms	W	1	601.189	1759	2.98078e+07	1.77038	1.71491	0.993053	1.14338	0.0571689	1.17949	0.197335	0	0.822714	1.82257
all	rms	W	2	954.134	1770	2.98207e+07	1.92116	1.89984	1.25104	1.64143	0.0820713	1.64657	0.197335	0	0.785989	1.93902
all	rms	W	3	1308.67	1775	2.98028e+07	2.06591	2.05216	1.46515	2.20291	0.110146	2.20328	0.197335	0	0.753626	2.07113
all	rms	W	4	1664.41	1783	2.98128e+07	2.17432	2.18921	1.65233	2.66452	0.133226	2.66524	0.197335	0	0.724378	2.17562
all	rms	W	5	2021.41	1787	2.98229e+07	2.30073	2.31737	1.82093	3.2378	0.16189	3.23893	0.197335	0	0.697333	2.30116
all	share	W	0	250.985	1741	2.98006e+07	1.60242	1.44036	0.641639	0.458599	0.02293	0.904817	0.197335	0	0.866391	1.73957
all	share	W	1	601.189	1759	2.98078e+07	1.77038	1.71491	0.993053	0.922024	0.0461012	1.17949	0.197335	0	0.822714	1.82257
all	share	W	2	954.134	1770	2.98207e+07	1.92116	1.89984	1.25104	1.42636	0.0713178	1.64657	0.197335	0	0.785989	1.93902
all	share	W	3	1308.67	1775	2.98028e+07	2.06591	2.05216	1.46515	1.95896	0.0979478	2.20328	0.197335	0	0.753626	2.07113
all	share	W	4	1664.41	1783	2.98128e+07	2.17432	2.18921	1.65233	2.51353	0.125677	2.66524	0.197335	0	0.724378	2.17562
all	share	W	5	2021.41	1787	2.98229e+07	2.30073	2.31737	1.82093	3.09245	0.154623	3.23893	0.197335	0	0.697333	2.30116
all	truth	W	0	250.985	1741	2.98006e+07	1.60242	1.44036	0.641639	0.895253	0.0520097	0.904817	0.197335	0	0.866391	1.73957
all	truth	W	1	601.189	1759	2.98078e+07	1.77038	1.71491	0.993053	1.2008	0.0600402	1.17949	0.197335	0	0.822714	1.82257
all	truth	W	2	954.134	1770	2.98207e+07	1.92116	1.89984	1.25104	1.65485	0.0827425	1.64657	0.197335	0	0.785989	1.93902
all	truth	W	3	1308.67	1775	2.98028e+07	2.06591	2.05216	1.46515	2.20324	0.110162	2.20328	0.197335	0	0.753626	2.07113
all	truth	W	4	1664.41	1783	2.98128e+07	2.17432	2.18921	1.65233	2.66041	0.133021	2.66524	0.197335	0	0.724378	2.17562
all	truth	W	5	2021.41	1787	2.98229e+07	2.30073	2.31737	1.82093	3.23618	0.161809	3.23893	0.197335	0	0.697333	2.30116
