det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039349_61	67	0	4576	4643	68	179.11	13.66	62.5	144.6	19.1	17.78	3.87	3	FIT	0	0.89	0.00	0.89	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:t/3live:i/3live:t/3live:t/3live:i/3live:i/3live:t/3live:t/3live:t/3live:i/3live:t/3live:i/3live:t/3live:t/3live:t	0			
pdvd	039253_9	120	0	5758	5759	2	11.60	12.21	-1.5	134.1	150.1	1.01	2.21	2	FIT	0	0.21	0.00	0.21	0.50	0.00	0.00	0.00	1.00	1dead:t/1dead:t/3live:t/3live:i	0			
pdvd	039349_26	62	0	4505	4506	2	7.61	8.19	3.8	-257.1	232.1	1.16	2.76	3	FIT	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t	0			
pdvd	039252_14	117	0	6979	6980	2	11.36	11.96	0.5	-318.8	59.2	0.83	1.57	3	FIT	0	0.25	0.00	0.25	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i	0			
pdvd	039349_10	70	0	2366	2367	2	10.79	11.45	-4.0	144.9	69.8	1.07	1.10	1	FIT	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039253_5	94	0	4263	4269	7	5.40	5.82	110.5	137.5	25.8	0.84	1.64	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i/3live:i/3live:t	0			
pdvd	039253_7	36	0	1894	1895	2	4.04	4.62	-93.6	101.8	284.2	1.10	1.51	3	FIT	0	0.56	0.00	0.56	0.50	0.00	0.00	0.00	1.00	3live:t/3live:e	0			
pdvd	039252_8	92	0	3643	3646	4	2.42	0.44	194.2	-169.3	259.7	1.39	2.17	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:e	0			
pdvd	039349_58	74	0	698	699	2	1.30	1.95	324.9	120.3	297.0	0.38	3.36	3	FIT	1	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039349_66	79	0	2555	2557	3	1.32	1.98	94.5	70.9	65.0	3.16	3.07	1	FIT	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:e	1			
pdvd	039253_5	94	0	4274	4276	3	2.01	2.52	110.6	131.5	25.9	0.78	1.78	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t	0			
pdvd	039349_29	53	0	2913	2915	3	2.02	2.14	215.7	215.6	107.7	1.18	1.69	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdvd	039253_17	84	0	2608	2609	2	1.53	2.00	98.7	59.8	90.0	1.02	2.04	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:t/3live:i/3live:i/3live:t	0			
pdvd	039252_1	81	0	2862	2863	2	1.53	2.03	211.9	36.4	43.4	1.17	1.99	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdvd	039252_6	92	0	4277	4279	3	1.90	2.21	275.5	116.6	56.3	1.12	1.42	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039349_58	74	0	876	877	2	1.44	2.14	249.2	132.4	269.4	0.72	1.81	1	FIT	1	0.75	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:i	0			
pdvd	039349_18	10	0	235	237	3	1.72	2.15	-103.8	333.0	174.2	0.81	1.45	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/1dead:t	0			
pdvd	039349_28	55	0	4542	4543	2	1.16	1.66	105.0	123.1	39.9	0.87	2.12	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039252_14	77	0	2265	2266	2	1.43	2.05	248.8	108.9	58.6	0.67	1.59	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t/3live:i	0			
pdvd	039253_5	47	0	2395	2397	3	1.64	0.90	-165.2	6.4	22.3	1.12	1.36	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdvd	039253_1	93	0	3405	3406	2	1.27	0.96	255.3	170.4	10.7	0.68	1.61	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039349_58	74	0	727	728	2	1.44	2.06	316.3	118.5	297.8	0.90	1.30	2	FIT	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/1dead:i	0			
pdvd	039349_4	74	0	4230	4231	2	1.16	1.24	-4.4	-144.0	222.7	0.64	1.60	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:i	0			
pdvd	039349_16	42	0	1381	1382	2	1.41	1.89	240.1	-287.4	160.9	0.52	1.31	1	FIT	1	1.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	1dead:i/1dead:t	0			
pdvd	039349_44	67	0	3327	3328	2	1.09	1.63	235.5	129.1	219.1	0.53	1.68	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039252_1	119	0	5653	5655	3	1.53	1.82	146.2	334.3	286.4	0.83	1.12	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t/3live:t	0			
pdvd	039253_1	97	0	3994	3995	2	1.18	1.89	170.3	159.6	71.6	0.66	1.43	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3live:t/3live:i	0			
pdvd	039253_2	86	0	3163	3164	2	1.31	1.79	272.0	36.3	35.4	0.49	1.26	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039349_63	43	0	1466	1467	2	1.01	1.45	209.7	-125.0	105.1	0.53	1.63	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:t/3live:i/3live:t	0			
pdvd	039253_2	117	0	6301	6302	2	1.44	1.99	279.3	105.8	160.1	0.74	1.12	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i/3live:i	0			
pdvd	039349_57	73	0	3316	3317	2	1.14	1.71	223.0	-325.8	232.0	0.93	1.38	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039252_3	103	0	3154	3155	2	0.58	1.16	307.6	-245.5	162.5	1.95	2.70	1	FIT	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	1.00	3live:e/3live:i	1			
pdvd	039252_15	70	0	2254	2255	2	1.40	1.59	174.1	-207.3	69.8	0.30	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/1dead:i	0			
pdvd	039252_17	77	0	4218	4219	2	1.17	1.62	207.8	-218.8	128.2	0.61	1.28	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t	0			
pdvd	039349_3	70	0	1683	1684	2	1.06	0.78	338.6	-129.2	42.7	1.33	1.40	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdvd	039252_7	94	0	3151	3152	2	1.30	1.77	293.6	297.7	64.4	1.19	1.07	1	FIT	1	1.00	0.50	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039253_8	59	0	2268	2269	2	1.00	1.52	224.3	255.9	199.9	0.92	1.33	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039349_30	20	0	233	234	2	1.11	1.58	-226.8	-168.8	185.4	1.09	1.19	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t	0			
pdvd	039349_32	46	1	1552	1553	2	0.69	1.37	338.2	-202.5	4.8	1.10	1.81	1	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	1			
pdvd	039253_17	98	0	3341	3342	2	1.10	1.61	222.4	-294.5	236.7	0.79	1.10	1	FIT	1	1.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdvd	039253_7	33	0	1631	1632	2	0.51	1.02	-4.5	134.4	90.6	1.12	2.33	1	FIT	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:e/1dead:e	1			
pdvd	039253_9	97	0	3628	3629	2	0.63	1.26	310.8	52.3	48.3	1.09	1.79	2	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3live:t/3live:e	1			
pdvd	039253_14	83	0	2097	2098	2	1.19	1.79	79.1	142.2	2.5	1.20	0.92	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039252_10	95	0	4578	4579	2	1.07	1.39	-63.9	96.5	151.6	1.31	0.82	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t	0			
pdvd	039349_58	55	0	229	230	2	0.53	1.06	239.5	-168.9	252.5	0.94	1.42	1	FIT	0	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	1			
pdvd	039253_10	93	0	5703	5704	2	0.50	1.00	-168.0	168.7	203.5	1.41	1.23	1	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	1			
pdvd	039349_68	27	0	957	958	2	0.50	0.94	-186.8	52.3	277.1	0.73	1.18	1	FIT	0	1.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	1dead:i/3live:t	1			
pdvd	039253_5	94	0	4281	4287	7	4.49	5.02	110.5	126.4	26.0	1.29	1.58	1	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.57	3live:t/3live:i/3live:t/3live:i	0	5.60		
pdvd	039253_16	108	0	3427	3429	3	1.99	2.48	295.8	-248.0	154.3	1.03	2.42	2	D-3live	1	0.80	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i/3live:i	0	3.38		
pdvd	039252_17	69	0	2499	2502	4	2.59	3.22	257.1	149.0	16.5	0.63	1.69	1	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.25	3live:i/3live:i/3live:i/3live:i/3live:i	0	5.18		
pdvd	039252_17	69	0	2505	2507	3	2.27	2.63	258.2	147.2	19.2	0.81	1.57	1	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:i/3live:i/3live:i/3live:i	0	3.15		
pdvd	039349_58	74	0	871	873	3	2.00	2.72	251.4	131.7	271.3	0.95	1.64	2	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:i/3live:i/3live:i	0	3.93	12.61	3.342
pdvd	039349_58	74	0	769	770	2	1.38	1.88	299.8	122.9	289.7	0.31	2.25	1	D-3live	1	0.75	1.00	1.00	0.00	0.00	0.00	0.00	0.50	3live:i/3live:i	0	2.37		
pdvd	039349_58	74	0	713	714	2	1.31	1.83	319.1	120.0	296.2	0.77	2.19	2	D-3live	1	0.50	1.00	1.00	0.00	0.00	0.00	0.00	0.50	3live:t/3live:i/3live:i	0	3.11		
pdvd	039349_28	47	0	3042	3045	4	2.50	3.02	293.8	-93.0	235.4	1.21	1.11	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.50	3live:i/3live:i/3live:i/3live:i	0	5.68		
pdvd	039349_58	74	0	758	759	2	1.09	1.43	304.9	120.8	290.9	0.78	2.15	2	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:t	0	2.40		
pdvd	039349_37	38	0	532	534	3	1.83	2.39	268.8	-149.5	84.2	1.11	1.20	1	D-3live	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.67	1dead:i/1dead:i	0	5.39	7.01	1.460
