det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	431	434	4	2.91	2.78	-350.4	212.0	191.5	1.23	2.15	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:t/1blank:i/1blank:t	0	4.80		
pdhd	028084_0	28	0	660	661	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	811	812	2	1.23	1.18	-171.6	87.0	126.7	1.39	1.28	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdhd	028084_0	30	0	981	984	4	2.45	2.80	-175.9	44.9	198.9	1.44	2.11	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:t	0	5.12		
pdhd	028084_0	91	0	3802	3816	15	9.05	9.40	6.4	22.2	428.2	2.05	2.16	3	D-blank-term	1	0.58	0.00	0.58	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i	0	10.68		
pdhd	028084_0	91	0	3892	3895	4	2.13	2.48	39.4	53.7	413.1	1.30	1.91	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	33	0	386	739	354	219.33	210.94	-56.9	486.8	317.4	63.90	0.78	3	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	748	794	47	29.42	28.35	-55.9	387.9	388.3	14.62	0.72	3	GAP-live	0	0.05	0.00	0.05	0.34	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:i/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	803	825	23	13.90	13.24	-55.9	368.4	403.2	7.01	1.19	3	GAP-live	0	0.15	0.00	0.15	0.35	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	832	897	66	42.77	39.99	-55.8	344.5	419.9	20.60	2.72	3	GAP-live	0	0.04	0.00	0.04	0.38	0.00	0.00	0.56	0.00	1dead:i/1dead:i/1dead:t/1dead:i	0			
pdhd	028084_1	33	0	902	947	46	29.37	28.62	-56.0	315.5	440.4	13.60	3.16	3	GAP-live	0	0.09	0.00	0.09	0.33	0.00	0.00	0.61	0.04	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	951	952	2	1.17	1.80	-56.0	302.1	450.3	0.58	1.52	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	33	0	956	958	3	2.09	2.74	-56.0	299.7	452.1	0.84	1.20	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	33	0	976	977	2	1.58	1.96	-56.0	289.6	459.0	0.84	1.25	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
