label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	6.45652	0.936378	1.4989	0.0408149	2.24671	0.122355	1.74011	4	8.8	0	6.45652e-07	1.4989
all	share	U	7.90415	0.859348	1.35526	0.0396277	1.83674	0.107412	0.632595	4	8.8	0	7.90415e-07	1.35526
all	truth	U	6.66476	0.960163	1.5163	0.0413377	2.29917	0.125361	1.88431	4	8.8	0	6.66476e-07	1.5163
all	rms	V	6.531	0.86371	1.42116	0.0393377	2.01968	0.11181	0.861273	4	8.8	0	6.531e-07	1.42116
all	share	V	6.5867	0.851052	1.39416	0.0392698	1.94368	0.109497	0.788453	4	8.8	0	6.5867e-07	1.39416
all	truth	V	6.72334	0.916603	1.47191	0.0404765	2.16652	0.119155	0.754427	4	8.8	0	6.72334e-07	1.47191
all	rms	W	8.37939	0.403199	0.587807	0.0327194	0.345517	0.0384654	0.0887663	4	8.8	0	8.37939e-07	0.587807
all	share	W	8.52676	0.382706	0.514244	0.0339227	0.264447	0.034889	0.00755872	4	8.8	0	8.52676e-07	0.514244
all	truth	W	8.19775	0.409632	0.61541	0.0323899	0.378729	0.0398661	0.0142053	4	8.8	0	8.19775e-07	0.61541
all	rms	U(joint)	7.8383	0.34036	1.44587	0.0250539	2.09053	0.0724491	8.95961	14	8.8	0	7.8383e-07	1.44587
all	rms	V(joint)	7.8383	0.34036	1.3689	0.0249474	1.8739	0.0683012	8.95961	14	8.8	0	7.8383e-07	1.3689
all	rms	W(joint)	7.8383	0.34036	0.622458	0.0278133	0.387455	0.0346253	8.95961	14	8.8	0	7.8383e-07	0.622458
all	share	U(joint)	8.15848	0.323382	1.3452	0.0243731	1.80957	0.0655735	5.85316	14	8.8	0	8.15848e-07	1.3452
all	share	V(joint)	8.15848	0.323382	1.33009	0.0247888	1.76915	0.0659428	5.85316	14	8.8	0	8.15848e-07	1.33009
all	share	W(joint)	8.15848	0.323382	0.540023	0.0291193	0.291625	0.0314502	5.85316	14	8.8	0	8.15848e-07	0.540023
all	truth	U(joint)	7.7827	0.348483	1.47409	0.0251804	2.17295	0.0742364	6.37097	14	8.8	0	7.7827e-07	1.47409
all	truth	V(joint)	7.7827	0.348483	1.43099	0.0251059	2.04774	0.0718528	6.37097	14	8.8	0	7.7827e-07	1.43099
all	truth	W(joint)	7.7827	0.348483	0.641638	0.0280617	0.411699	0.0360109	6.37097	14	8.8	0	7.7827e-07	0.641638
