label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	8.09189	0.245951	-0.363167	0.0355969	-0.13189	0.0258552	2.37541	4	8.2017	0	8.09189e-07	0.363167
all	share	U	7.82841	0.24166	-0.331652	0.0392249	-0.109993	0.0260181	2.46013	4	8.2017	0	7.82841e-07	0.331652
all	truth	U	7.41743	0.265189	0.192458	0.0880923	0.03704	0.0339081	14.0775	4	8.2017	0	7.41743e-07	0.192458
all	rms	V	8.12197	0.246111	-0.368229	0.0350552	-0.135593	0.0258167	1.65744	4	8.2017	0	8.12197e-07	0.368229
all	share	V	7.83656	0.242256	-0.330226	0.0396521	-0.109049	0.0261883	2.04653	4	8.2017	0	7.83656e-07	0.330226
all	truth	V	7.49195	0.263976	0.15992	0.104325	0.0255743	0.0333674	10.4348	4	8.2017	0	7.49195e-07	0.15992
all	rms	W	8.22618	0.244872	-0.383643	0.0321799	-0.147182	0.0246912	2.08395	4	8.2017	0	8.22618e-07	0.383643
all	share	W	7.99443	0.240018	-0.365359	0.0335893	-0.133487	0.0245443	2.27578	4	8.2017	0	7.99443e-07	0.365359
all	truth	W	7.66715	0.255393	-0.17962	0.0832861	-0.0322632	0.0299196	12.422	4	8.2017	0	7.66715e-07	0.17962
all	rms	U(joint)	8.14692	0.141822	-0.369535	0.0263125	-0.136556	0.0194468	6.2819	14	8.2017	0	8.14692e-07	0.369535
all	rms	V(joint)	8.14692	0.141822	-0.371086	0.0261506	-0.137705	0.0194082	6.2819	14	8.2017	0	8.14692e-07	0.371086
all	rms	W(joint)	8.14692	0.141822	-0.375157	0.0248148	-0.140743	0.0186189	6.2819	14	8.2017	0	8.14692e-07	0.375157
all	share	U(joint)	7.88704	0.139318	-0.33922	0.0289083	-0.11507	0.0196125	7.08492	14	8.2017	0	7.88704e-07	0.33922
all	share	V(joint)	7.88704	0.139318	-0.336805	0.0292785	-0.113438	0.0197223	7.08492	14	8.2017	0	7.88704e-07	0.336805
all	share	W(joint)	7.88704	0.139318	-0.353069	0.026273	-0.124658	0.0185524	7.08492	14	8.2017	0	7.88704e-07	0.353069
all	truth	U(joint)	7.529	0.150924	0.159782	0.0793963	0.0255304	0.0253722	37.4236	14	8.2017	0	7.529e-07	0.159782
all	truth	V(joint)	7.529	0.150924	0.147665	0.0848361	0.021805	0.0250547	37.4236	14	8.2017	0	7.529e-07	0.147665
all	truth	W(joint)	7.529	0.150924	-0.138842	0.0821308	-0.0192771	0.0228064	37.4236	14	8.2017	0	7.529e-07	0.138842
