i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
72	-14.91	3685	0.89	interior	3live	-	25258	45410	27748	000	34010	1	-	-	-	-	0.30		-1	-1	1/1					6
73	-14.32	3746	0.14	interior	3live	-	32387	24874	39852	000	32944	1	connect	closely_other	0.59	0.528	0.30		-1	-1	1/1					7
74	-14.02	3774	0.51	terminal	3live	-	67451	24296	37994	000	46846	1	path	closely_other	0.30	0.262	0.00		-1	-1	1/1					7
75	-13.14	3781	0.37	interior	3live	-	30215	35653	37994	000	34774	1	path	closely_same	0.88	0.777	0.88		-1	-1	1/1					7
76	-12.84	3800	0.34	interior	3live	-	24785	31685	26564	000	27832	1	path	closely_other	0.30	0.266	0.94		-1	-1	1/1					7
77	-11.86	3834	0.89	interior	3live	-	30380	47108	48215	000	42688	1	connect	closely_other	0.98	0.874	0.41		-1	-1	1/1					6
78	-11.45	3843	0.60	terminal	3live	-	34875	50891	43665	000	43638	1	path	closely_other	0.41	0.355	0.00		-1	-1	1/1					8
79	-10.86	3876	0.49	terminal	3live	-	53799	65794	72641	000	64549	1	connect	closely_other	0.59	0.512	0.00		-1	-1	1/1					5
80	-10.21	3913	0.41	terminal	3live	-	65468	69615	103440	000	81306	1	connect	closely_other	0.65	0.555	0.00		-1	-1	1/1					5
81	-9.61	3952	0.59	interior	3live	-	43483	56303	54237	000	51648	1	connect	closely_other	0.59	0.506	0.41		-1	-1	1/1					5
82	-9.21	3970	0.42	terminal	3live	-	37532	53556	45012	000	45837	1	path	closely_other	0.41	0.352	0.00		-1	-1	1/1					5
83	-8.55	4043	0.42	interior	3live	-	46449	45170	33930	000	42226	1	connect	closely_other	0.65	0.572	0.41		-1	-1	1/1					5
84	-8.15	4062	0.45	terminal	3live	-	68696	45962	29333	000	50636	1	path	closely_other	0.41	0.354	0.00		-1	-1	1/1					7
85	-7.49	4160	0.41	terminal	3live	-	100932	63866	45100	000	73712	1	connect	closely_other	0.65	0.560	0.00		-1	-1	1/1					4
86	-7.20	4198	0.41	interior	3live	-	62716	46672	22050	000	46896	1	path	closely_other	0.30	0.254	0.30		-1	-1	1/1					4
87	-6.31	4197	0.66	interior	3live	-	62716	15312	16636	000	38490	1	connect	closely_same	0.88	0.774	0.89		-1	-1	1/1					4
88	-6.02	4223	0.69	interior	3live	-	51604	13700	11327	000	31512	1	path	closely_other	0.30	0.263	0.59		-1	-1	1/1					4
89	-5.43	4304	0.67	terminal	3live	-	54448	30886	10094	000	36608	1	path	closely_other	0.59	0.528	0.00		-1	-1	1/1					4
90	-5.13	4337	0.67	interior	3live	-	38774	35580	9291	000	30853	1	path	closely_other	0.30	0.264	0.30		-1	-1	1/1					6
91	-4.54	4400	0.74	interior	3live	-	25202	43376	9263	000	29453	1	connect	closely_other	0.59	0.533	0.59		-1	-1	1/1					6
92	-3.94	4493	0.78	terminal	3live	-	16483	65392	9749	000	39340	1	path	closely_other	0.59	0.528	0.00		-1	-1	1/1					5
93	-3.65	4552	0.74	interior	3live	-	11050	67578	9610	000	39922	1	path	closely_other	0.30	0.261	0.30		-1	-1	1/1					5
94	-2.82	4634	1.41	terminal	3live	-	651	68546	7308	000	39801	1	connect	closely_other	0.83	0.730	1.07	S0	-1	-1	1/1					5
95	-2.15	4674	1.70	terminal	3live	-	2931	55152	18474	000	33623	1	connect	closely_other	0.67	0.593	1.68	S0	-1	-1	1/1					1
96	-1.48	4711	2.14	interior	3live	-	33908	81862	4119	000	51212	1	path	closely_other	0.67	0.588	2.26	S0	-1	-1	1/1					3
97	-1.18	4719	2.30	interior	3live	-	58091	90452	9098	000	62287	1	path	closely_other	0.30	0.255	2.53	S0	-1	-1	1/1					3
98	-0.59	4738	2.61	interior	3live	-	53204	65408	17379	000	49702	1	path	closely_other	0.59	0.510	3.09	S0	-1	-1	0/0					2
99	0.00	4753	1.88	interior	3live	-	48406	56628	12490	000	43611	1	connect	closely_other	0.59	0.516	3.09	S0	-1	-1	0/0					2
100	0.59	4777	2.08	interior	3live	-	52758	68049	16002	000	50564	1	path	closely_other	0.59	0.515	3.09	S0	-1	-1	0/0					2
101	1.25	4801	1.29	interior	3live	-	20452	73718	27168	000	46871	1	path	closely_other	0.65	0.568	3.26	S0	-1	-1	1/1					2
102	1.90	4841	1.61	terminal	3live	-	53526	70960	40979	000	56508	1	path	closely_other	0.65	0.566	3.17	S0	-1	-1	1/1					3
103	2.20	4862	1.70	interior	3live	-	75980	79268	57607	000	71589	1	path	closely_other	0.30	0.253	3.04	S0	-1	-1	1/1					3
104	2.85	4896	2.02	interior	3live	-	17053	28123	13515	000	20529	1	path	closely_other	0.65	0.582	2.72	S0	-1	-1	1/1					2
105	3.83	4929	2.73	interior	3live	-	5320	51918	12714	000	31013	1	path	closely_other	0.98	0.897	2.94	S0	-1	-1	1/1					2
106	4.13	4958	2.74	interior	3live	-	13231	75270	14638	000	44926	1	connect	closely_other	0.30	0.262	2.95	S0	-1	-1	1/1					6
107	4.42	4993	2.78	interior	3live	-	28876	103330	12163	000	62340	1	path	closely_other	0.30	0.256	2.87	S0	-1	-1	1/1					6
108	5.02	5061	2.74	interior	3live	-	16474	61661	11166	000	37408	1	path	closely_other	0.59	0.515	2.68	S0	-1	-1	1/1					4
109	5.85	5110	2.02	interior	3live	-	5127	64069	13326	000	37898	1	path	closely_other	0.84	0.738	2.19	S0	-1	-1	1/1					9
110	6.15	5155	1.93	terminal	3live	-	2816	102593	19224	000	60285	1	path	closely_other	0.30	0.258	2.13	S0	-1	-1	1/1					9
111	6.98	5241	1.23	terminal	1dead	U	0	64426	37540	100	52726	1	connect	closely_other	0.84	0.898	1.57	S0	-1	-1	1/1					6
112	8.16	5243	0.57	interior	1blank	U	0	64426	31107	000	50588	1	sbt	closely_same	1.18	1.178	0.64		-1	-1	1/1					6
113	9.00	5299	0.81	terminal	3live	-	20438	50162	5796	000	31451	1	connect	closely_other	0.84	0.920	0.00		-1	-1	1/1					5
