i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
560	-8.27	351	0.40	interior	3live	-	9110	4147	13367	000	9641	1	-	-	-	-	0.58		-1	-1	1/1					5
561	-7.46	336	0.08	terminal	3live	-	19456	20582	28260	000	23100	1	path	closely_other	0.81	0.775	0.00		-1	-1	1/1					5
562	-6.66	337	0.37	interior	3live	-	9278	5743	28260	000	17490	1	path	closely_same	0.80	0.747	0.80		-1	-1	1/1					5
563	-5.65	326	0.48	interior	3live	-	20041	6787	8032	000	13067	1	connect	closely_other	1.02	0.977	0.59		-1	-1	1/1					7
564	-5.15	328	0.26	interior	3live	-	8231	26182	45721	000	30788	1	path	closely_same	0.50	0.465	0.32		-1	-1	1/1					7
565	-4.83	322	0.05	terminal	3live	-	21339	32201	46373	000	34846	1	path	closely_other	0.32	0.282	0.00		-1	-1	1/1					7
566	-4.03	323	0.42	interior	3live	-	8926	16409	46373	000	28864	1	path	closely_same	0.80	0.717	0.80		-1	-1	1/1					7
567	-3.17	316	0.63	interior	3live	-	7987	8607	35246	000	21449	1	connect	closely_other	0.86	0.787	0.87		-1	-1	1/1					5
568	-2.30	281	0.13	terminal	3live	-	20120	30795	51167	000	36383	1	path	closely_other	0.87	0.788	0.00		-1	-1	1/1					4
569	-1.44	250	0.51	interior	3live	-	20723	24353	45950	000	32321	1	connect	closely_other	0.86	0.766	0.47		-1	-1	1/1					4
570	-0.97	213	0.40	terminal	3live	-	24739	34327	30323	000	30054	1	path	closely_other	0.47	0.425	0.00		-1	-1	1/1					4
571	-0.50	168	0.33	interior	3live	-	22973	32236	15350	000	24512	1	path	closely_other	0.47	0.430	0.47		-1	-1	1/1					3
572	0.00	170	0.20	terminal	3live	-	27854	26667	58789	000	40592	1	connect	closely_same	0.50	0.446	0.00		-1	-1	1/1					3
573	14.14	205	0.46	interior	3live	-	1780	3745	14354	000	8626	1	sbt	none	14.14	14.136	1.37		-1	-1	1/1					8
574	15.26	210	0.51	interior	3live	-	273	14461	12251	000	10944	1	connect	closely_other	1.12	1.123	1.37		-1	-1	1/1					8
575	16.96	209	0.42	terminal	3live	-	23651	18045	28366	000	23732	1	sbt	closely_same	1.70	1.700	0.00		-1	-1	1/1					8
