det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039252_0	34	0	277	278	2	1.10	1.73	-309.9	11.8	134.7	1.41	0.65	1	GAP-dead	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	76	0	2116	2117	2	1.05	1.54	181.8	-209.5	107.2	1.04	1.27	1	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1dead:t/2blank+:i/2blank+:i	0	3.15		
pdvd	039252_0	76	0	2119	2121	3	1.73	1.93	180.4	-210.4	107.6	1.55	1.73	2	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i/1blank:t	0	2.08		
pdvd	039252_0	83	0	3561	3566	6	3.74	4.12	273.8	-310.0	297.8	2.38	1.10	3	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_0	98	0	3902	3903	2	1.19	1.68	336.4	-66.6	183.8	4.52	nan	2	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3909	3912	4	2.87	3.26	331.6	-66.7	183.6	1.99	2.42	2	GAP-short	0	0.71	0.00	0.71	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/1dead:t/2blank+:i	0			
pdvd	039252_0	98	0	3917	3919	3	1.87	1.96	328.3	-68.6	183.1	1.46	2.34	1	D-crawl	1	1.00	0.00	1.00	0.00	0.67	0.00	0.00	0.00	3live:t/2blank+:i/2blank+:i/1dead:i	0	3.26		
pdvd	039252_0	98	0	3937	3943	7	4.13	4.41	316.6	-66.0	182.5	2.12	3.55	2	GAP-live	0	0.44	0.00	0.44	0.29	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	3988	3989	2	1.23	1.84	285.5	-68.2	180.5	1.44	0.80	2	GAP-dead	0	1.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_0	98	0	4062	4067	6	3.56	4.04	238.9	-71.7	176.5	2.37	1.11	2	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:i	0			
pdvd	039252_1	36	0	833	834	2	2.48	3.07	-80.5	-326.9	109.9	1.84	1.59	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_1	36	1	856	858	3	2.39	2.99	-80.6	-326.9	110.2	2.00	1.74	2	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_1	39	0	1465	1467	3	2.25	2.60	-320.4	-229.6	292.2	1.60	1.38	1	GAP-short	0	0.80	0.00	0.80	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i	0			
pdvd	039252_1	42	0	2142	2146	5	2.97	3.57	-293.1	245.8	151.5	0.72	1.41	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1blank:i	0	1.16	1.16	1.000
pdvd	039252_1	42	0	2150	2151	2	1.17	1.63	-296.1	247.5	153.2	0.47	1.27	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1blank:i	0	1.16	1.16	1.000
pdvd	039252_1	81	0	2733	2734	2	1.22	1.74	211.8	83.6	39.5	0.60	1.40	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039252_1	81	0	2822	2828	7	4.37	4.42	210.8	32.4	52.3	1.97	2.85	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	3live:i/2blank+:i	0			
pdvd	039252_1	81	0	2841	2845	5	2.88	3.46	212.6	23.2	52.8	3.72	0.52	1	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i	0			
pdvd	039252_1	81	0	2847	2854	8	4.51	4.96	212.0	19.3	51.3	4.35	4.38	2	GAP-live	0	0.30	0.00	0.30	0.00	0.00	0.12	0.00	0.12	1blank:i/3live:t/3live:i	0			
pdvd	039252_1	81	0	2860	2865	6	3.76	3.01	208.7	16.9	49.1	1.92	2.57	2	D-blank-term	1	1.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	3live:i/1blank:t/1blank:i/2blank+:i/2blank+:i	0	4.79		
pdvd	039252_1	81	0	2871	2881	11	37.02	36.89	195.6	7.1	43.9	4.91	3.02	3	GAP-live	0	0.05	0.00	0.05	0.09	0.00	0.00	0.00	0.00	3live:i/3live:t/1blank:t/1blank:i	0			
pdvd	039252_1	81	0	2885	2888	4	2.58	3.23	174.4	-5.9	40.9	1.83	2.39	3	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.25	0.00	0.50	3live:i/1blank:i/3live:t/3live:i/3live:t	0			
pdvd	039252_1	93	0	3525	3541	17	9.99	9.81	235.5	-89.0	297.5	5.16	2.93	2	GAP-live	0	0.15	0.00	0.15	0.00	0.00	0.06	0.00	0.06	3live:i/3live:i/3live:i/3live:t	0			
pdvd	039252_1	116	0	4899	4900	2	1.20	6.02	91.2	333.5	59.5	1.19	1.72	3	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/3live:t	0			
pdvd	039252_1	116	0	5064	5066	3	10.91	11.82	0.3	315.3	101.6	0.90	2.20	3	FIT	0	0.29	0.00	0.29	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:i	0			
pdvd	039252_1	116	0	5381	5383	3	2.19	2.99	-185.8	287.5	182.9	1.71	1.54	1	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdvd	039252_1	119	0	5604	5606	3	1.53	1.82	146.2	334.3	286.4	0.83	1.12	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t/3live:t	0			
pdvd	039252_1	119	0	5834	5835	2	1.21	12.68	-6.3	319.5	275.7	1.20	1.45	3	GAP-live	0	0.16	0.00	0.16	0.00	1.00	0.00	0.00	0.00	2blank+:i/1blank:t	0			
pdvd	039252_1	119	0	5882	5884	3	1.74	2.16	-36.4	314.6	272.5	1.85	2.06	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1dead:i/3live:t	0			
pdvd	039252_1	119	0	5886	5889	4	2.47	2.48	-39.0	314.4	272.0	1.47	1.91	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.50	1dead:i/3live:t	0	1.83		
pdvd	039252_10	84	0	3086	3088	3	1.60	1.34	188.5	249.4	84.8	1.31	1.67	2	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0	4.46		
pdvd	039252_10	90	0	3967	3970	4	8.95	9.45	-1.9	215.8	211.7	2.36	1.08	3	GAP-live	0	0.32	0.00	0.32	0.00	0.00	0.00	0.00	0.00	3live:t/3live:t/1blank:t/1blank:i	0			
pdvd	039252_10	95	0	4463	4466	4	10.80	11.36	-2.0	103.8	199.2	1.45	1.35	3	GAP-live	0	0.22	0.00	0.22	0.00	0.00	0.00	0.00	0.00	2blank+:i/3live:i/3live:t/3live:t	0			
pdvd	039252_10	95	0	4481	4486	6	3.50	3.78	-12.3	103.0	191.3	2.32	2.09	3	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.17	3live:i/1blank:i/3live:i/3live:i/3live:i/3live:i/3live:t	0			
pdvd	039252_10	95	0	4590	4591	2	1.00	1.38	-63.9	96.5	151.6	1.31	0.82	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t	0			
pdvd	039252_10	95	0	4609	4610	2	1.24	1.83	-73.9	94.6	147.1	1.43	1.36	2	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/1blank:i/1blank:i	0			
pdvd	039252_10	97	0	4615	4616	2	17.95	18.55	55.1	52.1	15.0	1.36	1.48	3	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	3live:t/3live:i/1blank:i/3live:i	0			
pdvd	039252_10	98	0	5393	5394	2	9.86	10.38	-1.2	189.8	151.9	0.87	2.83	3	GAP-live	0	0.29	0.00	0.29	0.00	0.00	0.00	0.00	0.50	3live:t/3live:i/1blank:i/1blank:t	0			
pdvd	039252_10	101	0	5889	5890	2	1.42	1.81	22.2	201.3	282.8	1.39	1.14	1	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	27	0	388	390	3	1.57	2.16	-149.3	-302.4	288.7	1.59	0.76	1	GAP-short	0	0.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	27	0	448	455	8	5.12	5.14	-188.2	-299.2	280.8	2.68	4.04	3	GAP-live	0	0.40	0.00	0.40	0.38	0.00	0.00	0.00	0.25	3live:i/3live:t	0			
pdvd	039252_11	27	0	566	583	18	20.01	20.22	-259.0	-293.4	262.1	10.49	1.53	3	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.06	0.00	0.06	1dead:i/3live:i/1dead:t/1dead:i	0			
pdvd	039252_11	85	0	2703	2704	2	1.22	1.83	334.5	-34.7	223.0	1.14	1.18	1	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i	0	3.25		
pdvd	039252_11	85	0	2735	2739	5	3.74	4.62	321.1	-37.0	231.6	2.06	2.48	3	GAP-short	0	0.67	0.00	0.67	0.00	0.00	0.00	0.00	0.60	1dead:t/1dead:t/2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2742	2743	2	1.27	3.65	315.5	-35.8	231.4	1.69	2.07	1	GAP-dead	0	0.57	0.00	0.57	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2745	2747	3	1.74	2.18	314.7	-33.9	231.8	1.72	1.63	2	GAP-dead	0	0.75	0.00	0.75	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2751	2757	7	5.46	5.96	311.4	-32.0	234.2	1.97	2.13	2	GAP-dead	0	0.42	0.00	0.42	1.00	0.00	0.00	0.00	0.14	1dead:i/1dead:t/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	85	0	2761	2763	3	1.72	2.17	306.3	-31.3	236.1	1.38	1.75	2	GAP-dead	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdvd	039252_11	94	0	2987	2993	7	3.97	3.13	236.9	266.9	64.0	1.56	2.25	2	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:i/1blank:i/2blank+:i/2blank+:i/3live:t/2blank+:i	0	6.24		
pdvd	039252_11	106	0	3336	3338	3	8.66	9.28	1.1	-221.6	38.8	1.58	1.04	3	GAP-live	0	0.32	0.00	0.32	0.00	0.00	0.00	0.00	0.00	3live:t/2blank+:i/1dead:t/1dead:i	0			
pdvd	039252_12	36	0	668	669	2	1.11	1.56	-25.1	-6.1	256.9	1.33	1.81	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:t	0	2.28	4.19	1.899
pdvd	039252_12	36	0	699	701	3	1.99	2.38	-39.5	-11.7	247.5	2.21	2.19	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1blank:i/3live:i/1blank:i/1blank:i	0			
pdvd	039252_12	113	0	2761	2768	8	4.91	5.11	202.7	48.9	3.7	4.97	0.67	3	GAP-live	0	0.20	0.00	0.20	0.00	0.00	0.00	0.00	0.12	3live:i/3live:t	0			
pdvd	039252_12	113	0	2771	2810	40	24.01	20.99	193.2	54.0	8.7	12.58	1.95	3	GAP-live	0	0.02	0.00	0.02	0.00	0.00	0.05	0.53	0.00	3live:i/3live:t/1dead:i/1dead:t	0			
pdvd	039252_12	113	0	2822	2826	5	2.88	3.14	183.1	66.2	14.1	1.70	1.36	3	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.40	3live:t/3live:i/3live:i	0			
pdvd	039252_12	113	0	2829	2972	144	87.88	80.01	190.0	87.4	50.3	19.25	2.05	3	GAP-live	0	0.01	0.00	0.01	0.00	0.00	0.01	0.00	0.00	1blank:t/1blank:i/3live:i/3live:i	0			
pdvd	039252_12	113	0	2974	2975	2	0.99	1.79	196.3	106.0	84.9	1.34	1.24	1	GAP-short	0	0.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i	0			
pdvd	039252_12	113	0	2977	2981	5	3.67	3.41	196.3	108.3	84.9	1.47	1.42	3	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:t	0	5.44	5.58	1.126
