det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	440	443	4	2.25	2.15	-346.9	209.0	190.3	1.29	1.73	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i/3live:i	0	3.51	5.44	1.593
pdhd	028084_0	28	0	669	670	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	684	687	4	2.52	3.15	-236.3	128.3	152.8	1.79	1.81	1	D-crawl	1	0.83	0.00	0.83	0.00	0.75	0.50	0.00	0.00	1blank:t/1blank:i/1blank:i/3live:i	0	6.96		
pdhd	028084_0	28	0	690	691	2	1.23	1.84	-235.6	127.9	152.1	1.46	2.11	1	D-crawl	1	0.75	0.00	0.75	0.00	1.00	0.00	0.00	0.00	1blank:t/1blank:i	0	2.77		
pdhd	028084_0	28	0	758	759	2	1.08	1.60	-203.7	106.7	139.7	1.03	1.06	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i	0	2.56	2.59	1.006
pdhd	028084_0	28	0	821	826	6	3.78	3.25	-172.8	85.9	128.5	1.39	1.46	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	30	0	1012	1017	6	3.51	3.32	-171.5	51.8	203.5	1.37	2.07	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:t	0	6.33		
pdhd	028084_0	30	0	1019	1022	4	2.66	2.54	-169.5	53.2	205.2	0.93	2.36	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/3live:i	0	2.76		
pdhd	028084_0	91	0	3797	3805	9	5.77	6.20	5.3	21.1	428.7	2.00	2.15	3	D-blank-int	1	0.67	0.00	0.67	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i	0	8.52		
pdhd	028084_0	91	0	3884	3886	3	1.99	2.34	39.5	53.7	413.3	1.54	1.81	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:t	0			
