label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	32.3918	19.7591	10.178	0.243591	103.592	4.95854	7.46578	4	7.9135	0	3.23918e-06	10.178
all	share	U	8.5912	4.08629	4.18434	0.135508	17.5087	1.13403	11.9291	4	7.9135	0	8.5912e-07	4.18434
all	truth	U	32.393	20.2924	10.3205	0.246856	106.514	5.09538	7.4616	4	7.9135	0	3.2393e-06	10.3205
all	rms	V	42.8836	19.3344	9.88769	0.243461	97.7665	4.81454	3.45005	4	7.9135	0	4.28836e-06	9.88769
all	share	V	28.929	5.70492	3.67894	0.13428	13.5346	0.988016	8.62121	4	7.9135	0	2.8929e-06	3.67894
all	truth	V	50.6172	20.6512	10.0081	0.250866	100.163	5.0214	3.99908	4	7.9135	0	5.06172e-06	10.0081
all	rms	W	-0.00565188	0.0910631	0.700927	0.0164414	0.491299	0.0230485	1.0033	4	7.9135	0	-5.65188e-10	0.700927
all	share	W	0.00325837	0.0505913	0.524163	0.0122165	0.274747	0.0128069	0.20848	4	7.9135	0	3.25837e-10	0.524163
all	truth	W	-0.00193091	0.126101	0.820156	0.01941	0.672655	0.0318384	2.25567	4	7.9135	0	-1.93091e-10	0.820156
all	rms	U(joint)	-0.00401242	0.0910536	10.5272	8.988e-08	110.822	1.89237e-06	19.5279	14	7.9135	0	-4.01242e-10	10.5272
all	rms	V(joint)	-0.00401242	0.0910536	10.3573	9.69086e-08	107.273	2.00742e-06	19.5279	14	7.9135	0	-4.01242e-10	10.3573
all	rms	W(joint)	-0.00401242	0.0910536	0.70066	0.0164463	0.490925	0.0230465	19.5279	14	7.9135	0	-4.01242e-10	0.70066
all	share	U(joint)	0.00684869	0.0505623	4.43668	9.9538e-07	19.6841	8.83236e-06	50.8787	14	7.9135	0	6.84869e-10	4.43668
all	share	V(joint)	0.00684869	0.0505623	4.19256	3.64893e-07	17.5776	3.05967e-06	50.8787	14	7.9135	0	6.84869e-10	4.19256
all	share	W(joint)	0.00684869	0.0505623	0.523384	0.012229	0.27393	0.0128009	50.8787	14	7.9135	0	6.84869e-10	0.523384
all	truth	U(joint)	0.00120722	0.126078	10.6653	2.23033e-07	113.75	4.75745e-06	22.2724	14	7.9135	0	1.20722e-10	10.6653
all	truth	V(joint)	0.00120722	0.126078	10.5402	2.22322e-07	111.096	4.68666e-06	22.2724	14	7.9135	0	1.20722e-10	10.5402
all	truth	W(joint)	0.00120722	0.126078	0.81972	0.0194174	0.67194	0.0318337	22.2724	14	7.9135	0	1.20722e-10	0.81972
phase:q1	rms	U	35.0725	20.2429	10.2561	0.247141	105.188	5.06941	6.37267	4	7.9135	0	3.50725e-06	10.2561
phase:q1	share	U	10.1338	6.22005	5.22442	0.162608	27.2946	1.69906	6.98938	4	7.9135	0	1.01338e-06	5.22442
phase:q1	truth	U	35.9164	20.8738	10.4128	0.251004	108.426	5.2273	6.16354	4	7.9135	0	3.59164e-06	10.4128
phase:q1	rms	V	45.0237	19.3936	9.86873	0.246676	97.3917	4.86875	3.32731	4	7.9135	0	4.50237e-06	9.86873
phase:q1	share	V	30.4178	6.87066	4.6266	0.144642	21.4054	1.3384	9.6315	4	7.9135	0	3.04178e-06	4.6266
phase:q1	truth	V	46.8848	20.0294	10.0204	0.250577	100.408	5.02175	3.60803	4	7.9135	0	4.68848e-06	10.0204
phase:q1	rms	W	-0.0795344	0.346131	1.37513	0.0319247	1.89098	0.0878013	0.79081	4	7.9135	0	-7.95344e-09	1.37513
phase:q1	share	W	-0.0625099	0.259705	1.19504	0.0275997	1.42811	0.0659654	0.533288	4	7.9135	0	-6.25099e-09	1.19504
phase:q1	truth	W	-0.0672778	0.524035	1.69252	0.03924	2.86463	0.132829	0.326418	4	7.9135	0	-6.72778e-09	1.69252
phase:q1	rms	U(joint)	-0.0549048	0.345634	10.6309	4.7017e-06	113.017	9.99671e-05	18.9099	14	7.9135	0	-5.49048e-09	10.6309
phase:q1	rms	V(joint)	-0.0549048	0.345634	10.3636	4.9881e-06	107.405	0.00010339	18.9099	14	7.9135	0	-5.49048e-09	10.3636
