sel	plane	n	q_tot	tail_t2p	frac_zero_t2p	frac_over10pct_t2p	top1_t2p	top5_t2p	top10_t2p	tail_t3	frac_zero_t3	frac_over10pct_t3	top1_t3	top5_t3	top10_t3	top1_q	top5_q	top10_q	r1_t2p	r5_t2p	r1_t3	r5_t3	dec0_q	dec0_t2p	dec1_q	dec1_t2p	dec2_q	dec2_t2p	dec3_q	dec3_t2p	dec4_q	dec4_t2p	dec5_q	dec5_t2p	dec6_q	dec6_t2p	dec7_q	dec7_t2p	dec8_q	dec8_t2p	dec9_q	dec9_t2p	slope_t2p	dec_lo_t2p	dec_mid_t2p	dec_hi_t2p	tail_from_hidec_t2p	tail_from_lodec_t2p	dec0_t3	dec1_t3	dec2_t3	dec3_t3	dec4_t3	dec5_t3	dec6_t3	dec7_t3	dec8_t3	dec9_t3	slope_t3	dec_lo_t3	dec_mid_t3	dec_hi_t3	tail_from_hidec_t3	tail_from_lodec_t3
base	U	410	1.84772e+07	0.0260905	0.819512	0.0390244	0.337657	0.684078	0.863542	0.00930939	0.902439	0.0097561	0.389572	0.776335	1	0.037508	0.140688	0.237213	9.00226	4.86239	10.3864	5.51815	12559	0.00434353	15311	0.000329974	18529	0	21201	0.0173765	27553	0.0153903	54278	0.0353416	58702	0.0347382	63969	0.0122373	70711	0.0134239	94731	0.0486587	1.46393	0.00434353	0.0253659	0.0486587	0.442401	0.0041715	0	0	0	0.00339985	0.00347673	0.0159778	0.020121	0.00580626	0.00425999	0.0122203	0.823607	0	0.00972728	0.0122203	0.311385	0
base	V	397	1.72018e+07	0.0211081	0.780856	0.0554156	0.163636	0.478353	0.72424	0.0037274	0.944584	0.0100756	0.377258	0.984872	1	0.0366422	0.147907	0.254483	4.46579	3.23414	10.2957	6.65871	14206.5	0.0758351	17780	0.0160071	20501	0.00940696	26130	0.0184982	34594	0.00301074	38910	0.00674283	45421	0.00182359	52862	0.0182959	76177	0.0276386	99401	0.0340976	-0.137035	0.0758351	0.00487679	0.0340976	0.403123	0.111463	0.018882	0	0	0.00418892	0.00238883	0.00547807	0	0.00478653	0.00175576	0.0052458	-0.703659	0.018882	0.00393345	0.0052458	0.351212	0.157163
base	W	237	7.21578e+06	0.0279565	0.945148	0.0295359	0.492237	0.996371	1	0.0132311	0.974684	0.0126582	0.731233	1	1	0.0448989	0.160352	0.257925	10.9632	6.21365	16.2862	6.23628	14056	0	17834	0	20423	0	22490	0.00748122	24912	0	27510.5	0	29239.5	0.0011482	32230	0	37951	0.015758	71664	0.100838	2.96719	0	0	0.100838	0.906151	0	0	0	0	0	0	0	0	0	0.00400998	0.0506892	nan	0	0	0.0506892	0.96245	0
iso+straight+rr	U	54	1.24956e+06	0.0051554	0.944444	0.0185185	0.408724	1	1	0.0051554	0.944444	0.0185185	0.408724	1	1	0.0563021	0.159824	0.256195	7.25948	6.25689	7.25948	6.25689	12675.5	0	13742.5	0	14866.5	0	16806	0	17561	0	18177	0	19286	0	21353	0.0437999	36910	0.00748504	63136	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	0.0437999	0.00748504	0	nan	0	0	0	0	0
iso+straight+rr	V	29	1.16654e+06	0.0247682	0.689655	0.0689655	0.216488	0.216488	0.463469	0.0101086	0.827586	0.0344828	0.278833	0.278833	0.746608	0.0723723	0.0723723	0.205186	2.99131	2.99131	3.85276	3.85276	5260	0	12441	0.132825	14973	0.0446701	32859	0	35588	0.0307727	37775	0.0247063	45435	0.022599	70546	0.0305764	73937	0.0280251	81590	0	-0.681683	0	0.0277395	0	0	0	0	0.0286953	0.0446701	0	0.0307727	0.0247063	0	0	0.0121733	0	-0.52855	0	0.0277395	0	0	0
iso+straight+rr	W	22	588354	0	1	0	nan	nan	nan	0	1	0	nan	nan	nan	0.0695024	0.0695024	0.137133	nan	nan	nan	nan	17085	0	21550	0	25210.5	0	25485	0	26194.5	0	27045.5	0	27439.5	0	29849	0	33648.5	0	40341.5	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
