label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	6.56426	1.0729	1.81515	0.0627196	3.29478	0.227691	1.32213	4	7.9135	0	6.56426e-07	1.81515
all	share	U	4.86814	0.633155	1.54177	0.0464441	2.37706	0.143212	0.302992	4	7.9135	0	4.86814e-07	1.54177
all	truth	U	5.66136	1.1964	2.00952	0.0644779	4.03817	0.259139	1.57433	4	7.9135	0	5.66136e-07	2.00952
all	rms	V	3.28368	0.917426	2.00377	0.0583111	4.01508	0.233684	2.77282	4	7.9135	0	3.28368e-07	2.00377
all	share	V	3.99706	0.629641	1.61156	0.0452103	2.59714	0.145719	3.92447	4	7.9135	0	3.99706e-07	1.61156
all	truth	V	2.03281	1.01366	2.21849	0.0591309	4.92172	0.262363	2.36495	4	7.9135	0	2.03281e-07	2.21849
all	rms	W	7.67201	0.399536	0.806448	0.0426636	0.650359	0.068812	0.720776	4	7.9135	0	7.67201e-07	0.806448
all	share	W	6.99587	0.293513	0.465268	0.0473879	0.216474	0.0440961	0.224165	4	7.9135	0	6.99587e-07	0.465268
all	truth	W	6.77425	0.433427	0.979727	0.0414232	0.959864	0.0811669	0.0471998	4	7.9135	0	6.77425e-07	0.979727
all	rms	U(joint)	6.92981	0.346659	1.79598	0.0339473	3.22555	0.121937	24.1778	14	7.9135	0	6.92981e-07	1.79598
all	rms	V(joint)	6.92981	0.346659	1.78745	0.03764	3.19497	0.134559	24.1778	14	7.9135	0	6.92981e-07	1.78745
all	rms	W(joint)	6.92981	0.346659	0.869527	0.0360691	0.756078	0.0627261	24.1778	14	7.9135	0	6.92981e-07	0.869527
all	share	U(joint)	6.22161	0.245259	1.4522	0.0290779	2.10888	0.0844537	28.4622	14	7.9135	0	6.22161e-07	1.4522
all	share	V(joint)	6.22161	0.245259	1.46493	0.0293674	2.14601	0.0860422	28.4622	14	7.9135	0	6.22161e-07	1.46493
all	share	W(joint)	6.22161	0.245259	0.558494	0.0352401	0.311915	0.0393628	28.4622	14	7.9135	0	6.22161e-07	0.558494
all	truth	U(joint)	6.00341	0.378099	1.993	0.0346125	3.97207	0.137966	22.5748	14	7.9135	0	6.00341e-07	1.993
all	truth	V(joint)	6.00341	0.378099	2.00414	0.0377286	4.01659	0.151227	22.5748	14	7.9135	0	6.00341e-07	2.00414
all	truth	W(joint)	6.00341	0.378099	1.03996	0.0355585	1.08151	0.0739586	22.5748	14	7.9135	0	6.00341e-07	1.03996
