det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	662	663	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	807	810	4	2.45	2.94	-173.3	86.3	128.7	1.23	1.31	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:t	0			
pdhd	028084_0	91	0	3802	3816	15	9.49	9.75	6.1	21.9	428.4	2.11	2.16	3	D-blank-term	1	0.58	0.00	0.58	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i/1blank:t	0	12.08		
pdhd	028084_1	33	0	405	756	352	219.27	210.93	-56.9	486.9	317.3	63.36	0.78	3	GAP-live	0	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	765	812	48	29.62	28.32	-55.9	388.0	388.3	14.52	3.14	3	GAP-live	0	0.05	0.00	0.05	0.33	1.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	818	843	26	15.86	14.81	-55.8	368.9	401.7	7.02	1.17	3	GAP-live	0	0.27	0.00	0.27	0.38	1.00	0.00	0.15	0.15	1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	850	912	63	41.14	39.94	-55.9	344.6	419.3	20.45	3.02	3	GAP-live	0	0.04	0.00	0.04	0.40	0.37	0.00	1.00	0.00	1dead:i/1dead:t/1dead:i	0			
pdhd	028084_1	33	0	916	961	46	29.65	28.87	-56.0	315.4	440.4	13.84	3.04	3	GAP-live	0	0.10	0.00	0.10	0.35	0.00	0.00	0.61	0.04	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	963	964	2	0.97	1.48	-56.1	303.1	449.2	0.51	1.41	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	33	0	966	972	7	4.90	5.44	-56.0	300.4	451.1	0.70	1.78	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	38	0	1115	1116	2	1.09	1.58	-177.8	528.9	109.3	1.21	0.75	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i	0	2.26	3.76	1.526
pdhd	028084_1	39	0	1764	1769	6	3.71	4.12	-40.8	89.6	240.3	2.07	2.53	3	GAP-short	0	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	1blank:i/2blank+:i/1blank:i/2blank+:i/1blank:i/3live:i	0			
pdhd	028084_1	39	0	1791	1810	20	19.99	20.05	-43.6	106.9	232.2	9.10	1.18	3	GAP-live	0	0.05	0.00	0.05	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:i/1blank:i/3live:i	0			
pdhd	028084_1	39	0	1918	1965	48	29.93	29.11	-58.2	179.5	191.2	14.77	3.64	2	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.10	0.90	0.00	2blank+:i/1blank:t/1blank:i/3live:t	0			
pdhd	028084_1	39	0	1967	1969	3	2.26	1.70	-62.3	192.4	183.4	1.40	1.75	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.33	0.00	1blank:t/2blank+:i/1blank:t	0	3.23	2.79	1.096
pdhd	028084_1	50	0	2321	2326	6	4.79	5.30	-35.1	597.5	124.7	2.04	3.62	1	GAP-short	0	0.64	0.00	0.64	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	50	0	2340	2346	7	4.45	4.14	-45.1	591.1	123.6	1.54	1.43	1	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	50	0	2352	2353	2	1.23	1.81	-49.2	588.0	123.8	2.05	1.51	2	GAP-live	0	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	1blank:i/3live:i	0			
pdhd	028084_1	50	0	2355	2373	19	12.03	12.59	-55.0	584.0	122.4	7.37	3.88	2	GAP-live	0	0.12	0.00	0.12	0.00	0.00	0.05	0.00	0.00	3live:i/1blank:t/1blank:i/1blank:i/3live:i	0			
pdhd	028084_1	51	0	2425	2464	40	83.21	77.94	-84.8	13.4	450.5	16.99	1.47	3	GAP-live	0	0.01	0.01	0.03	0.00	0.00	0.00	0.00	0.03	3live:t/3live:i/3live:i/3live:t	0			
pdhd	028084_1	51	0	2473	2475	3	4.63	5.15	-37.2	11.6	453.0	1.40	1.89	3	GAP-live	0	0.20	0.20	0.40	0.00	0.00	0.00	0.00	0.33	3live:i/3live:e/2blank+:i/2blank+:i/2blank+:i/3live:i	0			
pdhd	028084_1	51	1	2482	2484	3	4.18	4.77	-36.3	11.5	452.9	1.70	1.52	3	GAP-live	0	0.20	0.20	0.40	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/3live:i	0			
pdhd	028084_1	51	1	2493	2532	40	92.44	86.97	-83.7	12.9	451.0	11.96	1.86	3	GAP-live	0	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.03	3live:t/3live:i/3live:i/3live:t	0			
pdhd	028084_1	53	0	2634	2653	20	13.11	13.14	-91.2	63.2	266.1	7.11	3.78	2	GAP-live	0	0.12	0.00	0.12	0.10	0.00	0.35	0.60	0.05	1blank:i/3live:i/3live:t/1blank:i/3live:t	0			
pdhd	028084_1	53	0	2665	2680	16	10.32	10.81	-91.4	75.5	258.6	6.20	3.35	2	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.12	0.00	0.00	3live:i/3live:i/1blank:i/1blank:i/3live:t	0			
pdhd	028084_1	53	0	2692	2750	59	41.26	37.09	-92.3	67.2	237.4	18.98	3.38	3	GAP-live	0	0.04	0.00	0.04	0.00	0.00	0.03	0.00	0.00	3live:i/1blank:i/1blank:i/3live:i	0			
pdhd	028084_1	53	0	2774	2776	3	2.06	2.43	-95.1	61.2	214.1	2.10	2.76	1	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	3live:t/3live:i/3live:i	0			
pdhd	028084_1	156	0	5986	5988	3	2.02	2.23	0.2	163.3	127.9	1.41	1.51	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:i	0			
pdhd	028084_1	156	0	6027	6047	21	13.41	14.34	-22.9	181.6	127.4	7.22	3.27	1	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.05	0.00	0.00	3live:t/3live:i/1blank:t/1blank:i	0			
pdhd	028084_1	156	0	6058	6070	13	7.86	8.35	-36.5	192.0	126.5	3.48	3.90	1	GAP-live	0	0.35	0.00	0.35	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t/3live:i	0			
pdhd	028084_1	156	0	6084	6129	46	29.65	30.06	-57.1	207.2	125.1	14.74	3.59	2	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.04	3live:t/3live:i/3live:i/3live:i	0			
pdhd	028084_1	156	0	6150	6161	12	7.86	8.43	-81.8	225.8	122.4	4.10	3.20	1	GAP-live	0	0.29	0.00	0.29	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	156	0	6182	6195	14	9.55	9.90	-98.7	238.9	120.0	4.52	3.61	1	GAP-live	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6229	6240	12	7.12	8.00	-119.9	255.3	117.0	4.34	3.13	1	GAP-live	0	0.19	0.00	0.19	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6249	6294	46	29.71	29.30	-137.5	268.4	114.1	14.57	2.66	2	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.02	0.46	0.02	3live:i/3live:t/1blank:i/1blank:i/1blank:t/3live:i	0			
pdhd	028084_1	156	0	6310	6315	6	3.74	4.35	-158.6	283.9	110.4	2.40	3.29	2	GAP-live	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6354	6355	2	1.48	1.18	-178.7	298.7	107.0	0.96	1.27	1	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i	0	2.42	4.72	1.717
pdhd	028084_1	156	0	6358	6359	2	1.29	1.76	-179.8	299.7	106.9	1.28	1.33	2	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6420	6425	6	3.44	4.01	-211.2	322.5	101.9	1.97	2.48	3	GAP-short	0	0.75	0.00	0.75	0.00	0.00	0.17	0.00	0.50	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_1	156	0	6451	6454	4	2.49	2.94	-224.4	332.2	99.6	1.69	1.94	2	GAP-short	0	0.67	0.00	0.67	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6482	6495	14	9.64	10.40	-242.2	345.2	97.0	4.51	4.17	3	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/2blank+:i/2blank+:i/2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6505	6509	5	2.84	3.38	-251.7	352.0	95.5	2.35	0.66	2	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:t/3live:i	0			
pdhd	028084_10	31	0	62	65	4	2.23	2.22	-104.4	196.2	28.0	1.49	2.17	3	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:i/3live:t/3live:t/3live:i	0	3.92		
pdhd	028084_10	31	0	132	134	3	1.62	2.12	-110.5	163.2	46.5	0.61	1.38	3	XID	1	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i	0			
