i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
0	-5.70	451	0.48	terminal	3live	-	53049	61791	20660	000	48508	1	-	-	-	-	0.00		-1	-1	1/1					6
1	-4.82	452	0.50	interior	3live	-	18317	61791	17401	000	38542	1	path	closely_same	0.88	0.773	0.88		-1	-1	1/1					6
2	-4.37	446	0.27	interior	3live	-	21307	59490	14810	000	37472	1	connect	closely_other	0.45	0.397	0.66		-1	-1	1/1					8
3	-3.71	440	0.19	terminal	3live	-	21470	58757	13982	000	37008	1	path	closely_other	0.66	0.583	0.00		-1	-1	1/1					8
4	-2.82	435	0.36	interior	3live	-	16696	49194	8746	000	30415	1	connect	closely_other	0.89	0.795	0.88		-1	-1	1/1					5
5	-1.94	436	0.23	terminal	3live	-	24923	49194	15007	000	32997	1	path	closely_same	0.88	0.791	0.00		-1	-1	1/1					5
6	-1.34	428	0.80	terminal	3live	-	49196	40004	24451	000	39236	1	connect	closely_other	0.59	0.525	0.00		-1	-1	1/1					4
7	-0.30	425	1.81	terminal	1dead	V	753	0	4573	010	3277	1	connect	closely_other	1.05	1.037	1.05	S0	-1	-1	1/1					2
8	0.00	423	2.05	interior	1dead	V	65	0	579	010	412	1	path	closely_other	0.30	0.338	1.24	S0	-1	-1	1/1					2
9	14.11	422	1.00	terminal	3live	-	2631	703	907	000	1657	1	connect	mst	14.11	16.419	0.00		-1	-1	1/1					1
10	15.17	417	1.08	interior	3live	-	92	3928	639	000	2298	1	connect	closely_other	1.06	1.206	0.89	S1	-1	-1	1/1					3
11	15.77	414	0.78	interior	3live	-	5456	13722	11106	000	10668	1	path	closely_other	0.59	0.627	0.30		-1	-1	1/1					3
12	16.07	410	0.62	terminal	3live	-	13870	16945	17890	000	16325	1	path	closely_other	0.30	0.291	0.00		-1	-1	1/1					3
13	16.66	403	0.57	terminal	3live	-	24436	23880	20193	000	22914	1	connect	closely_other	0.59	0.556	0.00		-1	-1	1/1					2
14	16.96	400	0.58	interior	3live	-	19908	16082	9704	000	15802	1	path	closely_other	0.30	0.278	0.30		-1	-1	1/1					2
15	17.55	393	0.70	interior	3live	-	32980	13725	4277	000	20771	1	connect	closely_other	0.59	0.558	0.88		-1	-1	1/1					3
16	18.43	394	0.28	terminal	3live	-	32980	23612	32208	000	29903	1	path	closely_same	0.88	0.808	0.00		-1	-1	1/1					3
17	19.11	384	0.20	terminal	3live	-	20475	15777	12941	000	16689	1	connect	closely_other	0.68	0.631	0.00		-1	-1	1/1					4
18	19.94	374	0.62	interior	1blank	W	2288	11667	0	000	8407	1	path	closely_other	0.83	0.813	0.83		-1	-1	0/1	-0.9	-0.0			2
19	21.00	364	0.67	interior	1blank	W	5800	12593	0	000	9804	1	connect	closely_other	1.06	1.074	1.06		-1	-1	0/1	-1.4	-0.0			3
20	21.60	345	0.61	interior	1blank	W	8598	14068	0	000	11658	1	path	closely_other	0.59	0.588	0.89		-1	-1	0/1	-1.4	0.0			2
