label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	338.612	1426	4.283e+07	10.1879	1.94079	0.732067	98.8803	4.94401	100.563	0.0614897	0	0.585394	10.3202
all	rms	U	1	678.211	1298	4.28336e+07	10.8371	2.23749	1.03605	112.528	5.62642	113.509	0.0614897	0	0.542329	10.9994
all	rms	U	2	999.076	1286	4.28445e+07	10.9005	2.43118	1.25747	113.907	5.69533	114.491	0.0614897	0	0.550908	11.0052
all	rms	U	3	1317.88	1261	4.28354e+07	11.1171	2.58357	1.44423	118.677	5.93385	119.002	0.0614897	0	0.536675	11.2645
all	rms	U	4	1632.58	1257	4.2829e+07	11.1249	2.71026	1.60745	118.85	5.94249	119.002	0.0614897	0	0.537992	11.2581
all	rms	U	5	1951.61	1328	4.28768e+07	10.6077	2.82268	1.7575	107.61	5.38049	107.645	0.0614897	0	0.559252	10.7392
all	share	U	0	338.612	1426	4.283e+07	10.1879	1.94079	0.732067	16.3258	1.08102	100.563	0.0614897	0	0.585394	10.3202
all	share	U	1	678.211	1298	4.28336e+07	10.8371	2.23749	1.03605	20.9253	2.18386	113.509	0.0614897	0	0.542329	10.9994
all	share	U	2	999.076	1286	4.28445e+07	10.9005	2.43118	1.25747	19.9254	1.0797	114.491	0.0614897	0	0.550908	11.0052
all	share	U	3	1317.88	1261	4.28354e+07	11.1171	2.58357	1.44423	21.6098	1.08049	119.002	0.0614897	0	0.536675	11.2645
all	share	U	4	1632.58	1257	4.2829e+07	11.1249	2.71026	1.60745	21.4485	1.07243	119.002	0.0614897	0	0.537992	11.2581
all	share	U	5	1951.61	1328	4.28768e+07	10.6077	2.82268	1.7575	18.9953	0.949764	107.645	0.0614897	0	0.559252	10.7392
all	truth	U	0	338.612	1426	4.283e+07	10.1879	1.94079	0.732067	101.593	5.07965	100.563	0.0614897	0	0.585394	10.3202
all	truth	U	1	678.211	1298	4.28336e+07	10.8371	2.23749	1.03605	116.074	5.80368	113.509	0.0614897	0	0.542329	10.9994
all	truth	U	2	999.076	1286	4.28445e+07	10.9005	2.43118	1.25747	116.2	5.81	114.491	0.0614897	0	0.550908	11.0052
all	truth	U	3	1317.88	1261	4.28354e+07	11.1171	2.58357	1.44423	121.976	6.09878	119.002	0.0614897	0	0.536675	11.2645
