i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
139	-12.21	3378	1.14	interior	3live	-	793	16197	38562	000	24152	1	-	-	-	-	1.28	S0	-1	-1	1/1					3
140	-11.41	3375	1.09	terminal	1blank	U	0	8563	38562	000	27932	1	path	closely_same	0.80	0.729	1.63	S0	-1	-1	1/1					3
141	-10.76	3372	1.10	terminal	1blank	U	0	8924	42038	000	30388	1	connect	closely_other	0.65	0.589	1.86	S0	-1	-1	1/1					3
142	-9.90	3356	1.34	terminal	1blank	U	0	7357	36002	000	25983	1	connect	closely_other	0.86	0.778	1.79	S0	-1	-1	1/1					3
143	-9.10	3358	1.84	interior	1blank	U	0	2707	36002	000	25529	1	connect	closely_same	0.80	0.729	2.06	S0	-1	-1	1/1					3
144	-8.78	3345	1.59	terminal	1blank	U	0	7681	28782	000	21064	1	path	closely_other	0.32	0.290	1.78	S0	-1	-1	1/1					3
145	-7.74	3348	2.01	interior	1blank	U	0	7681	9100	000	8420	1	connect	closely_same	1.05	1.021	2.18	S0	-1	-1	1/1					3
146	-6.72	3319	1.81	terminal	1blank	U	0	13578	33089	000	25291	1	path	closely_other	1.02	0.983	2.18	S0	-1	-1	1/1					2
147	-5.73	3282	1.77	interior	1blank	U	0	9878	35482	000	26044	1	path	closely_other	0.99	0.902	1.89	S0	-1	-1	1/1					3
148	-4.83	3274	1.96	interior	1blank	U	0	9400	30193	000	22360	1	path	closely_other	0.90	0.821	1.87	S0	-1	-1	1/1					2
149	-3.29	3275	2.66	interior	2blank+	UW	0	2798	0	000	0	1	connect	closely_same	1.54	1.638	2.97	S0	-1	-1	0/1					2
150	-2.62	3239	2.38	interior	2blank+	UW	0	18623	0	000	0	1	path	closely_other	0.67	0.805	2.71	S0	-1	-1	0/1					2
151	-1.60	3222	2.46	terminal	1blank	W	1276	10551	0	000	7515	1	path	closely_other	1.02	1.135	2.57	S0	-1	-1	0/1	1.0	0.0			6
152	0.00	3221	2.96	interior	2blank+	UW	0	8795	0	000	0	1	path	closely_same	1.60	1.783	3.40	S0	-1	-1	0/1					6
153	1.72	3188	3.44	interior	2blank+	UW	0	7884	0	000	0	1	path	closely_other	1.72	2.064	3.67	S0	-1	-1	0/0					5
154	2.60	3176	3.20	interior	2blank+	UW	0	16092	0	000	0	1	connect	closely_other	0.88	1.055	3.52	S0	-1	-1	0/1					5
155	3.78	3165	2.58	interior	1blank	U	0	500	57558	000	40701	1	path	closely_other	1.19	1.234	2.85	S0	-1	-1	1/1					4
156	4.59	3155	2.08	interior	2blank+	UV	0	0	28728	000	0	1	path	closely_other	0.80	0.835	2.27	S0	-1	-1	1/1					2
157	4.90	3149	2.00	interior	2blank+	UV	0	0	33873	000	0	1	path	closely_other	0.32	0.379	2.00	S0	-1	-1	1/1					3
158	5.70	3129	1.04	interior	2blank+	UV	0	0	8851	000	0	1	path	closely_other	0.80	0.960	1.24	S0	-1	-1	1/1					4
159	6.66	3131	1.12	terminal	1blank	U	0	15725	747	000	11132	1	path	closely_same	0.95	1.041	1.34	S0	-1	-1	1/1					4
160	7.38	3110	0.67	interior	3live	-	1216	18588	373	000	10757	1	path	closely_other	0.72	0.715	0.80		-1	-1	1/1					3
161	8.41	3094	0.38	interior	3live	-	9030	18738	34105	000	23064	1	connect	closely_other	1.04	0.990	0.37		-1	-1	1/1					4
162	8.78	3089	0.06	terminal	3live	-	16380	18280	26659	000	20922	1	path	closely_other	0.37	0.339	0.00		-1	-1	1/1					3
163	9.58	3090	0.39	interior	3live	-	9421	14972	26659	000	18472	1	connect	closely_same	0.80	0.748	0.78		-1	-1	1/1					3
164	10.36	3082	0.14	terminal	3live	-	30850	29916	55241	000	40408	1	path	closely_other	0.78	0.714	0.00		-1	-1	1/1					2
165	10.68	3078	0.30	interior	3live	-	24568	16361	54492	000	35780	1	path	closely_other	0.32	0.278	0.32		-1	-1	1/1					2
166	12.28	3080	0.36	interior	3live	-	6396	11339	54492	000	32346	1	connect	closely_same	1.60	1.425	0.63		-1	-1	1/1					2
167	12.91	3072	0.21	terminal	3live	-	18044	23084	29382	000	23957	1	path	closely_other	0.63	0.571	0.00		-1	-1	1/1					2
168	13.93	3060	0.44	interior	3live	-	10478	27407	14505	000	18897	1	path	closely_other	1.02	0.945	1.02		-1	-1	1/1					3
169	15.73	3065	0.28	interior	3live	-	4306	21324	44084	000	28382	1	connect	closely_same	1.80	1.657	0.63		-1	-1	1/1					3
170	16.36	3049	0.32	terminal	3live	-	18398	19626	34334	000	25183	1	path	closely_other	0.63	0.573	0.00		-1	-1	1/1					4
171	16.67	3039	0.56	interior	3live	-	13295	10998	26363	000	18191	1	path	closely_other	0.32	0.293	0.32		-1	-1	1/1					3
