label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	1.67196	2.29075	2.72147	0.0628488	7.40642	0.342083	4.69248	4	8.8	0	1.67196e-07	2.72147
all	share	U	-0.120016	0.845086	1.6737	0.0376235	2.80127	0.125941	1.07696	4	8.8	0	-1.20016e-08	1.6737
all	truth	U	1.93578	2.31195	2.72891	0.0630426	7.44694	0.344075	4.54613	4	8.8	0	1.93578e-07	2.72891
all	rms	V	2.55253	2.44699	2.37766	0.0655668	5.65328	0.311792	2.21448	4	8.8	0	2.55253e-07	2.37766
all	share	V	0.201766	0.737957	1.5344	0.035611	2.35437	0.109283	2.40776	4	8.8	0	2.01766e-08	1.5344
all	truth	V	2.61269	2.52147	2.44091	0.0635723	5.95804	0.310349	2.818	4	8.8	0	2.61269e-07	2.44091
all	rms	W	-0.645007	0.246798	0.721379	0.027393	0.520388	0.0395214	7.60318	4	8.8	0	-6.45007e-08	0.721379
all	share	W	-0.323972	0.120213	0.623363	0.0142711	0.388581	0.0177921	0.472561	4	8.8	0	-3.23972e-08	0.623363
all	truth	W	-0.7895	0.286727	0.76499	0.0298383	0.58521	0.045652	7.51449	4	8.8	0	-7.895e-08	0.76499
all	rms	U(joint)	-0.586854	0.244154	2.77582	0.0291989	7.70516	0.162101	17.184	14	8.8	0	-5.86854e-08	2.77582
all	rms	V(joint)	-0.586854	0.244154	2.44701	0.0353201	5.98786	0.172857	17.184	14	8.8	0	-5.86854e-08	2.44701
all	rms	W(joint)	-0.586854	0.244154	0.715249	0.0273632	0.511581	0.0391429	17.184	14	8.8	0	-5.86854e-08	0.715249
all	share	U(joint)	-0.306702	0.117497	1.6811	0.0175406	2.8261	0.0589751	4.50147	14	8.8	0	-3.06702e-08	1.6811
all	share	V(joint)	-0.306702	0.117497	1.55551	0.0181953	2.41962	0.0566061	4.50147	14	8.8	0	-3.06702e-08	1.55551
all	share	W(joint)	-0.306702	0.117497	0.621535	0.0140575	0.386306	0.0174744	4.50147	14	8.8	0	-3.06702e-08	0.621535
all	truth	U(joint)	-0.705955	0.282753	2.79195	0.0294311	7.79496	0.16434	18.0014	14	8.8	0	-7.05955e-08	2.79195
all	truth	V(joint)	-0.705955	0.282753	2.50894	0.0354671	6.29479	0.17797	18.0014	14	8.8	0	-7.05955e-08	2.50894
all	truth	W(joint)	-0.705955	0.282753	0.756764	0.0297926	0.572692	0.045092	18.0014	14	8.8	0	-7.05955e-08	0.756764
