sel	plane	n	q_tot	tail_t2p	frac_zero_t2p	frac_over10pct_t2p	top1_t2p	top5_t2p	top10_t2p	tail_t3	frac_zero_t3	frac_over10pct_t3	top1_t3	top5_t3	top10_t3	top1_q	top5_q	top10_q	r1_t2p	r5_t2p	r1_t3	r5_t3	dec0_q	dec0_t2p	dec1_q	dec1_t2p	dec2_q	dec2_t2p	dec3_q	dec3_t2p	dec4_q	dec4_t2p	dec5_q	dec5_t2p	dec6_q	dec6_t2p	dec7_q	dec7_t2p	dec8_q	dec8_t2p	dec9_q	dec9_t2p	slope_t2p	dec_lo_t2p	dec_mid_t2p	dec_hi_t2p	tail_from_hidec_t2p	tail_from_lodec_t2p	dec0_t3	dec1_t3	dec2_t3	dec3_t3	dec4_t3	dec5_t3	dec6_t3	dec7_t3	dec8_t3	dec9_t3	slope_t3	dec_lo_t3	dec_mid_t3	dec_hi_t3	tail_from_hidec_t3	tail_from_lodec_t3
S1n2_gauss	V	6876	1.25909e+08	0.00829121	0.680774	0.00712624	0.150329	0.495369	0.741441	0.000149703	0.997964	0.0004363	1	1	1	0.0128772	0.0607459	0.118196	11.6741	8.15478	77.6568	16.462	15295	0.00504215	16499	0.00534682	17144.5	0.00495817	17659	0.00608758	18110.5	0.00621946	18568.5	0.00753641	19026	0.0090368	19560	0.00894024	20280	0.0118515	21429	0.0149932	3.52725	0.00504215	0.00687794	0.0149932	0.21344	0.0488017	0	0	8.35594e-05	3.82856e-05	5.71469e-05	0	0.000430845	0	0.00039526	0.000373252	10.3709	0	2.85735e-05	0.000373252	0.294286	0
S1n2_gauss	W	7781	1.31492e+08	0.0086357	0.453798	0.000128518	0.0849845	0.310651	0.505521	0	1	0	nan	nan	nan	0.0114893	0.0554601	0.109163	7.39681	5.60135	nan	nan	15517	0.00602917	16008	0.00617297	16303	0.00616733	16563	0.00627108	16772	0.00740373	16991	0.00881747	17223.5	0.00885009	17477	0.00938463	17786	0.0115791	18333.5	0.0144587	5.64077	0.00602917	0.0081106	0.0144587	0.18277	0.0637265	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S2_gauss	U	7856	2.32075e+08	0.243252	0	0.992617	0.0183862	0.0806881	0.149735	0.122375	0.000636456	0.783223	0.020264	0.0828353	0.153512	0.0127539	0.0598727	0.116234	1.44162	1.34766	1.58885	1.38352	25951	0.174815	27042.5	0.200821	27911.5	0.216285	28701.5	0.234122	29245.5	0.244148	29742	0.251151	30201	0.2565	30963	0.263736	31917	0.270945	33913	0.293441	1.88433	0.174815	0.24765	0.293441	0.140046	0.0617595	0.0849644	0.0986545	0.108123	0.121062	0.126017	0.13138	0.132728	0.134993	0.135081	0.138231	1.84543	0.0849644	0.128699	0.138231	0.131136	0.0596659
S2_gauss	V	7856	2.3554e+08	0.237906	0	0.989562	0.0224997	0.0930963	0.16609	0.112446	0.00216395	0.651477	0.0247639	0.0981737	0.174666	0.0143467	0.0654842	0.124374	1.56828	1.42166	1.7261	1.4992	25131.5	0.165559	26867	0.201549	27906	0.218485	28674	0.233243	29222.5	0.235566	29796	0.240216	30538	0.248341	31572	0.256038	33181	0.26189	36455	0.285121	1.34681	0.165559	0.237891	0.285121	0.148883	0.0575245	0.079077	0.0988397	0.109816	0.121128	0.119126	0.12007	0.128023	0.125485	0.113588	0.103559	0.635029	0.079077	0.119598	0.103559	0.114411	0.0581315
S2_gauss	W	7855	1.31748e+08	0.0020465	0.000763845	0	0.0554441	0.160424	0.243321	0.00104425	0.182177	0	0.0545218	0.168871	0.300557	0.0105495	0.0517492	0.102683	5.2556	3.10003	5.16817	3.26327	16450	0.000908392	16496	0.000902075	16579	0.00142081	16681	0.00177652	16756	0.00192567	16818	0.00235111	16869	0.00264317	16915	0.00270796	16970	0.00265269	17152	0.00308557	32.3013	0.000908392	0.00213839	0.00308557	0.154623	0.0435089	0.000252051	0.000384676	0.000716659	0.000865107	0.000901636	0.00108162	0.00107929	0.00135244	0.00167486	0.0020676	46.2663	0.000252051	0.00099163	0.0020676	0.203056	0.0236593
S3_gauss	U	7856	2.57049e+08	0.285932	0	0.99389	0.0175019	0.0778335	0.14564	0.143408	0.0014002	0.894603	0.01864	0.0818686	0.151883	0.0132258	0.0609509	0.117636	1.32332	1.27699	1.40937	1.34319	27918.5	0.20533	29762.5	0.245963	30866	0.26559	31658	0.276386	32258	0.281657	32903	0.28726	33606	0.296828	34549	0.30994	35697	0.32194	37790	0.336513	1.56715	0.20533	0.284459	0.336513	0.138279	0.0601927	0.0910419	0.119336	0.134396	0.140327	0.144171	0.147707	0.153408	0.162037	0.165894	0.158504	1.81843	0.0910419	0.145939	0.158504	0.129863	0.0532136
S3_gauss	V	7856	2.5191e+08	0.276456	0	0.995545	0.0202062	0.0833597	0.152331	0.136693	0.00509165	0.858961	0.0201403	0.0854811	0.157967	0.0136516	0.0631458	0.120936	1.48013	1.32012	1.47531	1.35371	27213.5	0.201433	28736	0.232492	29894.5	0.250198	30914	0.272159	31582.5	0.277096	32215.5	0.279276	32861	0.283491	33764	0.2969	35082	0.310599	37952	0.327114	1.41905	0.201433	0.278186	0.327114	0.142926	0.0609553	0.0928985	0.113271	0.123632	0.138965	0.141713	0.144543	0.146755	0.150945	0.154395	0.145036	1.37499	0.0928985	0.143128	0.145036	0.128165	0.056855
S3_gauss	W	7855	1.34283e+08	0.00366049	0.000254615	0	0.037232	0.151693	0.284388	0.00120558	0.0141311	0	0.0422144	0.150901	0.280966	0.0105368	0.052324	0.104455	3.53352	2.8991	4.00638	2.88396	16178	0.00160957	16470.5	0.00390314	16641	0.00733096	16801	0.00621809	17011.5	0.00457336	17230	0.00284526	17432	0.00271317	17615	0.00270068	17738	0.00273839	17850	0.00216551	-3.66391	0.00160957	0.00370931	0.00216551	0.0617162	0.0416629	0.000777709	0.000899066	0.000807984	0.000897827	0.00102084	0.00162383	0.00160763	0.00185577	0.00215845	0.000329652	3.74522	0.000777709	0.00132233	0.000329652	0.0285259	0.0611225
S5_gauss	U	6933	1.26786e+08	0.00381003	0.702438	0.000288475	0.168878	0.518635	0.755555	8.90557e-05	0.994375	0	1	1	1	0.012127	0.0577014	0.112061	13.9258	8.98826	82.4603	17.3306	16543.5	0.00214911	17155	0.00331436	17539	0.0039292	17833	0.00309478	18102	0.00393126	18365	0.00297047	18646	0.00346845	18947	0.00384143	19359	0.00501163	20274	0.00586934	3.93947	0.00214911	0.00345086	0.00586934	0.172629	0.050733	0	1.1678e-05	5.6533e-05	5.949e-05	2.89427e-05	0.000180728	6.78904e-05	0.000124018	0.000138465	0.000190108	14.0529	0	0.000104836	0.000190108	0.239217	0
S5_gauss	V	6812	1.23246e+08	0.00379916	0.69862	0.000880799	0.174543	0.525407	0.768566	4.11614e-05	0.998972	0	1	1	1	0.0117876	0.0568262	0.11132	14.8073	9.24586	84.8346	17.5975	16304.5	0.00216372	17041	0.00292739	17414	0.00308462	17714	0.00376693	17975	0.00347705	18235	0.00388963	18515	0.00436751	18834	0.00406975	19211	0.00383962	20019	0.00586108	4.12533	0.00216372	0.00368334	0.00586108	0.171737	0.0498726	0	1.29138e-06	0	0	0	8.65507e-05	0	0	4.21466e-05	0.000250076	29.0508	0	4.32754e-05	0.000250076	0.676326	0
S5_gauss	W	7751	1.30165e+08	0.00477017	0.448458	0	0.0840738	0.308046	0.499925	0	1	0	nan	nan	nan	0.0108587	0.053072	0.105045	7.74255	5.80431	nan	nan	16015.5	0.00367068	16310	0.00411589	16477	0.00374151	16612	0.0041193	16730	0.00437437	16848	0.00463351	16969	0.00449271	17114	0.00519391	17275	0.0056278	17587	0.00746575	7.05875	0.00367068	0.00450394	0.00746575	0.164405	0.0732058	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_raw	U	7590	950585	0.230199	0.124769	0.681291	0.0491368	0.184493	0.315003	0.0971396	0.330698	0.385639	0.0666788	0.237098	0.387942	0.0223195	0.0968215	0.17865	2.20152	1.90549	2.98747	2.44882	44.6627	0.240515	68.9691	0.241467	85.5281	0.2427	99.7613	0.234851	114.5	0.229038	129.635	0.203465	144.768	0.218039	160.957	0.215712	182	0.223715	216.712	0.257645	-0.0366152	0.240515	0.216252	0.257645	0.19995	0.0351384	0.0788872	0.0889702	0.0965503	0.0925809	0.0928594	0.0924766	0.0903489	0.0914504	0.100684	0.115836	0.16122	0.0788872	0.092668	0.115836	0.213035	0.027312
S1_raw	V	7608	923068	0.237843	0.126052	0.689012	0.0463321	0.180505	0.310824	0.0975561	0.344111	0.382755	0.0660133	0.240855	0.398121	0.023136	0.0981505	0.18133	2.0026	1.83906	2.85328	2.45394	41.833	0.244046	65.4297	0.257769	82.5684	0.249995	97.1006	0.259025	110.966	0.234977	125.727	0.225892	139.653	0.234502	156	0.230848	176.875	0.222359	212.394	0.24476	-0.058027	0.244046	0.230435	0.24476	0.186389	0.0331328	0.0808173	0.0900673	0.0956982	0.104683	0.0959852	0.0960901	0.0988083	0.0954049	0.0956162	0.10423	0.114264	0.0808173	0.0960376	0.10423	0.193513	0.0267501
S1_raw	W	7852	1.03345e+07	0.0212872	0.0980642	0.000254712	0.0400037	0.157685	0.273898	0.00977181	0.344498	0	0.0585441	0.2182	0.370492	0.0110843	0.0538659	0.106335	3.60903	2.92736	5.2817	4.0508	1245.05	0.00956925	1269.88	0.0122705	1285.51	0.015231	1297.75	0.0170863	1308.82	0.0184597	1319.95	0.0206996	1331.29	0.0224044	1344.79	0.0253817	1363.12	0.0292468	1393.23	0.0397759	12.3628	0.00956925	0.0195796	0.0397759	0.198691	0.0424069	0.00450018	0.00550696	0.00658515	0.00761401	0.00827782	0.00976219	0.010101	0.0117979	0.014103	0.0181758	12.6568	0.00450018	0.00902001	0.0181758	0.197786	0.0434442
S1_rawdecon	U	5760	4.26846e+09	0.440204	0.14375	0.772396	0.0543013	0.208886	0.35181	0.175985	0.316667	0.505208	0.0702956	0.266422	0.439515	0.0425946	0.165428	0.285426	1.27484	1.2627	1.65034	1.6105	94453.6	0.197332	182608	0.245839	272984	0.288286	380718	0.331996	499074	0.339086	641332	0.377077	817604	0.420507	1.03803e+06	0.461975	1.34862e+06	0.485648	1.9798e+06	0.517398	0.329442	0.197332	0.358081	0.517398	0.335478	0.00551876	0.0751565	0.0826648	0.0962141	0.116186	0.124851	0.137158	0.15353	0.17438	0.196575	0.229622	0.388387	0.0751565	0.131005	0.229622	0.372419	0.0052576
S1_rawdecon	V	6380	2.37321e+09	0.44243	0.116771	0.796238	0.0532895	0.197225	0.334585	0.16982	0.310972	0.503135	0.0763254	0.273795	0.44419	0.0411579	0.155546	0.266894	1.29476	1.26795	1.85446	1.76022	62422.3	0.226838	117276	0.26229	165492	0.316466	216757	0.343283	275424	0.385277	331892	0.400972	406344	0.439679	500288	0.460601	644004	0.485711	916152	0.512815	0.327962	0.226838	0.393124	0.512815	0.309353	0.00812258	0.0838484	0.0823504	0.104433	0.117116	0.133648	0.140123	0.154297	0.172608	0.191738	0.21842	0.399197	0.0838484	0.136886	0.21842	0.343276	0.00782224
S1_rawdecon	W	6098	1.62595e+09	0.446687	0.144966	0.764677	0.0539819	0.206354	0.348816	0.184935	0.315513	0.513775	0.0690602	0.261755	0.434276	0.0401102	0.157069	0.270349	1.34584	1.31378	1.72176	1.66649	39466.7	0.179666	77379.7	0.265073	111082	0.293644	150454	0.317997	191664	0.344751	238120	0.41371	296106	0.435571	369620	0.470564	468409	0.490771	675969	0.532353	0.383127	0.179666	0.37923	0.532353	0.321796	0.00568587	0.0665272	0.0981896	0.106353	0.116954	0.129261	0.157619	0.176361	0.18619	0.207152	0.239078	0.450459	0.0665272	0.14344	0.239078	0.349063	0.00508527
S1_wiener	U	7152	1.29925e+08	0.00390291	0.692254	0.000139821	0.162189	0.508864	0.748581	7.95458e-05	0.995805	0	1	1	1	0.0122938	0.0573817	0.111702	13.1928	8.86805	81.342	17.4271	16458.5	0.00252739	17058	0.00343637	17434	0.00350536	17702	0.00329473	17980	0.00368778	18243	0.00402106	18523	0.00339111	18817	0.00415136	19232	0.00464135	20060	0.00589881	3.56192	0.00252739	0.00385442	0.00589881	0.168825	0.0584023	1.25452e-05	4.80869e-05	0	4.58808e-05	1.6022e-05	2.79842e-05	2.89212e-05	9.15987e-05	3.63394e-06	0.000467376	8.23042	1.25452e-05	2.20031e-05	0.000467376	0.656313	0.0142235
S1_wiener	V	7059	1.26751e+08	0.00375908	0.692166	0	0.159851	0.50756	0.753681	2.66664e-05	0.999433	0	1	1	1	0.0117976	0.0563555	0.110703	13.5495	9.0064	84.7629	17.7445	16220	0.0024122	16932	0.00301649	17315	0.00273376	17614	0.00332703	17860	0.00387896	18118	0.00376296	18387	0.00390035	18691	0.00416462	19057	0.00466726	19744	0.00523872	4.00535	0.0024122	0.00382096	0.00523872	0.154065	0.0561339	0	0	0	0	0	0	0	0	0	0.000241215	nan	0	0	0.000241215	1	0
S1_wiener	W	7774	1.30325e+08	0.00470423	0.450862	0	0.0842582	0.309566	0.501626	0	1	0	nan	nan	nan	0.0108251	0.0530355	0.104979	7.78363	5.83697	nan	nan	15993	0.00358831	16283	0.00390119	16450	0.00367959	16583	0.00402069	16702	0.00430519	16819	0.00461636	16940	0.0043796	17084	0.00525875	17244	0.00546823	17552	0.00755029	7.50607	0.00358831	0.00446077	0.00755029	0.168492	0.0725664	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0
S1_rawdecon_abs	U	7858	8.54445e+09	0.521992	0	0.999491	0.0341472	0.132743	0.229144	0.224958	0	0.861288	0.0407924	0.157421	0.269112	0.0310888	0.121997	0.213236	1.09838	1.08808	1.31213	1.29037	455126	0.535149	600434	0.526447	703082	0.531571	800909	0.518713	901149	0.516843	1.01366e+06	0.513777	1.14594e+06	0.515633	1.32398e+06	0.51876	1.61386e+06	0.510327	2.19676e+06	0.535308	-0.0112014	0.535149	0.51531	0.535308	0.218456	0.0417098	0.226421	0.215741	0.225495	0.224577	0.213974	0.220495	0.222237	0.218258	0.217804	0.243455	0.027208	0.226421	0.217235	0.243455	0.230537	0.0409488
S1_rawdecon_abs	V	7858	4.71031e+09	0.528778	0	0.999236	0.0297365	0.116586	0.20467	0.225576	0	0.860906	0.0384534	0.147371	0.25473	0.0271281	0.105802	0.187455	1.09615	1.10193	1.41748	1.3929	289859	0.52777	376749	0.532649	429402	0.517939	480471	0.522164	529326	0.531474	579633	0.528598	639871	0.531319	718519	0.530721	833718	0.523764	1.06408e+06	0.534577	0.00758973	0.52777	0.530036	0.534577	0.189314	0.0467052	0.224771	0.223964	0.214619	0.214481	0.224292	0.214813	0.233845	0.222193	0.223707	0.240267	0.0465668	0.224771	0.219553	0.240267	0.199457	0.0466276
S1_rawdecon_abs	W	7858	3.17701e+09	0.530901	0	0.999109	0.0314531	0.124482	0.217262	0.233969	0	0.874905	0.0376773	0.149822	0.259901	0.027547	0.110587	0.195399	1.1418	1.12565	1.36774	1.35479	186710	0.522307	241084	0.527583	279198	0.528285	314479	0.5212	350914	0.525563	388102	0.531196	432954	0.523041	490476	0.526121	571803	0.535239	751619	0.545046	0.0232225	0.522307	0.52838	0.545046	0.2004	0.0440061	0.213421	0.217825	0.224016	0.225627	0.228872	0.231134	0.225912	0.233491	0.244278	0.251345	0.113039	0.213421	0.230003	0.251345	0.209696	0.040802
