det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	659	660	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	806	810	5	3.14	3.29	-173.4	86.2	128.9	1.50	1.70	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.80	3live:i/3live:i/1blank:i/3live:i/3live:t	0			
pdhd	028084_0	61	0	3775	3777	3	2.07	0.34	-2.3	407.1	245.9	1.29	2.38	2	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i	0			
pdhd	028084_0	91	0	3794	3809	16	9.58	10.15	6.2	22.0	428.3	2.09	2.16	3	D-blank-term	1	0.65	0.00	0.65	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/3live:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i	0	13.61		
pdhd	028084_0	91	0	3891	3893	3	1.82	2.04	39.3	55.0	413.1	1.90	1.74	3	GAP-short	0	1.00	0.00	1.00	0.00	0.33	0.00	0.00	0.00	1blank:t/3live:i/1blank:i/3live:i/1blank:t	0			
pdhd	028084_1	33	0	407	757	351	219.21	210.94	-56.9	487.1	317.1	63.36	3.03	3	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	765	811	47	30.16	29.29	-55.9	388.4	387.7	14.61	1.59	3	FIT	0	0.07	0.00	0.07	0.30	0.00	0.00	0.00	1.00	1dead:i/1dead:t	0			
pdhd	028084_1	33	0	819	839	21	13.19	13.20	-55.9	368.1	402.5	6.99	0.88	3	FIT	0	0.15	0.00	0.15	0.43	0.00	0.00	0.00	1.00	1dead:i/1dead:t	0			
pdhd	028084_1	33	0	845	907	63	41.78	40.09	-55.8	344.7	419.4	20.45	2.66	3	FIT	0	0.04	0.00	0.04	0.35	0.00	0.00	0.00	0.89	1dead:i/1dead:t/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	912	969	58	37.64	36.61	-56.0	312.3	442.6	13.65	2.92	3	GAP-live	0	0.30	0.00	0.30	0.48	0.00	0.00	0.00	0.29	1dead:i/1dead:t	0			
pdhd	028084_1	33	0	975	977	3	1.71	2.47	-56.1	294.4	455.3	0.79	1.19	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:t	0			
pdhd	028084_1	33	0	986	987	2	1.21	1.79	-55.9	289.4	459.2	0.94	1.20	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	1dead:t/1dead:i	0			
pdhd	028084_1	38	0	1138	1139	2	1.06	1.70	-184.4	514.5	107.0	1.03	1.13	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:t/1blank:i	0	2.62		
pdhd	028084_1	39	0	1772	1773	2	1.35	2.00	-40.1	93.0	242.1	1.29	1.32	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:i	0			
pdhd	028084_1	39	0	1775	1782	8	5.67	4.87	-41.1	95.5	239.5	3.25	3.77	3	GAP-live	0	0.40	0.00	0.40	0.00	0.00	0.00	0.00	0.00	1blank:i/3live:i/3live:i/3live:i	0			
pdhd	028084_1	39	0	1790	1792	3	1.82	1.58	-42.4	96.1	233.5	1.22	1.24	3	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i	0	1.60		
pdhd	028084_1	39	0	1796	1813	18	20.02	20.34	-43.7	106.9	232.2	8.30	1.37	3	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:t/1blank:i	0			
