i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
140	-16.06	590	0.94	interior	1blank	V	14369	0	13355	000	13871	1	-	-	-	-	1.25		-1	-1	1/1					4
141	-15.77	593	1.06	terminal	1blank	V	16900	0	7160	000	12978	1	path	closely_other	0.30	0.431	1.48	S0	-1	-1	1/1					3
142	-14.96	598	1.35	terminal	1blank	V	19395	0	16814	000	18150	1	connect	closely_other	0.81	1.158	2.04	S0	-1	-1	1/1					3
143	-14.28	607	0.98	interior	1blank	V	12406	0	12441	000	12424	1	path	closely_other	0.68	0.982	1.48		-1	-1	1/1					2
144	-13.22	616	0.91	interior	2blank+	VW	14211	0	0	010	0	1	connect	closely_other	1.06	2.027	1.06		-1	-1	0/0					3
145	-12.15	623	0.44	terminal	1dead	V	5478	0	2956	010	4401	1	path	closely_other	1.06	2.120	0.00		-1	-1	1/1					3
146	-11.85	627	0.60	interior	2blank+	VW	12987	0	0	010	0	1	path	closely_other	0.30	0.590	0.30		-1	-1	0/1					2
147	-10.97	626	0.36	terminal	3live	-	12987	7698	18042	000	13582	1	connect	closely_same	0.88	1.437	0.00		-1	-1	1/1					2
148	-10.38	636	0.35	terminal	3live	-	30790	50586	20777	000	36234	1	connect	closely_other	0.59	0.550	0.00		-1	-1	1/1					3
149	-10.08	640	0.42	interior	3live	-	25246	49579	16339	000	33478	1	path	closely_other	0.30	0.263	0.30		-1	-1	1/1					3
150	-9.20	639	0.41	interior	1dead	U	0	49579	1840	100	35082	1	connect	closely_same	0.88	0.983	0.89		-1	-1	1/1					3
151	-8.14	647	0.48	terminal	3live	-	6871	4301	3451	000	5087	1	path	closely_other	1.06	1.299	0.00		-1	-1	1/1					3
152	-7.07	651	0.32	interior	2blank+	UW	0	11285	0	101	0	1	path	closely_other	1.06	1.807	0.93		-1	-1	0/1					2
