i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
23	5.18	245	0.93	terminal	1dead	U	0	19596	23821	100	21811	1	path	closely_other	0.98	1.040	0.00		0/0	0/0	0/0			0	0	0
24	5.77	247	0.48	terminal	1dead	U	0	14277	8691	100	11819	1	connect	closely_other	0.59	0.567	0.00		0/0	1/1	1/1			0	2	3
25	6.65	248	0.98	interior	1dead	U	0	10876	8691	100	9844	1	connect	closely_same	0.88	0.877	0.59		0/0	1/1	1/1			0	2	3
26	7.25	251	0.58	terminal	1dead	U	0	55634	4301	100	39456	1	path	closely_other	0.59	0.557	0.00		0/0	1/1	1/1			0	2	3
27	7.54	254	0.42	interior	1dead	U	0	47257	2099	100	33448	1	connect	closely_other	0.30	0.263	0.30		0/0	1/1	1/1			0	3	4
28	7.84	256	0.27	terminal	1dead	U	0	34878	815	100	24669	1	path	closely_other	0.30	0.268	0.00		0/0	1/1	1/1			0	2	2
29	8.14	259	0.11	interior	1dead	U	0	20328	227	100	14375	1	path	closely_other	0.30	0.278	0.30		0/0	1/1	1/1			0	2	4
30	9.02	260	0.84	interior	1dead	U	0	5563	227	100	3937	1	connect	closely_same	0.88	0.906	0.93		0/0	1/1	1/1			0	2	4
31	9.83	263	0.89	interior	1blank	U	0	14033	18079	000	16183	1	path	closely_other	0.81	0.823	0.30		0/0	1/1	1/1			0	2	3
32	10.12	264	0.75	terminal	1blank	U	0	18358	14823	000	16684	1	path	closely_other	0.30	0.282	0.00		0/0	1/1	1/1			0	2	3
33	10.80	266	0.97	interior	1blank	U	0	20102	6137	000	14862	1	connect	closely_other	0.68	0.650	0.30		0/0	1/1	1/1			0	3	4
34	11.10	267	0.94	terminal	1blank	U	0	20391	8057	000	15503	1	path	closely_other	0.30	0.284	0.00		0/0	0/0	0/0			0	0	0
35	11.69	269	0.88	interior	1blank	U	0	10430	11328	000	10888	1	path	closely_other	0.59	0.577	0.59		0/0	1/1	1/1			0	2	4
36	12.57	270	1.55	interior	1blank	U	0	11293	11328	000	11311	1	path	closely_same	0.88	0.874	1.06	S2	0/0	1/1	1/1			0	2	4
37	13.64	271	1.40	interior	2blank+	UV	0	0	13869	000	0	1	path	closely_other	1.06	1.163	2.13	S2	0/0	0/1	1/1			0	2	4
38	14.23	272	1.41	interior	1blank	U	0	2876	16201	000	11635	1	connect	closely_other	0.59	0.647	1.72	S2	0/0	1/1	1/1			0	1	4
39	14.82	273	1.43	interior	1blank	U	0	10891	11918	000	11416	1	path	closely_other	0.59	0.584	1.25	S2	0/0	0/0	1/1			0	0	3
40	15.71	274	0.55	interior	1blank	U	0	10891	3776	000	8151	1	path	closely_same	0.88	0.887	0.89		0/0	0/0	1/1			0	0	3
