i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
0	-15.56	101	1.92	interior	1dead	U	0	22348	5052	100	16201	1	-	-	-	-	1.42	S0	0/0	0/0	1/1			0	0	7
1	-15.27	112	2.17	interior	1dead	U	0	19893	7234	100	14968	1	path	closely_other	0.30	0.283	1.67	S0	0/0	0/0	1/1			0	0	7
2	-14.68	137	2.68	interior	1dead	U	0	11621	10077	100	10876	1	path	closely_other	0.59	0.578	2.21	S0	0/0	0/0	1/1			0	0	5
3	-6.95	145	0.97	terminal	1dead	U	0	11701	15678	100	13833	1	sbt	none	7.72	7.723	0.00		0/0	1/1	1/1			0	2	5
4	-6.66	151	1.13	interior	1dead	U	0	11235	15332	100	13441	1	path	closely_other	0.30	0.287	0.30	S1	0/0	1/1	1/1			0	2	5
5	-5.98	173	1.10	interior	1dead	U	0	16265	19707	100	18068	1	connect	closely_other	0.68	0.651	0.89	S1	0/0	1/1	1/1			0	2	5
6	-5.68	179	1.36	terminal	1dead	U	0	5979	21437	100	15737	1	path	closely_other	0.30	0.281	1.03	S1	0/0	1/1	1/1			0	2	5
7	-5.09	183	1.87	interior	2blank+	UV	0	0	14937	100	0	1	path	closely_other	0.59	0.638	1.45	S1	0/0	0/1	1/1			0	1	4
8	-4.50	188	2.40	interior	2blank+	UV	0	0	8244	100	0	1	path	closely_other	0.59	0.711	1.97	S1	0/0	0/0	0/0			0	0	0
9	-3.43	192	2.80	interior	2blank+	UV	0	0	22467	100	0	1	path	closely_other	1.06	1.276	2.52	S1	0/0	0/0	0/0			0	0	0
10	-2.84	196	3.38	interior	2blank+	UV	0	0	28723	100	0	1	path	closely_other	0.59	0.711	3.07	S1	0/0	0/0	0/0			0	0	0
11	-2.25	200	3.97	interior	2blank+	UV	0	0	9388	100	0	1	path	closely_other	0.59	0.711	3.60	S1	0/0	0/0	0/0			0	0	0
12	-1.18	204	4.73	interior	2blank+	UV	0	0	4769	100	0	1	path	closely_other	1.06	1.276	4.24	S1	0/0	0/0	0/0			0	0	0
13	-0.59	208	5.30	interior	2blank+	UV	0	0	15139	100	0	1	path	closely_other	0.59	0.711	4.78	S1	0/0	0/0	0/0			0	0	0
14	0.00	212	5.88	interior	2blank+	UV	0	0	22037	100	0	1	connect	closely_other	0.59	0.711	4.82	S1	0/0	0/0	0/0			0	0	0
15	0.59	217	4.69	interior	2blank+	UV	0	0	28578	100	0	1	path	closely_other	0.59	0.711	4.24	S1	0/0	0/0	0/0			0	0	0
16	1.19	221	4.16	interior	2blank+	UV	0	0	27131	100	0	1	path	closely_other	0.59	0.711	3.66	S1	0/0	0/0	0/0			0	0	0
17	1.48	225	3.90	interior	2blank+	UV	0	0	25593	100	0	1	path	closely_other	0.30	0.355	3.37	S1	0/0	0/0	0/0			0	0	0
18	2.07	229	3.38	interior	2blank+	UV	0	0	18043	100	0	1	path	closely_other	0.59	0.711	2.80	S1	0/0	0/0	0/0			0	0	0
19	2.67	233	2.86	interior	2blank+	UV	0	0	9189	100	0	1	path	closely_other	0.59	0.711	2.25	S1	0/0	0/0	0/0			0	0	0
20	3.26	235	2.35	interior	2blank+	UV	0	0	4052	100	0	1	path	closely_other	0.59	0.711	1.71	S1	0/0	0/0	0/0			0	0	0
21	3.90	241	1.69	interior	2blank+	UV	0	0	14950	100	0	1	path	closely_other	0.64	0.773	1.18	S1	0/0	0/0	0/0			0	0	0
22	4.20	243	1.49	interior	2blank+	UV	0	0	17096	100	0	1	path	closely_other	0.30	0.355	0.98	S1	0/0	0/0	0/0			0	0	0
