label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	6.49733	4.81156	2.64757	0.207357	7.00961	1.09798	1.22356	4	4.872	2.3	6.49733e-07	2.64757
all	share	U	4.73911	2.75843	2.27583	0.133022	5.17941	0.605471	1.09951	4	4.872	2.3	4.73911e-07	2.27583
all	rms	V	2.92687	4.05905	2.74718	0.197046	7.54699	1.08264	4.69845	4	4.872	2.304	2.92687e-07	2.74718
all	share	V	4.7048	2.24828	2.3292	0.115133	5.42515	0.536336	0.968851	4	4.872	2.304	4.7048e-07	2.3292
all	rms	W	2.44628	3.08204	1.94821	0.217962	3.79554	0.849275	1.02938	4	4.872	1.176	2.44628e-07	1.94821
all	share	W	4.99576	1.007	1.07623	0.115584	1.15826	0.248789	0.841447	4	4.872	1.176	4.99576e-07	1.07623
all	rms	U(joint)	3.42232	2.18654	2.76019	0.126152	7.61863	0.696406	7.47501	14	4.872	2.3	3.42232e-07	2.76019
all	rms	V(joint)	3.42232	2.18654	2.72544	0.129461	7.42804	0.705676	7.47501	14	4.872	2.304	3.42232e-07	2.72544
all	rms	W(joint)	3.42232	2.18654	1.8834	0.171189	3.54719	0.644832	7.47501	14	4.872	1.176	3.42232e-07	1.8834
all	share	U(joint)	4.92636	0.871909	2.26787	0.0733347	5.14321	0.332626	2.92888	14	4.872	2.3	4.92636e-07	2.26787
all	share	V(joint)	4.92636	0.871909	2.31932	0.0693195	5.37926	0.321549	2.92888	14	4.872	2.304	4.92636e-07	2.31932
all	share	W(joint)	4.92636	0.871909	1.08318	0.103245	1.17327	0.223665	2.92888	14	4.872	1.176	4.92636e-07	1.08318
phase:full	rms	U	6.83878	4.326	2.64173	0.185681	6.97876	0.981041	1.61246	4	4.872	2.3	6.83878e-07	2.64173
phase:full	share	U	4.78345	2.5367	2.39384	0.11664	5.73045	0.558436	1.36001	4	4.872	2.3	4.78345e-07	2.39384
phase:full	rms	V	3.46673	3.97106	2.73578	0.177825	7.48451	0.972982	5.45426	4	4.872	2.304	3.46673e-07	2.73578
phase:full	share	V	4.70306	2.33601	2.45329	0.105972	6.01861	0.519961	1.02959	4	4.872	2.304	4.70306e-07	2.45329
phase:full	rms	W	2.9616	3.00614	1.92244	0.229496	3.69578	0.882386	0.939332	4	4.872	1.176	2.9616e-07	1.92244
phase:full	share	W	4.90385	1.04567	1.20839	0.119212	1.46022	0.288111	0.600157	4	4.872	1.176	4.90385e-07	1.20839
phase:full	rms	U(joint)	4.01304	2.09654	2.74497	0.116326	7.53488	0.638624	8.57399	14	4.872	2.3	4.01304e-07	2.74497
phase:full	rms	V(joint)	4.01304	2.09654	2.71366	0.115482	7.36395	0.626755	8.57399	14	4.872	2.304	4.01304e-07	2.71366
phase:full	rms	W(joint)	4.01304	2.09654	1.84582	0.177354	3.40707	0.654727	8.57399	14	4.872	1.176	4.01304e-07	1.84582
phase:full	share	U(joint)	4.85956	0.893277	2.39076	0.0667007	5.71575	0.318931	2.99693	14	4.872	2.3	4.85956e-07	2.39076
