label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	1.68707	2.29835	2.71922	0.0633908	7.39414	0.344746	4.54797	4	8.8	0	1.68707e-07	2.71922
all	share	U	-0.120016	0.845086	1.6737	0.0376235	2.80127	0.125941	1.07696	4	8.8	0	-1.20016e-08	1.6737
all	truth	U	1.95193	2.31965	2.72664	0.0635873	7.43455	0.346759	4.40431	4	8.8	0	1.95193e-07	2.72664
all	rms	V	2.60196	2.40464	2.37535	0.0621875	5.64228	0.295434	2.36264	4	8.8	0	2.60196e-07	2.37535
all	share	V	0.190212	0.73945	1.5349	0.0355203	2.35593	0.109041	2.40523	4	8.8	0	1.90212e-08	1.5349
all	truth	V	2.51544	2.54001	2.44403	0.0630261	5.97329	0.308076	2.89762	4	8.8	0	2.51544e-07	2.44403
all	rms	W	-0.643211	0.257161	0.721447	0.0291654	0.520485	0.0420826	7.21149	4	8.8	0	-6.43211e-08	0.721447
all	share	W	-0.324548	0.115947	0.623247	0.013859	0.388436	0.0172752	0.554172	4	8.8	0	-3.24548e-08	0.623247
all	truth	W	-0.782897	0.297682	0.764656	0.0317523	0.584699	0.0485592	7.1427	4	8.8	0	-7.82897e-08	0.764656
all	rms	U(joint)	-0.578474	0.254135	2.7739	0.0296908	7.69451	0.164718	16.9065	14	8.8	0	-5.78474e-08	2.7739
all	rms	V(joint)	-0.578474	0.254135	2.44248	0.0343438	5.96572	0.167768	16.9065	14	8.8	0	-5.78474e-08	2.44248
all	rms	W(joint)	-0.578474	0.254135	0.714448	0.0291395	0.510436	0.0416373	16.9065	14	8.8	0	-5.78474e-08	0.714448
all	share	U(joint)	-0.308729	0.11351	1.68118	0.0174987	2.82637	0.0588369	4.56013	14	8.8	0	-3.08729e-08	1.68118
all	share	V(joint)	-0.308729	0.11351	1.55552	0.0181451	2.41963	0.05645	4.56013	14	8.8	0	-3.08729e-08	1.55552
all	share	W(joint)	-0.308729	0.11351	0.621552	0.0136633	0.386327	0.0169848	4.56013	14	8.8	0	-3.08729e-08	0.621552
all	truth	U(joint)	-0.695203	0.293285	2.79001	0.0299313	7.78414	0.167017	17.4315	14	8.8	0	-6.95203e-08	2.79001
all	truth	V(joint)	-0.695203	0.293285	2.50883	0.0352622	6.29423	0.176934	17.4315	14	8.8	0	-6.95203e-08	2.50883
all	truth	W(joint)	-0.695203	0.293285	0.755769	0.0317027	0.571187	0.0479199	17.4315	14	8.8	0	-6.95203e-08	0.755769
phase:q1	rms	U	1.1188	2.38363	2.72767	0.0656336	7.44021	0.358054	3.47812	4	8.8	0	1.1188e-07	2.72767
phase:q1	share	U	0.0356606	1.38025	2.13071	0.0480484	4.53992	0.204754	0.848832	4	8.8	0	3.56606e-09	2.13071
phase:q1	truth	U	1.5722	2.44793	2.73831	0.0669124	7.49833	0.366453	3.25834	4	8.8	0	1.5722e-07	2.73831
phase:q1	rms	V	2.99952	2.99916	2.06488	0.0965885	4.26373	0.398887	0.200518	4	8.8	0	2.99952e-07	2.06488
phase:q1	share	V	0.697597	1.26565	1.92321	0.0454734	3.69872	0.174909	5.92965	4	8.8	0	6.97597e-08	1.92321
phase:q1	truth	V	2.97559	3.00168	2.08747	0.0945173	4.35752	0.394604	0.183499	4	8.8	0	2.97559e-07	2.08747
phase:q1	rms	W	-1.07125	0.589508	1.25405	0.0362122	1.57264	0.0908238	0.690537	4	8.8	0	-1.07125e-07	1.25405
