label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	2.03888	1.25175	2.06137	0.087734	4.24926	0.361705	4.80718	4	7.9135	0	2.03888e-07	2.06137
all	share	U	3.9015	0.746742	1.6668	0.0542639	2.77823	0.180894	2.25378	4	7.9135	0	3.9015e-07	1.6668
all	truth	U	1.59096	1.39898	2.23262	0.0906649	4.98457	0.40484	4.88527	4	7.9135	0	1.59096e-07	2.23262
all	rms	V	11.3467	1.92535	2.24684	0.10955	5.0483	0.492281	6.43138	4	7.9135	0	1.13467e-06	2.24684
all	share	V	9.09936	1.53256	1.99305	0.0978259	3.97224	0.389943	3.26316	4	7.9135	0	9.09936e-07	1.99305
all	truth	V	13.7148	3.41688	3.2398	0.138781	10.4963	0.899248	4.91197	4	7.9135	0	1.37148e-06	3.2398
all	rms	W	7.06412	0.31659	0.572418	0.0433474	0.327662	0.0496257	0.197218	4	7.9135	0	7.06412e-07	0.572418
all	share	W	6.73521	0.278028	0.431733	0.0475035	0.186394	0.0410177	0.254488	4	7.9135	0	6.73521e-07	0.431733
all	truth	W	6.67917	0.32833	0.663363	0.0408755	0.44005	0.0542305	0.396055	4	7.9135	0	6.67917e-07	0.663363
all	rms	U(joint)	6.87561	0.303098	1.71353	0.0433981	2.93619	0.148728	32.1133	14	7.9135	0	6.87561e-07	1.71353
all	rms	V(joint)	6.87561	0.303098	2.47314	0.0383692	6.11643	0.189785	32.1133	14	7.9135	0	6.87561e-07	2.47314
all	rms	W(joint)	6.87561	0.303098	0.593223	0.0406351	0.351913	0.0482113	32.1133	14	7.9135	0	6.87561e-07	0.593223
all	share	U(joint)	6.46632	0.256869	1.48924	0.0322936	2.21783	0.0961856	21.4556	14	7.9135	0	6.46632e-07	1.48924
all	share	V(joint)	6.46632	0.256869	2.14445	0.0352492	4.59865	0.15118	21.4556	14	7.9135	0	6.46632e-07	2.14445
all	share	W(joint)	6.46632	0.256869	0.467873	0.0416231	0.218905	0.0389486	21.4556	14	7.9135	0	6.46632e-07	0.467873
all	truth	U(joint)	6.47688	0.318255	1.91241	0.042919	3.65732	0.164158	27.2575	14	7.9135	0	6.47688e-07	1.91241
all	truth	V(joint)	6.47688	0.318255	3.50474	0.0458328	12.2832	0.321264	27.2575	14	7.9135	0	6.47688e-07	3.50474
all	truth	W(joint)	6.47688	0.318255	0.683906	0.038817	0.467727	0.0530944	27.2575	14	7.9135	0	6.47688e-07	0.683906
