label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
phase:full	rms	V	-3.9436	5.93557	3.88893	0.202077	15.1237	1.57173	3.24586	4	6.129	2.717	-3.9436e-07	3.88893
phase:full	share	V	5.76645	4.0085	3.1576	0.166204	9.97043	1.04961	1.33269	4	6.129	2.717	5.76645e-07	3.1576
phase:full	rms	W	17.0962	10.7632	2.65177	0.47203	7.03186	2.50343	11.708	4	6.129	1.46	1.70962e-06	2.65177
phase:full	share	W	14.0968	4.11462	1.10008	0.34642	1.21018	0.762179	10.3605	4	6.129	1.46	1.40968e-06	1.10008
phase:full	rms	U(joint)	2.76899	3.64031	4.03089	0.122631	16.2481	0.988622	18.9037	14	6.129	3.21	2.76899e-07	4.03089
phase:full	rms	V(joint)	2.76899	3.64031	3.67637	0.149541	13.5157	1.09953	18.9037	14	6.129	2.717	2.76899e-07	3.67637
phase:full	rms	W(joint)	2.76899	3.64031	3.15271	0.226592	9.9396	1.42876	18.9037	14	6.129	1.46	2.76899e-07	3.15271
phase:full	share	U(joint)	8.76001	2.28087	3.56656	0.0920413	12.7204	0.656543	14.3156	14	6.129	3.21	8.76001e-07	3.56656
phase:full	share	V(joint)	8.76001	2.28087	3.04724	0.119812	9.28569	0.730195	14.3156	14	6.129	2.717	8.76001e-07	3.04724
phase:full	share	W(joint)	8.76001	2.28087	1.43495	0.185746	2.05909	0.533075	14.3156	14	6.129	1.46	8.76001e-07	1.43495
phase:q1	rms	U	5.11673	6.63239	3.81508	0.184804	14.5548	1.41008	2.06571	4	6.129	3.21	5.11673e-07	3.81508
phase:q1	share	U	0.515993	3.69253	3.5307	0.133686	12.4658	0.944009	3.72057	4	6.129	3.21	5.15993e-08	3.5307
phase:q1	rms	V	-1.80637	6.2582	3.62242	0.214469	13.1219	1.55379	3.81438	4	6.129	2.717	-1.80637e-07	3.62242
phase:q1	share	V	3.54818	3.75728	2.88074	0.163851	8.29868	0.944023	3.50828	4	6.129	2.717	3.54818e-07	2.88074
phase:q1	rms	W	-5.25735	10.0592	3.88515	0.345212	15.0944	2.6824	10.8792	4	6.129	1.46	-5.25735e-07	3.88515
phase:q1	share	W	1.59691	4.65795	2.55825	0.250257	6.54463	1.28044	9.35472	4	6.129	1.46	1.59691e-07	2.55825
phase:q1	rms	U(joint)	0.313696	4.14696	3.92723	0.134298	15.4232	1.05484	17.7052	14	6.129	3.21	3.13696e-08	3.92723
phase:q1	rms	V(joint)	0.313696	4.14696	3.55413	0.156688	12.6319	1.11378	17.7052	14	6.129	2.717	3.13696e-08	3.55413
phase:q1	rms	W(joint)	0.313696	4.14696	3.71384	0.21749	13.7926	1.61544	17.7052	14	6.129	1.46	3.13696e-08	3.71384
phase:q1	share	U(joint)	1.9067	2.29254	3.48782	0.101242	12.1649	0.706225	16.9207	14	6.129	3.21	1.9067e-07	3.48782
phase:q1	share	V(joint)	1.9067	2.29254	2.94436	0.112578	8.66928	0.662941	16.9207	14	6.129	2.717	1.9067e-07	2.94436
phase:q1	share	W(joint)	1.9067	2.29254	2.54361	0.162635	6.46997	0.827361	16.9207	14	6.129	1.46	1.9067e-07	2.54361
phase:q2	rms	U	10.1951	8.46372	3.82898	0.216593	14.6611	1.65866	2.24579	4	6.129	3.21	1.01951e-06	3.82898
phase:q2	share	U	10.6375	5.59488	3.7367	0.145199	13.9629	1.08513	0.888102	4	6.129	3.21	1.06375e-06	3.7367
phase:q2	rms	V	0.3489	6.71313	3.83054	0.20693	14.673	1.58531	4.89918	4	6.129	2.717	3.489e-08	3.83054
phase:q2	share	V	8.35364	4.69571	3.31457	0.168999	10.9863	1.12031	3.93586	4	6.129	2.717	8.35364e-07	3.31457
phase:q2	rms	W	27.8535	10.7154	1.48635	0.678625	2.20924	2.01735	7.56212	4	6.129	1.46	2.78535e-06	1.48635
phase:q2	share	W	14.9508	4.66305	1.14736	0.321681	1.31644	0.73817	5.82759	4	6.129	1.46	1.49508e-06	1.14736
phase:q2	rms	U(joint)	8.753	4.72146	3.86182	0.144057	14.9137	1.11264	19.4808	14	6.129	3.21	8.753e-07	3.86182
phase:q2	rms	V(joint)	8.753	4.72146	3.59636	0.172409	12.9338	1.24009	19.4808	14	6.129	2.717	8.753e-07	3.59636
phase:q2	rms	W(joint)	8.753	4.72146	2.32178	0.263991	5.39066	1.22586	19.4808	14	6.129	1.46	8.753e-07	2.32178
phase:q2	share	U(joint)	11.4063	2.848	3.71976	0.0998279	13.8366	0.742672	11.6708	14	6.129	3.21	1.14063e-06	3.71976
phase:q2	share	V(joint)	11.4063	2.848	3.21884	0.127149	10.3609	0.818546	11.6708	14	6.129	2.717	1.14063e-06	3.21884
phase:q2	share	W(joint)	11.4063	2.848	1.3488	0.192811	1.81927	0.520127	11.6708	14	6.129	1.46	1.14063e-06	1.3488
phase:q3	rms	U	5.06114	7.61214	3.94747	0.219277	15.5826	1.73118	6.07423	4	6.129	3.21	5.06114e-07	3.94747
phase:q3	share	U	9.64061	5.97109	3.63615	0.196772	13.2216	1.43099	2.76111	4	6.129	3.21	9.64061e-07	3.63615
phase:q3	rms	V	3.22085	3.97148	3.55797	0.148232	12.6591	1.05481	3.22551	4	6.129	2.717	3.22085e-07	3.55797
phase:q3	share	V	10.6505	4.23147	3.14438	0.169707	9.88714	1.06725	1.24234	4	6.129	2.717	1.06505e-06	3.14438
phase:q3	rms	W	25.1225	11.3395	1.91499	0.60585	3.66719	2.3204	7.5648	4	6.129	1.46	2.51225e-06	1.91499
phase:q3	share	W	12.3464	3.94759	1.27745	0.264431	1.63188	0.675595	6.12639	4	6.129	1.46	1.23464e-06	1.27745
phase:q3	rms	U(joint)	5.50601	3.36269	3.9358	0.127148	15.4905	1.00086	20.1917	14	6.129	3.21	5.50601e-07	3.9358
phase:q3	rms	V(joint)	5.50601	3.36269	3.4864	0.135698	12.155	0.946195	20.1917	14	6.129	2.717	5.50601e-07	3.4864
phase:q3	rms	W(joint)	5.50601	3.36269	2.67616	0.240888	7.16182	1.28931	20.1917	14	6.129	1.46	5.50601e-07	2.67616
phase:q3	share	U(joint)	11.1942	2.59879	3.58945	0.115211	12.8841	0.827088	10.2992	14	6.129	3.21	1.11942e-06	3.58945
phase:q3	share	V(joint)	11.1942	2.59879	3.1262	0.128804	9.77313	0.805334	10.2992	14	6.129	2.717	1.11942e-06	3.1262
phase:q3	share	W(joint)	11.1942	2.59879	1.34247	0.191163	1.80222	0.513261	10.2992	14	6.129	1.46	1.11942e-06	1.34247
phase:q4	rms	U	2.97939	5.44443	4.02845	0.178632	16.2284	1.43922	3.04371	4	6.129	3.21	2.97939e-07	4.02845
phase:q4	share	U	7.72486	4.22238	3.40709	0.15532	11.6082	1.05838	1.47099	4	6.129	3.21	7.72486e-07	3.40709
phase:q4	rms	V	-9.51904	4.87367	4.06747	0.172156	16.5443	1.40048	2.77163	4	6.129	2.717	-9.51904e-07	4.06747
phase:q4	share	V	-1.31089	4.27232	3.15863	0.182409	9.97696	1.15233	1.69933	4	6.129	2.717	-1.31089e-07	3.15863
phase:q4	rms	W	2.12916	10.171	3.58817	0.36182	12.875	2.59655	13.5064	4	6.129	1.46	2.12916e-07	3.58817
phase:q4	share	W	9.34559	4.18956	2.05769	0.264011	4.2341	1.08651	9.79371	4	6.129	1.46	9.34559e-07	2.05769
phase:q4	rms	U(joint)	-3.27078	3.41986	4.20844	0.122415	17.711	1.03035	22.5652	14	6.129	3.21	-3.27078e-07	4.20844
phase:q4	rms	V(joint)	-3.27078	3.41986	3.86647	0.140235	14.9496	1.08443	22.5652	14	6.129	2.717	-3.27078e-07	3.86647
phase:q4	rms	W(joint)	-3.27078	3.41986	3.75266	0.195575	14.0824	1.46785	22.5652	14	6.129	1.46	-3.27078e-07	3.75266
phase:q4	share	U(joint)	5.32568	2.44085	3.48364	0.10609	12.1357	0.739158	16.6205	14	6.129	3.21	5.32568e-07	3.48364
phase:q4	share	V(joint)	5.32568	2.44085	2.90276	0.13955	8.426	0.81016	16.6205	14	6.129	2.717	5.32568e-07	2.90276
phase:q4	share	W(joint)	5.32568	2.44085	2.26749	0.169337	5.14149	0.767937	16.6205	14	6.129	1.46	5.32568e-07	2.26749
phase:centre	rms	U	4.83939	7.21136	3.994	0.195453	15.952	1.56127	2.78577	4	6.129	3.21	4.83939e-07	3.994
phase:centre	share	U	9.87844	4.88636	3.70393	0.14464	13.7191	1.07148	1.41599	4	6.129	3.21	9.87844e-07	3.70393
phase:centre	rms	V	2.40876	5.49848	3.72596	0.182144	13.8827	1.35732	4.40119	4	6.129	2.717	2.40876e-07	3.72596
phase:centre	share	V	10.491	3.97383	3.21898	0.153704	10.3618	0.989538	1.73625	4	6.129	2.717	1.0491e-06	3.21898
phase:centre	rms	W	28.2279	9.65659	1.52249	0.567048	2.31798	1.72665	11.8125	4	6.129	1.46	2.82279e-06	1.52249
phase:centre	share	W	13.1736	4.05942	1.23371	0.24455	1.52205	0.603408	8.80161	4	6.129	1.46	1.31736e-06	1.23371
phase:centre	rms	U(joint)	7.54321	3.98317	3.92791	0.132458	15.4285	1.04056	24.6003	14	6.129	3.21	7.54321e-07	3.92791
phase:centre	rms	V(joint)	7.54321	3.98317	3.57574	0.152321	12.7859	1.08932	24.6003	14	6.129	2.717	7.54321e-07	3.57574
phase:centre	rms	W(joint)	7.54321	3.98317	2.35292	0.223692	5.53623	1.05266	24.6003	14	6.129	1.46	7.54321e-07	2.35292
phase:centre	share	U(joint)	11.3177	2.4552	3.66702	0.0974188	13.4471	0.714474	12.2929	14	6.129	3.21	1.13177e-06	3.66702
phase:centre	share	V(joint)	11.3177	2.4552	3.19165	0.115215	10.1867	0.735454	12.2929	14	6.129	2.717	1.13177e-06	3.19165
phase:centre	share	W(joint)	11.3177	2.4552	1.32981	0.159502	1.76841	0.424215	12.2929	14	6.129	1.46	1.13177e-06	1.32981
phase:edge_lo	rms	U	4.54006	5.66438	3.82159	0.164772	14.6045	1.25938	2.36145	4	6.129	3.21	4.54006e-07	3.82159
phase:edge_lo	share	U	0.196929	3.42913	3.53094	0.129084	12.4676	0.911577	3.65193	4	6.129	3.21	1.96929e-08	3.53094
phase:edge_lo	rms	V	0.0981089	6.20288	3.58138	0.216127	12.8263	1.54807	3.91472	4	6.129	2.717	9.81089e-09	3.58138
phase:edge_lo	share	V	2.4855	4.24145	2.90378	0.177856	8.43196	1.03291	2.94597	4	6.129	2.717	2.4855e-07	2.90378
phase:edge_lo	rms	W	-14.9969	10.227	4.2764	0.35599	18.2876	3.04471	7.64491	4	6.129	1.46	-1.49969e-06	4.2764
phase:edge_lo	share	W	-1.21968	4.87234	2.71236	0.292158	7.35689	1.58488	7.68706	4	6.129	1.46	-1.21968e-07	2.71236
phase:edge_lo	rms	U(joint)	0.00998073	3.87148	3.92858	0.128108	15.4338	1.00657	16.7141	14	6.129	3.21	9.98073e-10	3.92858
phase:edge_lo	rms	V(joint)	0.00998073	3.87148	3.58421	0.149389	12.8466	1.07088	16.7141	14	6.129	2.717	9.98073e-10	3.58421
phase:edge_lo	rms	W(joint)	0.00998073	3.87148	3.781	0.226397	14.296	1.71202	16.7141	14	6.129	1.46	9.98073e-10	3.781
phase:edge_lo	share	U(joint)	0.56651	2.33921	3.51916	0.101786	12.3845	0.7164	14.6357	14	6.129	3.21	5.6651e-08	3.51916
phase:edge_lo	share	V(joint)	0.56651	2.33921	2.97574	0.113766	8.85504	0.677074	14.6357	14	6.129	2.717	5.6651e-08	2.97574
phase:edge_lo	share	W(joint)	0.56651	2.33921	2.61214	0.179706	6.82327	0.938832	14.6357	14	6.129	1.46	5.6651e-08	2.61214
phase:edge_hi	rms	U	3.57442	6.58215	4.01173	0.226148	16.094	1.81449	2.48879	4	6.129	3.21	3.57442e-07	4.01173
phase:edge_hi	share	U	8.14924	5.11905	3.37651	0.200571	11.4008	1.35446	1.34336	4	6.129	3.21	8.14924e-07	3.37651
phase:edge_hi	rms	V	-10.9746	5.28119	4.12744	0.189364	17.0358	1.56318	3.28595	4	6.129	2.717	-1.09746e-06	4.12744
phase:edge_hi	share	V	-2.28362	5.12926	3.22795	0.219019	10.4197	1.41397	1.94842	4	6.129	2.717	-2.28362e-07	3.22795
phase:edge_hi	rms	W	6.4397	11.3078	3.4207	0.387583	11.7012	2.65161	12.3319	4	6.129	1.46	6.4397e-07	3.4207
phase:edge_hi	share	W	10.055	4.75496	2.02874	0.289942	4.1158	1.17644	9.15117	4	6.129	1.46	1.0055e-06	2.02874
phase:edge_hi	rms	U(joint)	-3.90398	3.87039	4.23965	0.144432	17.9746	1.22469	22.0267	14	6.129	3.21	-3.90398e-07	4.23965
phase:edge_hi	rms	V(joint)	-3.90398	3.87039	3.88792	0.157068	15.1159	1.22134	22.0267	14	6.129	2.717	-3.90398e-07	3.88792
phase:edge_hi	rms	W(joint)	-3.90398	3.87039	3.71698	0.204558	13.8159	1.52068	22.0267	14	6.129	1.46	-3.90398e-07	3.71698
phase:edge_hi	share	U(joint)	5.55573	2.88196	3.46696	0.130194	12.0198	0.902754	15.9309	14	6.129	3.21	5.55573e-07	3.46696
phase:edge_hi	share	V(joint)	5.55573	2.88196	2.91176	0.162476	8.47835	0.946181	15.9309	14	6.129	2.717	5.55573e-07	2.91176
phase:edge_hi	share	W(joint)	5.55573	2.88196	2.25327	0.189702	5.07724	0.854899	15.9309	14	6.129	1.46	5.55573e-07	2.25327
phase:edge	rms	U	3.52369	5.6304	3.96996	0.179917	15.7606	1.42853	0.526968	4	6.129	3.21	3.52369e-07	3.96996
phase:edge	share	U	4.4421	4.07128	3.48451	0.141632	12.1418	0.987036	0.519356	4	6.129	3.21	4.4421e-07	3.48451
phase:edge	rms	V	-7.22879	5.61897	3.9672	0.19907	15.7387	1.5795	1.76384	4	6.129	2.717	-7.22879e-07	3.9672
phase:edge	share	V	-0.509489	3.97218	3.10893	0.169083	9.66546	1.05134	0.967253	4	6.129	2.717	-5.09489e-08	3.10893
phase:edge	rms	W	-4.95236	10.8124	3.96027	0.34925	15.6838	2.76625	13.0395	4	6.129	1.46	-4.95236e-07	3.96027
phase:edge	share	W	5.47698	4.57308	2.35764	0.246339	5.55846	1.16156	11.262	4	6.129	1.46	5.47698e-07	2.35764
phase:edge	rms	U(joint)	-2.23162	3.73272	4.12864	0.130146	17.0456	1.07466	17.2294	14	6.129	3.21	-2.23162e-07	4.12864
phase:edge	rms	V(joint)	-2.23162	3.73272	3.79942	0.149778	14.4356	1.13814	17.2294	14	6.129	2.717	-2.23162e-07	3.79942
phase:edge	rms	W(joint)	-2.23162	3.73272	3.88193	0.199598	15.0694	1.54965	17.2294	14	6.129	1.46	-2.23162e-07	3.88193
phase:edge	share	U(joint)	2.90099	2.41454	3.53036	0.100777	12.4634	0.71156	13.9464	14	6.129	3.21	2.90099e-07	3.53036
phase:edge	share	V(joint)	2.90099	2.41454	2.97417	0.122453	8.84571	0.728392	13.9464	14	6.129	2.717	2.90099e-07	2.97417
phase:edge	share	W(joint)	2.90099	2.41454	2.47499	0.158835	6.12558	0.786228	13.9464	14	6.129	1.46	2.90099e-07	2.47499
