label	est	plane	DT_eff_cm2s	DT_err	c_eff_mm	c_err	c2_mm2	c2_err	chi2	ndf	DT_model_cm2s	c_model_mm	DT_json	c_json
all	rms	U	1.65491	1.25418	1.8367	0.100018	3.37347	0.367406	4.12412	4	7.9135	0	1.65491e-07	1.8367
all	share	U	2.87259	0.645933	1.57103	0.0516996	2.46813	0.162443	1.29636	4	7.9135	0	2.87259e-07	1.57103
all	truth	U	1.26496	1.28496	1.8826	0.10049	3.54419	0.378364	5.13835	4	7.9135	0	1.26496e-07	1.8826
all	rms	V	2.21745	0.719868	1.80859	0.0496533	3.271	0.179605	0.795489	4	7.9135	0	2.21745e-07	1.80859
all	share	V	4.30215	0.550068	1.43551	0.0423851	2.06069	0.121688	0.98476	4	7.9135	0	4.30215e-07	1.43551
all	truth	V	1.18685	0.768616	1.91349	0.0518209	3.66144	0.198317	1.60671	4	7.9135	0	1.18685e-07	1.91349
all	rms	W	7.19246	0.337678	0.648109	0.0420778	0.420046	0.054542	0.364307	4	7.9135	0	7.19246e-07	0.648109
all	share	W	6.93065	0.278082	0.397012	0.050532	0.157619	0.0401237	0.0655095	4	7.9135	0	6.93065e-07	0.397012
all	truth	W	6.48696	0.359487	0.794127	0.0396695	0.630638	0.0630053	0.249284	4	7.9135	0	6.48696e-07	0.794127
all	rms	U(joint)	6.03495	0.297017	1.46087	0.0434544	2.13415	0.126963	57.353	14	7.9135	0	6.03495e-07	1.46087
all	rms	V(joint)	6.03495	0.297017	1.55555	0.0335223	2.41974	0.104291	57.353	14	7.9135	0	6.03495e-07	1.55555
all	rms	W(joint)	6.03495	0.297017	0.757321	0.0331499	0.573535	0.0502102	57.353	14	7.9135	0	6.03495e-07	0.757321
all	share	U(joint)	5.94246	0.231661	1.33081	0.0328443	1.77105	0.087419	46.4544	14	7.9135	0	5.94246e-07	1.33081
all	share	V(joint)	5.94246	0.231661	1.32083	0.028239	1.74459	0.0745978	46.4544	14	7.9135	0	5.94246e-07	1.32083
all	share	W(joint)	5.94246	0.231661	0.523602	0.0341752	0.274159	0.0357884	46.4544	14	7.9135	0	5.94246e-07	0.523602
all	truth	U(joint)	5.27794	0.315653	1.54979	0.0426088	2.40186	0.132069	56.3894	14	7.9135	0	5.27794e-07	1.54979
all	truth	V(joint)	5.27794	0.315653	1.64575	0.0342144	2.70851	0.112617	56.3894	14	7.9135	0	5.27794e-07	1.64575
all	truth	W(joint)	5.27794	0.315653	0.898627	0.0321376	0.80753	0.0577594	56.3894	14	7.9135	0	5.27794e-07	0.898627
