i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
157	-12.54	1094	0.25	interior	1blank	U	0	22489	9265	000	17199	1	-	-	-	-	0.30		-1	-1	1/1					7
158	-12.25	1101	0.20	terminal	1blank	U	0	18015	18351	000	18184	1	path	closely_other	0.30	0.280	0.00		-1	-1	1/1					6
159	-11.00	1110	0.69	interior	3live	-	2145	20739	23701	000	18225	1	path	closely_other	1.24	1.170	1.24		-1	-1	1/1					7
160	-10.02	1117	0.65	interior	3live	-	914	14399	18069	000	13350	1	connect	closely_other	0.98	0.936	0.83		-1	-1	1/1					7
161	-9.19	1121	0.82	terminal	3live	-	1693	23040	20416	000	17800	1	path	closely_other	0.83	0.798	0.00		-1	-1	1/1					6
162	-8.90	1124	0.99	interior	1blank	U	0	8213	8441	000	8328	1	path	closely_other	0.30	0.291	0.30		-1	-1	1/1					6
163	-8.12	1127	1.00	terminal	1blank	U	0	21812	18364	000	20162	1	connect	closely_same	0.78	0.760	0.83	S0	-1	-1	1/1					6
164	-7.29	1130	0.88	terminal	1blank	U	0	15812	18511	000	17215	1	connect	closely_other	0.83	0.777	0.00		-1	-1	1/1					5
165	-6.05	1139	1.47	interior	1blank	U	0	20190	15352	000	17935	1	connect	closely_other	1.24	1.174	0.59	S1	-1	-1	1/1					6
166	-5.75	1145	1.57	terminal	1blank	U	0	23880	16407	000	20487	1	path	closely_other	0.30	0.278	0.66	S1	-1	-1	1/1					6
167	-4.78	1148	1.66	interior	1blank	U	0	23415	5167	000	16955	1	path	closely_other	0.97	0.914	1.36	S1	-1	-1	1/1					7
168	-3.89	1149	1.66	interior	2blank+	UV	0	0	16317	010	0	1	path	closely_same	0.88	0.949	2.10	S1	-1	-1	1/1					7
169	-2.81	1150	1.98	interior	1blank	U	0	18294	18290	000	18292	1	path	closely_other	1.08	1.159	3.18	S1	-1	-1	1/1					6
170	-2.13	1152	1.85	interior	1blank	U	0	6823	16607	000	12695	1	connect	closely_other	0.68	0.652	2.62	S1	-1	-1	1/1					6
171	-1.54	1154	1.84	interior	1blank	U	0	6823	7576	000	7209	1	path	closely_same	0.59	0.591	2.15	S1	-1	-1	1/1					6
172	-0.88	1155	1.77	interior	1blank	U	0	276	4071	000	2885	1	path	closely_other	0.66	0.706	1.56	S1	-1	-1	1/1					6
173	-0.30	1156	1.66	interior	2blank+	UV	0	0	557	000	0	1	path	closely_same	0.59	0.680	1.25	S1	-1	-1	1/1					6
174	0.00	1158	1.59	interior	2blank+	UV	0	0	4545	000	0	1	path	closely_other	0.30	0.355	1.06	S1	-1	-1	1/1					5
175	1.06	1159	0.82	terminal	1blank	U	0	1037	16761	000	11874	1	path	closely_other	1.06	1.161	0.00		-1	-1	1/1					3
176	1.71	1161	0.90	interior	1blank	U	0	16096	52	000	11382	1	path	closely_other	0.64	0.634	0.64		-1	-1	1/1					3
177	2.59	1162	1.64	interior	2blank+	UW	0	16096	0	001	0	1	path	closely_same	0.88	0.966	1.19	S2	-1	-1	0/1					3
178	3.65	1166	1.69	interior	1blank	U	0	23926	18713	000	21478	1	path	closely_other	1.06	1.131	2.12	S2	-1	-1	1/1					5
179	4.10	1169	1.62	interior	1blank	U	0	25427	17475	000	21816	1	path	closely_other	0.45	0.416	2.54	S2	-1	-1	1/1					6
180	4.72	1172	1.63	interior	1blank	U	0	20057	14798	000	17625	1	connect	closely_other	0.62	0.581	2.33	S2	-1	-1	1/1					6
181	5.66	1175	1.63	interior	1blank	U	0	9985	16219	000	13468	1	path	closely_other	0.93	0.892	1.64	S2	-1	-1	1/1					5
182	7.42	1177	1.47	interior	2blank+	UV	0	0	153	000	0	1	connect	closely_same	1.77	1.917	0.93	S2	-1	-1	1/1					5
183	8.35	1179	0.95	terminal	1blank	U	0	1164	1173	000	1169	1	path	closely_other	0.93	1.099	0.00		-1	-1	1/1					5
184	8.65	1182	0.78	interior	1blank	U	0	148	8511	000	6019	1	path	closely_other	0.30	0.327	0.30		-1	-1	1/1					6
185	9.62	1191	0.15	interior	2blank+	UV	0	0	14875	100	0	1	path	closely_other	0.97	1.095	1.18		-1	-1	1/1					7
186	10.63	1200	0.27	interior	1dead	U	0	576	32301	100	22844	1	path	closely_other	1.01	1.066	2.16		-1	-1	1/1					6
187	11.52	1205	0.50	interior	2blank+	UV	0	0	50201	110	0	1	path	closely_other	0.89	0.945	2.94		-1	-1	1/1					7
188	11.97	1209	0.42	interior	2blank+	UV	0	0	26392	110	0	1	connect	closely_other	0.45	0.539	2.54		-1	-1	1/1					6
189	12.80	1214	0.24	interior	1dead	U	0	2359	12531	100	9016	1	path	closely_other	0.84	0.923	1.77		-1	-1	1/1					6
190	13.46	1216	0.34	interior	2blank+	UV	0	0	12884	100	0	1	path	closely_other	0.66	0.728	1.22		-1	-1	1/1					6
