det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdhd	028084_0	28	0	656	657	2	1.41	2.02	-243.7	133.9	153.8	0.29	1.09	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	28	0	804	809	6	3.60	3.57	-173.2	86.1	128.7	1.38	1.48	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.83	3live:t/3live:i/3live:t/1blank:i/3live:t/3live:i/3live:t	0			
pdhd	028084_0	35	0	1787	1789	3	2.28	1.42	-136.4	69.9	399.2	1.29	1.84	2	D-crawl	1	1.00	0.00	1.00	0.00	0.67	0.00	0.00	0.00	1blank:i/2blank+:i/2blank+:i/3live:i	0	3.89		
pdhd	028084_0	91	0	3793	3808	16	9.47	9.87	6.2	22.0	428.3	2.05	2.16	3	D-blank-term	1	0.80	0.00	0.80	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i	0	13.20		
pdhd	028084_0	91	0	3833	3836	4	2.28	2.46	20.5	33.2	422.0	0.75	1.36	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i	0	3.20	5.97	1.898
pdhd	028084_0	91	0	3884	3889	6	3.64	3.67	39.5	55.1	412.6	1.60	1.52	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:t/3live:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	33	0	401	754	354	219.33	210.94	-56.9	486.8	317.4	63.90	0.78	3	GAP-live	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:t	0			
pdhd	028084_1	33	0	763	809	47	29.42	28.35	-55.9	387.9	388.3	14.62	0.72	3	GAP-live	0	0.05	0.00	0.05	0.34	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:i/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	818	840	23	13.90	13.24	-55.9	368.4	403.2	7.01	1.19	3	GAP-live	0	0.15	0.00	0.15	0.35	0.00	0.00	0.00	0.00	1dead:t/1dead:i/1dead:i/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	847	912	66	42.77	39.99	-55.8	344.5	419.9	20.60	2.72	3	GAP-live	0	0.04	0.00	0.04	0.38	0.00	0.00	0.56	0.00	1dead:i/1dead:i/1dead:t/1dead:i	0			
pdhd	028084_1	33	0	917	962	46	29.37	28.62	-56.0	315.5	440.4	13.60	3.16	3	GAP-live	0	0.09	0.00	0.09	0.33	0.00	0.00	0.61	0.04	1dead:t/1dead:i/1dead:i	0			
pdhd	028084_1	33	0	966	967	2	1.17	1.80	-56.0	302.1	450.3	0.58	1.52	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	33	0	971	973	3	2.09	2.74	-56.0	299.7	452.1	0.84	1.20	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	33	0	991	992	2	1.58	1.96	-56.0	289.6	459.0	0.84	1.25	2	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdhd	028084_1	38	0	1119	1120	2	1.82	2.37	-177.8	529.1	109.2	1.02	0.68	1	D-blank-term	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i	0	3.51	3.51	1.000
pdhd	028084_1	39	0	1745	1756	12	7.21	7.11	-40.3	87.6	241.4	2.58	2.87	3	GAP-short	0	0.57	0.00	0.57	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	39	0	1778	1798	21	20.02	20.22	-43.6	106.6	232.2	9.12	1.08	3	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:i/3live:i/1blank:i	0			
pdhd	028084_1	39	0	1909	1958	50	30.08	28.76	-58.1	179.1	191.4	14.62	3.78	2	GAP-live	0	0.05	0.00	0.05	0.00	0.00	0.02	0.00	0.00	2blank+:i/1blank:t/1blank:i/1blank:i	0			
pdhd	028084_1	50	0	2322	2329	8	5.07	5.74	-35.0	597.6	124.7	2.06	3.62	2	GAP-short	0	0.64	0.00	0.64	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t/1blank:i	0			
pdhd	028084_1	50	0	2346	2353	8	4.67	3.89	-45.3	588.6	124.9	2.90	2.49	2	GAP-short	0	0.88	0.00	0.88	0.00	0.00	0.00	0.00	0.00	1blank:t/2blank+:i/2blank+:i/2blank+:i/2blank+:i/2blank+:i/1blank:t/1blank:i	0			
pdhd	028084_1	50	0	2357	2358	2	1.19	1.78	-49.2	588.0	123.8	2.05	1.51	2	GAP-live	0	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t	0			
pdhd	028084_1	50	0	2361	2378	18	11.34	12.00	-55.3	583.8	122.3	7.37	3.88	2	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	51	0	2428	2467	40	83.22	77.95	-84.8	13.4	450.5	16.99	1.47	3	GAP-live	0	0.01	0.01	0.03	0.00	0.00	0.00	0.00	0.03	3live:t/3live:i/3live:i/3live:t	0			
pdhd	028084_1	51	0	2476	2477	2	4.07	5.18	-36.5	11.9	453.1	1.38	1.91	3	GAP-live	0	0.20	0.20	0.40	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/2blank+:i/2blank+:i	0			
pdhd	028084_1	51	1	2484	2486	3	5.08	5.68	-37.6	12.4	453.0	1.24	1.67	3	GAP-live	0	0.27	0.18	0.45	0.00	0.00	0.00	0.00	0.00	3live:e/1blank:i/2blank+:i/2blank+:i/2blank+:i	0			
pdhd	028084_1	51	1	2492	2528	37	91.09	86.89	-86.5	12.7	451.0	11.96	1.89	3	GAP-live	0	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.03	3live:t/3live:i/3live:i/3live:t	0			
pdhd	028084_1	53	0	2632	2651	20	12.44	12.88	-91.2	63.3	266.1	7.07	4.01	2	GAP-live	0	0.08	0.00	0.08	0.05	0.00	0.40	0.15	0.30	3live:t/1blank:i/3live:i/3live:i/1blank:i/3live:t	0			
pdhd	028084_1	53	0	2665	2680	16	10.36	11.03	-91.4	75.9	258.3	6.35	3.37	2	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.12	0.00	0.00	1blank:i/1blank:i/3live:t/1blank:i	0			
pdhd	028084_1	53	0	2691	2750	60	41.87	37.51	-92.3	67.3	237.4	19.18	3.25	3	GAP-live	0	0.05	0.00	0.05	0.00	0.00	0.07	0.00	0.00	3live:i/1blank:i/1blank:i/3live:i/1blank:t	0			
pdhd	028084_1	53	0	2771	2773	3	2.30	2.80	-95.0	60.7	214.5	2.20	2.86	1	GAP-live	0	0.17	0.00	0.17	0.00	0.00	0.00	0.00	0.00	3live:i/3live:t	0			
pdhd	028084_1	156	0	6015	6016	2	1.72	2.29	0.0	163.0	127.9	1.43	1.51	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:t/1blank:i	0			
pdhd	028084_1	156	0	6052	6072	21	13.32	14.14	-22.8	181.5	127.4	7.17	3.42	1	GAP-live	0	0.14	0.00	0.14	0.00	0.00	0.05	0.00	0.00	3live:t/3live:i/1blank:t/1blank:i	0			
pdhd	028084_1	156	0	6083	6093	11	7.49	8.06	-36.7	192.1	126.5	3.69	3.38	1	GAP-live	0	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	156	0	6105	6152	48	29.76	30.01	-56.7	206.9	125.2	14.86	3.59	2	GAP-live	0	0.08	0.00	0.08	0.00	0.00	0.02	0.00	0.04	3live:t/3live:i/3live:i/3live:i	0			
pdhd	028084_1	156	0	6175	6186	12	8.22	8.79	-81.8	225.8	122.4	4.10	3.20	1	GAP-live	0	0.33	0.00	0.33	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	156	0	6207	6220	14	9.71	10.11	-98.7	238.9	120.0	4.52	3.61	1	GAP-live	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:t	0			
pdhd	028084_1	156	0	6252	6262	11	7.20	7.74	-120.0	255.4	116.9	4.13	3.08	1	GAP-live	0	0.27	0.00	0.27	0.00	0.00	0.00	0.00	0.00	3live:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/2blank+:i/2blank+:i/2blank+:i/1blank:t	0			
pdhd	028084_1	156	0	6271	6316	46	29.25	29.28	-137.3	268.2	114.1	14.65	2.29	2	GAP-live	0	0.07	0.00	0.07	0.00	0.00	0.02	0.00	0.02	3live:i/3live:t/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6334	6339	6	3.96	4.41	-158.6	283.9	110.4	2.43	3.32	2	GAP-live	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:t/1blank:i/1blank:i/1blank:i/2blank+:i/2blank+:i	0			
pdhd	028084_1	156	0	6444	6448	5	3.13	3.66	-210.7	322.2	101.9	1.86	2.80	3	GAP-short	0	0.71	0.00	0.71	0.00	0.00	0.00	0.00	0.20	3live:i/3live:t/3live:i/3live:t	0			
pdhd	028084_1	156	0	6475	6478	4	2.50	3.05	-224.3	332.6	99.9	1.55	1.93	1	GAP-short	0	0.83	0.00	0.83	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/1blank:i/2blank+:i	0			
pdhd	028084_1	156	0	6507	6521	15	9.17	9.83	-242.1	345.0	97.0	4.50	4.29	3	GAP-live	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:i/2blank+:i/1blank:i/1blank:i/1blank:i/2blank+:i/2blank+:i/2blank+:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/1blank:i	0			
pdhd	028084_1	156	0	6532	6536	5	2.99	3.47	-251.6	352.0	95.5	2.36	0.65	2	GAP-live	0	0.43	0.00	0.43	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i/1blank:i/1blank:t/3live:i	0			
pdhd	028084_10	31	0	128	132	5	2.60	3.06	-109.6	163.7	47.3	0.59	1.39	3	XID	1	0.33	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i	0			
pdhd	028084_10	31	0	141	154	14	9.15	9.12	-112.1	155.1	51.6	0.79	2.09	3	XID	1	0.28	1.00	1.00	0.00	0.00	0.00	0.00	0.14	3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i	0			
pdhd	028084_10	35	0	1217	1226	10	5.84	6.00	-60.4	596.7	121.8	1.47	1.57	3	GAP-short	0	0.92	0.00	0.92	0.00	0.70	0.00	0.00	0.10	3live:i/3live:i/3live:t/3live:i/3live:i/3live:i/1blank:i	0			
pdhd	028084_10	46	0	2994	2999	6	2.91	3.33	-264.3	467.4	291.4	2.17	3.46	3	FIT	0	0.71	0.00	0.71	0.00	0.00	0.00	1.00	1.00	3live:i/3live:e	1			
pdhd	028084_10	52	0	4429	4445	17	11.00	11.09	-51.9	592.2	406.7	3.41	1.39	3	GAP-short	0	0.59	0.00	0.59	0.00	0.00	0.00	0.00	0.00	1blank:t/1blank:t/1blank:i/1blank:i/1blank:i/3live:i/3live:i/3live:i/1blank:i/1blank:i/3live:i/1blank:i/1blank:i	0			
pdhd	028084_10	52	0	4491	4492	2	1.09	1.64	-40.4	569.2	389.3	1.21	0.85	3	GAP-short	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i	0			
pdhd	028084_10	52	0	4505	4524	20	12.98	12.92	-35.1	560.0	381.9	5.27	2.22	3	GAP-live	0	0.27	0.00	0.27	0.00	0.00	0.00	0.00	0.10	3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:i/3live:t/3live:i	0			
pdhd	028084_10	52	0	4531	4535	5	3.10	3.61	-30.6	552.5	374.8	1.79	2.75	3	GAP-short	0	0.71	0.00	0.71	0.00	0.00	0.00	0.00	0.40	3live:t/3live:i/3live:i/3live:i/3live:i	0			
pdhd	028084_10	52	0	4549	4553	5	2.88	2.67	-27.1	546.6	369.4	1.31	1.46	3	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i/3live:i	0			
pdhd	028084_10	52	0	4562	4566	5	3.19	3.40	-24.5	540.3	366.6	0.53	2.68	3	XID	1	0.29	1.00	1.00	0.00	1.00	0.00	0.00	0.20	3live:t/3live:i/1blank:i/3live:i/1blank:i/1blank:i	0			
pdhd	028084_10	52	0	4568	4572	5	3.30	2.86	-23.7	538.9	363.9	0.75	1.64	3	D-crawl	1	0.67	1.00	1.00	0.00	1.00	0.00	0.00	0.00	1blank:i/1blank:i/3live:i	0	4.68		
pdhd	028084_10	52	0	4588	4597	10	6.00	6.60	-21.1	542.7	359.6	0.68	4.06	3	XID	1	0.31	1.00	1.00	0.00	0.90	0.00	0.00	0.00	3live:i/1blank:i/3live:i/3live:i/3live:i	0			
pdhd	028084_10	52	0	4599	4604	6	4.18	3.36	-19.3	546.5	356.5	0.60	2.68	3	D-blank-int	1	0.57	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:t/1blank:i/3live:i	0	5.34		
pdhd	028084_10	52	0	4608	4613	6	3.52	3.92	-19.4	550.1	353.0	1.94	1.77	3	D-blank-int	1	0.50	1.00	1.00	0.00	0.00	0.00	0.33	0.00	2blank+:i/3live:t/2blank+:i/2blank+:i	0	5.94		
pdhd	028084_10	52	0	4620	4622	3	1.48	2.03	-17.9	552.3	349.5	1.40	1.63	3	D-blank-int	1	0.75	0.50	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/3live:i	0	3.05		
pdhd	028084_10	52	0	4627	4633	7	4.33	3.08	-14.5	551.6	348.5	0.68	3.22	3	D-blank-int	1	0.50	1.00	1.00	0.00	0.00	0.00	0.00	0.00	2blank+:i/2blank+:i/3live:i	0	2.85		
pdhd	028084_10	52	0	4640	4643	4	2.48	3.00	-11.0	555.3	343.4	0.62	4.37	2	XID	1	0.33	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i/3live:i	0			
pdhd	028084_10	52	0	4653	4659	7	4.01	4.67	-6.9	560.2	336.0	0.73	2.35	3	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.29	3live:i/3live:i/3live:i/3live:i/3live:i/3live:t/3live:i	0	6.54		
pdhd	028084_10	52	0	4668	4670	3	1.34	1.85	-3.5	564.1	331.0	0.49	2.18	3	FIT	0	1.00	1.00	1.00	0.00	0.33	0.00	1.00	1.00	3live:i/3live:t	1			
pdhd	028084_10	74	0	5320	5323	4	2.17	1.95	137.9	584.7	29.1	1.25	1.66	1	D-crawl	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2blank+:i/3live:i/1blank:i	0	2.28		
pdhd	028084_10	109	0	7791	7793	3	1.69	2.82	0.5	397.0	44.5	1.12	0.80	3	D-blank-int	1	1.00	0.00	1.00	0.00	0.00	0.33	0.00	0.67	3live:i/3live:i/1blank:i	0	4.62	4.62	1.000
pdhd	028084_11	34	0	407	415	9	5.83	5.76	-191.2	254.9	4.7	0.95	2.03	2	D-blank-int	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/3live:i/1blank:i/1blank:i	0	7.86	9.75	1.342
pdhd	028084_11	34	0	449	468	20	11.93	10.94	-188.3	279.4	12.1	1.56	2.71	2	D-blank-term	1	0.77	0.50	1.00	0.00	0.00	0.00	0.00	0.05	1blank:i/1blank:i/1blank:i/1blank:i/1blank:i/3live:i/1blank:i/1blank:t/1blank:i/3live:i/3live:i	0	11.85		
pdhd	028084_11	34	0	478	482	5	2.83	2.90	-185.4	288.5	11.0	0.63	1.77	3	XID	1	0.33	1.00	1.00	0.00	0.00	0.00	0.00	0.60	3live:t/3live:i/1blank:i/1blank:i	0			
pdhd	028084_11	34	0	490	500	11	7.30	6.79	-184.0	295.9	12.1	0.67	2.73	3	XID	1	0.14	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1blank:i/1blank:i/1blank:i	0			
pdhd	028084_11	34	0	502	515	14	8.54	7.97	-183.0	302.6	13.8	0.73	2.52	3	D-blank-int	1	0.56	1.00	1.00	0.00	0.00	0.00	0.00	0.21	1blank:i/3live:t/3live:i/3live:i/3live:i/3live:i	0	10.01		
pdhd	028084_11	34	0	519	521	3	1.82	2.35	-182.0	309.1	14.7	0.74	1.29	2	D-3live	1	0.80	1.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:i/3live:i/3live:i	0	2.68		
