det	event	block	status	plane	rr_bin	N	abs	sum_y	sum_yhat	uncov_y
sbnd	nusel_evt285929	130	3	W	10-20	42	71636	577658	535384	0
sbnd	nusel_evt285929	130	3	W	20-40	98	160560	736752	658408	0
sbnd	nusel_evt285929	130	3	W	40+	2386	2745586	14547455	13481665	0
sbnd	nusel_evt285999	220	0	U	0-2	19	143432	332201	271241	0
sbnd	nusel_evt285999	220	0	U	2-5	25	82871	277624	249153	0
sbnd	nusel_evt285999	220	0	U	5-10	56	69715	428204	417721	0
sbnd	nusel_evt285999	220	0	U	10-20	87	130934	582119	630573	0
sbnd	nusel_evt285999	220	0	U	20-40	64	116803	414516	473059	0
sbnd	nusel_evt285999	220	0	V	0-2	15	92593	336727	269744	0
sbnd	nusel_evt285999	220	0	V	2-5	17	106302	295572	236584	0
sbnd	nusel_evt285999	220	0	V	5-10	41	98928	522636	451432	0
sbnd	nusel_evt285999	220	0	V	10-20	52	135302	588423	613373	0
sbnd	nusel_evt285999	220	0	V	20-40	27	123649	349208	438805	0
sbnd	nusel_evt285999	220	0	W	0-2	14	72322	344477	282401	0
sbnd	nusel_evt285999	220	0	W	2-5	17	60328	297644	249308	0
sbnd	nusel_evt285999	220	0	W	5-10	36	59819	472963	429156	0
sbnd	nusel_evt285999	220	0	W	10-20	64	79171	617191	551612	0
sbnd	nusel_evt285999	220	0	W	20-40	49	66118	446492	388228	616
sbnd	nusel_evt286021	80	3	U	0-2	17	69362	188028	151328	0
sbnd	nusel_evt286021	80	3	U	2-5	29	86699	160284	96915	0
sbnd	nusel_evt286021	80	3	U	5-10	35	187784	388583	241887	0
sbnd	nusel_evt286021	80	3	V	0-2	12	259543	369653	110110	0
sbnd	nusel_evt286021	80	3	V	2-5	10	53204	51052	94732	0
sbnd	nusel_evt286021	80	3	V	5-10	28	116825	322047	252928	0
sbnd	nusel_evt286021	80	3	W	0-2	11	29706	101139	105167	0
sbnd	nusel_evt286021	80	3	W	2-5	20	48842	145174	140254	0
sbnd	nusel_evt286021	80	3	W	5-10	24	286369	544162	268805	0
sbnd	nusel_evt286065	30	0	U	0-2	16	146753	362135	222508	0
sbnd	nusel_evt286065	30	0	U	2-5	32	73127	412040	366907	0
sbnd	nusel_evt286065	30	0	U	5-10	52	186404	548291	392165	0
sbnd	nusel_evt286065	30	0	U	10-20	94	132882	611293	546561	0
sbnd	nusel_evt286065	30	0	U	20-40	183	247068	1231598	1142212	0
sbnd	nusel_evt286065	30	0	U	40+	2034	2785563	10801575	10107136	0
sbnd	nusel_evt286065	30	0	V	0-2	18	176162	266407	262535	0
sbnd	nusel_evt286065	30	0	V	2-5	27	80523	355254	353133	0
sbnd	nusel_evt286065	30	0	V	5-10	39	110799	407581	365472	0
sbnd	nusel_evt286065	30	0	V	10-20	85	170156	624212	566182	0
sbnd	nusel_evt286065	30	0	V	20-40	173	280427	1216430	1129353	0
sbnd	nusel_evt286065	30	0	V	40+	1084	4364068	10951032	10149562	0
sbnd	nusel_evt286065	30	0	W	0-2	11	78455	205710	180347	0
sbnd	nusel_evt286065	30	0	W	2-5	17	42949	435777	412686	0
sbnd	nusel_evt286065	30	0	W	5-10	24	74135	443972	403951	0
sbnd	nusel_evt286065	30	0	W	10-20	34	147769	750358	612889	0
sbnd	nusel_evt286065	30	0	W	20-40	41	283092	1277348	1195844	0
sbnd	nusel_evt286065	30	0	W	40+	1129	2684500	11554288	10418430	0
sbnd	nusel_evt286329	140	0	U	0-2	17	150977	214516	162395	0
sbnd	nusel_evt286329	140	0	U	2-5	20	118754	317135	236167	0
sbnd	nusel_evt286329	140	0	U	5-10	38	107722	590419	535775	0
sbnd	nusel_evt286329	140	0	U	10-20	59	136973	740930	662333	0
sbnd	nusel_evt286329	140	0	U	20-40	130	285806	1423502	1234834	0
sbnd	nusel_evt286329	140	0	U	40+	56	91933	487876	422639	0
sbnd	nusel_evt286329	140	0	V	0-2	18	66069	116353	93682	0
sbnd	nusel_evt286329	140	0	V	2-5	27	141159	350289	279338	0
sbnd	nusel_evt286329	140	0	V	5-10	48	81655	494817	461422	0
sbnd	nusel_evt286329	140	0	V	10-20	103	124482	685497	672633	0
sbnd	nusel_evt286329	140	0	V	20-40	201	314572	1197283	1135393	0
sbnd	nusel_evt286329	140	0	V	40+	70	103702	440007	406755	0
sbnd	nusel_evt286329	140	0	W	0-2	18	59350	141014	100740	0
sbnd	nusel_evt286329	140	0	W	2-5	11	81734	342430	275816	0
sbnd	nusel_evt286329	140	0	W	5-10	33	73814	563598	507544	0
sbnd	nusel_evt286329	140	0	W	10-20	75	98680	777237	714823	0
sbnd	nusel_evt286329	140	0	W	20-40	128	172507	1258006	1152887	0
sbnd	nusel_evt286329	140	0	W	40+	46	87698	484026	450210	0
sbnd	nusel_evt286527	160	7	U	0-2	12	275574	530107	385237	0
sbnd	nusel_evt286527	160	7	U	2-5	14	78559	198693	175646	0
sbnd	nusel_evt286527	160	7	U	5-10	26	41812	281214	264864	0
sbnd	nusel_evt286527	160	7	U	10-20	46	202368	489977	491953	0
sbnd	nusel_evt286527	160	7	U	20-40	21	76964	244198	253040	0
sbnd	nusel_evt286527	160	7	V	0-2	16	284126	647100	388682	0
sbnd	nusel_evt286527	160	7	V	2-5	15	72364	132311	124097	0
sbnd	nusel_evt286527	160	7	V	5-10	37	87047	256066	287573	0
sbnd	nusel_evt286527	160	7	V	10-20	63	158797	479740	498113	0
sbnd	nusel_evt286527	160	7	V	20-40	25	103643	211220	202489	0
sbnd	nusel_evt286527	160	7	W	0-2	26	278153	596226	342379	0
sbnd	nusel_evt286527	160	7	W	2-5	24	41249	144783	111506	0
sbnd	nusel_evt286527	160	7	W	5-10	52	62190	242525	215427	0
sbnd	nusel_evt286527	160	7	W	10-20	96	133304	489806	398736	0
sbnd	nusel_evt286527	160	7	W	20-40	44	87330	251580	196928	10356
sbnd	nusel_evt286681	30	3	U	0-2	16	409612	316533	709779	0
sbnd	nusel_evt286681	30	3	U	2-5	1	24934	44546	69480	0
sbnd	nusel_evt286681	30	3	U	5-10	14	427637	442731	652032	0
sbnd	nusel_evt286681	30	3	U	10-20	33	438369	1003912	872411	0
sbnd	nusel_evt286681	30	3	U	20-40	91	1202381	2462853	2124668	0
sbnd	nusel_evt286681	30	3	U	40+	294	2994240	5369938	6781440	32481
sbnd	nusel_evt286681	30	3	V	0-2	13	172733	369903	246238	0
sbnd	nusel_evt286681	30	3	V	2-5	23	260889	449137	306906	0
sbnd	nusel_evt286681	30	3	V	5-10	26	296488	756856	540208	0
sbnd	nusel_evt286681	30	3	V	10-20	56	627029	522774	1090321	0
sbnd	nusel_evt286681	30	3	V	20-40	108	1144707	1099594	1927451	0
sbnd	nusel_evt286681	30	3	V	40+	538	2334566	5916101	6323555	0
sbnd	nusel_evt286681	30	3	W	0-2	22	47654	291509	259247	0
sbnd	nusel_evt286681	30	3	W	2-5	29	109666	440754	362730	0
sbnd	nusel_evt286681	30	3	W	5-10	43	108791	615265	551300	0
sbnd	nusel_evt286681	30	3	W	10-20	96	388700	1422832	1075302	0
sbnd	nusel_evt286681	30	3	W	20-40	198	1085796	2985665	2100329	0
sbnd	nusel_evt286681	30	3	W	40+	711	2261045	8127623	6428134	0
sbnd	nusel_evt286681	100	3	U	0-2	15	635746	901257	973019	110499
sbnd	nusel_evt286681	100	3	U	2-5	21	61214	151951	173447	0
sbnd	nusel_evt286681	100	3	U	5-10	39	105659	267337	169354	0
sbnd	nusel_evt286681	100	3	U	10-20	89	400352	731821	400879	0
sbnd	nusel_evt286681	100	3	U	20-40	117	347504	884993	845381	0
sbnd	nusel_evt286681	100	3	V	0-2	13	409636	648685	600795	0
sbnd	nusel_evt286681	100	3	V	2-5	8	244440	390533	439211	30662
sbnd	nusel_evt286681	100	3	V	10-20	11	604391	521797	993648	0
sbnd	nusel_evt286681	100	3	V	20-40	32	989929	1293759	611890	0
sbnd	nusel_evt286681	100	3	W	0-2	25	116550	894727	905677	0
sbnd	nusel_evt286681	100	3	W	2-5	22	148175	334535	203324	0
sbnd	nusel_evt286681	100	3	W	5-10	38	62644	215891	175647	0
sbnd	nusel_evt286681	100	3	W	10-20	88	276466	602795	386261	0
sbnd	nusel_evt286681	100	3	W	20-40	147	243711	965029	850366	0
sbnd	nusel_evt286906	90	3	U	0-2	19	72872	409778	386206	0
sbnd	nusel_evt286906	90	3	U	2-5	26	61669	249700	205443	0
sbnd	nusel_evt286906	90	3	U	5-10	45	29413	254673	236514	0
sbnd	nusel_evt286906	90	3	U	10-20	90	216279	764705	598260	0
sbnd	nusel_evt286906	90	3	U	20-40	180	227728	1262117	1152437	0
sbnd	nusel_evt286906	90	3	U	40+	867	1037988	5452416	5361910	0
sbnd	nusel_evt286906	90	3	V	0-2	17	37604	346227	374125	0
sbnd	nusel_evt286906	90	3	V	2-5	11	71152	120547	164177	0
sbnd	nusel_evt286906	90	3	V	5-10	16	74038	126623	200661	0
sbnd	nusel_evt286906	90	3	V	10-20	62	276797	780092	632325	0
sbnd	nusel_evt286906	90	3	V	20-40	109	290536	1357277	1173725	0
sbnd	nusel_evt286906	90	3	V	40+	523	1562759	5488207	5353694	0
sbnd	nusel_evt286906	90	3	W	0-2	15	73482	377763	382773	0
sbnd	nusel_evt286906	90	3	W	2-5	25	72120	243341	209341	0
sbnd	nusel_evt286906	90	3	W	5-10	44	29430	231974	232526	0
sbnd	nusel_evt286906	90	3	W	10-20	87	209178	693756	599528	0
sbnd	nusel_evt286906	90	3	W	20-40	178	174097	1158579	1130852	0
sbnd	nusel_evt286906	90	3	W	40+	840	1004340	5475431	5047889	0
sbnd	nusel_evt288067	70	3	U	0-2	18	155368	543779	453207	0
sbnd	nusel_evt288067	70	3	U	2-5	25	143451	560537	472746	0
sbnd	nusel_evt288067	70	3	U	5-10	35	112551	297091	222730	0
sbnd	nusel_evt288067	70	3	U	10-20	53	105661	459667	432498	0
sbnd	nusel_evt288067	70	3	U	20-40	106	350347	1124219	1002950	0
sbnd	nusel_evt288067	70	3	U	40+	32	68106	253007	260417	0
sbnd	nusel_evt288067	70	3	V	0-2	17	156132	505462	422442	0
sbnd	nusel_evt288067	70	3	V	2-5	27	154473	576371	492802	0
sbnd	nusel_evt288067	70	3	V	5-10	46	57151	227555	209404	0
sbnd	nusel_evt288067	70	3	V	10-20	88	82970	410223	418665	0
sbnd	nusel_evt288067	70	3	V	20-40	178	340337	1126437	949290	0
sbnd	nusel_evt288067	70	3	V	40+	51	77697	297554	249477	0
sbnd	nusel_evt288067	70	3	W	0-2	21	54179	443198	434721	0
sbnd	nusel_evt288067	70	3	W	2-5	29	109510	531003	452613	0
sbnd	nusel_evt288067	70	3	W	5-10	48	83120	261271	215853	0
sbnd	nusel_evt288067	70	3	W	10-20	83	63013	445967	423930	0
sbnd	nusel_evt288067	70	3	W	20-40	169	227741	1076709	976458	0
sbnd	nusel_evt288067	70	3	W	40+	40	43998	256290	252480	0
sbnd	nusel_evt288287	100	2	U	0-2	18	146042	354903	368305	0
sbnd	nusel_evt288287	100	2	U	2-5	27	109123	513794	497799	0
sbnd	nusel_evt288287	100	2	U	5-10	41	264920	699451	597013	0
sbnd	nusel_evt288287	100	2	U	10-20	83	256002	1044846	949464	0
sbnd	nusel_evt288287	100	2	U	20-40	168	443988	1787547	1488133	0
sbnd	nusel_evt288287	100	2	U	40+	1810	8384723	20298261	14662782	6220
sbnd	nusel_evt288287	100	2	V	0-2	22	76963	410406	368891	0
sbnd	nusel_evt288287	100	2	V	2-5	30	71436	537727	491737	0
sbnd	nusel_evt288287	100	2	V	5-10	45	170972	694647	586099	0
sbnd	nusel_evt288287	100	2	V	10-20	80	173317	1037871	936758	0
sbnd	nusel_evt288287	100	2	V	20-40	156	486300	1808863	1452245	0
sbnd	nusel_evt288287	100	2	V	40+	1079	6057353	16658175	14753894	0
sbnd	nusel_evt288287	100	2	W	0-2	19	68213	357394	367739	0
sbnd	nusel_evt288287	100	2	W	2-5	27	32268	483638	483030	0
sbnd	nusel_evt288287	100	2	W	5-10	47	689310	1241255	599325	0
sbnd	nusel_evt288287	100	2	W	10-20	63	105069	963248	935537	0
sbnd	nusel_evt288287	100	2	W	20-40	103	204786	1488974	1465638	0
sbnd	nusel_evt288287	100	2	W	40+	2431	3890897	15344688	13424341	58377
sbnd	nusel_evt288397	130	0	U	0-2	17	80473	245608	165743	0
sbnd	nusel_evt288397	130	0	U	2-5	20	53488	382997	361457	0
sbnd	nusel_evt288397	130	0	U	5-10	13	93519	385190	347257	0
sbnd	nusel_evt288397	130	0	U	10-20	60	192703	733990	656583	0
sbnd	nusel_evt288397	130	0	V	0-2	18	107756	142996	92900	0
sbnd	nusel_evt288397	130	0	V	2-5	4	19933	21351	41284	0
sbnd	nusel_evt288397	130	0	V	5-10	41	200287	604248	451683	0
sbnd	nusel_evt288397	130	0	V	10-20	91	193885	775798	721445	0
sbnd	nusel_evt288397	130	0	W	0-2	17	40244	134865	99509	0
sbnd	nusel_evt288397	130	0	W	2-5	25	33011	134396	133923	0
sbnd	nusel_evt288397	130	0	W	5-10	38	121118	541413	492427	0
sbnd	nusel_evt288397	130	0	W	10-20	61	173858	879747	785615	0
sbnd	nusel_evt288639	80	2	U	0-2	22	47872	337966	309716	0
sbnd	nusel_evt288639	80	2	U	2-5	24	134114	354358	240560	0
sbnd	nusel_evt288639	80	2	U	5-10	50	56227	442001	431100	0
sbnd	nusel_evt288639	80	2	U	10-20	102	75943	700875	674644	0
sbnd	nusel_evt288639	80	2	U	20-40	202	216322	1198652	1111750	0
sbnd	nusel_evt288639	80	2	U	40+	648	3517691	8316892	5759975	0
sbnd	nusel_evt288639	80	2	V	0-2	18	62723	418610	388481	0
sbnd	nusel_evt288639	80	2	V	2-5	17	82412	284800	271422	0
sbnd	nusel_evt288639	80	2	V	5-10	29	86626	432045	420777	0
sbnd	nusel_evt288639	80	2	V	10-20	72	111840	695303	660477	0
sbnd	nusel_evt288639	80	2	V	20-40	134	300662	1267270	1149110	0
sbnd	nusel_evt288639	80	2	V	40+	579	1505328	5092765	4573915	0
sbnd	nusel_evt288639	80	2	W	0-2	20	54145	359582	357025	0
sbnd	nusel_evt288639	80	2	W	2-5	17	51485	286971	262532	0
sbnd	nusel_evt288639	80	2	W	5-10	32	53870	484317	468229	0
sbnd	nusel_evt288639	80	2	W	10-20	54	58119	670546	683199	0
sbnd	nusel_evt288639	80	2	W	20-40	124	137935	1223667	1198920	0
sbnd	nusel_evt288639	80	2	W	40+	888	1493076	6077262	5233078	58427
sbnd	nusel_evt288639	120	0	U	0-2	23	94468	335657	283923	0
sbnd	nusel_evt288639	120	0	U	2-5	24	42833	285382	282929	0
sbnd	nusel_evt288639	120	0	U	5-10	52	82799	472724	434319	0
sbnd	nusel_evt288639	120	0	U	10-20	78	279831	794825	656482	0
sbnd	nusel_evt288639	120	0	U	20-40	145	315158	1193433	1073797	0
sbnd	nusel_evt288639	120	0	U	40+	315	768926	2694940	2206408	0
sbnd	nusel_evt288639	120	0	V	0-2	11	89270	348669	281147	0
sbnd	nusel_evt288639	120	0	V	2-5	13	54523	382690	335411	0
sbnd	nusel_evt288639	120	0	V	5-10	14	375118	827971	563369	0
sbnd	nusel_evt288639	120	0	V	10-20	14	808587	1405651	597064	0
sbnd	nusel_evt288639	120	0	V	20-40	42	811250	996407	999933	0
sbnd	nusel_evt288639	120	0	V	40+	102	1269160	1939914	2400446	0
sbnd	nusel_evt288639	120	0	W	0-2	25	103043	373737	311742	0
sbnd	nusel_evt288639	120	0	W	2-5	23	26756	268565	255471	0
sbnd	nusel_evt288639	120	0	W	5-10	34	38427	333873	327834	0
sbnd	nusel_evt288639	120	0	W	20-40	182	255882	1197474	1082320	0
sbnd	nusel_evt288639	120	0	W	40+	401	444421	2317201	2212802	0
sbnd	nusel_evt288859	90	5	U	0-2	20	52901	194112	154289	0
sbnd	nusel_evt288859	90	5	U	2-5	25	26789	154583	140728	0
sbnd	nusel_evt288859	90	5	U	5-10	40	72587	272542	282963	0
sbnd	nusel_evt288859	90	5	U	10-20	74	251500	643393	581235	0
sbnd	nusel_evt288859	90	5	U	20-40	145	355787	1572515	1457958	0
sbnd	nusel_evt288859	90	5	U	40+	2181	4335013	16695001	14717632	0
sbnd	nusel_evt288859	90	5	V	0-2	12	113036	336911	317921	0
sbnd	nusel_evt288859	90	5	V	5-10	11	187661	439697	451696	0
sbnd	nusel_evt288859	90	5	V	10-20	16	373264	535883	432659	0
sbnd	nusel_evt288859	90	5	V	20-40	50	754737	1890509	1566282	0
sbnd	nusel_evt288859	90	5	V	40+	635	9097734	15678324	15302118	0
sbnd	nusel_evt288859	90	5	W	0-2	24	80317	201718	152447	0
sbnd	nusel_evt288859	90	5	W	2-5	27	18450	143259	142045	0
sbnd	nusel_evt288859	90	5	W	5-10	46	62810	322452	287604	0
sbnd	nusel_evt288859	90	5	W	10-20	88	158568	646165	561417	0
sbnd	nusel_evt288859	90	5	W	20-40	183	254774	1513538	1442930	0
sbnd	nusel_evt288859	90	5	W	40+	2664	3819099	16035199	14346040	0
sbnd	nusel_evt289343	90	0	U	0-2	24	69564	578061	552207	0
sbnd	nusel_evt289343	90	0	U	2-5	26	36745	517956	505527	0
sbnd	nusel_evt289343	90	0	U	5-10	37	202485	804387	651848	0
sbnd	nusel_evt289343	90	0	U	10-20	96	103869	1335263	1291906	0
sbnd	nusel_evt289343	90	0	U	20-40	188	212028	2220562	2102314	0
sbnd	nusel_evt289343	90	0	U	40+	108	107215	1084547	1059030	0
sbnd	nusel_evt289343	90	0	V	0-2	13	164208	574115	545805	0
sbnd	nusel_evt289343	90	0	V	2-5	16	64175	556742	520577	0
sbnd	nusel_evt289343	90	0	V	5-10	28	163888	870606	822052	0
sbnd	nusel_evt289343	90	0	V	10-20	56	168770	1363921	1309253	0
sbnd	nusel_evt289343	90	0	V	20-40	87	436428	2396875	2175009	0
sbnd	nusel_evt289343	90	0	V	40+	53	359695	1147171	1101686	0
sbnd	nusel_evt289343	90	0	W	0-2	26	87662	588966	580736	0
sbnd	nusel_evt289343	90	0	W	2-5	29	32553	506236	489787	0
sbnd	nusel_evt289343	90	0	W	5-10	47	51285	711566	698137	0
sbnd	nusel_evt289343	90	0	W	10-20	105	78250	1292601	1273063	0
sbnd	nusel_evt289343	90	0	W	20-40	194	170985	2094033	2083806	0
sbnd	nusel_evt289343	90	0	W	40+	98	117672	1117219	1086475	0
sbnd	nusel_evt289832	100	7	U	0-2	14	117143	288468	245529	0
sbnd	nusel_evt289832	100	7	U	2-5	16	74757	163869	122282	0
sbnd	nusel_evt289832	100	7	U	5-10	28	150273	305143	245062	0
sbnd	nusel_evt289832	100	7	U	10-20	52	366326	589854	389756	0
sbnd	nusel_evt289832	100	7	U	20-40	83	183214	527502	552576	0
sbnd	nusel_evt289832	100	7	U	40+	1423	1819779	10479747	9634078	0
sbnd	nusel_evt289832	100	7	V	0-2	23	178171	403676	243817	0
sbnd	nusel_evt289832	100	7	V	2-5	23	121301	244961	124842	0
sbnd	nusel_evt289832	100	7	V	5-10	36	275691	504517	234028	0
sbnd	nusel_evt289832	100	7	V	10-20	74	332176	697030	390316	0
sbnd	nusel_evt289832	100	7	V	20-40	68	297308	705866	583600	0
sbnd	nusel_evt289832	100	7	V	40+	952	2715555	10039012	9602683	0
sbnd	nusel_evt289832	100	7	W	0-2	24	120568	305966	229654	0
sbnd	nusel_evt289832	100	7	W	2-5	31	19538	131170	131536	0
sbnd	nusel_evt289832	100	7	W	5-10	50	38746	235247	227605	0
sbnd	nusel_evt289832	100	7	W	10-20	77	82485	367515	344296	0
sbnd	nusel_evt289832	100	7	W	20-40	122	196663	721427	612498	0
sbnd	nusel_evt289832	100	7	W	40+	1749	1631994	9654650	9308056	0
sbnd	nusel_evt290201	90	0	U	0-2	15	89804	353045	269009	0
sbnd	nusel_evt290201	90	0	U	2-5	20	143200	245010	200426	0
sbnd	nusel_evt290201	90	0	U	5-10	42	179541	334129	298596	0
sbnd	nusel_evt290201	90	0	U	10-20	93	116611	768192	740271	0
sbnd	nusel_evt290201	90	0	U	20-40	168	143542	1152561	1121937	0
sbnd	nusel_evt290201	90	0	U	40+	737	673806	4032828	3866716	0
sbnd	nusel_evt290201	90	0	V	0-2	11	158163	220363	305328	0
sbnd	nusel_evt290201	90	0	V	2-5	30	308426	493615	188741	0
sbnd	nusel_evt290201	90	0	V	5-10	43	219101	465611	282018	0
sbnd	nusel_evt290201	90	0	V	10-20	101	112069	758597	716852	0
sbnd	nusel_evt290201	90	0	V	20-40	199	179966	1153993	1095571	0
sbnd	nusel_evt290201	90	0	V	40+	693	833548	4217782	3861524	0
sbnd	nusel_evt290201	90	0	W	0-2	14	172292	508174	421046	0
sbnd	nusel_evt290201	90	0	W	2-5	3	27329	79802	107131	0
sbnd	nusel_evt290201	90	0	W	5-10	20	438787	730841	301018	0
sbnd	nusel_evt290201	90	0	W	10-20	41	99858	755514	723574	0
sbnd	nusel_evt290201	90	0	W	20-40	100	88331	1183135	1158902	0
sbnd	nusel_evt290201	90	0	W	40+	355	457410	4179696	4031084	0
sbnd	nusel_evt290294	130	7	U	0-2	18	241733	374681	459710	0
sbnd	nusel_evt290294	130	7	U	2-5	9	76021	158425	96130	0
sbnd	nusel_evt290294	130	7	U	5-10	30	70196	425504	381948	0
sbnd	nusel_evt290294	130	7	U	10-20	46	80593	656895	607872	0
sbnd	nusel_evt290294	130	7	U	20-40	20	39018	168730	189592	0
sbnd	nusel_evt290294	130	7	V	0-2	18	492012	838357	411601	0
sbnd	nusel_evt290294	130	7	V	2-5	20	53758	122851	106079	0
sbnd	nusel_evt290294	130	7	V	5-10	43	63338	367224	341086	0
sbnd	nusel_evt290294	130	7	V	10-20	80	126320	658649	585837	0
sbnd	nusel_evt290294	130	7	V	20-40	38	34095	193597	191162	0
sbnd	nusel_evt290294	130	7	W	0-2	24	203000	570484	419132	0
sbnd	nusel_evt290294	130	7	W	2-5	23	49746	135102	107502	0
sbnd	nusel_evt290294	130	7	W	5-10	57	74678	371650	341202	0
sbnd	nusel_evt290294	130	7	W	10-20	96	103990	579259	554703	0
sbnd	nusel_evt290294	130	7	W	20-40	44	32943	205053	195262	0
sbnd	nusel_evt290729	120	2	U	0-2	11	1008230	1576859	605219	0
sbnd	nusel_evt290729	120	2	U	2-5	1	20660	17814	38474	0
sbnd	nusel_evt290729	120	2	U	5-10	9	263007	34382	277781	0
sbnd	nusel_evt290729	120	2	U	10-20	97	85310	481139	457165	0
sbnd	nusel_evt290729	120	2	U	20-40	200	202608	1020539	967327	0
sbnd	nusel_evt290729	120	2	U	40+	856	1817066	6018846	5286516	0
sbnd	nusel_evt290729	120	2	V	0-2	21	138621	587116	487223	0
sbnd	nusel_evt290729	120	2	V	2-5	27	192864	571017	382911	0
sbnd	nusel_evt290729	120	2	V	5-10	32	318376	461087	294251	0
sbnd	nusel_evt290729	120	2	V	10-20	51	137720	458791	426407	0
sbnd	nusel_evt290729	120	2	V	20-40	112	297545	1074907	1002088	0
sbnd	nusel_evt290729	120	2	V	40+	597	2239996	5894138	5212870	0
sbnd	nusel_evt290729	120	2	W	0-2	23	132324	586086	580858	0
sbnd	nusel_evt290729	120	2	W	2-5	2	75445	70174	145619	0
sbnd	nusel_evt290729	120	2	W	5-10	41	428490	701270	501584	26146
sbnd	nusel_evt290729	120	2	W	10-20	68	91582	512857	475973	0
sbnd	nusel_evt290729	120	2	W	20-40	139	169663	1095181	1031814	0
sbnd	nusel_evt290729	120	2	W	40+	551	1998921	6463830	5300679	0
sbnd	nusel_evt291301	180	0	U	0-2	19	123344	357445	289283	0
sbnd	nusel_evt291301	180	0	U	2-5	24	148534	353659	282759	0
sbnd	nusel_evt291301	180	0	U	5-10	28	55925	434671	419112	0
sbnd	nusel_evt291301	180	0	U	10-20	23	76194	252127	208905	0
sbnd	nusel_evt291301	180	0	V	0-2	19	105436	275815	272911	0
sbnd	nusel_evt291301	180	0	V	2-5	36	133579	344663	272340	0
sbnd	nusel_evt291301	180	0	V	5-10	45	52539	387492	368077	0
sbnd	nusel_evt291301	180	0	V	10-20	40	59395	265882	242965	0
sbnd	nusel_evt291301	180	0	W	0-2	4	65310	135197	158855	0
sbnd	nusel_evt291301	180	0	W	2-5	22	197555	578334	399739	0
sbnd	nusel_evt291301	180	0	W	5-10	30	50830	427636	397372	0
sbnd	nusel_evt291301	180	0	W	10-20	30	45335	275746	247909	0
sbnd	nusel_evt291345	120	0	U	0-2	19	81437	517645	489272	0
sbnd	nusel_evt291345	120	0	U	2-5	31	88618	622179	595645	0
sbnd	nusel_evt291345	120	0	U	5-10	43	73634	687598	644666	0
sbnd	nusel_evt291345	120	0	U	10-20	95	154569	1367067	1282958	0
sbnd	nusel_evt291345	120	0	U	20-40	46	53732	525124	498682	0
sbnd	nusel_evt291345	120	0	V	0-2	19	42643	505375	492206	0
sbnd	nusel_evt291345	120	0	V	2-5	31	74266	616463	597955	0
sbnd	nusel_evt291345	120	0	V	5-10	37	55619	682680	644951	0
sbnd	nusel_evt291345	120	0	V	10-20	80	139078	1321163	1289719	0
sbnd	nusel_evt291345	120	0	V	20-40	40	50067	516178	500445	0
sbnd	nusel_evt291345	120	0	W	0-2	21	56546	474397	472547	0
sbnd	nusel_evt291345	120	0	W	2-5	33	28072	571943	576755	0
sbnd	nusel_evt291345	120	0	W	5-10	44	23648	628572	629972	0
sbnd	nusel_evt291345	120	0	W	10-20	96	55525	1269601	1269414	0
sbnd	nusel_evt291345	120	0	W	20-40	48	39175	496792	498385	0
sbnd	nusel_evt291768	180	0	U	0-2	18	85788	277269	239517	0
sbnd	nusel_evt291768	180	0	U	2-5	28	38894	340105	319957	0
sbnd	nusel_evt291768	180	0	U	5-10	48	95482	402550	358904	0
sbnd	nusel_evt291768	180	0	U	10-20	45	64016	345325	309625	0
sbnd	nusel_evt291768	180	0	V	0-2	21	69625	301966	281783	0
sbnd	nusel_evt291768	180	0	V	2-5	27	37517	296504	300811	0
sbnd	nusel_evt291768	180	0	V	5-10	32	106344	261943	333233	0
sbnd	nusel_evt291768	180	0	V	10-20	38	129007	375260	319689	0
sbnd	nusel_evt291768	180	0	W	2-5	6	185031	537221	565760	0
sbnd	nusel_evt291768	180	0	W	5-10	14	207545	554785	351192	0
sbnd	nusel_evt291768	180	0	W	10-20	12	234879	251048	318203	0
sbnd	nusel_evt315409	160	0	U	0-2	15	50767	157851	114492	10304
sbnd	nusel_evt315409	160	0	U	2-5	25	52465	156708	141303	0
sbnd	nusel_evt315409	160	0	U	5-10	39	70257	299245	281310	0
sbnd	nusel_evt315409	160	0	U	10-20	78	238889	745733	620170	0
sbnd	nusel_evt315409	160	0	U	20-40	170	309481	1662509	1545200	0
sbnd	nusel_evt315409	160	0	U	40+	1307	4262777	15311536	13493059	0
sbnd	nusel_evt315409	160	0	V	0-2	12	37489	83433	119304	0
sbnd	nusel_evt315409	160	0	V	2-5	6	90021	132733	126926	0
sbnd	nusel_evt315409	160	0	V	5-10	14	77968	256337	228533	0
sbnd	nusel_evt315409	160	0	V	10-20	42	420099	594614	689323	0
sbnd	nusel_evt315409	160	0	V	20-40	80	400339	1551637	1514444	0
sbnd	nusel_evt315409	160	0	V	40+	1473	4601055	14986524	13110155	0
sbnd	nusel_evt315409	160	0	W	0-2	22	47704	131106	110642	0
sbnd	nusel_evt315409	160	0	W	2-5	28	63444	160577	125209	0
sbnd	nusel_evt315409	160	0	W	5-10	44	90934	307507	257197	0
sbnd	nusel_evt315409	160	0	W	10-20	67	184596	660837	553235	0
sbnd	nusel_evt315409	160	0	W	20-40	185	196904	1509813	1463071	0
sbnd	nusel_evt315409	160	0	W	40+	2420	3492828	14411998	12918742	0
sbnd	nusel_evt315849	110	3	U	0-2	15	20515	109114	105185	0
