label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	172.843	935	1.78943e+07	2.73977	1.00865	0.551547	6.73679	0.33684	6.79314	0.125043	0	0.567269	2.74913
all	rms	U	1	357.189	941	1.78979e+07	2.80157	1.18746	0.792876	7.07929	0.460014	7.06741	0.125043	0	0.548811	2.81605
all	rms	U	2	552.419	993	1.78993e+07	2.58861	1.32684	0.986031	5.9314	0.481213	5.91268	0.125043	0	0.547681	2.6055
all	rms	U	3	751.157	999	1.7893e+07	2.58705	1.45083	1.1498	5.9233	0.499051	5.90996	0.125043	0	0.528647	2.60567
all	rms	U	4	951.058	994	1.78928e+07	2.70229	1.56568	1.29378	6.53283	0.474701	6.52486	0.125043	0	0.508429	2.71892
all	rms	U	5	1148.24	999	1.79063e+07	2.71802	1.6718	1.42158	6.61811	0.330905	6.61362	0.125043	0	0.491188	2.74431
all	share	U	0	172.843	935	1.78943e+07	2.73977	1.00865	0.551547	2.78776	0.139388	6.79314	0.125043	0	0.567269	2.74913
all	share	U	1	357.189	941	1.78979e+07	2.80157	1.18746	0.792876	3.09939	0.154969	7.06741	0.125043	0	0.548811	2.81605
all	share	U	2	552.419	993	1.78993e+07	2.58861	1.32684	0.986031	3.11946	0.155973	5.91268	0.125043	0	0.547681	2.6055
all	share	U	3	751.157	999	1.7893e+07	2.58705	1.45083	1.1498	3.47654	0.173827	5.90996	0.125043	0	0.528647	2.60567
all	share	U	4	951.058	994	1.78928e+07	2.70229	1.56568	1.29378	3.89936	0.194968	6.52486	0.125043	0	0.508429	2.71892
all	share	U	5	1148.24	999	1.79063e+07	2.71802	1.6718	1.42158	4.30091	0.215045	6.61362	0.125043	0	0.491188	2.74431
all	truth	U	0	172.843	935	1.78943e+07	2.73977	1.00865	0.551547	6.78818	0.339409	6.79314	0.125043	0	0.567269	2.74913
all	truth	U	1	357.189	941	1.78979e+07	2.80157	1.18746	0.792876	7.16059	0.467306	7.06741	0.125043	0	0.548811	2.81605
all	truth	U	2	552.419	993	1.78993e+07	2.58861	1.32684	0.986031	6.01912	0.492208	5.91268	0.125043	0	0.547681	2.6055
all	truth	U	3	751.157	999	1.7893e+07	2.58705	1.45083	1.1498	6.01999	0.521791	5.90996	0.125043	0	0.528647	2.60567
all	truth	U	4	951.058	994	1.78928e+07	2.70229	1.56568	1.29378	6.62301	0.492533	6.52486	0.125043	0	0.508429	2.71892
all	truth	U	5	1148.24	999	1.79063e+07	2.71802	1.6718	1.42158	6.7617	0.338085	6.61362	0.125043	0	0.491188	2.74431
all	rms	V	0	178.254	995	1.83358e+07	2.71909	1.01538	0.560114	6.62395	0.331198	6.67621	0.125043	0	0.576596	2.75435
all	rms	V	1	374.846	976	1.83555e+07	2.85933	1.2013	0.812237	7.40625	0.421073	7.39238	0.125043	0	0.545272	2.89595
all	rms	V	2	568.291	967	1.83414e+07	2.89857	1.33722	1.0001	7.63216	0.625794	7.61371	0.125043	0	0.522968	2.94409
all	rms	V	3	762.628	965	1.83564e+07	2.9204	1.45765	1.15854	7.75923	0.598673	7.74624	0.125043	0	0.51061	2.96665
all	rms	V	4	953.402	952	1.83332e+07	3.00184	1.56698	1.29537	8.24154	0.617912	8.23362	0.125043	0	0.486008	3.03479
all	rms	V	5	1149.08	1006	1.8367e+07	2.94951	1.67224	1.4221	7.93007	0.555445	7.9256	0.125042	0	0.480117	2.98615
all	share	V	0	178.254	995	1.83358e+07	2.71909	1.01538	0.560114	2.64117	0.132058	6.67621	0.125043	0	0.576596	2.75435
all	share	V	1	374.846	976	1.83555e+07	2.85933	1.2013	0.812237	3.16265	0.158132	7.39238	0.125043	0	0.545272	2.89595
all	share	V	2	568.291	967	1.83414e+07	2.89857	1.33722	1.0001	3.5905	0.213313	7.61371	0.125043	0	0.522968	2.94409
