label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	share	V	3	762.628	965	1.83564e+07	2.9204	1.45765	1.15854	3.85137	0.22058	7.74624	0.125043	0	0.51061	2.96665
all	share	V	4	953.402	952	1.83332e+07	3.00184	1.56698	1.29537	4.42981	0.239249	8.23362	0.125043	0	0.486008	3.03479
all	share	V	5	1149.08	1006	1.8367e+07	2.94951	1.67224	1.4221	4.58138	0.229069	7.9256	0.125042	0	0.480117	2.98615
all	truth	V	0	178.254	995	1.83358e+07	2.71909	1.01538	0.560114	6.8169	0.340845	6.67621	0.125043	0	0.576596	2.75435
all	truth	V	1	374.846	976	1.83555e+07	2.85933	1.2013	0.812237	7.61702	0.423543	7.39238	0.125043	0	0.545272	2.89595
all	truth	V	2	568.291	967	1.83414e+07	2.89857	1.33722	1.0001	7.89815	0.680831	7.61371	0.125043	0	0.522968	2.94409
all	truth	V	3	762.628	965	1.83564e+07	2.9204	1.45765	1.15854	8.03149	0.664348	7.74624	0.125043	0	0.51061	2.96665
all	truth	V	4	953.402	952	1.83332e+07	3.00184	1.56698	1.29537	8.4404	0.677214	8.23362	0.125043	0	0.486008	3.03479
all	truth	V	5	1149.08	1006	1.8367e+07	2.94951	1.67224	1.4221	8.14759	0.549172	7.9256	0.125042	0	0.480117	2.98615
all	rms	W	0	173.342	958	1.5558e+07	1.21956	1.03086	0.552342	0.667199	0.0499331	0.729747	0.250081	0	0.789049	1.23899
all	rms	W	1	366.185	968	1.55573e+07	1.30268	1.2097	0.802798	0.871806	0.0435903	0.878099	0.250081	0	0.744619	1.3078
all	rms	W	2	560.298	974	1.55709e+07	1.41141	1.34586	0.993038	1.16839	0.0584197	1.16687	0.250081	0	0.704678	1.4125
all	rms	W	3	756.222	984	1.55661e+07	1.49855	1.46722	1.15367	1.42493	0.0712467	1.42384	0.250081	0	0.672465	1.49876
all	rms	W	4	953.165	986	1.5556e+07	1.59836	1.57978	1.29521	1.73712	0.0868562	1.73662	0.250081	0	0.641684	1.59846
all	rms	W	5	1150.97	991	1.55757e+07	1.69037	1.68564	1.42327	2.04175	0.102088	2.04167	0.250081	0	0.6151	1.69048
all	share	W	0	173.342	958	1.5558e+07	1.21956	1.03086	0.552342	0.537195	0.0268597	0.729747	0.250081	0	0.789049	1.23899
all	share	W	1	366.185	968	1.55573e+07	1.30268	1.2097	0.802798	0.828482	0.0414241	0.878099	0.250081	0	0.744619	1.3078
all	share	W	2	560.298	974	1.55709e+07	1.41141	1.34586	0.993038	1.14467	0.0572333	1.16687	0.250081	0	0.704678	1.4125
all	share	W	3	756.222	984	1.55661e+07	1.49855	1.46722	1.15367	1.44174	0.0720869	1.42384	0.250081	0	0.672465	1.49876
all	share	W	4	953.165	986	1.5556e+07	1.59836	1.57978	1.29521	1.76668	0.088334	1.73662	0.250081	0	0.641684	1.59846
all	share	W	5	1150.97	991	1.55757e+07	1.69037	1.68564	1.42327	2.08548	0.104274	2.04167	0.250081	0	0.6151	1.69048
all	truth	W	0	173.342	958	1.5558e+07	1.21956	1.03086	0.552342	0.697439	0.0538298	0.729747	0.250081	0	0.789049	1.23899
all	truth	W	1	366.185	968	1.55573e+07	1.30268	1.2097	0.802798	0.877817	0.0438909	0.878099	0.250081	0	0.744619	1.3078
all	truth	W	2	560.298	974	1.55709e+07	1.41141	1.34586	0.993038	1.16944	0.0584722	1.16687	0.250081	0	0.704678	1.4125
all	truth	W	3	756.222	984	1.55661e+07	1.49855	1.46722	1.15367	1.4249	0.0712449	1.42384	0.250081	0	0.672465	1.49876
all	truth	W	4	953.165	986	1.5556e+07	1.59836	1.57978	1.29521	1.73726	0.0868631	1.73662	0.250081	0	0.641684	1.59846
all	truth	W	5	1150.97	991	1.55757e+07	1.69037	1.68564	1.42327	2.04209	0.102105	2.04167	0.250081	0	0.6151	1.69048
