i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
68	-13.85	196	1.07	interior	2blank+	UW	0	22339	0	001	0	1	-	-	-	-	0.80	S0	0/0	1/1	0/0			2	9	0
69	-13.26	164	1.40	interior	2blank+	UW	0	17096	0	001	0	1	path	closely_other	0.58	0.701	1.36	S0	0/0	1/1	0/0			1	9	0
70	-12.44	163	1.48	interior	2blank+	UW	0	17096	0	001	0	1	path	closely_same	0.82	0.985	2.04	S0	0/0	1/1	0/0			5	9	0
71	-12.09	140	1.78	interior	2blank+	UW	0	5479	0	001	0	1	connect	closely_other	0.36	0.427	2.27	S0	0/0	1/1	0/0			5	10	0
72	-9.62	145	0.87	terminal	1dead	W	4040	11492	0	001	8614	1	sbt	none	2.47	2.468	0.00		1/1	1/1	0/0			5	10	0
73	-8.96	134	1.18	interior	1dead	W	279	13590	0	001	9612	1	path	closely_other	0.66	0.662	0.66	S1	1/1	1/1	0/0			5	10	0
74	-7.94	126	0.86	interior	1dead	W	3231	12113	0	001	8865	1	connect	closely_other	1.02	1.027	1.14		1/1	1/1	0/0			4	10	0
75	-7.29	122	1.35	interior	1dead	W	4581	7676	0	001	6321	1	path	closely_other	0.65	0.670	1.46	S2	1/1	0/0	0/0			5	0	0
76	-6.49	121	1.11	terminal	1dead	W	4275	16685	0	001	12179	1	path	closely_same	0.80	0.810	1.03	S2	1/1	0/0	0/0			5	0	0
77	-2.90	119	2.31	interior	2blank+	UW	0	14860	0	001	0	1	sbt	none	3.60	3.597	3.58	S2	0/0	0/0	0/0			5	0	0
78	-2.04	116	2.75	interior	2blank+	UW	0	11560	0	001	0	1	path	closely_other	0.86	1.030	4.31	S2	0/0	0/0	0/0			0	0	0
79	-1.02	113	3.36	interior	2blank+	UW	0	9401	0	001	0	1	path	closely_other	1.02	1.223	5.19	S2	0/0	0/0	0/0			0	0	0
80	0.00	111	4.17	interior	2blank+	UW	0	8282	0	001	0	1	path	closely_other	1.02	1.222	6.12	S2	0/0	0/0	0/0			2	0	0
81	1.22	109	4.42	interior	2blank+	UW	0	15492	0	001	0	1	connect	closely_other	1.22	1.469	6.01	S2	0/0	0/0	0/0			1	0	0
82	2.24	107	3.54	interior	2blank+	UW	0	14855	0	001	0	1	path	closely_other	1.02	1.222	4.99	S2	0/1	0/0	0/0			4	0	0
83	2.56	105	3.29	interior	2blank+	UW	0	17031	0	001	0	1	path	closely_other	0.32	0.378	4.80	S2	0/1	0/0	0/0			4	0	0
84	3.38	103	2.55	interior	2blank+	UW	0	16720	0	001	0	1	path	closely_other	0.82	0.990	4.00	S2	0/1	0/1	0/0			2	2	0
85	4.07	101	1.95	interior	2blank+	UW	0	14031	0	001	0	1	path	closely_other	0.68	0.822	3.45	S2	0/0	1/1	0/0			0	6	0
86	4.87	100	1.54	interior	2blank+	UW	0	20373	0	001	0	1	path	closely_same	0.80	0.960	2.76	S2	0/0	1/1	0/0			0	6	0
87	5.73	96	0.95	interior	2blank+	UW	0	17052	0	001	0	1	path	closely_other	0.86	1.032	1.94		0/0	1/1	0/0			0	8	0
88	6.75	89	0.28	interior	2blank+	UW	0	33081	0	001	0	1	path	closely_other	1.02	1.222	0.92		1/1	1/1	0/0			1	7	0
89	7.67	75	0.58	terminal	1dead	W	17949	39649	0	001	30775	1	path	closely_other	0.92	0.967	0.00		1/1	1/1	0/0			12	6	0
90	7.98	62	0.83	interior	1dead	W	27209	30449	0	001	28874	1	path	closely_other	0.32	0.284	0.32		1/1	1/1	0/0			12	6	0
91	8.48	63	1.13	interior	1dead	W	27209	20018	0	001	23885	1	path	closely_same	0.49	0.448	0.58	S3	1/1	1/1	0/0			12	6	0
92	9.28	46	1.60	interior	1dead	W	6417	23130	0	001	16973	1	path	closely_other	0.80	0.747	1.24	S3	1/1	0/1	0/0			10	2	0
93	9.86	45	2.12	interior	1dead	W	1182	23871	0	001	16900	1	path	closely_other	0.58	0.555	1.76	S3	1/1	0/0	0/0			9	2	0
94	10.66	38	2.85	interior	2blank+	UW	0	42137	0	001	0	1	path	closely_other	0.80	0.859	2.54	S3	0/0	0/0	0/0			3	0	0
95	11.46	39	2.89	interior	2blank+	UW	0	12122	0	001	0	1	connect	closely_same	0.80	0.960	2.46	S3	0/0	0/0	0/0			3	0	0
96	12.48	33	2.52	interior	2blank+	UW	0	6786	0	001	0	1	path	closely_other	1.02	1.222	1.86	S3	0/0	0/0	0/0			0	0	0
97	13.28	30	1.77	interior	2blank+	UW	0	6112	0	001	0	1	path	closely_other	0.80	0.964	1.13	S3	0/0	0/0	0/0			0	0	0
98	13.60	28	1.52	interior	2blank+	UW	0	13059	0	001	0	1	path	closely_other	0.32	0.378	0.89	S3	0/0	0/0	0/0			2	0	0
