i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
62	-4.80	1410	50.99	terminal	1dead	U	0	515	741	100	638	1	-	-	-	-	51.05	S0	-1	-1	1/1					3
63	-3.82	1414	51.73	terminal	1dead	U	0	1116	2432	100	1892	1	connect	closely_other	0.98	1.131	51.80	S0	-1	-1	1/1					2
64	-2.60	1421	52.88	interior	2blank+	UW	0	511	0	101	0	1	connect	closely_other	1.22	1.420	52.95	S0	-1	-1	0/0					0
65	-1.77	1428	52.58	terminal	1blank	W	39956	17057	0	000	30720	1	path	closely_other	0.84	0.876	52.66	S0	-1	-1	0/1	1.0	0.0			3
66	-1.18	1439	52.16	interior	1blank	W	38444	12013	0	000	28480	1	path	closely_other	0.59	0.532	52.25	S0	-1	-1	0/0	2.0	-1.0			1
67	0.00	1435	51.04	interior	1blank	W	38444	2622	0	000	27247	1	connect	closely_same	1.18	1.067	51.12	S0	-1	-1	0/0	-1.0	2.0			1
68	1.77	1433	49.36	terminal	1blank	V	38444	0	4025	000	27333	1	path	closely_same	1.77	1.603	49.44	S0	-1	-1	1/1					1
69	2.43	1448	48.85	interior	2blank+	VW	36663	0	0	000	0	1	path	closely_other	0.66	0.694	48.94	S0	-1	-1	0/1					1
70	3.60	1447	47.73	interior	2blank+	VW	36663	0	0	001	0	1	path	closely_same	1.18	1.413	47.82	S0	-1	-1	0/0					1
71	4.44	1470	47.28	interior	2blank+	VW	33645	0	0	000	0	1	path	closely_other	0.84	1.002	47.40	S0	-1	-1	0/0					0
72	5.27	1491	46.84	interior	1blank	W	29732	52027	0	000	42372	1	path	closely_other	0.84	0.867	46.99	S0	-1	-1	0/0	6.0	-0.0			0
73	5.87	1507	46.95	interior	1blank	W	26205	48307	0	000	38860	1	connect	closely_other	0.59	0.521	47.14	S0	-1	-1	0/0	6.0	-2.0			0
74	6.46	1523	47.07	interior	1blank	W	23709	46135	0	000	36678	1	path	closely_other	0.59	0.524	47.30	S0	-1	-1	0/0	3.0	5.0			0
75	7.05	1522	46.51	interior	1blank	W	23709	149392	0	000	106958	1	path	closely_same	0.59	0.506	46.75	S0	-1	-1	0/0	4.0	5.0			0
76	7.72	1539	46.34	interior	1blank	W	20098	140338	0	000	100247	1	path	closely_other	0.67	0.559	46.63	S0	-1	-1	0/0	-1.5	5.0			0
77	8.31	1551	47.03	interior	1blank	W	17111	133494	0	000	95167	1	path	closely_other	0.59	0.496	46.81	S0	-1	-1	0/0	-1.5	3.0			0
78	8.90	1562	47.23	terminal	1blank	W	13832	124825	0	000	88805	1	path	closely_other	0.59	0.497	46.99	S0	-1	-1	0/0	-1.5	1.0			1
79	9.20	1566	47.33	interior	1blank	W	12089	118715	0	000	84379	1	path	closely_other	0.30	0.249	47.08	S0	-1	-1	0/1	-1.5	0.0			1
80	9.87	1576	47.75	interior	1blank	W	9230	108764	0	000	77184	1	path	closely_other	0.67	0.565	47.48	S0	-1	-1	0/1	1.0	-0.0			2
81	11.05	1578	48.56	interior	1dead	U	0	108764	11595	100	77344	1	path	closely_same	1.18	0.996	48.26	S0	-1	-1	1/1					2
82	11.88	1585	49.17	interior	2blank+	UW	0	98032	0	101	0	1	connect	closely_other	0.84	0.854	48.85	S0	-1	-1	0/1					2
83	12.72	1595	48.70	interior	2blank+	UW	0	91395	0	100	0	1	path	closely_other	0.84	1.002	49.27	S0	-1	-1	0/0					1
84	13.30	1596	49.03	interior	2blank+	UW	0	91395	0	000	0	1	path	closely_same	0.59	0.707	49.59	S0	-1	-1	0/0					1
85	13.90	1613	49.03	terminal	1blank	U	0	82056	5573	000	58156	1	path	closely_other	0.59	0.610	49.65	S0	-1	-1	1/1					2
86	14.19	1620	49.03	interior	1blank	U	0	77946	14337	000	56041	1	path	closely_other	0.30	0.255	49.67	S0	-1	-1	1/1					2
87	14.85	1651	49.19	interior	1blank	U	0	69567	27616	000	52926	1	connect	closely_other	0.65	0.564	49.89	S0	-1	-1	1/1					2
88	15.14	1665	49.19	terminal	1blank	U	0	64705	6935	000	46015	1	path	closely_other	0.30	0.257	49.92	S0	-1	-1	1/1					2
