det	event	cluster	pass	row_a	row_b	nrows	length_cm	chord_cm	mx	my	mz	max_d_img	max_d_ridge	max_noff	class	chain	cov_own	cov_other	cov_any	dead_share	crawl_share	bridge_share	sbt_share	fit_share	seed_vertices	open_ended	seed_route_cm	onimage_route_cm	onimage_cost_ratio
pdvd	039349_61	67	0	4572	4639	68	179.11	13.66	62.5	144.6	19.1	17.78	3.87	3	FIT	0	0.89	0.00	0.89	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/3live:t/3live:i/3live:t/3live:t/3live:i/3live:i/3live:t/3live:t/3live:t/3live:i/3live:t/3live:i/3live:t/3live:t/3live:t	0			
pdvd	039253_9	71	0	2449	2466	18	10.88	10.97	243.9	27.7	88.9	4.57	3.24	2	FIT	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.94	3live:t/3live:i/3live:i/3live:i	0			
pdvd	039253_9	120	0	5720	5721	2	11.60	12.21	-1.5	134.1	150.1	1.01	2.21	2	FIT	0	0.21	0.00	0.21	0.50	0.00	0.00	0.00	1.00	1dead:t/1dead:t/3live:t/3live:i	0			
pdvd	039349_26	62	0	4498	4499	2	7.61	8.19	3.8	-257.1	232.1	1.16	2.76	3	FIT	0	0.44	0.00	0.44	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t	0			
pdvd	039252_14	117	0	7038	7039	2	11.36	11.96	0.5	-318.8	59.2	0.83	1.57	3	FIT	0	0.25	0.00	0.25	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i	0			
pdvd	039252_8	98	0	5546	5552	7	4.08	4.65	326.5	188.2	60.2	3.07	3.41	1	FIT	0	0.22	0.00	0.22	0.00	1.00	0.00	0.00	0.86	3live:i/3live:t/3live:i/3live:t	0			
pdvd	039349_10	70	0	2394	2395	2	10.79	11.45	-4.0	144.9	69.8	1.07	1.10	1	FIT	0	0.30	0.00	0.30	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039253_5	94	0	4269	4275	7	5.36	5.79	110.5	137.5	25.8	0.83	1.64	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t/3live:i/3live:i/3live:t	0			
pdvd	039253_15	67	0	3378	3380	3	2.88	3.46	66.7	-32.9	228.8	1.40	2.18	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039253_7	36	0	1901	1902	2	4.04	4.62	-93.6	101.8	284.2	1.10	1.51	3	FIT	0	0.56	0.00	0.56	0.50	0.00	0.00	0.00	1.00	3live:t/3live:e	0			
pdvd	039253_5	94	0	4278	4282	5	3.25	3.70	110.6	132.2	25.9	0.78	1.78	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:t	0			
pdvd	039252_6	92	0	4294	4297	4	3.00	3.10	275.5	116.1	56.1	1.25	1.46	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i/3live:i/3live:t	0			
pdvd	039349_58	74	0	696	697	2	1.29	1.93	325.0	120.3	297.0	0.34	3.36	3	FIT	1	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039349_66	79	0	2567	2569	3	1.32	1.98	94.5	70.9	65.0	3.15	3.07	1	FIT	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:e	1			
pdvd	039252_3	103	0	3151	3152	2	2.48	3.27	307.8	-251.6	162.5	1.17	1.61	3	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	1dead:i/3live:i/3live:t	0			
pdvd	039252_5	87	0	4659	4662	4	2.75	3.34	264.0	-94.6	150.0	0.91	1.37	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.50	0.00	1.00	3live:i/3live:i/3live:i	0			
pdvd	039349_14	45	0	1006	1008	3	1.92	2.30	275.4	332.4	201.2	0.81	1.80	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdvd	039349_29	53	0	2899	2901	3	2.03	2.13	215.7	215.6	107.7	1.18	1.69	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdvd	039349_28	50	0	4013	4015	3	1.99	1.90	235.7	-286.4	296.6	0.85	1.70	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1dead:i/3live:t/1dead:t	0			
pdvd	039252_5	87	0	4947	4949	3	1.32	1.97	259.2	58.2	63.4	1.82	2.49	2	FIT	0	0.75	0.00	0.75	0.00	0.00	0.00	1.00	1.00	3live:e/3live:t	1			
pdvd	039349_28	51	0	4112	4113	2	1.24	1.61	325.4	-183.5	221.5	0.93	2.10	1	FIT	0	1.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1dead:i/1dead:t/1dead:i/1dead:i	0			
pdvd	039349_32	46	0	1002	1003	2	1.36	1.36	338.3	-201.3	4.8	1.25	1.91	1	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	1			
pdvd	039349_18	10	0	232	234	3	1.72	2.15	-103.8	333.0	174.2	0.81	1.45	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t/1dead:t	0			
pdvd	039349_70	63	0	3880	3881	2	1.48	1.59	32.3	-236.2	65.6	0.53	1.66	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i/3live:i	0			
pdvd	039252_11	85	0	2699	2700	2	1.32	1.99	338.7	-30.9	223.8	0.45	1.81	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039253_6	89	0	2806	2807	2	1.30	1.99	270.7	-241.8	283.1	0.90	1.82	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039252_12	41	0	1092	1094	3	1.67	0.43	-273.1	308.0	91.7	1.03	1.41	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039252_14	77	0	2305	2306	2	1.43	2.05	248.8	108.9	58.6	0.67	1.59	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t/3live:i	0			
pdvd	039253_17	84	0	2611	2612	2	1.09	1.55	98.7	59.9	90.0	0.98	2.05	1	FIT	1	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:t/3live:i/3live:i/3live:t	0			
pdvd	039253_5	47	0	2404	2406	3	1.64	0.89	-165.2	6.4	22.3	1.12	1.36	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:i/1dead:i	0			
pdvd	039252_16	37	0	2814	2815	2	1.31	1.93	-234.9	-320.4	247.2	0.53	1.56	1	FIT	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:t/1dead:i	0			
pdvd	039349_28	51	0	4191	4192	2	1.05	1.41	319.9	-226.8	219.8	1.65	1.86	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1dead:i/1dead:t/1dead:i/1dead:t	0			
pdvd	039349_56	21	0	1049	1050	2	1.12	1.68	-45.2	-265.5	37.5	0.93	1.68	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	0			
pdvd	039349_58	74	0	717	718	2	1.43	2.17	316.4	118.5	297.8	0.88	1.30	2	FIT	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/1dead:i	0			
pdvd	039349_58	74	0	843	844	2	1.28	1.92	262.2	129.5	277.9	0.47	1.36	1	FIT	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdvd	039252_1	119	0	5297	5299	3	1.53	1.82	146.2	334.3	286.4	0.83	1.12	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t/3live:t	0			
pdvd	039349_0	58	0	2089	2091	3	1.71	2.10	285.8	80.8	132.8	1.57	0.99	3	FIT	0	1.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039253_5	94	0	4289	4290	2	1.30	1.83	110.5	126.6	26.0	0.80	1.30	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:t	0			
pdvd	039253_1	97	0	3998	3999	2	1.18	1.89	170.3	159.6	71.6	0.66	1.43	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3live:t/3live:i	0			
pdvd	039349_81	18	0	1039	1040	2	1.22	1.84	-302.5	-28.0	19.2	1.16	1.38	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1dead:i/1dead:t/1dead:t/3live:t	0			
pdvd	039349_28	47	0	2847	2848	2	1.11	1.63	268.2	-169.2	285.8	0.63	1.50	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1dead:i/3live:i	0			
pdvd	039253_2	86	0	3162	3163	2	1.31	1.79	272.0	36.3	35.4	0.49	1.26	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i	0			
pdvd	039253_5	94	0	4285	4286	2	1.19	1.72	110.5	128.9	26.0	0.54	1.34	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:i	0			
pdvd	039349_58	74	0	835	836	2	1.03	1.60	265.7	126.6	278.2	0.46	1.53	1	FIT	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:i/3live:i	0			
pdvd	039349_54	25	0	1801	1802	2	0.53	1.06	-319.6	19.5	12.2	1.47	2.60	1	FIT	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:e/1dead:i	1			
pdvd	039349_30	20	0	234	235	2	1.11	1.58	-226.8	-168.8	185.4	1.09	1.19	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t	0			
pdvd	039349_5	51	0	1147	1148	2	1.09	1.63	67.4	-265.3	23.0	0.64	1.20	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3live:e/3live:i	0			
pdvd	039349_63	41	0	1214	1216	3	1.04	1.50	180.3	-163.9	72.6	2.17	1.22	2	FIT	0	0.67	0.00	0.67	0.33	0.00	0.00	1.00	1.00	3live:i/1dead:e	1			
pdvd	039253_7	33	0	1634	1635	2	0.51	1.02	-4.5	134.4	90.6	1.12	2.33	1	FIT	0	1.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	1dead:e/1dead:e	1			
pdvd	039253_14	83	0	2069	2070	2	1.19	1.79	79.1	142.2	2.5	1.20	0.92	2	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:i	0			
pdvd	039253_10	93	0	5722	5723	2	0.67	1.34	-168.1	168.8	203.5	1.58	1.40	1	FIT	0	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t	1			
pdvd	039252_10	95	0	4585	4586	2	1.07	1.39	-63.9	96.5	151.6	1.31	0.82	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:i/3live:t/3live:t	0			
pdvd	039349_68	27	0	955	956	2	0.50	0.94	-186.8	52.3	277.1	0.73	1.18	1	FIT	0	1.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	1dead:i/3live:t	1			
pdvd	039349_30	75	0	5240	5241	2	1.07	1.68	44.4	-164.2	248.4	1.10	0.54	1	FIT	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	3live:t/3live:t/3live:i	0			
pdvd	039349_34	47	0	1209	1215	7	4.06	4.70	297.3	-229.5	95.1	1.55	1.68	3	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.14	3live:i/3live:i/3live:t/3live:i	0	8.78		
pdvd	039253_7	75	0	2898	2902	5	2.75	2.58	306.0	155.7	45.2	1.35	2.23	1	D-3live	1	0.80	0.00	0.80	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:t/3live:t	0	4.76		
pdvd	039349_58	74	0	710	712	3	2.14	2.16	319.0	120.0	296.3	0.84	2.54	2	D-3live	1	0.50	1.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:t/3live:i/3live:i	0	3.11		
pdvd	039252_12	116	0	3524	3527	4	2.50	2.81	334.4	88.8	46.1	1.34	2.17	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.25	3live:i/3live:i/3live:i	0	4.52		
pdvd	039252_2	84	0	1121	1123	3	1.99	2.21	313.4	40.3	79.1	1.06	2.51	1	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:t/3live:i/3live:i/3live:t	0	3.74		
pdvd	039349_58	74	0	759	761	3	1.87	1.87	300.0	123.0	289.7	0.39	2.65	1	D-3live	1	0.75	1.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:i/3live:i	0	2.37		
pdvd	039253_16	108	0	3433	3435	3	1.99	2.48	295.8	-248.0	154.3	1.03	2.42	2	D-3live	1	0.80	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i/3live:i	0	3.38		
pdvd	039252_17	69	0	2487	2490	4	2.49	3.18	257.1	148.9	16.5	0.61	1.71	1	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.25	3live:i/3live:i/3live:i/3live:i	0	5.18		
pdvd	039349_22	65	0	5453	5456	4	2.36	2.86	-146.6	-173.5	182.3	0.97	1.55	1	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.50	3live:i/3live:t/3live:i/3live:t	0	7.07	10.35	1.303
pdvd	039252_17	69	0	2493	2495	3	2.29	2.65	258.2	147.2	19.2	0.79	1.57	1	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.33	3live:i/3live:i/3live:i/3live:i/3live:i	0	3.15		
pdvd	039349_28	47	0	3048	3051	4	2.51	3.05	293.8	-93.0	235.4	1.21	1.11	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.50	3live:i/3live:i/3live:i/3live:i	0	5.68		
pdvd	039349_58	74	0	882	883	2	1.07	0.98	243.3	132.0	271.2	0.73	2.55	1	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i	0	1.63		
pdvd	039349_56	21	0	1046	1047	2	1.14	1.72	-46.5	-265.6	38.7	1.23	2.18	2	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:t/3live:i	0	13.85		
pdvd	039349_58	74	0	868	869	2	1.60	2.42	251.5	131.7	271.6	0.94	1.52	2	D-3live	1	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	3live:i/3live:i/3live:i	0	4.36		
pdvd	039349_37	38	0	522	524	3	1.80	2.40	268.7	-149.6	84.2	1.14	1.29	1	D-3live	1	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.33	1dead:i/1dead:i	0	5.39	7.01	1.589
pdvd	039252_7	87	0	2151	2153	3	1.81	1.97	112.6	153.8	11.0	1.16	1.21	1	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:i/3live:t	0	0.59	0.59	1.000
pdvd	039252_5	83	0	3715	3717	3	1.82	2.21	285.8	-150.5	153.8	1.41	1.13	3	D-3live	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.67	3live:i/3live:i/3live:i	0	4.54		
