i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
38	-11.48	34089	1.57	interior	3live	-	37464	4699	73147	000	47526	1	-	-	-	-	2.70	S0	-1	-1	0/0					0
39	-9.72	34090	1.23	terminal	3live	-	39066	9258	73147	000	48175	1	path	closely_same	1.77	1.536	3.28	S0	-1	-1	0/0					0
40	-7.95	34091	1.34	interior	3live	-	3207	22943	73147	000	44299	1	path	closely_same	1.77	1.539	2.57	S0	-1	-1	0/0					0
41	-5.30	34092	1.52	interior	3live	-	1432	39307	73147	000	47950	1	connect	closely_same	2.65	2.309	3.47	S0	-1	-1	0/0					0
42	-2.65	34093	1.21	terminal	3live	-	56355	30924	73147	000	56222	1	path	closely_same	2.65	2.292	2.53	S0	-1	-1	0/0					0
43	0.00	34094	1.41	interior	3live	-	1424	15846	73147	000	43219	1	connect	closely_same	2.65	2.300	2.37	S0	-1	-1	0/0					0
44	1.77	34142	1.29	terminal	3live	-	5570	3364	73147	000	42398	1	path	closely_other	1.77	1.547	3.28	S0	-1	-1	0/0					0
45	2.65	34143	1.51	interior	3live	-	3186	4696	73147	000	42358	1	path	closely_same	0.88	0.774	2.81	S0	-1	-1	0/0					0
46	2.95	35790	1.42	interior	3live	-	2998	3889	41265	000	23992	1	path	closely_other	0.30	0.266	2.82	S0	-1	-1	1/1					23
47	5.28	35798	0.47	interior	3live	-	983	2333	61436	000	35500	1	connect	closely_same	2.34	2.110	0.88		-1	-1	1/1					23
48	6.17	35799	0.56	terminal	3live	-	8569	5660	61436	000	35962	1	path	closely_same	0.88	0.784	0.00		-1	-1	1/1					23
49	7.73	35913	0.36	interior	3live	-	21302	4200	72120	000	43485	1	connect	closely_other	1.57	1.380	0.59		-1	-1	1/1					23
50	10.38	35904	0.61	interior	3live	-	9365	4342	72120	000	42063	1	connect	closely_same	2.65	2.321	1.90		-1	-1	1/1					23
