i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
149	-5.91	653	1.17	interior	1blank	V	424	0	218	000	337	1	path	closely_other	0.98	1.422	1.57	S1	0/1	0/1	1/1	-1.0	0.0	2	2	5
150	-5.29	658	0.89	interior	3live	-	844	47	5093	000	2981	1	connect	closely_other	0.62	0.894	1.48		0/1	1/1	1/1			3	3	4
151	-4.22	660	0.01	interior	3live	-	276	22177	17069	000	16158	1	path	closely_other	1.06	1.096	0.59		1/1	1/1	1/1			2	3	4
152	-3.93	661	0.15	interior	3live	-	420	21292	18655	000	16345	1	path	closely_other	0.30	0.282	0.30		1/1	1/1	1/1			2	2	4
153	-2.96	667	0.39	terminal	1blank	U	0	17132	13270	000	15323	1	connect	closely_other	0.97	1.156	0.00		0/0	1/1	1/1	-1.2	1.0	2	4	4
154	-2.12	672	0.42	interior	3live	-	273	57367	4484	000	33222	1	path	closely_other	0.84	0.966	0.83		0/1	1/1	1/1			1	3	5
155	-1.19	676	1.14	interior	3live	-	276	16858	9076	000	11055	1	connect	closely_other	0.93	0.877	0.59	S2	0/1	1/1	1/1			1	3	4
156	-0.60	687	0.90	terminal	3live	-	1589	33291	15999	000	21345	1	path	closely_other	0.59	0.568	0.00		1/1	1/1	1/1			2	3	8
157	0.00	696	0.91	terminal	3live	-	6864	34702	7938	000	20931	1	connect	closely_other	0.60	0.558	0.00		1/1	1/1	1/1			6	3	2
158	0.59	704	1.18	interior	3live	-	3259	22914	255	000	13364	1	path	closely_other	0.59	0.563	0.59	S3	0/1	1/1	1/1			4	2	6
159	1.52	708	0.57	terminal	3live	-	4417	13055	11212	000	10258	1	connect	closely_other	0.93	0.917	0.00		1/1	1/1	1/1			3	2	5
160	2.24	714	0.74	interior	3live	-	6259	2528	17379	000	10764	1	path	closely_other	0.71	0.708	0.71		1/1	1/1	1/1			3	2	6
161	3.00	720	0.43	interior	3live	-	14356	30751	10708	000	20546	1	connect	closely_other	0.77	0.738	0.31		1/1	1/1	1/1			3	2	5
162	3.32	722	0.50	terminal	3live	-	20631	28128	17486	000	22528	1	path	closely_other	0.31	0.290	0.00		1/1	1/1	1/1			3	3	5
163	3.63	724	0.56	interior	3live	-	23002	19555	20519	000	21075	1	path	closely_other	0.31	0.290	0.31		1/1	1/1	1/1			3	3	5
164	4.22	725	0.08	interior	3live	-	23002	37805	29820	000	30809	1	connect	closely_same	0.59	0.538	0.35		1/1	1/1	1/1			3	3	5
165	4.57	727	0.14	terminal	3live	-	20667	44317	33192	000	34122	1	path	closely_other	0.35	0.317	0.00		1/1	1/1	1/1			3	3	3
166	5.20	731	0.20	terminal	3live	-	17911	34907	30417	000	28662	1	connect	closely_other	0.62	0.559	0.00		1/1	1/1	1/1			2	2	4
167	5.79	736	0.47	interior	3live	-	14174	19640	17630	000	17296	1	path	closely_other	0.59	0.548	0.59		1/1	1/1	1/1			2	2	3
168	6.76	740	0.15	terminal	3live	-	22942	46809	36708	000	36810	1	connect	closely_other	0.97	0.887	0.00		1/1	1/1	1/1			2	3	5
169	7.59	745	0.74	terminal	3live	-	2642	17677	13446	000	12913	1	connect	closely_other	0.84	0.777	0.00		1/1	1/1	1/1			3	3	4
170	8.19	749	0.73	terminal	3live	-	2279	3349	14976	000	8957	1	connect	closely_other	0.60	0.596	0.00		1/1	1/1	1/1			3	3	3
171	8.78	752	0.97	terminal	3live	-	911	764	5086	000	3016	1	connect	closely_other	0.59	0.627	0.00		1/1	1/1	1/1			3	4	3
172	9.81	755	0.61	interior	3live	-	1642	8634	742	000	5092	1	connect	closely_other	1.03	1.114	0.30		1/1	1/1	1/1			3	3	4
173	10.11	758	0.74	terminal	3live	-	1433	3501	1031	000	2264	1	path	closely_other	0.30	0.324	0.00		1/1	1/1	1/1			3	3	5
174	10.70	761	0.98	interior	3live	-	11648	16	598	000	6734	1	path	closely_other	0.59	0.641	0.59		1/1	1/1	1/1			3	3	5
175	11.57	770	0.73	interior	3live	-	9596	16448	668	000	11001	1	connect	closely_other	0.88	0.889	1.12		1/1	1/1	1/1			3	2	5
176	12.57	776	1.41	interior	1blank	V	281	0	335	000	309	1	path	closely_other	1.00	1.360	1.51	S4	1/1	0/1	1/1	1.0	-0.0	3	3	1
177	14.28	782	0.60	interior	3live	-	1475	16403	53	000	9508	1	connect	closely_other	1.71	2.346	1.36		1/1	1/1	1/1			2	2	4
