label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	329.66	1167	2.1653e+07	2.78989	1.93054	0.722325	2.93535	0.146768	4.57826	0.0614914	0	0.832086	2.93653
all	rms	U	1	660.489	1177	2.16492e+07	2.87329	2.22503	1.02243	3.33554	0.266082	4.35039	0.0614913	0	0.815309	2.99724
all	rms	U	2	995.278	1190	2.16476e+07	2.86197	2.42917	1.25508	3.27929	0.163965	3.8652	0.0614913	0	0.810013	2.95687
all	rms	U	3	1327.06	1197	2.16637e+07	2.89947	2.58755	1.44926	3.46782	0.173391	3.81186	0.0614913	0	0.803877	2.97237
all	rms	U	4	1645.96	1201	2.1643e+07	2.98188	2.71526	1.61402	3.90434	0.213649	4.12406	0.0614913	0	0.79996	3.04302
all	rms	U	5	1962.14	1220	2.16687e+07	2.94756	2.82618	1.76224	3.7189	0.185945	3.80631	0.0614913	0	0.797039	2.99721
all	share	U	0	329.66	1167	2.1653e+07	2.78989	1.93054	0.722325	2.1664	0.10832	4.57826	0.0614914	0	0.832086	2.93653
all	share	U	1	660.489	1177	2.16492e+07	2.87329	2.22503	1.02243	2.68529	0.134265	4.35039	0.0614913	0	0.815309	2.99724
all	share	U	2	995.278	1190	2.16476e+07	2.86197	2.42917	1.25508	2.86092	0.143046	3.8652	0.0614913	0	0.810013	2.95687
all	share	U	3	1327.06	1197	2.16637e+07	2.89947	2.58755	1.44926	3.07151	0.153576	3.81186	0.0614913	0	0.803877	2.97237
all	share	U	4	1645.96	1201	2.1643e+07	2.98188	2.71526	1.61402	3.2099	0.160495	4.12406	0.0614913	0	0.79996	3.04302
all	share	U	5	1962.14	1220	2.16687e+07	2.94756	2.82618	1.76224	3.31516	0.165758	3.80631	0.0614913	0	0.797039	2.99721
all	truth	U	0	329.66	1167	2.1653e+07	2.78989	1.93054	0.722325	3.41511	0.170756	4.57826	0.0614914	0	0.832086	2.93653
all	truth	U	1	660.489	1177	2.16492e+07	2.87329	2.22503	1.02243	3.79256	0.301429	4.35039	0.0614913	0	0.815309	2.99724
all	truth	U	2	995.278	1190	2.16476e+07	2.86197	2.42917	1.25508	3.54076	0.177038	3.8652	0.0614913	0	0.810013	2.95687
all	truth	U	3	1327.06	1197	2.16637e+07	2.89947	2.58755	1.44926	3.63702	0.181851	3.81186	0.0614913	0	0.803877	2.97237
all	truth	U	4	1645.96	1201	2.1643e+07	2.98188	2.71526	1.61402	4.0822	0.267135	4.12406	0.0614913	0	0.79996	3.04302
all	truth	U	5	1962.14	1220	2.16687e+07	2.94756	2.82618	1.76224	3.79239	0.189619	3.80631	0.0614913	0	0.797039	2.99721
all	rms	V	0	337.814	1165	2.11242e+07	2.76243	1.93989	0.731203	2.81078	0.140539	4.40253	0.0614913	0	0.828468	2.92869
all	rms	V	1	678.832	1168	2.11105e+07	2.80668	2.23793	1.03653	3.0133	0.150665	3.94352	0.0614914	0	0.822478	2.93464
all	rms	V	2	1010.33	1161	2.11328e+07	2.89206	2.43711	1.26453	3.43005	0.171502	4.02354	0.0614913	0	0.810695	2.98189
all	rms	V	3	1336.15	1206	2.11177e+07	2.84945	2.59147	1.45421	3.21784	0.160892	3.51838	0.0614913	0	0.810859	2.93773
all	rms	V	4	1660.55	1179	2.11352e+07	2.9401	2.72068	1.62116	3.67926	0.183963	3.87027	0.0614913	0	0.798924	3.00042
all	rms	V	5	1968.35	1180	2.11308e+07	2.97919	2.82824	1.76502	3.88958	0.194479	3.99193	0.0614913	0	0.793431	3.02509
all	share	V	0	337.814	1165	2.11242e+07	2.76243	1.93989	0.731203	2.27348	0.113674	4.40253	0.0614913	0	0.828468	2.92869
all	share	V	1	678.832	1168	2.11105e+07	2.80668	2.23793	1.03653	2.4566	0.12283	3.94352	0.0614914	0	0.822478	2.93464
all	share	V	2	1010.33	1161	2.11328e+07	2.89206	2.43711	1.26453	2.83797	0.141899	4.02354	0.0614913	0	0.810695	2.98189
all	share	V	3	1336.15	1206	2.11177e+07	2.84945	2.59147	1.45421	2.83248	0.141624	3.51838	0.0614913	0	0.810859	2.93773
all	share	V	4	1660.55	1179	2.11352e+07	2.9401	2.72068	1.62116	3.24705	0.162353	3.87027	0.0614913	0	0.798924	3.00042
all	share	V	5	1968.35	1180	2.11308e+07	2.97919	2.82824	1.76502	3.44755	0.172377	3.99193	0.0614913	0	0.793431	3.02509
all	truth	V	0	337.814	1165	2.11242e+07	2.76243	1.93989	0.731203	3.36696	0.168348	4.40253	0.0614913	0	0.828468	2.92869
all	truth	V	1	678.832	1168	2.11105e+07	2.80668	2.23793	1.03653	3.4035	0.170175	3.94352	0.0614914	0	0.822478	2.93464
all	truth	V	2	1010.33	1161	2.11328e+07	2.89206	2.43711	1.26453	3.6964	0.18482	4.02354	0.0614913	0	0.810695	2.98189
all	truth	V	3	1336.15	1206	2.11177e+07	2.84945	2.59147	1.45421	3.42249	0.171125	3.51838	0.0614913	0	0.810859	2.93773
all	truth	V	4	1660.55	1179	2.11352e+07	2.9401	2.72068	1.62116	3.81254	0.190627	3.87027	0.0614913	0	0.798924	3.00042
all	truth	V	5	1968.35	1180	2.11308e+07	2.97919	2.82824	1.76502	3.96822	0.198411	3.99193	0.0614913	0	0.793431	3.02509
all	rms	W	0	328.397	1277	2.17078e+07	1.7051	1.55762	0.720939	0.817232	0.0408616	1.00094	0.184474	0	0.859699	1.83941
all	rms	W	1	657.157	1289	2.17257e+07	1.8595	1.79332	1.01984	1.23104	0.0615521	1.28183	0.184474	0	0.828443	1.91721
all	rms	W	2	980.455	1293	2.1713e+07	2.00828	1.95758	1.2457	1.73449	0.0867243	1.75285	0.184474	0	0.797142	2.03271
all	rms	W	3	1304.52	1299	2.17344e+07	2.13492	2.09338	1.4369	2.2355	0.111775	2.24031	0.184474	0	0.771124	2.14553
all	rms	W	4	1629.98	1305	2.17106e+07	2.23378	2.21484	1.60617	2.66408	0.133204	2.66401	0.184474	0	0.74805	2.23918
all	rms	W	5	1957.01	1311	2.17335e+07	2.33684	2.328	1.75993	3.13908	0.156954	3.13857	0.184474	0	0.72502	2.34022
all	share	W	0	328.397	1277	2.17078e+07	1.7051	1.55762	0.720939	0.605752	0.0302876	1.00094	0.184474	0	0.859699	1.83941
all	share	W	1	657.157	1289	2.17257e+07	1.8595	1.79332	1.01984	0.981997	0.0490999	1.28183	0.184474	0	0.828443	1.91721
all	share	W	2	980.455	1293	2.1713e+07	2.00828	1.95758	1.2457	1.44516	0.0722579	1.75285	0.184474	0	0.797142	2.03271
all	share	W	3	1304.52	1299	2.17344e+07	2.13492	2.09338	1.4369	1.89658	0.0948288	2.24031	0.184474	0	0.771124	2.14553
all	share	W	4	1629.98	1305	2.17106e+07	2.23378	2.21484	1.60617	2.34804	0.117402	2.66401	0.184474	0	0.74805	2.23918
all	share	W	5	1957.01	1311	2.17335e+07	2.33684	2.328	1.75993	2.84804	0.142402	3.13857	0.184474	0	0.72502	2.34022
all	truth	W	0	328.397	1277	2.17078e+07	1.7051	1.55762	0.720939	0.979903	0.0489951	1.00094	0.184474	0	0.859699	1.83941
all	truth	W	1	657.157	1289	2.17257e+07	1.8595	1.79332	1.01984	1.28216	0.064108	1.28183	0.184474	0	0.828443	1.91721
all	truth	W	2	980.455	1293	2.1713e+07	2.00828	1.95758	1.2457	1.75561	0.0877807	1.75285	0.184474	0	0.797142	2.03271
all	truth	W	3	1304.52	1299	2.17344e+07	2.13492	2.09338	1.4369	2.24462	0.112231	2.24031	0.184474	0	0.771124	2.14553
all	truth	W	4	1629.98	1305	2.17106e+07	2.23378	2.21484	1.60617	2.66929	0.133464	2.66401	0.184474	0	0.74805	2.23918
all	truth	W	5	1957.01	1311	2.17335e+07	2.33684	2.328	1.75993	3.14578	0.157289	3.13857	0.184474	0	0.72502	2.34022
