i	arc_cm	vid	off_cm	role	class	blank	qu	qv	qw	dead_uvw	q_dump	q_rms_ok	in_src	in_base	in_len	in_w	near_onridge_term_cm	stretch	cell_u	cell_v	cell_w	blank_dw	blank_dt	band_u	band_v	band_w
24	-11.75	2624	0.34	interior	3live	-	56614	31975	7273	000	37773	1	path	closely_other	0.30	0.264	0.30		-1	-1	1/1					3
25	-10.77	2617	0.64	interior	3live	-	18629	34521	20312	000	25504	1	connect	closely_other	0.98	0.881	0.65		-1	-1	1/1					2
26	-10.12	2605	0.55	terminal	3live	-	22512	36228	23151	000	28019	1	path	closely_other	0.65	0.594	0.00		-1	-1	1/1					2
27	-9.82	2600	0.51	interior	3live	-	11465	36701	26174	000	26854	1	path	closely_other	0.30	0.269	0.30		-1	-1	1/1					2
28	-8.94	2601	1.39	interior	1blank	W	20785	36701	0	000	29824	1	connect	closely_same	0.88	0.799	0.93	S0	-1	-1	0/0	-1.0	-1.0			2
29	-8.64	2597	1.37	terminal	1blank	W	22330	37601	0	000	30923	1	path	closely_other	0.30	0.266	1.06	S0	-1	-1	0/1	-1.0	-0.0			3
30	-8.35	2594	1.34	interior	1blank	W	11599	37343	0	000	27650	1	path	closely_other	0.30	0.267	1.25	S0	-1	-1	0/1	-1.0	0.0			3
31	-7.75	2586	1.25	interior	2blank+	UW	0	36618	0	000	0	1	path	closely_other	0.59	0.624	1.06	S0	-1	-1	0/1					2
32	-6.69	2578	0.33	terminal	3live	-	15107	35936	18302	000	24864	1	connect	closely_other	1.06	1.125	0.00		-1	-1	1/1					4
33	-6.10	2569	0.34	terminal	3live	-	19027	35678	14575	000	24815	1	connect	closely_other	0.59	0.542	0.00		-1	-1	1/1					3
34	-5.80	2566	0.27	interior	3live	-	20958	34635	10655	000	24169	1	path	closely_other	0.30	0.271	0.30		-1	-1	1/1					4
35	-5.21	2559	0.15	interior	3live	-	25851	34465	7382	000	25236	1	connect	closely_other	0.59	0.542	0.30		-1	-1	1/1					2
36	-4.91	2556	0.11	terminal	3live	-	28464	34718	6023	000	26152	1	path	closely_other	0.30	0.270	0.00		-1	-1	1/1					4
37	-1.06	2557	3.89	interior	2blank+	VW	13596	0	0	000	0	1	sbt	none	3.85	3.850	3.31	S1	-1	-1	0/1					4
38	0.00	2551	3.15	interior	2blank+	VW	520	0	0	000	0	1	path	closely_other	1.06	1.276	2.42	S1	-1	-1	0/1					3
39	0.59	2547	3.05	interior	2blank+	UVW	0	0	0	000	0	1	path	closely_other	0.59	0.711	2.19	S1	-1	-1	0/1					2
40	1.99	2538	1.79	interior	2blank+	UV	0	0	29706	000	0	1	path	closely_other	1.40	1.681	0.88	S1	-1	-1	1/1					3
41	2.88	2539	0.91	terminal	1blank	V	3234	0	29706	000	21129	1	path	closely_same	0.88	0.940	0.00		-1	-1	1/1					3
42	3.81	2536	0.05	interior	3live	-	35709	35140	27056	000	32873	1	connect	closely_other	0.93	0.849	0.43		-1	-1	1/1					3
43	4.24	2533	0.26	terminal	1blank	W	32565	33977	0	000	33279	1	path	closely_other	0.43	0.384	0.00		-1	-1	0/1	0.5	-0.0			2
44	4.83	2528	0.30	terminal	1blank	W	29580	32120	0	000	30876	1	connect	closely_other	0.59	0.530	0.00		-1	-1	0/1	0.5	-0.0			2
45	5.13	2526	0.32	interior	3live	-	29189	33228	533	000	25537	1	path	closely_other	0.30	0.268	0.30		-1	-1	1/1					4
46	5.72	2523	0.40	terminal	1blank	W	21078	30494	0	000	26212	1	connect	closely_other	0.59	0.540	0.00		-1	-1	0/1	0.5	0.0			2
47	6.02	2522	0.42	interior	3live	-	21867	31347	59	000	22067	1	path	closely_other	0.30	0.272	0.30		-1	-1	1/1					3
48	6.61	2518	0.44	interior	1blank	W	18348	30494	0	000	25165	1	path	closely_other	0.59	0.544	0.89		-1	-1	0/1	0.5	-0.0			2
49	7.49	2519	0.42	interior	3live	-	20099	30494	25265	000	25639	1	connect	closely_same	0.88	0.806	0.30		-1	-1	1/1					2
50	7.79	2515	0.36	terminal	3live	-	23170	29924	27597	000	27042	1	path	closely_other	0.30	0.270	0.00		-1	-1	1/1					2
51	8.38	2512	0.29	terminal	3live	-	23929	27707	24214	000	25342	1	connect	closely_other	0.59	0.540	0.00		1/1	1/1	1/1			2	2	2
52	8.68	2507	0.23	interior	3live	-	25146	27040	23464	000	25259	1	path	closely_other	0.30	0.270	0.30		1/1	1/1	1/1			2	2	2
53	9.27	2504	0.18	terminal	3live	-	30978	26335	24876	000	27520	1	connect	closely_other	0.59	0.539	0.00		1/1	1/1	1/1			2	3	4
54	9.86	2499	0.25	terminal	3live	-	28085	23257	16437	000	23093	1	connect	closely_other	0.59	0.541	0.00		1/1	1/1	1/1			2	3	2
55	10.45	2492	0.34	terminal	3live	-	34480	25213	13976	000	25948	1	connect	closely_other	0.59	0.543	0.00		1/1	1/1	1/1			1	3	3
56	11.05	2488	0.38	terminal	3live	-	31650	24428	6284	000	23366	1	connect	closely_other	0.59	0.542	0.00		1/1	1/1	1/1			2	3	3
57	11.98	2486	0.38	terminal	3live	-	28525	6843	21169	000	20886	1	connect	closely_other	0.93	0.862	0.00		1/1	1/1	1/1			2	3	2
58	12.27	2484	0.34	interior	3live	-	26121	6902	20927	000	19731	1	path	closely_other	0.30	0.276	0.30		1/1	1/1	1/1			2	3	2
59	12.87	2481	0.38	terminal	3live	-	28379	10981	26289	000	23217	1	connect	closely_other	0.59	0.549	0.00		1/1	1/1	1/1			2	3	2
60	13.16	2479	0.36	interior	3live	-	25157	10481	24846	000	21292	1	path	closely_other	0.30	0.274	0.30		1/1	1/1	1/1			2	3	3
61	13.75	2477	0.35	terminal	3live	-	19868	10742	22028	000	18215	1	connect	closely_other	0.59	0.554	0.00		1/1	1/1	1/1			2	3	2
62	14.82	2475	0.52	terminal	3live	-	12238	18849	17205	000	16341	1	connect	closely_other	1.06	1.007	0.00		1/1	1/1	1/1			2	3	3
63	15.11	2473	0.51	interior	3live	-	14100	20043	14206	000	16354	1	path	closely_other	0.30	0.282	0.30		1/1	1/1	1/1			2	3	3
