plane	sig_fit_pitch	sig_share_pitch	sig_model_pitch	extent	meas_centre	meas_pm1	meas_pm2	meas_beyond	gaus_fit_centre	gaus_fit_pm1	gaus_fit_pm2	gaus_fit_beyond	gaus_model_centre	gaus_model_pm1	gaus_model_pm2	gaus_model_beyond	gaus_share_centre	gaus_share_pm1	gaus_share_pm2	gaus_share_beyond	U_stack_rms	U_stack_share	U_stack_model	tail_excess_share	tail_excess_over_pm1	truth_centre	truth_pm1	truth_pm2	truth_beyond
U	0.632178	0.630173	0.277958	0.164444	0.523656	0.443707	0.0323303	0.00030702	0.522556	0.445788	0.0313634	0.00029277	0.768231	0.231769	0	0	0.523674	0.445122	0.0309227	0.000281466	0.00416276	0.00286641	0.48915	0.000981173	0.00220098	0.510683	0.444357	0.0444726	0.000486754
V	0.649099	0.65289	0.278433	0.164444	0.51133	0.452102	0.0363286	0.000239172	0.513252	0.451149	0.0351959	0.000403109	0.767895	0.232105	0	0	0.511201	0.452286	0.0360811	0.000431775	0.00417165	0.000753619	0.513129	0.000968782	0.00214737	0.500743	0.451861	0.0469713	0.000425441
W	0.293007	0.276557	0.284837	0.197341	0.772588	0.224223	0.00318858	0	0.752945	0.246981	7.42268e-05	1.18511e-12	0.761321	0.238679	0	0	0.765374	0.234592	3.37653e-05	7.28941e-14	0.0455153	0.0207374	0.0289103	0.00311435	0.0126097	0.772571	0.224117	0.00331196	0
