label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	316.451	1183	2.37004e+07	4.1922	1.91504	0.707706	12.6244	2.70294	14.408	0.0614916	0	0.798265	4.40356
all	rms	U	1	624.28	1217	2.37196e+07	3.82913	2.19882	0.994006	9.67345	2.66551	10.8155	0.0614916	0	0.803871	3.98986
all	rms	U	2	950.798	1276	2.37338e+07	3.19144	2.40519	1.22671	5.1397	1.12463	5.90515	0.0614916	0	0.812424	3.3009
all	rms	U	3	1289.64	1301	2.37249e+07	2.88988	2.5712	1.42867	3.41898	0.346737	3.78142	0.0614916	0	0.808683	2.96679
all	rms	U	4	1626.24	1293	2.37173e+07	3.50807	2.70788	1.60432	7.27352	1.45543	7.54774	0.0614916	0	0.793408	3.61139
all	rms	U	5	1954.61	1298	2.37227e+07	3.26675	2.82368	1.75885	5.62178	1.26254	5.79208	0.0614916	0	0.78911	3.33968
all	share	U	0	316.451	1183	2.37004e+07	4.1922	1.91504	0.707706	3.27077	0.367453	14.408	0.0614916	0	0.798265	4.40356
all	share	U	1	624.28	1217	2.37196e+07	3.82913	2.19882	0.994006	3.0717	0.330718	10.8155	0.0614916	0	0.803871	3.98986
all	share	U	2	950.798	1276	2.37338e+07	3.19144	2.40519	1.22671	2.78025	0.139012	5.90515	0.0614916	0	0.812424	3.3009
all	share	U	3	1289.64	1301	2.37249e+07	2.88988	2.5712	1.42867	2.90592	0.145296	3.78142	0.0614916	0	0.808683	2.96679
all	share	U	4	1626.24	1293	2.37173e+07	3.50807	2.70788	1.60432	3.44839	0.185693	7.54774	0.0614916	0	0.793408	3.61139
all	share	U	5	1954.61	1298	2.37227e+07	3.26675	2.82368	1.75885	3.60956	0.18792	5.79208	0.0614916	0	0.78911	3.33968
all	truth	U	0	316.451	1183	2.37004e+07	4.1922	1.91504	0.707706	14.4551	3.04478	14.408	0.0614916	0	0.798265	4.40356
all	truth	U	1	624.28	1217	2.37196e+07	3.82913	2.19882	0.994006	10.9479	2.93525	10.8155	0.0614916	0	0.803871	3.98986
all	truth	U	2	950.798	1276	2.37338e+07	3.19144	2.40519	1.22671	5.79033	1.29606	5.90515	0.0614916	0	0.812424	3.3009
all	truth	U	3	1289.64	1301	2.37249e+07	2.88988	2.5712	1.42867	3.60233	0.415002	3.78142	0.0614916	0	0.808683	2.96679
all	truth	U	4	1626.24	1293	2.37173e+07	3.50807	2.70788	1.60432	8.01032	1.65153	7.54774	0.0614916	0	0.793408	3.61139
all	truth	U	5	1954.61	1298	2.37227e+07	3.26675	2.82368	1.75885	6.0581	1.46624	5.79208	0.0614916	0	0.78911	3.33968
all	rms	V	0	320.937	1215	2.30291e+07	2.77647	1.92035	0.712704	2.87403	0.177774	4.52899	0.0614916	0	0.833931	2.91645
all	rms	V	1	651.794	1243	2.30538e+07	2.89888	2.21883	1.01567	3.46478	0.376067	4.51186	0.0614916	0	0.826561	3.01508
all	rms	V	2	980.831	1232	2.30343e+07	3.15699	2.42147	1.24594	4.9254	1.12843	5.65542	0.0614916	0	0.809705	3.25998
all	rms	V	3	1306.83	1275	2.30536e+07	3.04212	2.57875	1.43816	4.24195	1.17663	4.67287	0.0614916	0	0.809104	3.13969
all	rms	V	4	1637.95	1259	2.30421e+07	3.05311	2.71227	1.61009	4.30513	0.683985	4.55747	0.0614916	0	0.799649	3.11192
all	rms	V	5	1959.47	1265	2.30495e+07	3.40563	2.82529	1.76104	6.55421	2.31301	6.71728	0.0614916	0	0.785301	3.49801
all	share	V	0	320.937	1215	2.30291e+07	2.77647	1.92035	0.712704	2.11282	0.105641	4.52899	0.0614916	0	0.833931	2.91645
all	share	V	1	651.794	1243	2.30538e+07	2.89888	2.21883	1.01567	2.331	0.11655	4.51186	0.0614916	0	0.826561	3.01508
all	share	V	2	980.831	1232	2.30343e+07	3.15699	2.42147	1.24594	2.8713	0.16491	5.65542	0.0614916	0	0.809705	3.25998
all	share	V	3	1306.83	1275	2.30536e+07	3.04212	2.57875	1.43816	2.89161	0.165478	4.67287	0.0614916	0	0.809104	3.13969
all	share	V	4	1637.95	1259	2.30421e+07	3.05311	2.71227	1.61009	3.22103	0.161052	4.55747	0.0614916	0	0.799649	3.11192
all	share	V	5	1959.47	1265	2.30495e+07	3.40563	2.82529	1.76104	3.75554	0.377311	6.71728	0.0614916	0	0.785301	3.49801
all	truth	V	0	320.937	1215	2.30291e+07	2.77647	1.92035	0.712704	3.29194	0.179046	4.52899	0.0614916	0	0.833931	2.91645
all	truth	V	1	651.794	1243	2.30538e+07	2.89888	2.21883	1.01567	3.90493	0.467786	4.51186	0.0614916	0	0.826561	3.01508
all	truth	V	2	980.831	1232	2.30343e+07	3.15699	2.42147	1.24594	5.51084	1.28038	5.65542	0.0614916	0	0.809705	3.25998
all	truth	V	3	1306.83	1275	2.30536e+07	3.04212	2.57875	1.43816	4.70744	1.44223	4.67287	0.0614916	0	0.809104	3.13969
all	truth	V	4	1637.95	1259	2.30421e+07	3.05311	2.71227	1.61009	4.52593	0.750603	4.55747	0.0614916	0	0.799649	3.11192
all	truth	V	5	1959.47	1265	2.30495e+07	3.40563	2.82529	1.76104	7.17965	2.68502	6.71728	0.0614916	0	0.785301	3.49801
all	rms	W	0	332.411	1277	2.16101e+07	1.64675	1.56128	0.725332	0.688874	0.0344437	0.80029	0.184475	0	0.861293	1.79032
all	rms	W	1	660.373	1285	2.16066e+07	1.79997	1.79518	1.02234	1.05835	0.0529175	1.0624	0.184475	0	0.830519	1.8604
all	rms	W	2	982.617	1292	2.16245e+07	1.94475	1.95856	1.24707	1.50729	0.0753647	1.50127	0.184475	0	0.800417	1.97021
all	rms	W	3	1306.32	1297	2.1612e+07	2.06863	2.09409	1.43789	1.96577	0.0982886	1.96155	0.184475	0	0.774252	2.07884
all	rms	W	4	1631.36	1303	2.16159e+07	2.17404	2.21533	1.60684	2.40158	0.120079	2.40068	0.184475	0	0.750753	2.17794
all	rms	W	5	1957.57	1307	2.16219e+07	2.28066	2.32819	1.76018	2.87689	0.143844	2.87918	0.184475	0	0.727723	2.28224
all	share	W	0	332.411	1277	2.16101e+07	1.64675	1.56128	0.725332	0.588849	0.0294425	0.80029	0.184475	0	0.861293	1.79032
all	share	W	1	660.373	1285	2.16066e+07	1.79997	1.79518	1.02234	0.954341	0.047717	1.0624	0.184475	0	0.830519	1.8604
