label	est	plane	tbin	t_us	n_prof	q	rms_meas_mm	rms_pred_mm	sig_model_mm	sig2_eff_mm2	sig2_err	sig2_naive_mm2	extent	ceiling	centre_share	rms_truth_mm
all	rms	U	0	173.592	956	1.64573e+07	1.79164	1.00959	0.552741	2.43831	0.121916	2.49623	0.125041	0	0.616569	1.80668
all	rms	U	1	364.76	966	1.64576e+07	1.87793	1.19343	0.801235	2.75589	0.137794	2.7443	0.125041	0	0.590721	1.89851
all	rms	U	2	557.973	959	1.64628e+07	1.96401	1.33048	0.990976	3.08717	0.154359	3.06919	0.125041	0	0.566409	1.98477
all	rms	U	3	753.559	1002	1.64556e+07	1.95978	1.45226	1.15164	3.07054	0.153527	3.05794	0.125041	0	0.556447	1.97937
all	rms	U	4	952.944	986	1.64675e+07	2.06423	1.56673	1.29506	3.49122	0.174561	3.48358	0.125041	0	0.534803	2.08331
all	rms	U	5	1150.08	1001	1.64722e+07	2.13018	1.67276	1.42272	3.76799	0.1884	3.7637	0.125041	0	0.520871	2.15619
all	share	U	0	173.592	956	1.64573e+07	1.79164	1.00959	0.552741	2.0837	0.104185	2.49623	0.125041	0	0.616569	1.80668
all	share	U	1	364.76	966	1.64576e+07	1.87793	1.19343	0.801235	2.43175	0.121588	2.7443	0.125041	0	0.590721	1.89851
all	share	U	2	557.973	959	1.64628e+07	1.96401	1.33048	0.990976	2.80163	0.140082	3.06919	0.125041	0	0.566409	1.98477
all	share	U	3	753.559	1002	1.64556e+07	1.95978	1.45226	1.15164	2.96682	0.148341	3.05794	0.125041	0	0.556447	1.97937
all	share	U	4	952.944	986	1.64675e+07	2.06423	1.56673	1.29506	3.35701	0.16785	3.48358	0.125041	0	0.534803	2.08331
all	share	U	5	1150.08	1001	1.64722e+07	2.13018	1.67276	1.42272	3.6335	0.181675	3.7637	0.125041	0	0.520871	2.15619
all	truth	U	0	173.592	956	1.64573e+07	1.79164	1.00959	0.552741	2.49262	0.124631	2.49623	0.125041	0	0.616569	1.80668
all	truth	U	1	364.76	966	1.64576e+07	1.87793	1.19343	0.801235	2.83379	0.14169	2.7443	0.125041	0	0.590721	1.89851
all	truth	U	2	557.973	959	1.64628e+07	1.96401	1.33048	0.990976	3.16924	0.158462	3.06919	0.125041	0	0.566409	1.98477
all	truth	U	3	753.559	1002	1.64556e+07	1.95978	1.45226	1.15164	3.14783	0.157391	3.05794	0.125041	0	0.556447	1.97937
all	truth	U	4	952.944	986	1.64675e+07	2.06423	1.56673	1.29506	3.57042	0.178521	3.48358	0.125041	0	0.534803	2.08331
all	truth	U	5	1150.08	1001	1.64722e+07	2.13018	1.67276	1.42272	3.87948	0.193974	3.7637	0.125041	0	0.520871	2.15619
all	rms	V	0	173.303	966	1.64227e+07	1.72953	1.00923	0.55228	2.21857	0.110929	2.27774	0.125041	0	0.608498	1.77569
all	rms	V	1	367.951	966	1.64537e+07	1.81992	1.19593	0.804732	2.54082	0.127041	2.52946	0.125041	0	0.591105	1.85616
all	rms	V	2	560.212	965	1.64422e+07	1.86439	1.33195	0.992961	2.70511	0.135255	2.68783	0.125041	0	0.579274	1.91155
all	rms	V	3	755.489	980	1.64597e+07	1.96637	1.45341	1.15311	3.09646	0.154823	3.08388	0.125041	0	0.553409	2.0132
all	rms	V	4	952.858	995	1.64366e+07	2.01628	1.56668	1.295	3.29544	0.164772	3.28793	0.125041	0	0.54132	2.06289
all	rms	V	5	1151.74	998	1.64529e+07	2.05315	1.67363	1.42375	3.44559	0.17228	3.44148	0.125041	0	0.531311	2.09693
all	share	V	0	173.303	966	1.64227e+07	1.72953	1.00923	0.55228	2.18784	0.109392	2.27774	0.125041	0	0.608498	1.77569
all	share	V	1	367.951	966	1.64537e+07	1.81992	1.19593	0.804732	2.42626	0.121313	2.52946	0.125041	0	0.591105	1.85616
all	share	V	2	560.212	965	1.64422e+07	1.86439	1.33195	0.992961	2.60032	0.130016	2.68783	0.125041	0	0.579274	1.91155
all	share	V	3	755.489	980	1.64597e+07	1.96637	1.45341	1.15311	3.01892	0.150946	3.08388	0.125041	0	0.553409	2.0132
all	share	V	4	952.858	995	1.64366e+07	2.01628	1.56668	1.295	3.23474	0.161737	3.28793	0.125041	0	0.54132	2.06289
all	share	V	5	1151.74	998	1.64529e+07	2.05315	1.67363	1.42375	3.42432	0.171216	3.44148	0.125041	0	0.531311	2.09693
all	truth	V	0	173.303	966	1.64227e+07	1.72953	1.00923	0.55228	2.38116	0.119058	2.27774	0.125041	0	0.608498	1.77569
all	truth	V	1	367.951	966	1.64537e+07	1.81992	1.19593	0.804732	2.67441	0.133721	2.52946	0.125041	0	0.591105	1.85616
all	truth	V	2	560.212	965	1.64422e+07	1.86439	1.33195	0.992961	2.88354	0.144177	2.68783	0.125041	0	0.579274	1.91155
all	truth	V	3	755.489	980	1.64597e+07	1.96637	1.45341	1.15311	3.28299	0.16415	3.08388	0.125041	0	0.553409	2.0132
all	truth	V	4	952.858	995	1.64366e+07	2.01628	1.56668	1.295	3.48571	0.174286	3.28793	0.125041	0	0.54132	2.06289
all	truth	V	5	1151.74	998	1.64529e+07	2.05315	1.67363	1.42375	3.62735	0.181368	3.44148	0.125041	0	0.531311	2.09693
all	rms	W	0	174.84	972	1.59223e+07	1.20548	1.03263	0.554723	0.634886	0.0317443	0.694589	0.250078	0	0.784708	1.22658
all	rms	W	1	369.711	976	1.59241e+07	1.34032	1.21241	0.806655	0.971189	0.0485594	0.977209	0.250078	0	0.735637	1.34603
all	rms	W	2	565.097	978	1.59215e+07	1.45712	1.34898	0.997282	1.30106	0.0650529	1.29804	0.250078	0	0.695615	1.45922
all	rms	W	3	760.739	978	1.59154e+07	1.56447	1.4699	1.15711	1.629	0.0814498	1.62588	0.250078	0	0.660278	1.56597
all	rms	W	4	956.716	982	1.59286e+07	1.66032	1.58174	1.29762	1.9405	0.0970251	1.93859	0.250078	0	0.630681	1.66172
all	rms	W	5	1153.25	984	1.59334e+07	1.75363	1.68683	1.42468	2.26059	0.11303	2.25955	0.250078	0	0.603716	1.75501
