bid	plane	slice	t_ns	extent	thresh	q-3	q-2	q-1	q+0	q+1	q+2	q+3
0	0	313	398045	0.0614921	129.65	0	671	5268	13369	0	0	0
0	0	314	400045	0.0614921	129.65	0	54	7889	11567	0	0	0
0	0	315	402045	0.0614921	133.684	0	0	0	10291	8506	0	0
0	0	316	404045	0.0614921	133.684	0	0	0	12603	6113	0	0
0	0	317	406045	0.0614921	133.684	0	0	0	14335	4112	0	0
0	0	318	408045	0.0614921	133.684	0	0	0	16243	2714	0	0
0	0	319	410045	0.0614921	133.684	0	0	0	17579	1503	0	0
0	0	320	412045	0.0614921	133.684	0	0	0	17630	509	0	0
0	0	321	414045	0.0614921	133.684	0	0	0	18506	0	2	0
0	0	322	416045	0.0614921	133.684	0	0	42	18558	0	0	0
0	0	323	418045	0.0614921	133.684	0	0	536	18732	0	0	0
0	0	324	420045	0.0614921	133.684	0	0	511	19427	0	0	0
0	0	325	422045	0.0614921	133.684	0	0	1368	18542	0	0	0
0	0	326	424046	0.0614921	133.684	0	0	1752	17968	0	0	0
0	0	327	426046	0.0614921	133.684	0	0	2381	17032	0	0	0
0	0	328	428046	0.0614921	133.684	0	0	4180	15362	0	0	0
0	0	329	430046	0.0614921	133.684	0	0	6425	14185	0	0	0
0	0	330	432046	0.0614921	133.684	0	0	8199	11810	0	0	0
0	0	331	434046	0.0614921	133.684	0	0	10300	10082	0	0	0
0	0	332	436046	0.0614921	132.91	0	0	0	12369	8178	0	0
0	0	333	438046	0.0614921	132.91	0	0	0	14883	6580	0	0
0	0	334	440046	0.0614921	132.91	0	0	0	16923	3904	0	0
0	0	335	442046	0.0614921	132.91	0	0	0	17902	2467	0	0
0	0	336	444046	0.0614921	132.91	0	0	0	18470	1472	0	0
0	0	337	446046	0.0614921	132.91	0	0	0	18495	925	197	0
0	0	338	448046	0.0614921	132.91	0	0	0	18981	651	366	0
0	0	339	450046	0.0614921	132.91	0	0	0	19164	384	76	0
0	0	341	454046	0.0614921	132.91	0	0	56	19627	0	0	0
0	0	342	456047	0.0614921	132.91	0	0	541	18779	0	0	0
0	0	343	458047	0.0614921	132.91	0	0	1654	17823	0	0	0
0	0	344	460047	0.0614921	132.91	0	0	3358	16280	0	0	0
0	0	345	462047	0.0614921	132.91	0	0	5517	14270	0	0	0
0	0	346	464047	0.0614921	132.91	0	0	7560	12906	0	0	0
0	0	347	466047	0.0614921	132.91	0	0	10142	10974	0	0	0
0	0	348	468047	0.0614921	125.941	0	0	0	11442	8631	0	0
0	0	349	470047	0.0614921	125.941	0	0	0	12992	6661	0	0
0	0	350	472047	0.0614921	125.941	0	0	0	14658	5226	0	0
0	0	351	474047	0.0614921	125.941	0	0	0	16693	3258	0	0
0	0	352	476047	0.0614921	125.941	0	0	0	17647	2116	73	0
0	0	353	478047	0.0614921	125.941	0	0	0	17980	1606	474	0
0	0	354	480047	0.0614921	125.941	0	0	0	18394	706	276	0
0	0	355	482047	0.0614921	125.941	0	0	0	18318	16	0	0
0	0	356	484047	0.0614921	125.941	0	41	0	18292	72	0	0
0	0	357	486047	0.0614921	125.941	0	467	0	18510	54	0	0
0	0	358	488048	0.0614921	125.941	0	471	216	17745	0	0	0
0	0	359	490048	0.0614921	125.941	0	399	665	17263	0	0	0
0	0	360	492048	0.0614921	125.941	0	20	1939	16147	0	0	0
0	0	361	494048	0.0614921	125.941	0	0	3571	15290	0	0	0
0	0	362	496048	0.0614921	125.941	0	0	5345	12475	0	0	0
0	0	363	498048	0.0614921	125.941	0	0	7477	10182	11	0	0
0	0	364	500048	0.0614921	135.472	0	0	0	10349	8122	0	0
0	0	365	502048	0.0614921	135.472	0	0	0	12575	6037	353	0
0	0	366	504048	0.0614921	135.472	0	0	0	14377	3886	792	0
0	0	367	506048	0.0614921	135.472	0	0	0	15778	2322	443	0
0	0	368	508048	0.0614921	135.472	0	0	0	16293	1401	448	0
0	0	369	510048	0.0614921	135.472	0	0	0	16832	370	520	0
0	0	370	512048	0.0614921	135.472	0	0	0	17513	0	78	0
0	0	375	522049	0.0614921	135.472	0	125	7	16435	0	0	0
0	0	376	524049	0.0614921	135.472	0	23	1641	15785	0	0	0
0	0	377	526049	0.0614921	135.472	0	0	3632	14168	0	0	0
0	0	378	528049	0.0614921	135.472	0	0	4540	12338	0	0	0
0	0	379	530049	0.0614921	135.472	0	0	6620	10610	0	0	0
0	0	380	532049	0.0614921	141.498	0	0	0	9508	8465	0	0
0	0	381	534049	0.0614921	141.498	0	0	0	12086	6358	0	0
0	0	382	536049	0.0614921	141.498	0	0	0	13772	4373	0	0
0	0	383	538049	0.0614921	141.498	0	0	0	15292	2368	71	0
0	0	384	540049	0.0614921	141.498	0	0	0	16280	520	0	0
0	0	391	554050	0.0614921	141.498	0	0	663	16548	0	0	0
0	0	392	556050	0.0614921	141.498	0	110	2218	16015	0	0	0
0	0	393	558050	0.0614921	141.498	0	14	3751	15027	0	0	0
0	0	394	560050	0.0614921	141.498	0	39	5303	13274	0	0	0
0	0	395	562050	0.0614921	141.498	0	27	7454	10770	0	0	0
0	0	396	564050	0.0614921	141.498	0	0	9853	7742	0	0	0
0	0	397	566050	0.0614921	146.205	0	0	0	12238	6268	0	0
0	0	398	568050	0.0614921	146.205	0	0	0	14038	4699	0	0
0	0	399	570050	0.0614921	146.205	0	0	0	15790	2568	57	0
0	0	400	572050	0.0614921	146.205	0	0	0	17206	1027	210	0
0	0	401	574050	0.0614921	146.205	0	0	13	18295	0	319	0
0	0	402	576050	0.0614921	146.205	0	0	30	17815	0	262	0
0	0	403	578050	0.0614921	146.205	0	0	47	17644	0	149	0
0	0	404	580050	0.0614921	146.205	0	0	584	18147	0	250	0
0	0	405	582050	0.0614921	146.205	0	0	793	19202	0	0	0
0	0	406	584051	0.0614921	146.205	0	0	1582	18835	0	0	0
0	0	407	586051	0.0614921	146.205	0	80	2297	17732	0	0	0
0	0	408	588051	0.0614921	146.205	0	259	3324	16571	0	0	0
0	0	409	590051	0.0614921	146.205	0	238	4112	15638	0	0	0
0	0	410	592051	0.0614921	146.205	0	0	5921	14532	0	0	0
0	0	411	594051	0.0614921	146.205	0	0	7626	12792	0	0	0
0	0	412	596051	0.0614921	146.205	0	0	9659	11296	0	0	0
0	0	413	598051	0.0614921	142.817	0	0	0	11238	8291	0	0
0	0	414	600051	0.0614921	142.817	0	0	0	13039	6361	0	0
0	0	415	602051	0.0614921	142.817	0	0	0	14506	5059	0	0
0	0	416	604051	0.0614921	142.817	0	0	0	16847	3252	0	0
0	0	417	606051	0.0614921	142.817	0	0	0	18529	1640	0	0
0	0	418	608051	0.0614921	142.817	0	0	0	18574	886	0	0
0	0	419	610051	0.0614921	142.817	0	0	0	18990	0	185	0
0	0	420	612051	0.0614921	142.817	0	0	0	18741	0	39	0
0	0	422	616052	0.0614921	142.817	0	0	21	19625	0	0	0
0	0	423	618052	0.0614921	142.817	0	0	591	19562	0	0	0
0	0	424	620052	0.0614921	142.817	0	0	1126	18871	0	0	0
0	0	425	622052	0.0614921	142.817	0	0	2588	17276	0	0	0
0	0	426	624052	0.0614921	142.817	0	0	4891	15626	0	0	0
0	0	427	626052	0.0614921	142.817	0	0	6710	13899	0	0	0
0	0	428	628052	0.0614921	142.817	0	0	8571	11992	0	0	0
0	0	429	630052	0.0614921	138.237	0	0	0	10299	9409	0	0
0	0	430	632052	0.0614921	138.237	0	0	0	12430	7551	0	0
0	0	431	634052	0.0614921	138.237	0	0	0	14572	5918	6	0
0	0	432	636052	0.0614921	138.237	0	0	0	16445	4035	7	0
0	0	433	638052	0.0614921	138.237	0	0	0	17255	3216	8	0
0	0	434	640052	0.0614921	138.237	0	0	0	17604	2204	14	0
0	0	435	642052	0.0614921	138.237	0	0	0	18048	427	42	0
0	0	439	650053	0.0614921	138.237	0	0	16	17536	0	0	0
0	0	440	652053	0.0614921	138.237	0	0	222	16974	0	0	0
0	0	441	654053	0.0614921	138.237	0	0	1312	15917	0	0	0
0	0	442	656053	0.0614921	138.237	0	0	2385	14680	0	0	0
0	0	443	658053	0.0614921	138.237	0	0	3966	13309	0	0	0
0	0	444	660053	0.0614921	138.237	0	0	5926	11911	0	0	0
0	0	445	662053	0.0614921	155.054	0	0	0	8370	9839	0	0
0	0	446	664053	0.0614921	155.054	0	0	0	11623	6806	0	0
0	0	447	666053	0.0614921	155.054	0	0	0	12555	4412	0	0
0	0	448	668053	0.0614921	155.054	0	0	0	14007	2934	0	0
0	0	449	670053	0.0614921	155.054	0	0	0	15223	2234	0	0
0	0	450	672053	0.0614921	155.054	0	0	0	15858	1313	0	0
0	0	451	674053	0.0614921	155.054	0	0	0	16934	143	0	0
0	0	452	676053	0.0614921	155.054	0	0	0	17306	4	0	0
0	0	455	682054	0.0614921	155.054	0	0	133	16087	0	0	0
0	0	456	684054	0.0614921	155.054	0	0	361	15480	0	0	0
0	0	457	686054	0.0614921	155.054	0	0	1760	14695	0	0	0
0	0	458	688054	0.0614921	155.054	0	0	3135	13084	0	0	0
0	0	459	690054	0.0614921	155.054	0	0	4688	11936	0	0	0
0	0	460	692054	0.0614921	155.054	0	0	6555	10367	0	0	0
0	0	461	694054	0.0614921	155.054	0	0	8963	8113	0	0	0
0	0	462	696054	0.0614921	160.26	0	0	0	11309	6352	0	0
0	0	463	698054	0.0614921	160.26	0	0	0	12642	3834	0	0
0	0	464	700054	0.0614921	160.26	0	0	0	14147	2466	0	0
0	0	465	702054	0.0614921	160.26	0	0	0	15780	1914	0	0
0	0	466	704054	0.0614921	160.26	0	0	0	16696	250	0	0
0	0	467	706054	0.0614921	160.26	0	0	0	17549	0	50	0
0	0	468	708054	0.0614921	160.26	0	0	0	18564	0	206	0
0	0	471	714055	0.0614921	160.26	0	93	22	18323	0	0	0
0	0	472	716055	0.0614921	160.26	0	8	699	17243	0	0	0
0	0	473	718055	0.0614921	160.26	0	0	1512	16086	0	0	0
0	0	474	720055	0.0614921	160.26	0	0	2262	15112	0	0	0
0	0	475	722055	0.0614921	160.26	0	0	4582	13663	0	0	0
0	0	476	724055	0.0614921	160.26	0	0	6710	11725	0	0	0
0	0	477	726055	0.0614921	160.26	0	0	7924	9751	0	0	0
0	0	478	728055	0.0614921	161.408	0	0	0	10624	7762	0	0
0	0	479	730055	0.0614921	161.408	0	0	0	12077	5625	0	0
0	0	480	732055	0.0614921	161.408	0	0	0	13866	3695	0	0
0	0	481	734055	0.0614921	161.408	0	0	0	15534	2148	0	0
0	0	482	736055	0.0614921	161.408	0	0	0	16932	733	1	0
0	0	483	738055	0.0614921	161.408	0	0	0	18774	40	6	0
0	0	488	748056	0.0614921	161.408	0	0	9	18386	0	0	0
0	0	489	750056	0.0614921	161.408	0	431	830	16803	0	0	0
0	0	490	752056	0.0614921	161.408	0	592	2668	15731	0	0	0
0	0	491	754056	0.0614921	161.408	0	0	4476	14352	0	0	0
0	0	492	756056	0.0614921	161.408	0	151	6139	12243	0	0	0
0	0	493	758056	0.0614921	161.408	0	0	9177	10478	0	0	0
0	0	494	760056	0.0614921	166.878	0	0	0	10524	8101	0	0
0	0	495	762056	0.0614921	166.878	0	0	0	11946	6623	0	0
0	0	496	764056	0.0614921	166.878	0	0	173	13583	4239	0	0
0	0	497	766056	0.0614921	166.878	0	0	0	15667	2924	7	0
0	0	498	768056	0.0614921	166.878	0	0	0	16793	2408	0	0
0	0	499	770056	0.0614921	166.878	0	0	0	17687	617	40	0
0	0	500	772056	0.0614921	166.878	0	0	0	18601	399	184	0
0	0	501	774056	0.0614921	166.878	0	0	5	18893	0	0	0
0	0	502	776057	0.0614921	166.878	0	0	6	18652	0	0	0
0	0	503	778057	0.0614921	166.878	0	0	3	18404	0	0	0
0	0	504	780057	0.0614921	166.878	0	505	734	18058	0	0	0
0	0	505	782057	0.0614921	166.878	0	397	1220	18003	0	0	0
0	0	506	784057	0.0614921	166.878	0	0	1596	16971	0	0	0
0	0	507	786057	0.0614921	166.878	0	123	3372	15107	0	0	0
0	0	508	788057	0.0614921	166.878	0	11	5512	13795	0	0	0
0	0	509	790057	0.0614921	166.878	0	0	7606	11638	0	0	0
0	0	510	792057	0.0614921	152.547	0	0	0	9558	9581	0	0
0	0	511	794057	0.0614921	152.547	0	0	0	10893	8638	0	0
0	0	512	796057	0.0614921	152.547	0	0	0	12827	6198	0	0
0	0	513	798057	0.0614921	152.547	0	0	0	14314	4113	0	0
0	0	514	800057	0.0614921	152.547	0	0	0	15904	3252	0	0
0	0	515	802057	0.0614921	152.547	0	0	0	17112	1708	0	0
0	0	516	804057	0.0614921	152.547	0	0	0	17470	1385	0	0
0	0	517	806057	0.0614921	152.547	0	0	0	17105	834	0	0
0	0	519	810058	0.0614921	152.547	0	0	345	17676	134	0	0
0	0	520	812058	0.0614921	152.547	0	0	615	16842	19	0	0
0	0	521	814058	0.0614921	152.547	0	0	1067	15701	0	0	0
0	0	522	816058	0.0614921	152.547	0	0	3129	14810	0	0	0
0	0	523	818058	0.0614921	152.547	0	0	4445	14404	10	0	0
0	0	524	820058	0.0614921	152.547	0	0	5552	13227	0	0	0
0	0	525	822058	0.0614921	152.547	0	0	7165	10840	0	0	0
0	0	526	824058	0.0614921	152.547	0	0	8634	9025	0	0	0
0	0	527	826058	0.0614921	147.525	0	0	0	10722	8033	0	0
0	0	528	828058	0.0614921	147.525	0	0	0	12163	6396	0	0
0	0	529	830058	0.0614921	147.525	0	0	0	14039	4414	0	0
0	0	530	832058	0.0614921	147.525	0	0	0	14494	3030	3	0
0	0	531	834058	0.0614921	147.525	0	0	0	15659	1704	541	0
0	0	532	836058	0.0614921	147.525	0	0	0	16630	333	489	0
0	0	533	838058	0.0614921	147.525	0	0	45	17903	0	0	0
0	0	535	842059	0.0614921	147.525	0	156	344	18419	0	0	0
0	0	536	844059	0.0614921	147.525	0	171	461	17616	0	0	0
0	0	537	846059	0.0614921	147.525	0	414	1958	18101	0	0	0
0	0	538	848059	0.0614921	147.525	0	350	3123	17838	0	0	0
0	0	539	850059	0.0614921	147.525	0	0	3308	16049	0	0	0
0	0	540	852059	0.0614921	147.525	0	0	5617	14663	0	0	0
0	0	541	854059	0.0614921	147.525	0	0	7416	12375	0	0	0
0	0	542	856059	0.0614921	147.525	0	0	9644	10211	0	0	0
0	0	543	858059	0.0614921	148.416	0	0	0	11976	8529	0	0
0	0	544	860059	0.0614921	148.416	0	0	0	13669	6830	0	0
0	0	545	862059	0.0614921	148.416	0	0	0	15438	4435	0	0
0	0	546	864059	0.0614921	148.416	0	0	0	17153	2941	0	0
0	0	547	866059	0.0614921	148.416	0	0	0	18651	1372	0	0
0	0	548	868059	0.0614921	148.416	0	0	0	18943	427	0	0
0	0	549	870059	0.0614921	148.416	0	27	0	19369	155	4	0
0	0	550	872060	0.0614921	148.416	0	144	0	19325	11	0	0
0	0	553	878060	0.0614921	148.416	0	0	4	18603	0	0	0
0	0	554	880060	0.0614921	148.416	0	0	582	17605	0	0	0
0	0	555	882060	0.0614921	148.416	0	0	1375	16692	0	0	0
0	0	556	884060	0.0614921	148.416	0	9	2730	16212	0	0	0
0	0	557	886060	0.0614921	148.416	0	0	4555	14303	0	0	0
0	0	558	888060	0.0614921	148.416	0	0	7141	11613	0	0	0
0	0	559	890060	0.0614921	155.992	0	0	0	9937	11003	0	0
0	0	560	892060	0.0614921	155.992	0	0	0	10821	8558	0	0
0	0	561	894060	0.0614921	155.992	0	0	0	12511	5905	0	0
0	0	562	896060	0.0614921	155.992	0	0	0	13931	5292	0	0
0	0	563	898060	0.0614921	155.992	0	0	0	15019	3459	0	0
0	0	564	900060	0.0614921	155.992	0	0	0	15770	2387	0	0
0	0	565	902060	0.0614921	155.992	0	0	0	16471	1079	0	0
0	0	566	904061	0.0614921	155.992	0	0	0	17291	757	0	0
0	0	567	906061	0.0614921	155.992	0	0	0	16937	151	0	0
0	0	568	908061	0.0614921	155.992	0	0	50	17110	90	0	0
0	0	569	910061	0.0614921	155.992	0	0	1147	16622	50	0	0
0	0	570	912061	0.0614921	155.992	0	0	2189	15198	10	0	0
0	0	571	914061	0.0614921	155.992	0	0	2982	13894	25	0	0
0	0	572	916061	0.0614921	155.992	0	0	5081	13365	0	0	0
0	0	573	918061	0.0614921	155.992	0	0	6774	12598	0	0	0
0	0	574	920061	0.0614921	155.992	0	0	8202	9949	0	0	0
0	0	575	922061	0.0614921	148.286	0	0	0	11421	8042	0	0
0	0	576	924061	0.0614921	148.286	0	0	0	13176	5769	0	0
0	0	577	926061	0.0614921	148.286	0	0	0	14671	4364	0	0
0	0	578	928061	0.0614921	148.286	0	0	0	16195	3156	0	0
0	0	579	930061	0.0614921	148.286	0	0	0	17359	1600	70	0
0	0	580	932061	0.0614921	148.286	0	0	0	18879	503	256	0
0	0	581	934061	0.0614921	148.286	0	0	0	19364	0	192	0
0	0	586	944062	0.0614921	148.286	0	0	369	17448	0	0	0
0	0	587	946062	0.0614921	148.286	0	27	1334	15868	0	0	0
0	0	588	948062	0.0614921	148.286	0	68	2837	14342	0	0	0
0	0	589	950062	0.0614921	148.286	0	0	4692	13492	0	0	0
0	0	590	952062	0.0614921	148.286	0	0	6724	11332	0	0	0
0	0	591	954062	0.0614921	148.286	0	0	7971	8958	0	0	0
0	0	592	956062	0.0614921	165.046	0	0	0	10472	7177	0	0
0	0	593	958062	0.0614921	165.046	0	0	0	12764	5312	0	0
0	0	594	960062	0.0614921	165.046	0	0	0	14642	4630	0	0
0	0	595	962062	0.0614921	165.046	0	0	0	16324	2828	0	0
0	0	596	964062	0.0614921	165.046	0	0	0	17245	1170	0	0
0	0	597	966062	0.0614921	165.046	0	0	0	17400	497	0	0
0	0	598	968063	0.0614921	165.046	0	0	0	18243	152	0	0
0	0	601	974063	0.0614921	165.046	0	0	0	18752	0	21	0
0	0	602	976063	0.0614921	165.046	0	0	62	18481	0	0	0
0	0	603	978063	0.0614921	165.046	0	0	1623	16588	0	0	0
0	0	604	980063	0.0614921	165.046	0	0	2578	14887	0	0	0
0	0	605	982063	0.0614921	165.046	0	0	4282	14251	0	0	0
0	0	606	984063	0.0614921	165.046	0	0	6063	12832	0	0	0
0	0	607	986063	0.0614921	165.046	0	0	8406	10743	0	0	0
0	0	608	988063	0.0614921	166.373	0	0	0	10894	9062	0	0
0	0	609	990063	0.0614921	166.373	0	0	0	11792	6781	0	0
0	0	610	992063	0.0614921	166.373	0	0	0	13719	5236	0	0
0	0	611	994063	0.0614921	166.373	0	0	0	15266	3968	0	0
0	0	612	996063	0.0614921	166.373	0	0	0	15419	3094	0	0
0	0	613	998063	0.0614921	166.373	0	0	0	15971	1973	3	0
0	0	614	1.00006e+06	0.0614921	166.373	0	0	0	17102	769	0	0
0	0	615	1.00206e+06	0.0614921	166.373	0	0	0	17589	329	259	0
0	0	616	1.00406e+06	0.0614921	166.373	0	0	0	17152	507	1013	0
0	0	617	1.00606e+06	0.0614921	166.373	0	0	0	17034	0	54	0
0	0	618	1.00806e+06	0.0614921	166.373	0	0	113	17065	0	0	0
0	0	619	1.01006e+06	0.0614921	166.373	0	0	238	16599	0	0	0
0	0	620	1.01206e+06	0.0614921	166.373	0	0	1653	15149	0	0	0
0	0	621	1.01406e+06	0.0614921	166.373	0	0	4313	13537	0	0	0
0	0	622	1.01606e+06	0.0614921	166.373	0	0	6195	12149	0	0	0
0	0	623	1.01806e+06	0.0614921	166.373	0	0	7541	10443	0	0	0
0	0	624	1.02006e+06	0.0614921	167.628	0	0	0	9802	8309	0	0
0	0	625	1.02206e+06	0.0614921	167.628	0	0	0	11514	6782	0	0
0	0	626	1.02406e+06	0.0614921	167.628	0	0	0	13131	4504	0	0
0	0	627	1.02606e+06	0.0614921	167.628	0	0	0	15540	2914	254	0
0	0	628	1.02806e+06	0.0614921	167.628	0	0	0	16315	2361	15	0
0	0	629	1.03006e+06	0.0614921	167.628	0	0	0	16792	1460	0	0
0	0	630	1.03206e+06	0.0614921	167.628	0	0	0	16508	530	345	0
0	0	631	1.03406e+06	0.0614921	167.628	0	0	0	16515	6	194	0
0	0	632	1.03606e+06	0.0614921	167.628	0	61	0	16603	0	0	0
0	0	633	1.03806e+06	0.0614921	167.628	0	731	263	16936	0	0	0
0	0	634	1.04006e+06	0.0614921	167.628	0	891	385	15917	0	0	0
0	0	635	1.04206e+06	0.0614921	167.628	0	469	1297	15317	0	0	0
0	0	636	1.04406e+06	0.0614921	167.628	0	438	2725	14507	0	0	0
0	0	637	1.04606e+06	0.0614921	167.628	0	401	3993	13497	0	0	0
0	0	638	1.04807e+06	0.0614921	167.628	0	334	5450	12231	0	0	0
